Seed 1656949570
ARCH 2|F_ID 0|LIMIT 4
before: 
3(369)
Melhor resultado nxn: MAPK_Cancer_Cell_Fate_Network,  31,  7,  9,  137, 1, 3, 492452, 14505.53, 0, 0.00, 1: 73; 2: 26; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 180,  6, 10,  173, 1, 5, 473652, 14505.53, 0, 64.16, 1: 60; 2: 25; 3: 11; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 835,  4, 14,  173, 1, 5, 443520, 14505.53, 1, 64.16, 1: 64; 2: 18; 3: 13; 4: 6; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 938,  5, 12,  173, 1, 5, 473343, 14505.53, 1, 64.16, 1: 54; 2: 35; 3: 9; 4: 3; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 846,  7,  8,  173, 1, 5, 443520, 14505.53, 1, 64.16, 1: 56; 2: 34; 3: 6; 4: 4; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 900,  7,  8,  173, 1, 5, 443520, 14505.53, 1, 64.16, 1: 57; 2: 28; 3: 13; 4: 4; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 921,  4, 14,  173, 1, 5, 443520, 14505.53, 1, 64.16, 1: 58; 2: 28; 3: 12; 4: 2; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 789, 10,  6,  173, 1, 5, 473472, 14505.53, 1, 64.16, 1: 56; 2: 30; 3: 12; 4: 4; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 673,  4, 14,  173, 1, 5, 443520, 14505.53, 1, 64.16, 1: 60; 2: 23; 3: 15; 4: 3; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 210,  5, 12,  173, 1, 5, 473479, 14505.53, 1, 64.16, 1: 53; 2: 38; 3: 6; 4: 4; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 148,  6, 10,  173, 1, 5, 473261, 14505.53, 1, 64.16, 1: 60; 2: 25; 3: 10; 4: 7; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 695,  6, 10,  173, 1, 5, 473435, 14505.53, 1, 64.16, 1: 57; 2: 31; 3: 9; 4: 3; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 653,  4, 14,  173, 1, 5, 443520, 14505.53, 1, 64.16, 1: 57; 2: 31; 3: 9; 4: 3; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 249,  5, 12,  173, 1, 5, 473533, 14505.53, 1, 64.16, 1: 58; 2: 29; 3: 9; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 612,  4, 14,  173, 1, 5, 443520, 14505.53, 1, 64.16, 1: 61; 2: 24; 3: 10; 4: 6; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 667, 10,  6,  173, 1, 5, 473496, 14505.53, 1, 64.16, 1: 62; 2: 23; 3: 10; 4: 5; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 252,  4, 14,  173, 1, 5, 443520, 14505.53, 1, 64.16, 1: 60; 2: 25; 3: 11; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 662,  7,  8,  174, 1, 5, 443520, 14505.53, 1, 64.16, 1: 57; 2: 30; 3: 9; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 720,  7,  8,  174, 1, 5, 443520, 14505.53, 1, 64.16, 1: 60; 2: 25; 3: 11; 4: 4; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 721,  4, 14,  174, 1, 5, 443520, 14505.53, 1, 64.16, 1: 59; 2: 24; 3: 15; 4: 3; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 627,  4, 14,  174, 1, 5, 443520, 14505.53, 1, 64.16, 1: 57; 2: 28; 3: 12; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network,  31,  7,  9,  174, 1, 5, 492452, 14505.53, 1, 64.16, 1: 54; 2: 34; 3: 9; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 933,  5, 12,  174, 1, 5, 473741, 14505.53, 1, 64.16, 1: 58; 2: 27; 3: 13; 4: 2; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 664,  5, 12,  174, 1, 5, 473248, 14505.53, 1, 64.16, 1: 57; 2: 31; 3: 8; 4: 4; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 983,  4, 14,  174, 1, 5, 443520, 14505.53, 1, 64.16, 1: 55; 2: 32; 3: 11; 4: 3; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 777,  7,  8,  174, 1, 5, 443520, 14505.53, 1, 64.16, 1: 56; 2: 31; 3: 9; 4: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 160,  7,  8,  174, 1, 5, 443520, 14505.53, 1, 64.16, 1: 57; 2: 29; 3: 10; 4: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 402,  7,  8,  174, 1, 5, 443520, 14505.53, 1, 64.16, 1: 58; 2: 30; 3: 7; 4: 5; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 595,  5, 12,  174, 1, 5, 473542, 14505.53, 1, 64.16, 1: 54; 2: 33; 3: 11; 4: 4; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 760,  7,  8,  174, 1, 5, 443520, 14505.53, 1, 64.16, 1: 55; 2: 31; 3: 12; 4: 4; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 802,  8,  7,  174, 1, 5, 443520, 14505.53, 1, 64.16, 1: 58; 2: 28; 3: 9; 4: 7; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 152,  6, 10,  174, 1, 5, 473015, 14505.53, 1, 64.16, 1: 60; 2: 23; 3: 14; 4: 4; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 909,  7,  8,  174, 1, 5, 443520, 14505.53, 1, 64.16, 1: 59; 2: 27; 3: 10; 4: 4; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 256,  6, 10,  174, 1, 5, 473385, 14505.53, 1, 64.16, 1: 61; 2: 22; 3: 14; 4: 3; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 287,  7,  8,  174, 1, 5, 443520, 14505.53, 1, 64.16, 1: 61; 2: 21; 3: 15; 4: 4; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 531,  5, 12,  175, 1, 5, 473759, 14505.53, 1, 64.16, 1: 60; 2: 25; 3: 10; 4: 5; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 887,  5, 12,  175, 1, 5, 473644, 14505.53, 1, 64.16, 1: 54; 2: 34; 3: 8; 4: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 762,  6, 10,  175, 1, 5, 473597, 14505.53, 1, 64.16, 1: 59; 2: 26; 3: 12; 4: 2; 5: 4; 
MAPK_Cancer_Cell_Fate_Network, 128,  6, 10,  175, 1, 5, 473554, 14505.53, 1, 64.16, 1: 56; 2: 31; 3: 9; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 435,  7,  8,  175, 1, 5, 443520, 14505.53, 1, 64.16, 1: 54; 2: 33; 3: 10; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network,  28,  4, 14,  175, 1, 5, 443520, 14505.53, 1, 64.16, 1: 59; 2: 26; 3: 10; 4: 6; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 221,  6, 10,  175, 1, 5, 473438, 14505.53, 1, 64.16, 1: 58; 2: 29; 3: 8; 4: 5; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 751,  8,  7,  175, 1, 5, 443520, 14505.53, 1, 64.16, 1: 55; 2: 32; 3: 9; 4: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 119,  6, 10,  175, 1, 5, 473560, 14505.53, 1, 64.16, 1: 63; 2: 21; 3: 9; 4: 7; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 910,  5, 12,  175, 1, 5, 473476, 14505.53, 1, 64.16, 1: 51; 2: 38; 3: 9; 4: 4; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 931,  7,  8,  175, 1, 5, 443520, 14505.53, 1, 64.16, 1: 53; 2: 35; 3: 9; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 425,  5, 12,  175, 1, 5, 473728, 14505.53, 1, 64.16, 1: 52; 2: 38; 3: 7; 4: 4; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 749,  6, 10,  175, 1, 5, 473257, 14505.53, 1, 64.16, 1: 57; 2: 29; 3: 9; 4: 7; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 401,  4, 14,  175, 1, 5, 443520, 14505.53, 1, 64.16, 1: 61; 2: 21; 3: 14; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 946,  7,  9,  175, 1, 5, 493117, 14505.53, 1, 64.16, 1: 48; 2: 44; 3: 6; 4: 4; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 714,  7,  8,  175, 1, 5, 443520, 14505.53, 1, 64.16, 1: 58; 2: 26; 3: 13; 4: 4; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 598,  7,  8,  175, 1, 5, 443520, 14505.53, 1, 64.16, 1: 56; 2: 30; 3: 10; 4: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 182,  6, 10,  175, 1, 5, 473300, 14505.53, 1, 64.16, 1: 59; 2: 26; 3: 10; 4: 6; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 942,  6, 10,  175, 1, 5, 473250, 14505.53, 1, 64.16, 1: 54; 2: 34; 3: 9; 4: 4; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 377, 10,  6,  175, 1, 5, 473446, 14505.53, 1, 64.16, 1: 62; 2: 23; 3: 8; 4: 7; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 105, 10,  6,  175, 1, 5, 473539, 14505.53, 1, 64.16, 1: 57; 2: 29; 3: 9; 4: 7; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 992,  5, 12,  176, 1, 5, 473085, 14505.53, 1, 64.16, 1: 57; 2: 29; 3: 9; 4: 6; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 494,  7,  8,  176, 1, 5, 443520, 14505.53, 1, 64.16, 1: 57; 2: 30; 3: 7; 4: 7; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 843,  7,  8,  176, 1, 5, 443520, 14505.53, 1, 64.16, 1: 60; 2: 25; 3: 10; 4: 4; 5: 4; 
MAPK_Cancer_Cell_Fate_Network, 756,  6, 10,  176, 1, 5, 473660, 14505.53, 1, 64.16, 1: 54; 2: 36; 3: 6; 4: 3; 5: 4; 
MAPK_Cancer_Cell_Fate_Network, 218,  5, 11,  176, 1, 5, 435105, 14505.53, 1, 64.16, 1: 54; 2: 34; 3: 8; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 603, 10,  6,  176, 1, 5, 473411, 14505.53, 1, 64.16, 1: 58; 2: 27; 3: 9; 4: 8; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 878,  4, 14,  176, 1, 5, 443520, 14505.53, 1, 64.16, 1: 57; 2: 28; 3: 11; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 546,  6, 10,  176, 1, 5, 473473, 14505.53, 1, 64.16, 1: 54; 2: 36; 3: 5; 4: 5; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 247,  6, 10,  176, 1, 5, 473345, 14505.53, 1, 64.16, 1: 58; 2: 27; 3: 11; 4: 4; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 373,  4, 14,  176, 1, 5, 443520, 14505.53, 1, 64.16, 1: 58; 2: 25; 3: 13; 4: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 617,  8,  7,  176, 1, 5, 443520, 14505.53, 1, 64.16, 1: 52; 2: 35; 3: 11; 4: 4; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 443,  5, 12,  176, 1, 5, 473245, 14505.53, 1, 64.16, 1: 57; 2: 30; 3: 8; 4: 5; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 743, 10,  6,  176, 1, 5, 473451, 14505.53, 1, 64.16, 1: 59; 2: 24; 3: 13; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 331,  5, 12,  177, 1, 5, 473342, 14505.53, 1, 64.16, 1: 54; 2: 32; 3: 11; 4: 4; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 987, 10,  6,  177, 1, 5, 473640, 14505.53, 1, 64.16, 1: 53; 2: 34; 3: 9; 4: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 346,  7,  8,  177, 1, 5, 443520, 14505.53, 1, 64.16, 1: 55; 2: 29; 3: 15; 4: 1; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 525,  5, 12,  177, 1, 5, 473432, 14505.53, 1, 64.16, 1: 58; 2: 25; 3: 13; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 824,  7,  8,  177, 1, 5, 443520, 14505.53, 1, 64.16, 1: 56; 2: 29; 3: 10; 4: 7; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 702,  5, 11,  177, 1, 5, 435105, 14505.53, 1, 64.16, 1: 56; 2: 31; 3: 8; 4: 5; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 134,  5, 11,  177, 1, 5, 435105, 14505.53, 1, 64.16, 1: 56; 2: 30; 3: 8; 4: 8; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 113,  5, 12,  177, 1, 5, 473245, 14505.53, 1, 64.16, 1: 53; 2: 33; 3: 11; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 212,  5, 11,  177, 1, 5, 435105, 14505.53, 1, 64.16, 1: 57; 2: 27; 3: 12; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 296,  5, 12,  177, 1, 5, 473151, 14505.53, 1, 64.16, 1: 50; 2: 40; 3: 7; 4: 4; 5: 2; 
MAPK_Cancer_Cell_Fate_Network,  54,  7,  9,  177, 1, 5, 493008, 14505.53, 1, 64.16, 1: 55; 2: 30; 3: 11; 4: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 579,  6, 10,  177, 1, 5, 473351, 14505.53, 1, 64.16, 1: 58; 2: 25; 3: 13; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 484,  5, 12,  177, 1, 5, 473595, 14505.53, 1, 64.16, 1: 53; 2: 36; 3: 6; 4: 6; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 601,  4, 14,  177, 1, 5, 443520, 14505.53, 1, 64.16, 1: 58; 2: 27; 3: 10; 4: 5; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 491,  4, 14,  178, 1, 5, 443520, 14505.53, 1, 64.16, 1: 54; 2: 32; 3: 10; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 429,  5, 12,  178, 1, 5, 473213, 14505.53, 1, 64.16, 1: 53; 2: 34; 3: 8; 4: 7; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 994,  4, 14,  178, 1, 5, 443520, 14505.53, 1, 64.16, 1: 58; 2: 25; 3: 13; 4: 4; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 503,  4, 14,  178, 1, 5, 443520, 14505.53, 1, 64.16, 1: 59; 2: 25; 3: 9; 4: 8; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 412,  5, 11,  178, 1, 5, 435105, 14505.53, 1, 64.16, 1: 51; 2: 36; 3: 10; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 179,  8,  7,  178, 1, 5, 443520, 14505.53, 1, 64.16, 1: 56; 2: 30; 3: 8; 4: 7; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 541,  5, 12,  178, 1, 5, 473453, 14505.53, 1, 64.16, 1: 52; 2: 36; 3: 8; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 574,  7,  8,  178, 1, 5, 443520, 14505.53, 1, 64.16, 1: 49; 2: 41; 3: 7; 4: 4; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 520,  4, 14,  178, 1, 5, 443520, 14505.53, 1, 64.16, 1: 56; 2: 31; 3: 8; 4: 4; 5: 4; 
MAPK_Cancer_Cell_Fate_Network, 676, 10,  6,  178, 1, 5, 473778, 14505.53, 1, 64.16, 1: 54; 2: 30; 3: 13; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 347,  8,  7,  178, 1, 5, 443520, 14505.53, 1, 64.16, 1: 53; 2: 34; 3: 9; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 966,  6, 10,  178, 1, 5, 473375, 14505.53, 1, 64.16, 1: 55; 2: 31; 3: 9; 4: 6; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 512,  4, 14,  178, 1, 5, 443520, 14505.53, 1, 64.16, 1: 60; 2: 23; 3: 12; 4: 4; 5: 4; 
MAPK_Cancer_Cell_Fate_Network, 383,  5, 11,  178, 1, 5, 435105, 14505.53, 1, 64.16, 1: 51; 2: 36; 3: 10; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 648,  7,  8,  179, 1, 5, 443520, 14505.53, 1, 64.16, 1: 57; 2: 28; 3: 9; 4: 6; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 634,  7,  8,  179, 1, 5, 443520, 14505.53, 1, 64.16, 1: 51; 2: 36; 3: 9; 4: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 724,  8,  7,  179, 1, 5, 443520, 14505.53, 1, 64.16, 1: 52; 2: 33; 3: 12; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 262, 10,  6,  179, 1, 5, 473732, 14505.53, 1, 64.16, 1: 60; 2: 23; 3: 10; 4: 7; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 806,  7,  9,  179, 1, 5, 493270, 14505.53, 1, 64.16, 1: 53; 2: 32; 3: 11; 4: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 333,  4, 14,  179, 1, 5, 443520, 14505.53, 1, 64.16, 1: 57; 2: 26; 3: 12; 4: 6; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 881,  5, 13,  179, 1, 5, 504887, 14505.53, 1, 64.16, 1: 50; 2: 37; 3: 10; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 875,  4, 14,  179, 1, 5, 443520, 14505.53, 1, 64.16, 1: 56; 2: 29; 3: 10; 4: 5; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 787,  7,  8,  179, 1, 5, 443520, 14505.53, 1, 64.16, 1: 50; 2: 38; 3: 10; 4: 2; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 493,  7,  9,  179, 1, 5, 492697, 14505.53, 1, 64.16, 1: 51; 2: 34; 3: 13; 4: 4; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 841,  5, 12,  179, 1, 5, 473527, 14505.53, 1, 64.16, 1: 57; 2: 28; 3: 8; 4: 8; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 791,  5, 12,  179, 1, 5, 473802, 14505.53, 1, 64.16, 1: 58; 2: 26; 3: 10; 4: 6; 5: 3; 
MAPK_Cancer_Cell_Fate_Network,  62,  8,  7,  179, 1, 5, 443520, 14505.53, 1, 64.16, 1: 56; 2: 27; 3: 13; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 142,  5, 11,  179, 1, 5, 435105, 14505.53, 1, 64.16, 1: 48; 2: 40; 3: 11; 4: 2; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 149,  7,  8,  179, 1, 5, 443520, 14505.53, 1, 64.16, 1: 59; 2: 23; 3: 11; 4: 9; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 587,  7,  8,  179, 1, 5, 443520, 14505.53, 1, 64.16, 1: 55; 2: 29; 3: 12; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 796,  5, 13,  179, 1, 5, 504731, 14505.53, 1, 64.16, 1: 51; 2: 36; 3: 10; 4: 4; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 735,  5, 11,  179, 1, 5, 435105, 14505.53, 1, 64.16, 1: 49; 2: 42; 3: 6; 4: 2; 5: 4; 
MAPK_Cancer_Cell_Fate_Network, 195,  7,  8,  179, 1, 5, 443520, 14505.53, 1, 64.16, 1: 56; 2: 28; 3: 12; 4: 4; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 833,  4, 14,  179, 1, 5, 443520, 14505.53, 1, 64.16, 1: 57; 2: 27; 3: 10; 4: 7; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 748,  4, 14,  179, 1, 5, 443520, 14505.53, 1, 64.16, 1: 59; 2: 21; 3: 16; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 905,  7,  8,  179, 1, 5, 443520, 14505.53, 1, 64.16, 1: 59; 2: 27; 3: 6; 4: 7; 5: 4; 
MAPK_Cancer_Cell_Fate_Network, 375,  6, 10,  180, 1, 5, 473720, 14505.53, 1, 64.16, 1: 63; 2: 19; 3: 9; 4: 8; 5: 4; 
MAPK_Cancer_Cell_Fate_Network, 615,  5, 12,  180, 1, 5, 473311, 14505.53, 1, 64.16, 1: 57; 2: 27; 3: 10; 4: 6; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 754,  7,  8,  180, 1, 5, 443520, 14505.53, 1, 64.16, 1: 60; 2: 21; 3: 12; 4: 8; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 663,  7,  8,  180, 1, 5, 443520, 14505.53, 1, 64.16, 1: 60; 2: 21; 3: 12; 4: 8; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 922,  5, 12,  180, 1, 5, 473781, 14505.53, 1, 64.16, 1: 55; 2: 29; 3: 11; 4: 6; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 874,  5, 11,  180, 1, 5, 435105, 14505.53, 1, 64.16, 1: 49; 2: 36; 3: 14; 4: 3; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 980,  5, 12,  180, 1, 5, 473378, 14505.53, 1, 64.16, 1: 57; 2: 26; 3: 12; 4: 5; 5: 3; 
MAPK_Cancer_Cell_Fate_Network,  49,  5, 12,  180, 1, 5, 473467, 14505.53, 1, 64.16, 1: 58; 2: 27; 3: 8; 4: 6; 5: 4; 
MAPK_Cancer_Cell_Fate_Network, 456,  8,  7,  180, 1, 5, 443520, 14505.53, 1, 64.16, 1: 51; 2: 36; 3: 10; 4: 3; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 151,  6, 10,  180, 1, 5, 473420, 14505.53, 1, 64.16, 1: 52; 2: 32; 3: 13; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 144,  4, 14,  180, 1, 5, 443520, 14505.53, 1, 64.16, 1: 58; 2: 23; 3: 14; 4: 6; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 122,  5, 12,  180, 1, 5, 473713, 14505.53, 1, 64.16, 1: 57; 2: 26; 3: 10; 4: 9; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 591, 10,  6,  181, 1, 5, 473387, 14505.53, 1, 64.16, 1: 53; 2: 31; 3: 12; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 536,  5, 13,  181, 1, 5, 505205, 14505.53, 1, 64.16, 1: 55; 2: 28; 3: 11; 4: 8; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 854,  8,  7,  181, 1, 5, 443520, 14505.53, 1, 64.16, 1: 50; 2: 37; 3: 9; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 444,  5, 12,  181, 1, 5, 473202, 14505.53, 1, 64.16, 1: 54; 2: 31; 3: 10; 4: 5; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 788,  5, 12,  181, 1, 5, 473520, 14505.53, 1, 64.16, 1: 54; 2: 31; 3: 10; 4: 5; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 858,  7,  9,  181, 1, 5, 492962, 14505.53, 1, 64.16, 1: 50; 2: 38; 3: 7; 4: 6; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 328,  8,  7,  181, 1, 5, 443520, 14505.53, 1, 64.16, 1: 49; 2: 37; 3: 12; 4: 3; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 350,  7,  9,  181, 1, 5, 492401, 14505.53, 1, 64.16, 1: 50; 2: 36; 3: 10; 4: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 792,  7,  8,  181, 1, 5, 443520, 14505.53, 1, 64.16, 1: 57; 2: 26; 3: 10; 4: 8; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 772,  7,  8,  181, 1, 5, 443520, 14505.53, 1, 64.16, 1: 56; 2: 25; 3: 15; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 918,  7,  9,  181, 1, 5, 492882, 14505.53, 1, 64.16, 1: 54; 2: 31; 3: 10; 4: 5; 5: 3; 
MAPK_Cancer_Cell_Fate_Network,  99,  8,  7,  181, 1, 5, 443520, 14505.53, 1, 64.16, 1: 52; 2: 34; 3: 9; 4: 6; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 237,  5, 11,  181, 1, 5, 435105, 14505.53, 1, 64.16, 1: 54; 2: 29; 3: 12; 4: 7; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 689,  4, 14,  181, 1, 5, 443520, 14505.53, 1, 64.16, 1: 53; 2: 31; 3: 12; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 984,  8,  7,  181, 1, 5, 443520, 14505.53, 1, 64.16, 1: 54; 2: 30; 3: 11; 4: 6; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 645,  7,  9,  181, 1, 5, 492692, 14505.53, 1, 64.16, 1: 52; 2: 32; 3: 13; 4: 4; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 169,  7,  8,  181, 1, 5, 443520, 14505.53, 1, 64.16, 1: 54; 2: 31; 3: 10; 4: 5; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 675,  7,  9,  181, 1, 5, 492999, 14505.53, 1, 64.16, 1: 56; 2: 26; 3: 13; 4: 6; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 646,  4, 14,  181, 1, 5, 443520, 14505.53, 1, 64.16, 1: 56; 2: 28; 3: 10; 4: 6; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 732,  5, 13,  181, 1, 5, 504281, 14505.53, 1, 64.16, 1: 49; 2: 38; 3: 10; 4: 4; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 736,  5, 13,  181, 1, 5, 504630, 14505.53, 1, 64.16, 1: 50; 2: 36; 3: 11; 4: 4; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 399,  7,  9,  182, 1, 5, 493068, 14505.53, 1, 64.16, 1: 55; 2: 30; 3: 9; 4: 5; 5: 4; 
MAPK_Cancer_Cell_Fate_Network, 341,  4, 14,  182, 1, 5, 443520, 14505.53, 1, 64.16, 1: 56; 2: 26; 3: 12; 4: 7; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 239,  7,  9,  182, 1, 5, 493309, 14505.53, 1, 64.16, 1: 53; 2: 30; 3: 14; 4: 3; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 690,  6, 10,  182, 1, 5, 473528, 14505.53, 1, 64.16, 1: 55; 2: 26; 3: 14; 4: 7; 5: 1; 
