Seed 1656949570
ARCH 0|F_ID 2|LIMIT 3
before: 
03(801)
Melhor resultado nxn: Guard_Cell_Abscisic_Acid_Signaling, 336,  7,  7,  125, 1, 3, 383569, 12185.27, 176, 0.00, 1: 43; 2: 23; 3: 12; 
Guard_Cell_Abscisic_Acid_Signaling, 286,  7,  7,  146, 1, 5, 383604, 12185.27, 1, 48.56, 1: 39; 2: 20; 3: 13; 4: 2; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 175,  8,  6,  146, 1, 5, 376995, 12185.27, 0, 48.56, 1: 34; 2: 26; 3: 14; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 623,  8,  6,  146, 1, 5, 377013, 12185.27, 1, 48.56, 1: 34; 2: 24; 3: 17; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 467,  6,  8,  146, 1, 5, 377009, 12185.27, 1, 48.56, 1: 33; 2: 26; 3: 16; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 918,  6,  8,  146, 1, 5, 377007, 12185.27, 0, 48.56, 1: 32; 2: 28; 3: 15; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 738,  5,  9,  146, 1, 5, 355410, 12185.27, 1, 48.56, 1: 35; 2: 21; 3: 20; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 346,  7,  7,  146, 1, 5, 383590, 12185.27, 0, 48.56, 1: 34; 2: 24; 3: 18; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 814,  6,  8,  146, 1, 5, 376994, 12185.27, 1, 48.56, 1: 36; 2: 23; 3: 14; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 690,  8,  6,  146, 1, 5, 376986, 12185.27, 1, 48.56, 1: 36; 2: 23; 3: 15; 4: 1; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 385,  8,  6,  146, 1, 5, 376977, 12185.27, 1, 48.56, 1: 35; 2: 25; 3: 14; 4: 1; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 268,  6,  8,  146, 1, 5, 376923, 12185.27, 1, 48.56, 1: 37; 2: 21; 3: 16; 4: 1; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 262,  5,  9,  146, 1, 5, 355410, 12185.27, 1, 48.56, 1: 36; 2: 24; 3: 13; 4: 2; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 839,  8,  6,  146, 1, 5, 377056, 12185.27, 1, 48.56, 1: 37; 2: 21; 3: 16; 4: 1; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 375,  7,  7,  146, 1, 5, 383629, 12185.27, 1, 48.56, 1: 36; 2: 23; 3: 14; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 369,  6,  8,  146, 1, 5, 377041, 12185.27, 0, 48.56, 1: 34; 2: 26; 3: 14; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 915,  7,  7,  147, 1, 5, 383605, 12185.27, 1, 48.56, 1: 37; 2: 23; 3: 12; 4: 2; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 916,  7,  7,  147, 1, 5, 383591, 12185.27, 1, 48.56, 1: 36; 2: 24; 3: 12; 4: 3; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 265,  7,  7,  147, 1, 5, 383617, 12185.27, 1, 48.56, 1: 32; 2: 29; 3: 12; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 935,  8,  6,  147, 1, 5, 376965, 12185.27, 1, 48.56, 1: 37; 2: 19; 3: 19; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 297,  6,  8,  147, 1, 5, 376988, 12185.27, 1, 48.56, 1: 35; 2: 23; 3: 16; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 190,  8,  6,  147, 1, 5, 376964, 12185.27, 1, 48.56, 1: 30; 2: 30; 3: 16; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 102,  7,  7,  147, 1, 5, 383634, 12185.27, 1, 48.56, 1: 29; 2: 33; 3: 13; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 887,  8,  6,  147, 1, 5, 376979, 12185.27, 1, 48.56, 1: 32; 2: 29; 3: 13; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 407,  5,  9,  147, 1, 5, 355410, 12185.27, 1, 48.56, 1: 37; 2: 20; 3: 17; 4: 1; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 451,  9,  5,  147, 1, 5, 355410, 12185.27, 1, 48.56, 1: 37; 2: 22; 3: 13; 4: 3; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 616,  5, 10,  147, 1, 5, 390836, 12185.27, 1, 48.56, 1: 36; 2: 19; 3: 20; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 612,  7,  7,  147, 1, 5, 383611, 12185.27, 0, 48.56, 1: 37; 2: 20; 3: 17; 4: 1; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling,  29,  6,  8,  147, 1, 5, 376984, 12185.27, 1, 48.56, 1: 34; 2: 25; 3: 15; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 792,  5, 10,  148, 1, 5, 390816, 12185.27, 1, 48.56, 1: 33; 2: 26; 3: 15; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 796,  7,  7,  148, 1, 5, 383590, 12185.27, 1, 48.56, 1: 35; 2: 23; 3: 15; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 732,  8,  6,  148, 1, 5, 376944, 12185.27, 1, 48.56, 1: 36; 2: 25; 3: 11; 4: 1; 5: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 962,  4, 12,  148, 1, 5, 377021, 12185.27, 1, 48.56, 1: 31; 2: 26; 3: 20; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,   8,  5,  9,  148, 1, 5, 355410, 12185.27, 1, 48.56, 1: 35; 2: 22; 3: 17; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 772,  5, 10,  148, 1, 5, 390834, 12185.27, 1, 48.56, 1: 30; 2: 28; 3: 19; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 295,  6,  8,  148, 1, 5, 377016, 12185.27, 1, 48.56, 1: 35; 2: 24; 3: 14; 4: 2; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling,  79,  5, 10,  148, 1, 5, 390807, 12185.27, 1, 48.56, 1: 33; 2: 25; 3: 17; 4: 1; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 682,  6,  8,  148, 1, 5, 377019, 12185.27, 1, 48.56, 1: 37; 2: 21; 3: 14; 4: 3; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 578,  5, 10,  148, 1, 5, 390856, 12185.27, 0, 48.56, 1: 33; 2: 23; 3: 20; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 635,  5, 10,  148, 1, 5, 390819, 12185.27, 1, 48.56, 1: 36; 2: 23; 3: 14; 4: 1; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 697,  5,  9,  148, 1, 5, 355410, 12185.27, 1, 48.56, 1: 34; 2: 24; 3: 17; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 914,  6,  8,  148, 1, 5, 376938, 12185.27, 1, 48.56, 1: 31; 2: 26; 3: 20; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 896,  8,  6,  148, 1, 5, 376971, 12185.27, 1, 48.56, 1: 32; 2: 30; 3: 12; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 567,  7,  7,  148, 1, 5, 383621, 12185.27, 1, 48.56, 1: 36; 2: 19; 3: 20; 4: 1; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 514,  6,  8,  149, 1, 5, 376981, 12185.27, 1, 48.56, 1: 36; 2: 25; 3: 10; 4: 2; 5: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 606,  5, 10,  149, 1, 5, 390848, 12185.27, 1, 48.56, 1: 34; 2: 21; 3: 21; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 906,  5,  9,  149, 1, 5, 355410, 12185.27, 1, 48.56, 1: 35; 2: 23; 3: 15; 4: 2; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 590,  8,  6,  149, 1, 5, 376952, 12185.27, 1, 48.56, 1: 35; 2: 22; 3: 17; 4: 1; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 146,  8,  6,  149, 1, 5, 376989, 12185.27, 1, 48.56, 1: 37; 2: 23; 3: 10; 4: 4; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling,  35,  7,  7,  149, 1, 5, 383630, 12185.27, 1, 48.56, 1: 30; 2: 30; 3: 15; 4: 1; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 780,  6,  8,  149, 1, 5, 377017, 12185.27, 1, 48.56, 1: 35; 2: 25; 3: 12; 4: 2; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling,  92,  5, 10,  149, 1, 5, 390845, 12185.27, 1, 48.56, 1: 34; 2: 23; 3: 17; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 489,  8,  6,  149, 1, 5, 376961, 12185.27, 1, 48.56, 1: 34; 2: 22; 3: 19; 4: 1; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 785,  4, 12,  149, 1, 5, 376975, 12185.27, 1, 48.56, 1: 33; 2: 25; 3: 17; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 314,  7,  7,  149, 1, 5, 383588, 12185.27, 1, 48.56, 1: 33; 2: 23; 3: 19; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  96,  5, 10,  149, 1, 5, 390854, 12185.27, 1, 48.56, 1: 37; 2: 20; 3: 14; 4: 5; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 974,  9,  5,  149, 1, 5, 355410, 12185.27, 1, 48.56, 1: 36; 2: 23; 3: 13; 4: 2; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 798,  7,  7,  149, 1, 5, 383601, 12185.27, 1, 48.56, 1: 35; 2: 23; 3: 15; 4: 2; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 810,  6,  8,  149, 1, 5, 376987, 12185.27, 1, 48.56, 1: 32; 2: 29; 3: 12; 4: 2; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 384,  5, 10,  149, 1, 5, 390848, 12185.27, 1, 48.56, 1: 32; 2: 27; 3: 15; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 196,  5,  9,  149, 1, 5, 355410, 12185.27, 1, 48.56, 1: 33; 2: 25; 3: 16; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 881,  4, 11,  149, 1, 5, 347182, 12185.27, 1, 48.56, 1: 32; 2: 24; 3: 20; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 722,  4, 11,  149, 1, 5, 347182, 12185.27, 1, 48.56, 1: 34; 2: 21; 3: 21; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 909,  6,  8,  150, 1, 5, 376972, 12185.27, 1, 48.56, 1: 39; 2: 12; 3: 24; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 446,  5, 10,  150, 1, 5, 390863, 12185.27, 1, 48.56, 1: 35; 2: 22; 3: 17; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling,  20,  5,  9,  150, 1, 5, 355410, 12185.27, 1, 48.56, 1: 33; 2: 24; 3: 17; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 488,  8,  6,  150, 1, 5, 376959, 12185.27, 1, 48.56, 1: 32; 2: 27; 3: 15; 4: 1; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 845,  6,  8,  150, 1, 5, 376980, 12185.27, 1, 48.56, 1: 37; 2: 20; 3: 14; 4: 4; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 621,  6,  8,  150, 1, 5, 376960, 12185.27, 1, 48.56, 1: 35; 2: 22; 3: 16; 4: 2; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 591,  5, 10,  150, 1, 5, 390848, 12185.27, 1, 48.56, 1: 38; 2: 17; 3: 17; 4: 3; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 815,  4, 11,  150, 1, 5, 347182, 12185.27, 1, 48.56, 1: 29; 2: 29; 3: 18; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  99,  7,  7,  150, 1, 5, 383602, 12185.27, 1, 48.56, 1: 32; 2: 26; 3: 16; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 942,  5, 10,  150, 1, 5, 390707, 12185.27, 1, 48.56, 1: 29; 2: 32; 3: 14; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 356,  8,  6,  150, 1, 5, 377017, 12185.27, 1, 48.56, 1: 33; 2: 27; 3: 13; 4: 1; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 571,  6,  8,  150, 1, 5, 376965, 12185.27, 1, 48.56, 1: 29; 2: 30; 3: 17; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 204,  4, 12,  150, 1, 5, 376982, 12185.27, 1, 48.56, 1: 30; 2: 27; 3: 19; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 176,  6,  8,  151, 1, 5, 376984, 12185.27, 1, 48.56, 1: 31; 2: 29; 3: 13; 4: 2; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 611,  4, 12,  151, 1, 5, 376988, 12185.27, 1, 48.56, 1: 31; 2: 23; 3: 23; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 236,  9,  5,  151, 1, 5, 355410, 12185.27, 1, 48.56, 1: 32; 2: 25; 3: 17; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 866,  8,  6,  151, 1, 5, 377003, 12185.27, 1, 48.56, 1: 34; 2: 21; 3: 19; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 427,  5, 10,  151, 1, 5, 390895, 12185.27, 1, 48.56, 1: 34; 2: 26; 3: 12; 4: 1; 5: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 580,  9,  5,  151, 1, 5, 355410, 12185.27, 1, 48.56, 1: 30; 2: 29; 3: 15; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 525,  5,  9,  151, 1, 5, 355410, 12185.27, 1, 48.56, 1: 35; 2: 21; 3: 17; 4: 2; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling,  19,  7,  7,  151, 1, 5, 383508, 12185.27, 1, 48.56, 1: 37; 2: 17; 3: 18; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 361,  6,  8,  151, 1, 5, 376991, 12185.27, 1, 48.56, 1: 32; 2: 25; 3: 17; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 553,  8,  6,  151, 1, 5, 376988, 12185.27, 1, 48.56, 1: 38; 2: 15; 3: 20; 4: 2; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 926,  5, 10,  151, 1, 5, 390788, 12185.27, 1, 48.56, 1: 33; 2: 24; 3: 17; 4: 1; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 414,  5,  9,  152, 1, 5, 355410, 12185.27, 1, 48.56, 1: 35; 2: 18; 3: 21; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 687,  5, 10,  152, 1, 5, 390814, 12185.27, 1, 48.56, 1: 30; 2: 28; 3: 16; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 931,  6,  8,  152, 1, 5, 376977, 12185.27, 1, 48.56, 1: 31; 2: 28; 3: 14; 4: 2; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 661,  6,  8,  152, 1, 5, 376992, 12185.27, 1, 48.56, 1: 35; 2: 25; 3: 10; 4: 3; 5: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 888,  5,  9,  152, 1, 5, 355410, 12185.27, 1, 48.56, 1: 29; 2: 26; 3: 22; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 437,  4, 12,  152, 1, 5, 377016, 12185.27, 1, 48.56, 1: 27; 2: 33; 3: 14; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 216,  5,  9,  152, 1, 5, 355410, 12185.27, 1, 48.56, 1: 33; 2: 24; 3: 16; 4: 2; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 907,  8,  6,  152, 1, 5, 376988, 12185.27, 1, 48.56, 1: 31; 2: 26; 3: 17; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 644,  7,  7,  152, 1, 5, 383596, 12185.27, 0, 48.56, 1: 31; 2: 26; 3: 17; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 277,  5, 10,  152, 1, 5, 390854, 12185.27, 1, 48.56, 1: 34; 2: 23; 3: 15; 4: 3; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling,  65,  7,  7,  152, 1, 5, 383626, 12185.27, 1, 48.56, 1: 33; 2: 27; 3: 12; 4: 1; 5: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 789,  5,  9,  152, 1, 5, 355410, 12185.27, 1, 48.56, 1: 32; 2: 27; 3: 13; 4: 3; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 527,  9,  5,  152, 1, 5, 355410, 12185.27, 1, 48.56, 1: 36; 2: 20; 3: 16; 4: 2; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 292,  7,  7,  152, 1, 5, 383624, 12185.27, 1, 48.56, 1: 32; 2: 22; 3: 21; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 721,  7,  7,  152, 1, 5, 383586, 12185.27, 1, 48.56, 1: 29; 2: 29; 3: 17; 4: 1; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 517,  7,  7,  153, 1, 5, 383590, 12185.27, 1, 48.56, 1: 28; 2: 33; 3: 11; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 305,  5,  9,  153, 1, 5, 355410, 12185.27, 1, 48.56, 1: 28; 2: 33; 3: 12; 4: 2; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 582,  5,  9,  153, 1, 5, 355410, 12185.27, 1, 48.56, 1: 27; 2: 33; 3: 14; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  89,  5,  9,  153, 1, 5, 355410, 12185.27, 1, 48.56, 1: 34; 2: 22; 3: 16; 4: 3; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 296,  5, 10,  153, 1, 5, 390814, 12185.27, 1, 48.56, 1: 29; 2: 27; 3: 20; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 960,  6,  8,  153, 1, 5, 376985, 12185.27, 1, 48.56, 1: 34; 2: 19; 3: 22; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 434,  6,  8,  153, 1, 5, 377007, 12185.27, 1, 48.56, 1: 38; 2: 16; 3: 18; 4: 1; 5: 5; 
Guard_Cell_Abscisic_Acid_Signaling,  62,  6,  8,  153, 1, 5, 376958, 12185.27, 1, 48.56, 1: 35; 2: 22; 3: 14; 4: 3; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 164,  6,  8,  153, 1, 5, 376766, 12185.27, 1, 48.56, 1: 31; 2: 27; 3: 15; 4: 2; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 658,  5, 10,  154, 1, 5, 390815, 12185.27, 1, 48.56, 1: 34; 2: 21; 3: 17; 4: 3; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 266,  5,  9,  154, 1, 5, 355410, 12185.27, 1, 48.56, 1: 32; 2: 24; 3: 18; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 659,  5,  9,  154, 1, 5, 355410, 12185.27, 1, 48.56, 1: 34; 2: 23; 3: 15; 4: 1; 5: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 822,  6,  8,  154, 1, 5, 376984, 12185.27, 1, 48.56, 1: 31; 2: 27; 3: 14; 4: 3; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 672,  5, 10,  154, 1, 5, 390883, 12185.27, 0, 48.56, 1: 29; 2: 27; 3: 19; 4: 1; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 901,  8,  6,  154, 1, 5, 376971, 12185.27, 1, 48.56, 1: 28; 2: 30; 3: 17; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 941,  4, 12,  154, 1, 5, 376996, 12185.27, 1, 48.56, 1: 30; 2: 25; 3: 20; 4: 1; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 725,  5, 10,  154, 1, 5, 390745, 12185.27, 1, 48.56, 1: 28; 2: 28; 3: 19; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  38,  5, 10,  154, 1, 5, 390860, 12185.27, 0, 48.56, 1: 30; 2: 26; 3: 17; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 978,  5,  9,  154, 1, 5, 355410, 12185.27, 0, 48.56, 1: 32; 2: 22; 3: 19; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 350,  5, 10,  154, 1, 5, 390841, 12185.27, 1, 48.56, 1: 34; 2: 21; 3: 18; 4: 1; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 593,  5, 10,  154, 1, 5, 390856, 12185.27, 0, 48.56, 1: 35; 2: 18; 3: 20; 4: 2; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 272,  5, 10,  154, 1, 5, 390761, 12185.27, 1, 48.56, 1: 28; 2: 27; 3: 21; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 777,  5, 10,  154, 1, 5, 390806, 12185.27, 1, 48.56, 1: 29; 2: 27; 3: 19; 4: 1; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 491,  6,  8,  154, 1, 5, 376958, 12185.27, 1, 48.56, 1: 33; 2: 21; 3: 19; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 873,  4, 11,  154, 1, 5, 347182, 12185.27, 1, 48.56, 1: 31; 2: 25; 3: 17; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 225,  4, 11,  154, 1, 5, 347182, 12185.27, 1, 48.56, 1: 29; 2: 26; 3: 21; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 933,  4, 12,  154, 1, 5, 376982, 12185.27, 1, 48.56, 1: 29; 2: 27; 3: 19; 4: 1; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 696,  5, 10,  154, 1, 5, 390928, 12185.27, 0, 48.56, 1: 34; 2: 20; 3: 20; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 932,  8,  6,  154, 1, 5, 376967, 12185.27, 1, 48.56, 1: 29; 2: 31; 3: 13; 4: 1; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 891,  5,  9,  154, 1, 5, 355410, 12185.27, 1, 48.56, 1: 31; 2: 23; 3: 21; 4: 1; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 436,  5, 10,  154, 1, 5, 390790, 12185.27, 1, 48.56, 1: 33; 2: 22; 3: 18; 4: 2; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 318,  9,  5,  154, 1, 5, 355410, 12185.27, 1, 48.56, 1: 34; 2: 25; 3: 11; 4: 3; 5: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 843,  9,  5,  155, 1, 5, 355410, 12185.27, 1, 48.56, 1: 30; 2: 27; 3: 17; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 894,  5, 10,  155, 1, 5, 390831, 12185.27, 1, 48.56, 1: 32; 2: 23; 3: 17; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 999,  4, 12,  155, 1, 5, 377017, 12185.27, 1, 48.56, 1: 29; 2: 25; 3: 21; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 432,  4, 12,  155, 1, 5, 376995, 12185.27, 1, 48.56, 1: 33; 2: 19; 3: 22; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 758,  7,  7,  155, 1, 5, 383598, 12185.27, 1, 48.56, 1: 35; 2: 22; 3: 14; 4: 1; 5: 6; 
Guard_Cell_Abscisic_Acid_Signaling, 715,  5,  9,  155, 1, 5, 355410, 12185.27, 1, 48.56, 1: 29; 2: 25; 3: 22; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 490,  7,  7,  155, 1, 5, 383577, 12185.27, 1, 48.56, 1: 36; 2: 24; 3: 9; 4: 1; 5: 8; 
Guard_Cell_Abscisic_Acid_Signaling, 745,  5,  9,  155, 1, 5, 355410, 12185.27, 1, 48.56, 1: 31; 2: 24; 3: 19; 4: 1; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 368,  5,  9,  155, 1, 5, 355410, 12185.27, 1, 48.56, 1: 26; 2: 29; 3: 22; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 238,  8,  6,  155, 1, 5, 376980, 12185.27, 1, 48.56, 1: 36; 2: 19; 3: 16; 4: 2; 5: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 145,  5,  9,  155, 1, 5, 355410, 12185.27, 1, 48.56, 1: 32; 2: 21; 3: 22; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 144,  5, 10,  155, 1, 5, 390762, 12185.27, 1, 48.56, 1: 31; 2: 26; 3: 15; 4: 3; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling,  53,  7,  7,  155, 1, 5, 383594, 12185.27, 1, 48.56, 1: 30; 2: 26; 3: 17; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 240,  8,  6,  155, 1, 5, 377005, 12185.27, 1, 48.56, 1: 27; 2: 29; 3: 19; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 217,  5,  9,  155, 1, 5, 355410, 12185.27, 1, 48.56, 1: 33; 2: 19; 3: 22; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 130,  4, 11,  155, 1, 5, 347182, 12185.27, 0, 48.56, 1: 31; 2: 21; 3: 24; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  33,  5, 10,  155, 1, 5, 390650, 12185.27, 1, 48.56, 1: 31; 2: 23; 3: 21; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling,  18,  7,  7,  155, 1, 5, 383588, 12185.27, 1, 48.56, 1: 29; 2: 32; 3: 10; 4: 3; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 340,  7,  7,  156, 1, 5, 383630, 12185.27, 1, 48.56, 1: 37; 2: 16; 3: 18; 4: 2; 5: 5; 
Guard_Cell_Abscisic_Acid_Signaling,  41,  5, 10,  156, 1, 5, 390818, 12185.27, 1, 48.56, 1: 31; 2: 22; 3: 22; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 195,  4, 11,  156, 1, 5, 347182, 12185.27, 1, 48.56, 1: 30; 2: 22; 3: 23; 4: 2; 5: 1; 
