Seed 1656949570
ARCH 0|F_ID 1|LIMIT 3
before: 
03(276)
Melhor resultado nxn: Treatment_of_Castration-Resistant_Prostate_Ca, 102,  7,  7,  102, 1, 3, 382042, 9216.06, 0, 0.00, 1: 35; 2: 23; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 696,  5, 10,  111, 1, 4, 388638, 9216.06, 1, 31.57, 1: 28; 2: 29; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 528,  5,  9,  111, 1, 4, 355061, 9216.06, 1, 31.57, 1: 27; 2: 31; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 796,  7,  7,  111, 1, 4, 381926, 9216.06, 1, 31.57, 1: 30; 2: 25; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 550,  7,  7,  111, 1, 4, 381969, 9216.06, 1, 31.57, 1: 30; 2: 26; 3: 7; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  13,  8,  6,  111, 1, 4, 375713, 9216.06, 1, 31.57, 1: 27; 2: 31; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  61,  8,  6,  111, 1, 4, 375666, 9216.06, 1, 31.57, 1: 27; 2: 31; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 925,  9,  5,  111, 1, 4, 354999, 9216.06, 1, 31.57, 1: 29; 2: 28; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 289,  8,  6,  111, 1, 4, 375557, 9216.06, 1, 31.57, 1: 32; 2: 23; 3: 7; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 558,  8,  6,  111, 1, 4, 375775, 9216.06, 1, 31.57, 1: 31; 2: 24; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 748,  7,  7,  111, 1, 4, 381944, 9216.06, 1, 31.57, 1: 28; 2: 29; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 537,  6,  8,  111, 1, 4, 375629, 9216.06, 1, 31.57, 1: 30; 2: 26; 3: 7; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 666,  5, 10,  111, 1, 4, 389156, 9216.06, 1, 31.57, 1: 29; 2: 27; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 277,  5, 10,  111, 1, 4, 388753, 9216.06, 1, 31.57, 1: 26; 2: 33; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 772,  5, 10,  111, 1, 4, 388988, 9216.06, 1, 31.57, 1: 29; 2: 27; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 676,  5, 10,  111, 1, 4, 388810, 9216.06, 1, 31.57, 1: 29; 2: 28; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  42,  8,  6,  111, 1, 4, 375588, 9216.06, 1, 31.57, 1: 28; 2: 30; 3: 5; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 983,  8,  6,  111, 1, 4, 375583, 9216.06, 1, 31.57, 1: 29; 2: 28; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  33,  5, 10,  111, 1, 4, 388785, 9216.06, 1, 31.57, 1: 27; 2: 32; 3: 4; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 672,  5, 10,  111, 1, 4, 388971, 9216.06, 1, 31.57, 1: 31; 2: 24; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 239,  8,  6,  111, 1, 4, 375735, 9216.06, 1, 31.57, 1: 25; 2: 35; 3: 4; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 705,  6,  8,  111, 1, 4, 375685, 9216.06, 1, 31.57, 1: 31; 2: 23; 3: 10; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  76,  6,  8,  111, 1, 4, 375716, 9216.06, 1, 31.57, 1: 32; 2: 22; 3: 9; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 934,  5, 10,  111, 1, 4, 388910, 9216.06, 1, 31.57, 1: 28; 2: 29; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  99,  7,  7,  111, 1, 4, 382067, 9216.06, 1, 31.57, 1: 30; 2: 26; 3: 7; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 713,  5, 10,  111, 1, 4, 388983, 9216.06, 1, 31.57, 1: 32; 2: 23; 3: 7; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 388,  6,  8,  111, 1, 4, 375591, 9216.06, 1, 31.57, 1: 29; 2: 27; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 396,  5, 10,  111, 1, 4, 388878, 9216.06, 1, 31.57, 1: 30; 2: 27; 3: 5; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 478,  5,  9,  111, 1, 4, 355031, 9216.06, 1, 31.57, 1: 28; 2: 29; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 337,  7,  7,  111, 1, 4, 381901, 9216.06, 1, 31.57, 1: 32; 2: 22; 3: 9; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 155,  8,  6,  111, 1, 4, 375631, 9216.06, 1, 31.57, 1: 29; 2: 27; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 498,  6,  8,  111, 1, 4, 375788, 9216.06, 1, 31.57, 1: 32; 2: 24; 3: 5; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca,  35,  7,  7,  112, 1, 4, 381997, 9216.06, 1, 31.57, 1: 31; 2: 25; 3: 5; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 765,  5, 10,  112, 1, 4, 388971, 9216.06, 1, 31.57, 1: 29; 2: 27; 3: 7; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 416,  5, 10,  112, 1, 4, 388885, 9216.06, 1, 31.57, 1: 28; 2: 28; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 403,  8,  6,  112, 1, 4, 375560, 9216.06, 1, 31.57, 1: 29; 2: 28; 3: 5; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 445,  6,  8,  112, 1, 4, 375745, 9216.06, 1, 31.57, 1: 26; 2: 33; 3: 4; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 900,  5,  9,  112, 1, 4, 355055, 9216.06, 1, 31.57, 1: 27; 2: 31; 3: 5; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 607,  6,  8,  112, 1, 4, 375637, 9216.06, 1, 31.57, 1: 31; 2: 25; 3: 5; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 404,  9,  5,  112, 1, 4, 355078, 9216.06, 1, 31.57, 1: 32; 2: 23; 3: 6; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 739,  5,  9,  112, 1, 4, 355069, 9216.06, 1, 31.57, 1: 33; 2: 21; 3: 7; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 266,  5,  9,  112, 1, 4, 355021, 9216.06, 1, 31.57, 1: 29; 2: 26; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 893,  5,  9,  112, 1, 4, 355031, 9216.06, 1, 31.57, 1: 28; 2: 29; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 347,  8,  6,  112, 1, 4, 375668, 9216.06, 1, 31.57, 1: 30; 2: 26; 3: 6; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 325,  5, 10,  112, 1, 4, 388995, 9216.06, 1, 31.57, 1: 31; 2: 23; 3: 9; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 872,  5, 10,  112, 1, 4, 388970, 9216.06, 1, 31.57, 1: 28; 2: 30; 3: 4; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 525,  5,  9,  112, 1, 4, 354999, 9216.06, 1, 31.57, 1: 27; 2: 30; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 807,  5,  9,  112, 1, 4, 355023, 9216.06, 1, 31.57, 1: 31; 2: 25; 3: 5; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca,  57,  5, 10,  112, 1, 4, 388836, 9216.06, 1, 31.57, 1: 30; 2: 24; 3: 10; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 953,  5, 10,  112, 1, 4, 388773, 9216.06, 1, 31.57, 1: 28; 2: 28; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 865,  5,  9,  112, 1, 4, 355027, 9216.06, 1, 31.57, 1: 30; 2: 24; 3: 10; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 789,  5,  9,  112, 1, 4, 355070, 9216.06, 1, 31.57, 1: 30; 2: 26; 3: 6; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 449,  8,  6,  112, 1, 4, 375644, 9216.06, 1, 31.57, 1: 30; 2: 25; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 819,  5,  9,  112, 1, 4, 355075, 9216.06, 1, 31.57, 1: 30; 2: 26; 3: 6; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca,  60,  8,  6,  112, 1, 4, 375739, 9216.06, 1, 31.57, 1: 28; 2: 29; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 473,  7,  7,  112, 1, 4, 381984, 9216.06, 1, 31.57, 1: 30; 2: 25; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 353,  5,  9,  112, 1, 4, 355072, 9216.06, 1, 31.57, 1: 27; 2: 30; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  59,  5, 10,  112, 1, 4, 388700, 9216.06, 1, 31.57, 1: 27; 2: 30; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 355,  6,  8,  112, 1, 4, 375712, 9216.06, 1, 31.57, 1: 26; 2: 32; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 363,  5, 10,  112, 1, 4, 388872, 9216.06, 1, 31.57, 1: 30; 2: 25; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 939,  5, 10,  112, 1, 4, 388895, 9216.06, 1, 31.57, 1: 31; 2: 23; 3: 9; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 926,  5, 10,  112, 1, 4, 388820, 9216.06, 1, 31.57, 1: 27; 2: 30; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 200,  5, 10,  112, 1, 4, 388810, 9216.06, 1, 31.57, 1: 30; 2: 25; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 668,  5, 10,  112, 1, 4, 388785, 9216.06, 1, 31.57, 1: 29; 2: 26; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 164,  6,  8,  112, 1, 4, 375565, 9216.06, 1, 31.57, 1: 32; 2: 23; 3: 6; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 665,  8,  6,  112, 1, 4, 375730, 9216.06, 1, 31.57, 1: 29; 2: 28; 3: 5; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 196,  5,  9,  113, 1, 4, 355006, 9216.06, 1, 31.57, 1: 27; 2: 30; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 374,  9,  5,  113, 1, 4, 355047, 9216.06, 1, 31.57, 1: 28; 2: 28; 3: 7; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 209,  9,  5,  113, 1, 4, 355065, 9216.06, 1, 31.57, 1: 29; 2: 27; 3: 6; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 178,  5, 10,  113, 1, 4, 388866, 9216.06, 1, 31.57, 1: 27; 2: 30; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 364,  8,  6,  113, 1, 4, 375713, 9216.06, 1, 31.57, 1: 27; 2: 30; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 251,  5,  9,  113, 1, 4, 355048, 9216.06, 1, 31.57, 1: 28; 2: 29; 3: 5; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 857,  5,  9,  113, 1, 4, 355046, 9216.06, 1, 31.57, 1: 29; 2: 25; 3: 10; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 562,  5,  9,  113, 1, 4, 355011, 9216.06, 1, 31.57, 1: 29; 2: 26; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 932,  8,  6,  113, 1, 4, 375675, 9216.06, 1, 31.57, 1: 33; 2: 18; 3: 12; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 505,  6,  8,  113, 1, 4, 375731, 9216.06, 1, 31.57, 1: 30; 2: 25; 3: 7; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 441,  5, 10,  113, 1, 4, 388964, 9216.06, 1, 31.57, 1: 27; 2: 29; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 921,  5,  9,  113, 1, 4, 355035, 9216.06, 1, 31.57, 1: 30; 2: 24; 3: 9; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 891,  5,  9,  113, 1, 4, 354979, 9216.06, 1, 31.57, 1: 26; 2: 31; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 604,  5,  9,  113, 1, 4, 355032, 9216.06, 1, 31.57, 1: 27; 2: 30; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 480,  5,  9,  113, 1, 4, 354988, 9216.06, 1, 31.57, 1: 30; 2: 24; 3: 9; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  70,  6,  8,  113, 1, 4, 375615, 9216.06, 1, 31.57, 1: 30; 2: 24; 3: 9; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 592,  6,  8,  113, 1, 4, 375718, 9216.06, 1, 31.57, 1: 27; 2: 29; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 582,  5,  9,  113, 1, 4, 355032, 9216.06, 1, 31.57, 1: 26; 2: 31; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 929,  9,  5,  113, 1, 4, 355006, 9216.06, 1, 31.57, 1: 31; 2: 23; 3: 8; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 867,  5,  9,  113, 1, 4, 354968, 9216.06, 1, 31.57, 1: 30; 2: 24; 3: 9; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 573,  5, 10,  113, 1, 4, 388849, 9216.06, 1, 31.57, 1: 29; 2: 26; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 516,  7,  7,  113, 1, 4, 381742, 9216.06, 1, 31.57, 1: 29; 2: 29; 3: 2; 4: 5; 
Treatment_of_Castration-Resistant_Prostate_Ca, 410,  8,  6,  113, 1, 4, 375717, 9216.06, 1, 31.57, 1: 31; 2: 22; 3: 10; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 916,  7,  7,  113, 1, 4, 382084, 9216.06, 1, 31.57, 1: 29; 2: 26; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 843,  9,  5,  113, 1, 4, 355034, 9216.06, 1, 31.57, 1: 28; 2: 29; 3: 5; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca,  87,  7,  7,  113, 1, 4, 381957, 9216.06, 1, 31.57, 1: 32; 2: 22; 3: 7; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 738,  5,  9,  113, 1, 4, 355075, 9216.06, 1, 31.57, 1: 32; 2: 21; 3: 9; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 984,  5,  9,  113, 1, 4, 355021, 9216.06, 1, 31.57, 1: 25; 2: 33; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 224,  5, 10,  113, 1, 4, 388794, 9216.06, 1, 31.57, 1: 29; 2: 25; 3: 10; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  63,  5,  9,  113, 1, 4, 355073, 9216.06, 1, 31.57, 1: 30; 2: 26; 3: 5; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 529,  8,  6,  113, 1, 4, 375619, 9216.06, 1, 31.57, 1: 27; 2: 31; 3: 4; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 417,  5, 10,  113, 1, 4, 388812, 9216.06, 1, 31.57, 1: 28; 2: 27; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 658,  5, 10,  113, 1, 4, 388864, 9216.06, 1, 31.57, 1: 28; 2: 27; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 717,  5, 10,  113, 1, 4, 388797, 9216.06, 1, 31.57, 1: 25; 2: 33; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 117,  5,  9,  113, 1, 4, 355077, 9216.06, 1, 31.57, 1: 32; 2: 21; 3: 9; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 114,  5, 10,  113, 1, 4, 388839, 9216.06, 1, 31.57, 1: 29; 2: 28; 3: 4; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 434,  6,  8,  113, 1, 4, 375757, 9216.06, 1, 31.57, 1: 29; 2: 26; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 192,  7,  7,  113, 1, 4, 381920, 9216.06, 1, 31.57, 1: 30; 2: 25; 3: 7; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 956,  5, 10,  113, 1, 4, 388733, 9216.06, 1, 31.57, 1: 30; 2: 24; 3: 9; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 669,  5, 10,  113, 1, 4, 388881, 9216.06, 1, 31.57, 1: 28; 2: 27; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 121,  5,  9,  113, 1, 4, 355068, 9216.06, 1, 31.57, 1: 27; 2: 29; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 723,  9,  5,  113, 1, 4, 355064, 9216.06, 1, 31.57, 1: 29; 2: 27; 3: 6; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 987,  8,  6,  113, 1, 4, 375644, 9216.06, 1, 31.57, 1: 31; 2: 22; 3: 10; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 993,  5,  9,  113, 1, 4, 355101, 9216.06, 1, 31.57, 1: 28; 2: 27; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 285,  5, 10,  114, 1, 4, 388943, 9216.06, 1, 31.57, 1: 26; 2: 30; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 524,  8,  6,  114, 1, 4, 375498, 9216.06, 1, 31.57, 1: 26; 2: 30; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 504,  8,  6,  114, 1, 4, 375733, 9216.06, 1, 31.57, 1: 28; 2: 28; 3: 6; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 110,  6,  8,  114, 1, 4, 375529, 9216.06, 1, 31.57, 1: 29; 2: 26; 3: 7; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 172,  5,  9,  114, 1, 4, 354992, 9216.06, 1, 31.57, 1: 30; 2: 23; 3: 10; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 509,  5,  9,  114, 1, 4, 355014, 9216.06, 1, 31.57, 1: 28; 2: 29; 3: 4; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 693,  5,  9,  114, 1, 4, 355043, 9216.06, 1, 31.57, 1: 25; 2: 33; 3: 5; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 282,  6,  8,  114, 1, 4, 375706, 9216.06, 1, 31.57, 1: 26; 2: 31; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 489,  8,  6,  114, 1, 4, 375593, 9216.06, 1, 31.57, 1: 26; 2: 31; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 222,  5, 10,  114, 1, 4, 388974, 9216.06, 1, 31.57, 1: 25; 2: 33; 3: 5; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  91,  9,  5,  114, 1, 4, 354987, 9216.06, 1, 31.57, 1: 31; 2: 22; 3: 9; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 401,  9,  5,  114, 1, 4, 355079, 9216.06, 1, 31.57, 1: 27; 2: 28; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 393,  6,  8,  114, 1, 4, 375624, 9216.06, 1, 31.57, 1: 28; 2: 29; 3: 4; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca,  96,  5, 10,  114, 1, 4, 388759, 9216.06, 1, 31.57, 1: 26; 2: 31; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 837,  8,  6,  114, 1, 4, 375679, 9216.06, 1, 31.57, 1: 30; 2: 24; 3: 8; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 247,  5, 10,  114, 1, 4, 388787, 9216.06, 1, 31.57, 1: 26; 2: 30; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 954,  5, 10,  114, 1, 4, 388743, 9216.06, 1, 31.57, 1: 29; 2: 27; 3: 5; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 362,  6,  8,  114, 1, 4, 375566, 9216.06, 1, 31.57, 1: 28; 2: 28; 3: 6; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 820,  7,  7,  114, 1, 4, 381936, 9216.06, 1, 31.57, 1: 28; 2: 27; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 940,  5,  9,  114, 1, 4, 355052, 9216.06, 1, 31.57, 1: 29; 2: 25; 3: 9; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 818,  5,  9,  114, 1, 4, 355040, 9216.06, 1, 31.57, 1: 29; 2: 26; 3: 7; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 273,  6,  8,  114, 1, 4, 375630, 9216.06, 1, 31.57, 1: 28; 2: 28; 3: 6; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 814,  6,  8,  114, 1, 4, 375734, 9216.06, 1, 31.57, 1: 24; 2: 35; 3: 4; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 930,  9,  5,  114, 1, 4, 355073, 9216.06, 1, 31.57, 1: 28; 2: 27; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 816,  5, 10,  114, 1, 4, 388991, 9216.06, 1, 31.57, 1: 26; 2: 31; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 733,  5, 10,  114, 1, 4, 388980, 9216.06, 1, 31.57, 1: 28; 2: 28; 3: 6; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 313,  7,  7,  115, 1, 4, 382197, 9216.06, 1, 31.57, 1: 28; 2: 28; 3: 5; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca,  74,  5, 10,  115, 1, 4, 388965, 9216.06, 1, 31.57, 1: 27; 2: 29; 3: 6; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 797,  6,  8,  115, 1, 4, 375597, 9216.06, 1, 31.57, 1: 25; 2: 33; 3: 4; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 394,  8,  6,  115, 1, 4, 375666, 9216.06, 1, 31.57, 1: 30; 2: 24; 3: 7; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 839,  8,  6,  115, 1, 4, 375603, 9216.06, 1, 31.57, 1: 27; 2: 27; 3: 10; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 421,  5,  9,  115, 1, 4, 355017, 9216.06, 1, 31.57, 1: 28; 2: 27; 3: 7; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca,  97,  6,  8,  115, 1, 4, 375672, 9216.06, 1, 31.57, 1: 28; 2: 27; 3: 7; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 382,  6,  8,  115, 1, 4, 375651, 9216.06, 1, 31.57, 1: 26; 2: 31; 3: 5; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 145,  5,  9,  115, 1, 4, 355048, 9216.06, 1, 31.57, 1: 28; 2: 27; 3: 7; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 924,  8,  6,  115, 1, 4, 375680, 9216.06, 1, 31.57, 1: 29; 2: 26; 3: 6; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 952,  4, 12,  115, 1, 4, 375784, 9216.06, 1, 31.57, 1: 30; 2: 22; 3: 11; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 129,  5, 10,  115, 1, 4, 388915, 9216.06, 1, 31.57, 1: 29; 2: 25; 3: 8; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca,  41,  5, 10,  115, 1, 4, 389004, 9216.06, 1, 31.57, 1: 25; 2: 32; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 298,  5,  9,  115, 1, 4, 355079, 9216.06, 1, 31.57, 1: 26; 2: 30; 3: 7; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 659,  5,  9,  115, 1, 4, 355074, 9216.06, 1, 31.57, 1: 24; 2: 33; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 278,  5,  9,  115, 1, 4, 355022, 9216.06, 1, 31.57, 1: 26; 2: 31; 3: 5; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 193,  5,  9,  115, 1, 4, 355003, 9216.06, 1, 31.57, 1: 27; 2: 28; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 220,  5,  9,  115, 1, 4, 355069, 9216.06, 1, 31.57, 1: 27; 2: 28; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 619,  5,  9,  115, 1, 4, 355044, 9216.06, 0, 31.57, 1: 28; 2: 27; 3: 7; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 674,  5,  9,  115, 1, 4, 355055, 9216.06, 1, 31.57, 1: 30; 2: 23; 3: 9; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 226,  5,  9,  115, 1, 4, 355049, 9216.06, 1, 31.57, 1: 28; 2: 26; 3: 9; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 283,  5,  9,  116, 1, 4, 355017, 9216.06, 1, 31.57, 1: 23; 2: 34; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 917,  4, 11,  116, 1, 4, 347182, 9216.06, 1, 31.57, 1: 32; 2: 16; 3: 16; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 175,  8,  6,  116, 1, 4, 375621, 9216.06, 1, 31.57, 1: 27; 2: 28; 3: 7; 4: 3; 
