Seed 1656949570
ARCH 2|F_ID 1|LIMIT 3
before: 
62(348)
Melhor resultado nxn: Guard_Cell_Abscisic_Acid_Signaling, 710,  7,  7,  100, 1, 2, 383575, 11290.84, 0, 0.00, 1: 56; 2: 22; 
Guard_Cell_Abscisic_Acid_Signaling, 566,  9,  5,  136, 1, 4, 355410, 11290.84, 1, 43.38, 1: 38; 2: 28; 3: 6; 4: 6; 
Guard_Cell_Abscisic_Acid_Signaling, 283,  5,  9,  136, 1, 4, 355410, 11290.84, 1, 43.38, 1: 41; 2: 22; 3: 9; 4: 6; 
Guard_Cell_Abscisic_Acid_Signaling, 126,  7,  7,  136, 1, 4, 383721, 11290.84, 1, 43.38, 1: 37; 2: 28; 3: 9; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 700,  7,  7,  136, 1, 4, 383701, 11290.84, 1, 43.38, 1: 43; 2: 19; 3: 9; 4: 7; 
Guard_Cell_Abscisic_Acid_Signaling, 881,  4, 11,  136, 1, 4, 347182, 11290.84, 1, 43.38, 1: 41; 2: 21; 3: 11; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 130,  4, 11,  137, 1, 4, 347182, 11290.84, 1, 43.38, 1: 40; 2: 23; 3: 9; 4: 6; 
Guard_Cell_Abscisic_Acid_Signaling, 771,  4, 11,  137, 1, 4, 347182, 11290.84, 1, 43.38, 1: 40; 2: 21; 3: 13; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling,  52,  4, 11,  137, 1, 4, 347182, 11290.84, 0, 43.38, 1: 34; 2: 32; 3: 9; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 565,  9,  5,  137, 1, 4, 355410, 11290.84, 1, 43.38, 1: 38; 2: 29; 3: 3; 4: 8; 
Guard_Cell_Abscisic_Acid_Signaling, 531,  7,  7,  137, 1, 4, 383673, 11290.84, 1, 43.38, 1: 37; 2: 27; 3: 10; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 830,  9,  5,  137, 1, 4, 355410, 11290.84, 1, 43.38, 1: 38; 2: 26; 3: 9; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 788,  4, 11,  137, 1, 4, 347182, 11290.84, 1, 43.38, 1: 38; 2: 26; 3: 9; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 842,  9,  5,  137, 1, 4, 355410, 11290.84, 1, 43.38, 1: 36; 2: 29; 3: 9; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 210,  4, 11,  137, 1, 4, 347182, 11290.84, 1, 43.38, 1: 38; 2: 27; 3: 7; 4: 6; 
Guard_Cell_Abscisic_Acid_Signaling, 707,  5,  9,  137, 1, 4, 355410, 11290.84, 1, 43.38, 1: 38; 2: 28; 3: 5; 4: 7; 
Guard_Cell_Abscisic_Acid_Signaling, 380,  5,  9,  137, 1, 4, 355410, 11290.84, 1, 43.38, 1: 38; 2: 25; 3: 11; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 652,  9,  5,  138, 1, 4, 355410, 11290.84, 1, 43.38, 1: 36; 2: 29; 3: 8; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 749,  4, 11,  138, 1, 4, 347182, 11290.84, 1, 43.38, 1: 38; 2: 23; 3: 14; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling,  44,  4, 11,  138, 1, 4, 347182, 11290.84, 1, 43.38, 1: 38; 2: 25; 3: 10; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 974,  9,  5,  138, 1, 4, 355410, 11290.84, 1, 43.38, 1: 41; 2: 19; 3: 13; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 226,  5,  9,  138, 1, 4, 355410, 11290.84, 0, 43.38, 1: 36; 2: 29; 3: 8; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 612,  7,  7,  138, 1, 4, 383696, 11290.84, 1, 43.38, 1: 36; 2: 29; 3: 8; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 233,  9,  5,  138, 1, 4, 355410, 11290.84, 1, 43.38, 1: 36; 2: 29; 3: 8; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 545,  7,  7,  139, 1, 4, 383537, 11290.84, 1, 43.38, 1: 34; 2: 31; 3: 9; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 730,  4, 11,  139, 1, 4, 347182, 11290.84, 1, 43.38, 1: 35; 2: 31; 3: 6; 4: 6; 
Guard_Cell_Abscisic_Acid_Signaling, 963,  5,  9,  139, 1, 4, 355410, 11290.84, 1, 43.38, 1: 37; 2: 25; 3: 12; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 561,  9,  5,  139, 1, 4, 355410, 11290.84, 1, 43.38, 1: 37; 2: 27; 3: 8; 4: 6; 
Guard_Cell_Abscisic_Acid_Signaling, 570,  4, 11,  139, 1, 4, 347182, 11290.84, 1, 43.38, 1: 38; 2: 24; 3: 11; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 422,  5,  9,  139, 1, 4, 355410, 11290.84, 1, 43.38, 1: 37; 2: 27; 3: 8; 4: 6; 
Guard_Cell_Abscisic_Acid_Signaling, 115,  7,  7,  139, 1, 4, 383473, 11290.84, 1, 43.38, 1: 37; 2: 26; 3: 10; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 275,  4, 11,  139, 1, 4, 347182, 11290.84, 1, 43.38, 1: 37; 2: 27; 3: 8; 4: 6; 
Guard_Cell_Abscisic_Acid_Signaling, 968,  4, 11,  140, 1, 4, 347182, 11290.84, 1, 43.38, 1: 36; 2: 28; 3: 8; 4: 6; 
Guard_Cell_Abscisic_Acid_Signaling, 335,  4, 11,  140, 1, 4, 347182, 11290.84, 1, 43.38, 1: 36; 2: 27; 3: 10; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 964,  7,  7,  140, 1, 4, 383449, 11290.84, 1, 43.38, 1: 38; 2: 23; 3: 12; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 820,  7,  7,  141, 1, 4, 383658, 11290.84, 1, 43.38, 1: 34; 2: 31; 3: 7; 4: 6; 
Guard_Cell_Abscisic_Acid_Signaling, 906,  5,  9,  141, 1, 4, 355410, 11290.84, 1, 43.38, 1: 35; 2: 28; 3: 10; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 883,  6,  8,  142, 1, 4, 377030, 11290.84, 1, 43.38, 1: 38; 2: 24; 3: 8; 4: 8; 
Guard_Cell_Abscisic_Acid_Signaling, 997,  4, 11,  142, 1, 4, 347182, 11290.84, 1, 43.38, 1: 37; 2: 25; 3: 9; 4: 7; 
Guard_Cell_Abscisic_Acid_Signaling, 516,  7,  7,  142, 1, 4, 383455, 11290.84, 1, 43.38, 1: 39; 2: 22; 3: 9; 4: 8; 
Guard_Cell_Abscisic_Acid_Signaling, 764,  4, 11,  143, 1, 4, 347182, 11290.84, 1, 43.38, 1: 37; 2: 24; 3: 10; 4: 7; 
Guard_Cell_Abscisic_Acid_Signaling, 390,  9,  5,  143, 1, 4, 355410, 11290.84, 1, 43.38, 1: 40; 2: 20; 3: 9; 4: 9; 
Guard_Cell_Abscisic_Acid_Signaling,  94,  5,  9,  143, 1, 4, 355410, 11290.84, 0, 43.38, 1: 37; 2: 22; 3: 14; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling,  47,  4, 11,  143, 1, 4, 347182, 11290.84, 1, 43.38, 1: 35; 2: 26; 3: 12; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling,  39,  5,  9,  143, 1, 4, 355410, 11290.84, 1, 43.38, 1: 34; 2: 29; 3: 9; 4: 6; 
Guard_Cell_Abscisic_Acid_Signaling,  26,  4, 11,  144, 1, 4, 347182, 11290.84, 1, 43.38, 1: 37; 2: 24; 3: 9; 4: 8; 
Guard_Cell_Abscisic_Acid_Signaling, 165,  9,  5,  145, 1, 4, 355410, 11290.84, 1, 43.38, 1: 35; 2: 26; 3: 10; 4: 7; 
Guard_Cell_Abscisic_Acid_Signaling, 379,  5,  9,  145, 1, 4, 355410, 11290.84, 1, 43.38, 1: 38; 2: 21; 3: 11; 4: 8; 
Guard_Cell_Abscisic_Acid_Signaling, 300,  9,  5,  149, 1, 4, 355410, 11290.84, 1, 43.38, 1: 30; 2: 34; 3: 5; 4: 9; 
Guard_Cell_Abscisic_Acid_Signaling, 481,  5,  9,  152, 1, 4, 355410, 11290.84, 1, 43.38, 1: 29; 2: 33; 3: 7; 4: 9; 
Guard_Cell_Abscisic_Acid_Signaling, 909,  6,  8,  112, 1, 5, 376985, 11290.84, 1, 43.38, 1: 53; 2: 19; 3: 4; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 122,  4, 12,  116, 1, 5, 376919, 11290.84, 1, 43.38, 1: 52; 2: 17; 3: 7; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 453,  6,  8,  116, 1, 5, 376846, 11290.84, 1, 43.38, 1: 52; 2: 19; 3: 4; 4: 1; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 897,  4, 12,  116, 1, 5, 376685, 11290.84, 1, 43.38, 1: 51; 2: 18; 3: 8; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 810,  6,  8,  117, 1, 5, 376819, 11290.84, 1, 43.38, 1: 47; 2: 25; 3: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 781,  6,  8,  117, 1, 5, 377130, 11290.84, 1, 43.38, 1: 53; 2: 15; 3: 8; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 256,  4, 12,  118, 1, 5, 377087, 11290.84, 1, 43.38, 1: 49; 2: 21; 3: 6; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 402,  4, 12,  118, 1, 5, 377092, 11290.84, 1, 43.38, 1: 49; 2: 21; 3: 6; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 279,  4, 12,  118, 1, 5, 377101, 11290.84, 1, 43.38, 1: 45; 2: 28; 3: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 541,  4, 12,  118, 1, 5, 376760, 11290.84, 1, 43.38, 1: 51; 2: 18; 3: 6; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 215,  5, 10,  119, 1, 5, 390638, 11290.84, 1, 43.38, 1: 46; 2: 26; 3: 4; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 986,  8,  6,  119, 1, 5, 377073, 11290.84, 1, 43.38, 1: 51; 2: 17; 3: 7; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 468,  4, 12,  119, 1, 5, 376952, 11290.84, 1, 43.38, 1: 46; 2: 25; 3: 6; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 812,  5, 10,  119, 1, 5, 390986, 11290.84, 1, 43.38, 1: 49; 2: 21; 3: 5; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 790,  6,  8,  119, 1, 5, 377028, 11290.84, 1, 43.38, 1: 50; 2: 20; 3: 4; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 576,  4, 12,  119, 1, 5, 376969, 11290.84, 1, 43.38, 1: 48; 2: 23; 3: 4; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 901,  8,  6,  119, 1, 5, 376975, 11290.84, 1, 43.38, 1: 48; 2: 22; 3: 6; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 960,  6,  8,  120, 1, 5, 376787, 11290.84, 1, 43.38, 1: 51; 2: 17; 3: 6; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 467,  6,  8,  120, 1, 5, 377080, 11290.84, 1, 43.38, 1: 49; 2: 19; 3: 8; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 181,  8,  6,  120, 1, 5, 377042, 11290.84, 1, 43.38, 1: 50; 2: 19; 3: 5; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 124,  4, 12,  120, 1, 5, 376941, 11290.84, 1, 43.38, 1: 48; 2: 21; 3: 7; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 564,  6,  8,  120, 1, 5, 376772, 11290.84, 1, 43.38, 1: 49; 2: 20; 3: 6; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 734,  6,  8,  121, 1, 5, 377002, 11290.84, 1, 43.38, 1: 47; 2: 23; 3: 5; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 685,  8,  6,  121, 1, 5, 376963, 11290.84, 1, 43.38, 1: 48; 2: 22; 3: 4; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 230,  8,  6,  121, 1, 5, 377129, 11290.84, 1, 43.38, 1: 48; 2: 22; 3: 4; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 720,  8,  6,  121, 1, 5, 377150, 11290.84, 1, 43.38, 1: 45; 2: 26; 3: 5; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 247,  5, 10,  121, 1, 5, 390615, 11290.84, 1, 43.38, 1: 46; 2: 24; 3: 6; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  76,  6,  8,  121, 1, 5, 376990, 11290.84, 1, 43.38, 1: 49; 2: 21; 3: 3; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 592,  6,  8,  121, 1, 5, 377042, 11290.84, 1, 43.38, 1: 48; 2: 21; 3: 6; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 699,  6,  8,  121, 1, 5, 376978, 11290.84, 1, 43.38, 1: 49; 2: 19; 3: 7; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 887,  8,  6,  121, 1, 5, 376950, 11290.84, 1, 43.38, 1: 49; 2: 18; 3: 9; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  75,  4, 12,  121, 1, 5, 377019, 11290.84, 1, 43.38, 1: 47; 2: 21; 3: 9; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 840,  6,  8,  122, 1, 5, 376995, 11290.84, 1, 43.38, 1: 46; 2: 23; 3: 7; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 936,  4, 12,  122, 1, 5, 377108, 11290.84, 1, 43.38, 1: 49; 2: 17; 3: 10; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,   4,  4, 12,  122, 1, 5, 377047, 11290.84, 1, 43.38, 1: 46; 2: 24; 3: 5; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 742,  5, 10,  122, 1, 5, 390706, 11290.84, 1, 43.38, 1: 47; 2: 23; 3: 4; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 598,  8,  6,  122, 1, 5, 376936, 11290.84, 1, 43.38, 1: 50; 2: 20; 3: 1; 4: 6; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 237,  8,  6,  122, 1, 5, 377020, 11290.84, 1, 43.38, 1: 46; 2: 24; 3: 5; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 926,  5, 10,  122, 1, 5, 390530, 11290.84, 1, 43.38, 1: 47; 2: 24; 3: 2; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 646,  6,  8,  122, 1, 5, 377040, 11290.84, 1, 43.38, 1: 47; 2: 21; 3: 8; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 269,  5, 10,  122, 1, 5, 390753, 11290.84, 1, 43.38, 1: 46; 2: 25; 3: 3; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 780,  6,  8,  122, 1, 5, 377111, 11290.84, 1, 43.38, 1: 47; 2: 24; 3: 3; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 967,  8,  6,  122, 1, 5, 376959, 11290.84, 1, 43.38, 1: 49; 2: 19; 3: 6; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 676,  5, 10,  123, 1, 5, 390993, 11290.84, 1, 43.38, 1: 48; 2: 20; 3: 7; 4: 1; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 994,  8,  6,  123, 1, 5, 377164, 11290.84, 1, 43.38, 1: 47; 2: 21; 3: 7; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 394,  8,  6,  123, 1, 5, 376885, 11290.84, 1, 43.38, 1: 49; 2: 20; 3: 3; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 792,  5, 10,  123, 1, 5, 390673, 11290.84, 1, 43.38, 1: 47; 2: 22; 3: 5; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 841,  4, 12,  123, 1, 5, 376923, 11290.84, 1, 43.38, 1: 46; 2: 23; 3: 6; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 245,  6,  8,  123, 1, 5, 376929, 11290.84, 1, 43.38, 1: 46; 2: 24; 3: 4; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 633,  8,  6,  123, 1, 5, 377063, 11290.84, 1, 43.38, 1: 48; 2: 21; 3: 5; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 203,  8,  6,  123, 1, 5, 376925, 11290.84, 1, 43.38, 1: 49; 2: 20; 3: 4; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 199,  4, 12,  123, 1, 5, 377036, 11290.84, 1, 43.38, 1: 45; 2: 25; 3: 5; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 705,  6,  8,  123, 1, 5, 376995, 11290.84, 1, 43.38, 1: 47; 2: 22; 3: 5; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 584,  8,  6,  123, 1, 5, 377037, 11290.84, 1, 43.38, 1: 49; 2: 19; 3: 5; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 791,  4, 12,  123, 1, 5, 377060, 11290.84, 1, 43.38, 1: 47; 2: 20; 3: 9; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 326,  6,  8,  123, 1, 5, 377026, 11290.84, 1, 43.38, 1: 45; 2: 26; 3: 3; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  38,  5, 10,  123, 1, 5, 390856, 11290.84, 1, 43.38, 1: 48; 2: 22; 3: 2; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 667,  6,  8,  123, 1, 5, 376899, 11290.84, 1, 43.38, 1: 47; 2: 20; 3: 9; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 449,  8,  6,  123, 1, 5, 376769, 11290.84, 1, 43.38, 1: 50; 2: 17; 3: 6; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 367,  6,  8,  123, 1, 5, 376907, 11290.84, 1, 43.38, 1: 46; 2: 24; 3: 4; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,   1,  4, 12,  124, 1, 5, 377044, 11290.84, 1, 43.38, 1: 44; 2: 24; 3: 9; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 658,  5, 10,  124, 1, 5, 390693, 11290.84, 1, 43.38, 1: 45; 2: 22; 3: 10; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 429,  4, 12,  124, 1, 5, 377116, 11290.84, 1, 43.38, 1: 45; 2: 24; 3: 6; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 704,  4, 12,  124, 1, 5, 376938, 11290.84, 1, 43.38, 1: 47; 2: 19; 3: 10; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 782,  6,  8,  124, 1, 5, 377159, 11290.84, 1, 43.38, 1: 50; 2: 17; 3: 6; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 440,  4, 12,  124, 1, 5, 376884, 11290.84, 1, 43.38, 1: 45; 2: 23; 3: 8; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  21,  4, 12,  124, 1, 5, 377002, 11290.84, 1, 43.38, 1: 48; 2: 21; 3: 4; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 110,  6,  8,  124, 1, 5, 377002, 11290.84, 1, 43.38, 1: 47; 2: 21; 3: 7; 4: 1; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  35,  7,  7,  124, 1, 5, 383734, 11290.84, 1, 43.38, 1: 42; 2: 29; 3: 5; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 958,  7,  7,  125, 1, 5, 383746, 11290.84, 1, 43.38, 1: 45; 2: 24; 3: 5; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 519,  6,  8,  125, 1, 5, 376822, 11290.84, 1, 43.38, 1: 45; 2: 22; 3: 9; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 187,  6,  8,  125, 1, 5, 376932, 11290.84, 1, 43.38, 1: 44; 2: 26; 3: 4; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  98,  6,  8,  125, 1, 5, 376920, 11290.84, 1, 43.38, 1: 46; 2: 24; 3: 2; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 540,  4, 12,  125, 1, 5, 376997, 11290.84, 1, 43.38, 1: 44; 2: 25; 3: 6; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 282,  6,  8,  125, 1, 5, 376914, 11290.84, 1, 43.38, 1: 44; 2: 24; 3: 8; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 591,  5, 10,  125, 1, 5, 390883, 11290.84, 1, 43.38, 1: 47; 2: 19; 3: 9; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 631,  4, 12,  125, 1, 5, 376678, 11290.84, 1, 43.38, 1: 46; 2: 22; 3: 7; 4: 1; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 923,  4, 12,  125, 1, 5, 376903, 11290.84, 1, 43.38, 1: 44; 2: 25; 3: 6; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 555,  8,  6,  125, 1, 5, 377031, 11290.84, 1, 43.38, 1: 46; 2: 24; 3: 3; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 641,  4, 12,  125, 1, 5, 376698, 11290.84, 1, 43.38, 1: 47; 2: 21; 3: 5; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 784,  8,  6,  125, 1, 5, 377077, 11290.84, 1, 43.38, 1: 43; 2: 27; 3: 5; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 483,  8,  6,  125, 1, 5, 377048, 11290.84, 1, 43.38, 1: 44; 2: 26; 3: 4; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 558,  8,  6,  125, 1, 5, 377001, 11290.84, 1, 43.38, 1: 45; 2: 22; 3: 9; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 369,  6,  8,  125, 1, 5, 377020, 11290.84, 1, 43.38, 1: 44; 2: 26; 3: 5; 4: 1; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 559,  7,  7,  125, 1, 5, 383712, 11290.84, 1, 43.38, 1: 45; 2: 22; 3: 9; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 295,  6,  8,  125, 1, 5, 376873, 11290.84, 1, 43.38, 1: 47; 2: 22; 3: 5; 4: 1; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling,  28,  6,  8,  126, 1, 5, 376756, 11290.84, 1, 43.38, 1: 43; 2: 26; 3: 6; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 547,  4, 12,  126, 1, 5, 377079, 11290.84, 1, 43.38, 1: 46; 2: 22; 3: 6; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 931,  6,  8,  126, 1, 5, 377081, 11290.84, 1, 43.38, 1: 47; 2: 20; 3: 7; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 361,  6,  8,  126, 1, 5, 376865, 11290.84, 1, 43.38, 1: 46; 2: 24; 3: 2; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 129,  5, 10,  126, 1, 5, 390954, 11290.84, 1, 43.38, 1: 43; 2: 26; 3: 6; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 848,  8,  6,  126, 1, 5, 376866, 11290.84, 1, 43.38, 1: 42; 2: 30; 3: 2; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 966,  5, 10,  126, 1, 5, 390790, 11290.84, 1, 43.38, 1: 45; 2: 24; 3: 4; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 344,  8,  6,  126, 1, 5, 376963, 11290.84, 1, 43.38, 1: 42; 2: 28; 3: 5; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  57,  5, 10,  126, 1, 5, 390816, 11290.84, 1, 43.38, 1: 45; 2: 23; 3: 6; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 485,  5, 10,  126, 1, 5, 390906, 11290.84, 1, 43.38, 1: 46; 2: 23; 3: 3; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 257,  4, 12,  126, 1, 5, 376956, 11290.84, 1, 43.38, 1: 48; 2: 19; 3: 6; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 860,  9,  5,  126, 1, 5, 355410, 11290.84, 1, 43.38, 1: 42; 2: 29; 3: 3; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 695,  6,  8,  126, 1, 5, 377297, 11290.84, 1, 43.38, 1: 45; 2: 23; 3: 6; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  61,  8,  6,  126, 1, 5, 377092, 11290.84, 1, 43.38, 1: 46; 2: 22; 3: 6; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 480,  5,  9,  126, 1, 5, 355410, 11290.84, 1, 43.38, 1: 43; 2: 26; 3: 6; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 242,  8,  6,  127, 1, 5, 377182, 11290.84, 1, 43.38, 1: 46; 2: 23; 3: 3; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 914,  6,  8,  127, 1, 5, 376972, 11290.84, 1, 43.38, 1: 47; 2: 18; 3: 9; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  69,  6,  8,  127, 1, 5, 377038, 11290.84, 1, 43.38, 1: 45; 2: 22; 3: 8; 4: 1; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  62,  6,  8,  127, 1, 5, 376990, 11290.84, 1, 43.38, 1: 45; 2: 24; 3: 3; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 482,  4, 12,  127, 1, 5, 376799, 11290.84, 1, 43.38, 1: 45; 2: 21; 3: 9; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  74,  5, 10,  127, 1, 5, 390669, 11290.84, 1, 43.38, 1: 43; 2: 25; 3: 7; 4: 2; 5: 1; 
