Seed 1656949570
ARCH 2|F_ID 3|LIMIT 4
before: 
2(182)
Melhor resultado nxn: MAPK_Cancer_Cell_Fate_Network, 871,  7,  9,  137, 1, 2, 492709, 44429.70, 0, 0.00, 1: 69; 2: 34; 
MAPK_Cancer_Cell_Fate_Network, 896,  4, 14,  176, 1, 5, 443520, 44429.70, 0, 65.73, 1: 46; 2: 45; 3: 9; 4: 2; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 954,  7,  9,  176, 1, 5, 492562, 44429.70, 1, 65.73, 1: 48; 2: 41; 3: 11; 4: 2; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 772,  7,  8,  176, 1, 5, 443520, 44429.70, 0, 65.73, 1: 48; 2: 43; 3: 7; 4: 4; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 665,  6, 10,  176, 1, 5, 473446, 44429.70, 1, 65.73, 1: 52; 2: 36; 3: 9; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 394, 10,  6,  176, 1, 5, 473352, 44429.70, 1, 65.73, 1: 55; 2: 29; 3: 14; 4: 4; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 240,  4, 14,  176, 1, 5, 443520, 44429.70, 1, 65.73, 1: 48; 2: 40; 3: 13; 4: 1; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 550, 10,  6,  176, 1, 5, 473413, 44429.70, 1, 65.73, 1: 54; 2: 34; 3: 8; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 518, 10,  6,  176, 1, 5, 473090, 44429.70, 1, 65.73, 1: 56; 2: 30; 3: 9; 4: 7; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 621,  7,  8,  176, 1, 5, 443520, 44429.70, 1, 65.73, 1: 56; 2: 27; 3: 15; 4: 4; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 618,  5, 12,  177, 1, 5, 473499, 44429.70, 1, 65.73, 1: 51; 2: 38; 3: 7; 4: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 589,  7,  8,  177, 1, 5, 443520, 44429.70, 1, 65.73, 1: 58; 2: 27; 3: 9; 4: 7; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 903,  7,  9,  177, 1, 5, 492972, 44429.70, 1, 65.73, 1: 51; 2: 37; 3: 9; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 741,  6, 10,  177, 1, 5, 473396, 44429.70, 1, 65.73, 1: 55; 2: 30; 3: 12; 4: 4; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 422,  5, 12,  177, 1, 5, 473446, 44429.70, 1, 65.73, 1: 56; 2: 27; 3: 14; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 794,  6, 10,  177, 1, 5, 473507, 44429.70, 1, 65.73, 1: 56; 2: 28; 3: 12; 4: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 473,  7,  8,  177, 1, 5, 443520, 44429.70, 1, 65.73, 1: 52; 2: 35; 3: 11; 4: 3; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 953,  8,  7,  177, 1, 5, 443520, 44429.70, 1, 65.73, 1: 53; 2: 33; 3: 11; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 944,  5, 12,  177, 1, 5, 473325, 44429.70, 1, 65.73, 1: 52; 2: 36; 3: 10; 4: 2; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 943,  6, 10,  177, 1, 5, 473393, 44429.70, 1, 65.73, 1: 51; 2: 37; 3: 9; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 353, 10,  6,  177, 1, 5, 473298, 44429.70, 1, 65.73, 1: 52; 2: 34; 3: 12; 4: 4; 5: 1; 
MAPK_Cancer_Cell_Fate_Network,  40,  4, 14,  177, 1, 5, 443520, 44429.70, 1, 65.73, 1: 50; 2: 36; 3: 14; 4: 2; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 321,  6, 10,  177, 1, 5, 473173, 44429.70, 1, 65.73, 1: 51; 2: 37; 3: 9; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 812,  6, 10,  177, 1, 5, 473646, 44429.70, 1, 65.73, 1: 48; 2: 42; 3: 9; 4: 2; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 175,  8,  7,  177, 1, 5, 443520, 44429.70, 1, 65.73, 1: 52; 2: 35; 3: 10; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 745,  6, 10,  177, 1, 5, 473477, 44429.70, 1, 65.73, 1: 50; 2: 37; 3: 12; 4: 3; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 223,  5, 12,  178, 1, 5, 473438, 44429.70, 1, 65.73, 1: 52; 2: 35; 3: 9; 4: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 879,  4, 14,  178, 1, 5, 443520, 44429.70, 1, 65.73, 1: 50; 2: 37; 3: 12; 4: 2; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 423,  6, 10,  178, 1, 5, 473162, 44429.70, 1, 65.73, 1: 52; 2: 35; 3: 9; 4: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 637,  7,  8,  178, 1, 5, 443520, 44429.70, 0, 65.73, 1: 48; 2: 43; 3: 5; 4: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 529,  4, 14,  178, 1, 5, 443520, 44429.70, 1, 65.73, 1: 50; 2: 34; 3: 17; 4: 1; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 619,  7,  9,  178, 1, 5, 492555, 44429.70, 1, 65.73, 1: 52; 2: 36; 3: 8; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 570,  5, 12,  178, 1, 5, 473259, 44429.70, 1, 65.73, 1: 51; 2: 38; 3: 7; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 408,  5, 12,  178, 1, 5, 473502, 44429.70, 1, 65.73, 1: 53; 2: 32; 3: 12; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network,  71,  7,  9,  178, 1, 5, 492509, 44429.70, 1, 65.73, 1: 54; 2: 32; 3: 10; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 841,  5, 12,  178, 1, 5, 473539, 44429.70, 1, 65.73, 1: 51; 2: 36; 3: 10; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 235,  7,  8,  178, 1, 5, 443520, 44429.70, 1, 65.73, 1: 53; 2: 34; 3: 9; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 586,  8,  7,  178, 1, 5, 443520, 44429.70, 1, 65.73, 1: 53; 2: 33; 3: 10; 4: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 553,  6, 10,  178, 1, 5, 473548, 44429.70, 1, 65.73, 1: 57; 2: 25; 3: 15; 4: 4; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 432,  5, 11,  178, 1, 5, 435105, 44429.70, 1, 65.73, 1: 46; 2: 44; 3: 10; 4: 1; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 172,  6, 10,  178, 1, 5, 473439, 44429.70, 1, 65.73, 1: 51; 2: 36; 3: 10; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 359,  7,  9,  179, 1, 5, 492962, 44429.70, 1, 65.73, 1: 48; 2: 41; 3: 9; 4: 3; 5: 2; 
MAPK_Cancer_Cell_Fate_Network,  49,  5, 12,  179, 1, 5, 473422, 44429.70, 1, 65.73, 1: 52; 2: 34; 3: 12; 4: 2; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 513,  4, 14,  179, 1, 5, 443520, 44429.70, 1, 65.73, 1: 53; 2: 33; 3: 9; 4: 7; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 467,  7,  9,  179, 1, 5, 492678, 44429.70, 1, 65.73, 1: 52; 2: 34; 3: 10; 4: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 414,  4, 14,  179, 1, 5, 443520, 44429.70, 1, 65.73, 1: 50; 2: 33; 3: 18; 4: 1; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 445, 10,  6,  179, 1, 5, 473340, 44429.70, 1, 65.73, 1: 57; 2: 28; 3: 10; 4: 4; 5: 4; 
MAPK_Cancer_Cell_Fate_Network, 651,  7,  9,  179, 1, 5, 492128, 44429.70, 1, 65.73, 1: 55; 2: 29; 3: 12; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 839,  6, 10,  179, 1, 5, 473262, 44429.70, 1, 65.73, 1: 53; 2: 34; 3: 8; 4: 6; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 594, 10,  6,  179, 1, 5, 473487, 44429.70, 1, 65.73, 1: 53; 2: 33; 3: 10; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 588,  5, 12,  179, 1, 5, 473361, 44429.70, 1, 65.73, 1: 50; 2: 37; 3: 10; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 236,  7,  9,  179, 1, 5, 493107, 44429.70, 1, 65.73, 1: 48; 2: 42; 3: 6; 4: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 664,  5, 12,  179, 1, 5, 473545, 44429.70, 1, 65.73, 1: 51; 2: 35; 3: 11; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 129, 10,  6,  179, 1, 5, 473479, 44429.70, 1, 65.73, 1: 51; 2: 36; 3: 9; 4: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 400,  7,  8,  179, 1, 5, 443520, 44429.70, 1, 65.73, 1: 54; 2: 28; 3: 16; 4: 4; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 773,  4, 14,  179, 1, 5, 443520, 44429.70, 1, 65.73, 1: 51; 2: 33; 3: 15; 4: 3; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 148,  6, 10,  180, 1, 5, 473527, 44429.70, 1, 65.73, 1: 51; 2: 34; 3: 13; 4: 3; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 583,  4, 14,  180, 1, 5, 443520, 44429.70, 1, 65.73, 1: 45; 2: 43; 3: 13; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 626,  7,  9,  180, 1, 5, 492738, 44429.70, 1, 65.73, 1: 49; 2: 38; 3: 10; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 182,  6, 10,  180, 1, 5, 473397, 44429.70, 1, 65.73, 1: 55; 2: 28; 3: 14; 4: 3; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 971,  6, 10,  180, 1, 5, 473255, 44429.70, 1, 65.73, 1: 53; 2: 31; 3: 12; 4: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 425,  5, 12,  180, 1, 5, 473383, 44429.70, 1, 65.73, 1: 54; 2: 31; 3: 9; 4: 8; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 622,  8,  7,  180, 1, 5, 443520, 44429.70, 1, 65.73, 1: 50; 2: 35; 3: 14; 4: 2; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 929,  6, 10,  180, 1, 5, 473262, 44429.70, 1, 65.73, 1: 53; 2: 33; 3: 11; 4: 2; 5: 4; 
MAPK_Cancer_Cell_Fate_Network, 591, 10,  6,  180, 1, 5, 473348, 44429.70, 1, 65.73, 1: 52; 2: 33; 3: 11; 4: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 615,  5, 12,  180, 1, 5, 473370, 44429.70, 1, 65.73, 1: 51; 2: 34; 3: 12; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 592,  5, 12,  180, 1, 5, 473489, 44429.70, 1, 65.73, 1: 55; 2: 28; 3: 13; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 216,  6, 10,  180, 1, 5, 473478, 44429.70, 1, 65.73, 1: 53; 2: 32; 3: 11; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 339,  7,  9,  180, 1, 5, 492921, 44429.70, 1, 65.73, 1: 47; 2: 40; 3: 12; 4: 3; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 695,  6, 10,  180, 1, 5, 473517, 44429.70, 1, 65.73, 1: 52; 2: 32; 3: 13; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network,  72,  7,  9,  180, 1, 5, 492816, 44429.70, 1, 65.73, 1: 51; 2: 35; 3: 11; 4: 4; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 952,  6, 10,  180, 1, 5, 473670, 44429.70, 1, 65.73, 1: 55; 2: 28; 3: 13; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 766,  7,  9,  180, 1, 5, 492922, 44429.70, 0, 65.73, 1: 48; 2: 39; 3: 11; 4: 4; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 136,  8,  7,  180, 1, 5, 443520, 44429.70, 1, 65.73, 1: 54; 2: 31; 3: 9; 4: 8; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 486, 10,  6,  180, 1, 5, 473322, 44429.70, 1, 65.73, 1: 53; 2: 31; 3: 12; 4: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 281,  7,  9,  180, 1, 5, 493199, 44429.70, 1, 65.73, 1: 52; 2: 33; 3: 12; 4: 4; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 925, 10,  6,  181, 1, 5, 473374, 44429.70, 1, 65.73, 1: 54; 2: 31; 3: 9; 4: 7; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 822,  5, 12,  181, 1, 5, 473453, 44429.70, 1, 65.73, 1: 52; 2: 33; 3: 11; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 527, 10,  6,  181, 1, 5, 473490, 44429.70, 1, 65.73, 1: 50; 2: 34; 3: 15; 4: 2; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 208,  7,  8,  181, 1, 5, 443520, 44429.70, 1, 65.73, 1: 54; 2: 30; 3: 10; 4: 8; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 653,  4, 14,  181, 1, 5, 443520, 44429.70, 1, 65.73, 1: 53; 2: 31; 3: 12; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 479,  7,  9,  181, 1, 5, 492972, 44429.70, 1, 65.73, 1: 46; 2: 42; 3: 10; 4: 4; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 605, 10,  6,  181, 1, 5, 473524, 44429.70, 1, 65.73, 1: 54; 2: 30; 3: 12; 4: 4; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 234,  7,  8,  181, 1, 5, 443520, 44429.70, 1, 65.73, 1: 52; 2: 32; 3: 13; 4: 4; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 889,  4, 14,  181, 1, 5, 443520, 44429.70, 1, 65.73, 1: 52; 2: 32; 3: 12; 4: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 574,  7,  8,  181, 1, 5, 443520, 44429.70, 1, 65.73, 1: 52; 2: 33; 3: 10; 4: 7; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 638,  4, 14,  181, 1, 5, 443520, 44429.70, 1, 65.73, 1: 49; 2: 35; 3: 15; 4: 3; 5: 1; 
MAPK_Cancer_Cell_Fate_Network,   7,  7,  8,  181, 1, 5, 443520, 44429.70, 1, 65.73, 1: 55; 2: 29; 3: 12; 4: 3; 5: 4; 
MAPK_Cancer_Cell_Fate_Network, 244,  7,  8,  181, 1, 5, 443520, 44429.70, 1, 65.73, 1: 51; 2: 35; 3: 10; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 431,  5, 12,  181, 1, 5, 473422, 44429.70, 1, 65.73, 1: 51; 2: 35; 3: 11; 4: 3; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 265, 10,  6,  181, 1, 5, 473395, 44429.70, 1, 65.73, 1: 52; 2: 32; 3: 12; 4: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 459,  5, 11,  181, 1, 5, 435105, 44429.70, 1, 65.73, 1: 51; 2: 33; 3: 13; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 629,  5, 11,  181, 1, 5, 435105, 44429.70, 1, 65.73, 1: 47; 2: 39; 3: 13; 4: 3; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 887,  5, 12,  181, 1, 5, 473421, 44429.70, 1, 65.73, 1: 49; 2: 38; 3: 10; 4: 4; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 707, 10,  6,  181, 1, 5, 473445, 44429.70, 0, 65.73, 1: 52; 2: 34; 3: 10; 4: 4; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 899,  6, 10,  182, 1, 5, 473421, 44429.70, 1, 65.73, 1: 56; 2: 26; 3: 12; 4: 7; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 478,  4, 14,  182, 1, 5, 443520, 44429.70, 1, 65.73, 1: 49; 2: 35; 3: 14; 4: 4; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 457,  6, 10,  182, 1, 5, 473493, 44429.70, 1, 65.73, 1: 53; 2: 31; 3: 12; 4: 4; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 405,  4, 14,  182, 1, 5, 443520, 44429.70, 1, 65.73, 1: 53; 2: 29; 3: 14; 4: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 554,  5, 12,  182, 1, 5, 473368, 44429.70, 1, 65.73, 1: 48; 2: 39; 3: 9; 4: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 351, 10,  6,  182, 1, 5, 473476, 44429.70, 1, 65.73, 1: 51; 2: 36; 3: 7; 4: 7; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 438,  4, 14,  182, 1, 5, 443520, 44429.70, 1, 65.73, 1: 46; 2: 40; 3: 13; 4: 3; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 338,  7,  8,  182, 1, 5, 443520, 44429.70, 1, 65.73, 1: 52; 2: 32; 3: 11; 4: 7; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 277,  7,  9,  182, 1, 5, 492830, 44429.70, 1, 65.73, 1: 48; 2: 39; 3: 9; 4: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 730,  7,  8,  182, 1, 5, 443520, 44429.70, 1, 65.73, 1: 56; 2: 27; 3: 11; 4: 6; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 990,  4, 14,  182, 1, 5, 443520, 44429.70, 1, 65.73, 1: 51; 2: 33; 3: 12; 4: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 273,  5, 13,  182, 1, 5, 504824, 44429.70, 1, 65.73, 1: 51; 2: 37; 3: 5; 4: 8; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 901,  5, 11,  182, 1, 5, 435105, 44429.70, 1, 65.73, 1: 48; 2: 38; 3: 12; 4: 3; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 721,  4, 14,  182, 1, 5, 443520, 44429.70, 1, 65.73, 1: 52; 2: 34; 3: 7; 4: 9; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 996,  4, 14,  182, 1, 5, 443520, 44429.70, 1, 65.73, 1: 51; 2: 33; 3: 13; 4: 4; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 663,  7,  8,  182, 1, 5, 443520, 44429.70, 1, 65.73, 1: 55; 2: 29; 3: 10; 4: 6; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 150,  7,  9,  182, 1, 5, 492693, 44429.70, 1, 65.73, 1: 52; 2: 31; 3: 13; 4: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 145,  5, 12,  182, 1, 5, 473602, 44429.70, 1, 65.73, 1: 53; 2: 32; 3: 10; 4: 5; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 946,  7,  9,  182, 1, 5, 492515, 44429.70, 1, 65.73, 1: 50; 2: 36; 3: 10; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network,  99,  8,  7,  182, 1, 5, 443520, 44429.70, 1, 65.73, 1: 49; 2: 38; 3: 9; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 133,  7,  9,  182, 1, 5, 492781, 44429.70, 1, 65.73, 1: 45; 2: 42; 3: 12; 4: 3; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 694,  7,  8,  182, 1, 5, 443520, 44429.70, 1, 65.73, 1: 56; 2: 27; 3: 12; 4: 4; 5: 4; 
MAPK_Cancer_Cell_Fate_Network, 130,  4, 14,  183, 1, 5, 443520, 44429.70, 1, 65.73, 1: 45; 2: 42; 3: 12; 4: 2; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 964, 10,  6,  183, 1, 5, 473519, 44429.70, 1, 65.73, 1: 57; 2: 25; 3: 11; 4: 7; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 578,  6, 10,  183, 1, 5, 473402, 44429.70, 1, 65.73, 1: 55; 2: 26; 3: 14; 4: 6; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 468,  4, 14,  183, 1, 5, 443520, 44429.70, 1, 65.73, 1: 50; 2: 34; 3: 12; 4: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network,  77, 10,  6,  183, 1, 5, 473471, 44429.70, 1, 65.73, 1: 51; 2: 35; 3: 10; 4: 3; 5: 4; 
MAPK_Cancer_Cell_Fate_Network, 386,  5, 12,  183, 1, 5, 473268, 44429.70, 1, 65.73, 1: 50; 2: 34; 3: 12; 4: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 906,  7,  8,  183, 1, 5, 443520, 44429.70, 1, 65.73, 1: 48; 2: 36; 3: 14; 4: 4; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 526,  8,  7,  183, 1, 5, 443520, 44429.70, 1, 65.73, 1: 49; 2: 36; 3: 11; 4: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network,  22,  7,  8,  183, 1, 5, 443520, 44429.70, 1, 65.73, 1: 53; 2: 31; 3: 9; 4: 9; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 138,  7,  8,  183, 1, 5, 443520, 44429.70, 1, 65.73, 1: 55; 2: 27; 3: 12; 4: 7; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 910,  5, 12,  183, 1, 5, 473456, 44429.70, 1, 65.73, 1: 51; 2: 34; 3: 11; 4: 4; 5: 3; 
MAPK_Cancer_Cell_Fate_Network,  51,  5, 11,  183, 1, 5, 435105, 44429.70, 1, 65.73, 1: 45; 2: 41; 3: 13; 4: 3; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 500,  8,  7,  183, 1, 5, 443520, 44429.70, 1, 65.73, 1: 50; 2: 35; 3: 11; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 161,  7,  8,  183, 1, 5, 443520, 44429.70, 1, 65.73, 1: 53; 2: 31; 3: 10; 4: 7; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 499,  5, 12,  183, 1, 5, 473463, 44429.70, 1, 65.73, 1: 49; 2: 37; 3: 9; 4: 7; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 137,  7,  8,  183, 1, 5, 443520, 44429.70, 1, 65.73, 1: 53; 2: 30; 3: 13; 4: 4; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 970,  5, 12,  183, 1, 5, 473328, 44429.70, 1, 65.73, 1: 51; 2: 34; 3: 10; 4: 6; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 533,  6, 10,  183, 1, 5, 473663, 44429.70, 1, 65.73, 1: 48; 2: 38; 3: 10; 4: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 371,  4, 14,  183, 1, 5, 443520, 44429.70, 1, 65.73, 1: 51; 2: 33; 3: 12; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 880, 10,  6,  183, 1, 5, 473472, 44429.70, 1, 65.73, 1: 53; 2: 33; 3: 8; 4: 5; 5: 4; 
MAPK_Cancer_Cell_Fate_Network, 934,  5, 12,  184, 1, 5, 473454, 44429.70, 1, 65.73, 1: 50; 2: 34; 3: 12; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 183,  5, 12,  184, 1, 5, 473430, 44429.70, 1, 65.73, 1: 47; 2: 38; 3: 13; 4: 3; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 669,  5, 12,  184, 1, 5, 473270, 44429.70, 0, 65.73, 1: 44; 2: 43; 3: 12; 4: 2; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 545,  7,  9,  184, 1, 5, 492863, 44429.70, 1, 65.73, 1: 48; 2: 37; 3: 11; 4: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 682,  5, 12,  184, 1, 5, 473394, 44429.70, 1, 65.73, 1: 51; 2: 34; 3: 9; 4: 7; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 750,  5, 12,  184, 1, 5, 473584, 44429.70, 1, 65.73, 1: 49; 2: 34; 3: 14; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 644, 10,  6,  184, 1, 5, 473708, 44429.70, 1, 65.73, 1: 57; 2: 23; 3: 12; 4: 10; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 241,  7,  9,  184, 1, 5, 492840, 44429.70, 1, 65.73, 1: 45; 2: 43; 3: 9; 4: 4; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 331,  5, 12,  184, 1, 5, 473320, 44429.70, 1, 65.73, 1: 52; 2: 30; 3: 14; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 388,  8,  7,  184, 1, 5, 443520, 44429.70, 1, 65.73, 1: 47; 2: 38; 3: 12; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 985,  5, 13,  184, 1, 5, 504265, 44429.70, 1, 65.73, 1: 44; 2: 43; 3: 11; 4: 4; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 279,  7,  9,  184, 1, 5, 493012, 44429.70, 1, 65.73, 1: 50; 2: 32; 3: 15; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 860,  6, 10,  184, 1, 5, 472940, 44429.70, 1, 65.73, 1: 51; 2: 34; 3: 9; 4: 7; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 633,  5, 11,  185, 1, 5, 435105, 44429.70, 1, 65.73, 1: 48; 2: 34; 3: 16; 4: 4; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 867,  4, 14,  185, 1, 5, 443520, 44429.70, 1, 65.73, 1: 43; 2: 42; 3: 15; 4: 2; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 167,  5, 11,  185, 1, 5, 435105, 44429.70, 1, 65.73, 1: 47; 2: 36; 3: 15; 4: 4; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 206,  7,  8,  185, 1, 5, 443520, 44429.70, 1, 65.73, 1: 52; 2: 33; 3: 8; 4: 7; 5: 3; 
MAPK_Cancer_Cell_Fate_Network,  45,  8,  7,  185, 1, 5, 443520, 44429.70, 1, 65.73, 1: 52; 2: 28; 3: 16; 4: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 440,  7,  9,  185, 1, 5, 492612, 44429.70, 1, 65.73, 1: 48; 2: 39; 3: 7; 4: 7; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 702,  5, 11,  185, 1, 5, 435105, 44429.70, 1, 65.73, 1: 47; 2: 36; 3: 15; 4: 4; 5: 1; 
