Seed 1656949570
ARCH 2|F_ID 0|LIMIT 4
before: 
3(242)
Melhor resultado nxn: Bortezomib_Responses_in_U266_Human_Myelo, 208,  9,  8,  174, 1, 3, 570556, 13022.43, 13, 0.00, 1: 95; 2: 26; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 183,  7, 10,  227, 0, 5, 557253, 13022.43, 1, 84.11, 0: 1; 1: 71; 2: 33; 3: 13; 4: 9; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 132,  7, 11,  227, 0, 5, 605387, 13022.43, 1, 84.11, 0: 1; 1: 64; 2: 46; 3: 9; 4: 6; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 654,  5, 15,  227, 0, 5, 590876, 13022.43, 1, 84.11, 0: 1; 1: 66; 2: 41; 3: 12; 4: 7; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 732,  5, 16,  227, 0, 5, 622691, 13022.43, 1, 84.11, 0: 1; 1: 66; 2: 38; 3: 16; 4: 8; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 911, 10,  7,  227, 0, 5, 557233, 13022.43, 1, 84.11, 0: 1; 1: 63; 2: 48; 3: 8; 4: 6; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 783,  7, 11,  227, 0, 5, 605291, 13022.43, 1, 84.11, 0: 1; 1: 64; 2: 43; 3: 12; 4: 9; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 373,  7, 11,  227, 0, 5, 604952, 13022.43, 1, 84.11, 0: 1; 1: 73; 2: 28; 3: 18; 4: 6; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 103,  9,  8,  227, 0, 5, 570450, 13022.43, 0, 84.11, 0: 1; 1: 71; 2: 33; 3: 13; 4: 9; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 591,  6, 12,  228, 0, 5, 570334, 13022.43, 1, 84.11, 0: 1; 1: 74; 2: 26; 3: 18; 4: 7; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 371,  8,  9,  228, 0, 5, 570465, 13022.43, 1, 84.11, 0: 1; 1: 66; 2: 36; 3: 19; 4: 7; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 182, 10,  7,  228, 0, 5, 556844, 13022.43, 1, 84.11, 0: 1; 1: 70; 2: 35; 3: 12; 4: 8; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 524,  9,  8,  228, 0, 5, 570485, 13022.43, 1, 84.11, 0: 1; 1: 72; 2: 30; 3: 16; 4: 7; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 413,  5, 15,  228, 0, 5, 589633, 13022.43, 1, 84.11, 0: 1; 1: 70; 2: 34; 3: 13; 4: 9; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 199,  6, 12,  228, 0, 5, 570391, 13022.43, 1, 84.11, 0: 1; 1: 69; 2: 33; 3: 17; 4: 8; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 646,  7, 10,  228, 0, 5, 557108, 13022.43, 1, 84.11, 0: 1; 1: 74; 2: 28; 3: 14; 4: 9; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 316, 10,  7,  228, 0, 5, 557276, 13022.43, 1, 84.11, 0: 1; 1: 63; 2: 45; 3: 11; 4: 8; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 580,  7, 11,  228, 0, 5, 605209, 13022.43, 1, 84.11, 0: 1; 1: 67; 2: 39; 3: 13; 4: 6; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 386,  7, 11,  228, 0, 5, 604834, 13022.43, 1, 84.11, 0: 1; 1: 67; 2: 35; 3: 18; 4: 8; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  77,  8,  9,  228, 0, 5, 570225, 13022.43, 1, 84.11, 0: 1; 1: 69; 2: 34; 3: 14; 4: 11; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 862,  5, 16,  228, 0, 5, 621680, 13022.43, 1, 84.11, 0: 1; 1: 72; 2: 31; 3: 13; 4: 10; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 975,  6, 13,  228, 0, 5, 610173, 13022.43, 1, 84.11, 0: 1; 1: 64; 2: 44; 3: 11; 4: 7; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 249,  5, 16,  228, 0, 5, 623600, 13022.43, 1, 84.11, 0: 1; 1: 69; 2: 37; 3: 11; 4: 8; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 345,  7, 11,  228, 0, 5, 605428, 13022.43, 1, 84.11, 0: 1; 1: 66; 2: 44; 3: 5; 4: 11; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 613,  5, 14,  228, 0, 5, 557264, 13022.43, 0, 84.11, 0: 1; 1: 69; 2: 34; 3: 14; 4: 11; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 451,  7, 11,  229, 0, 5, 605286, 13022.43, 1, 84.11, 0: 1; 1: 67; 2: 38; 3: 15; 4: 4; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 314, 10,  7,  229, 0, 5, 557198, 13022.43, 1, 84.11, 0: 1; 1: 63; 2: 42; 3: 15; 4: 8; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 215,  9,  8,  229, 0, 5, 570220, 13022.43, 1, 84.11, 0: 1; 1: 72; 2: 30; 3: 17; 4: 4; 5: 6; 
Bortezomib_Responses_in_U266_Human_Myelo,   5,  7, 11,  229, 0, 5, 605633, 13022.43, 1, 84.11, 0: 1; 1: 67; 2: 36; 3: 18; 4: 4; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 886,  5, 15,  229, 0, 5, 590599, 13022.43, 1, 84.11, 0: 1; 1: 66; 2: 38; 3: 15; 4: 8; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 879,  9,  8,  229, 0, 5, 570601, 13022.43, 1, 84.11, 0: 1; 1: 74; 2: 29; 3: 10; 4: 13; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 802,  6, 12,  229, 0, 5, 570271, 13022.43, 1, 84.11, 0: 1; 1: 68; 2: 32; 3: 20; 4: 8; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 534,  7, 11,  229, 0, 5, 605575, 13022.43, 1, 84.11, 0: 1; 1: 64; 2: 42; 3: 14; 4: 6; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 729,  5, 16,  230, 0, 5, 622788, 13022.43, 1, 84.11, 0: 1; 1: 71; 2: 32; 3: 11; 4: 13; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 157, 10,  7,  230, 0, 5, 556898, 13022.43, 1, 84.11, 0: 1; 1: 60; 2: 47; 3: 13; 4: 8; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 959,  7, 11,  230, 0, 5, 605113, 13022.43, 1, 84.11, 0: 1; 1: 65; 2: 39; 3: 15; 4: 8; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 227, 10,  7,  230, 0, 5, 557254, 13022.43, 1, 84.11, 0: 1; 1: 67; 2: 38; 3: 14; 4: 5; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 829,  6, 13,  230, 0, 5, 610504, 13022.43, 1, 84.11, 0: 1; 1: 64; 2: 38; 3: 19; 4: 7; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  97,  5, 14,  230, 0, 5, 557095, 13022.43, 1, 84.11, 0: 1; 1: 68; 2: 37; 3: 13; 4: 6; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 287,  6, 13,  230, 0, 5, 610216, 13022.43, 1, 84.11, 0: 1; 1: 63; 2: 45; 3: 11; 4: 6; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 747,  5, 15,  230, 0, 5, 590376, 13022.43, 0, 84.11, 0: 1; 1: 57; 2: 50; 3: 16; 4: 5; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 548,  7, 11,  230, 0, 5, 605139, 13022.43, 1, 84.11, 0: 1; 1: 64; 2: 38; 3: 19; 4: 7; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 119,  7, 10,  230, 0, 5, 557104, 13022.43, 1, 84.11, 0: 1; 1: 65; 2: 40; 3: 14; 4: 7; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 582,  7, 11,  230, 0, 5, 605336, 13022.43, 1, 84.11, 0: 1; 1: 61; 2: 46; 3: 14; 4: 5; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 831,  8,  9,  230, 0, 5, 570479, 13022.43, 1, 84.11, 0: 1; 1: 63; 2: 43; 3: 13; 4: 8; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 786,  7, 11,  230, 0, 5, 605378, 13022.43, 1, 84.11, 0: 1; 1: 63; 2: 44; 3: 12; 4: 7; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 490,  8,  9,  230, 0, 5, 570440, 13022.43, 1, 84.11, 0: 1; 1: 63; 2: 44; 3: 13; 4: 5; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 805,  8,  9,  231, 0, 5, 570270, 13022.43, 1, 84.11, 0: 1; 1: 67; 2: 39; 3: 10; 4: 9; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 993,  7, 11,  231, 0, 5, 605227, 13022.43, 1, 84.11, 0: 1; 1: 64; 2: 42; 3: 13; 4: 6; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 424,  7, 11,  231, 0, 5, 605151, 13022.43, 1, 84.11, 0: 1; 1: 59; 2: 49; 3: 15; 4: 1; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 535,  5, 15,  231, 0, 5, 590716, 13022.43, 1, 84.11, 0: 1; 1: 69; 2: 35; 3: 14; 4: 5; 5: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 690,  5, 14,  231, 0, 5, 557164, 13022.43, 1, 84.11, 0: 1; 1: 68; 2: 33; 3: 16; 4: 11; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 412,  6, 13,  231, 0, 5, 609950, 13022.43, 1, 84.11, 0: 1; 1: 67; 2: 36; 3: 14; 4: 10; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 689,  8,  9,  231, 0, 5, 570204, 13022.43, 1, 84.11, 0: 1; 1: 65; 2: 38; 3: 15; 4: 10; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 537,  5, 14,  231, 0, 5, 556867, 13022.43, 1, 84.11, 0: 1; 1: 70; 2: 34; 3: 10; 4: 12; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 834,  5, 14,  231, 0, 5, 557246, 13022.43, 1, 84.11, 0: 1; 1: 65; 2: 39; 3: 16; 4: 5; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 949,  6, 13,  231, 0, 5, 610342, 13022.43, 1, 84.11, 0: 1; 1: 66; 2: 36; 3: 17; 4: 8; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 930,  6, 13,  232, 0, 5, 609351, 13022.43, 1, 84.11, 0: 1; 1: 65; 2: 40; 3: 12; 4: 9; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 458, 10,  7,  232, 0, 5, 557168, 13022.43, 1, 84.11, 0: 1; 1: 66; 2: 38; 3: 13; 4: 9; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 811,  5, 16,  232, 0, 5, 622007, 13022.43, 1, 84.11, 0: 1; 1: 62; 2: 42; 3: 15; 4: 9; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 545,  8,  9,  232, 0, 5, 570448, 13022.43, 1, 84.11, 0: 1; 1: 62; 2: 41; 3: 19; 4: 4; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 465, 10,  7,  232, 0, 5, 557284, 13022.43, 1, 84.11, 0: 1; 1: 63; 2: 41; 3: 16; 4: 6; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 494,  5, 16,  232, 0, 5, 622179, 13022.43, 0, 84.11, 0: 1; 1: 65; 2: 41; 3: 11; 4: 8; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 570,  8,  9,  232, 0, 5, 570243, 13022.43, 1, 84.11, 0: 1; 1: 67; 2: 33; 3: 20; 4: 6; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 650,  6, 13,  232, 0, 5, 610338, 13022.43, 1, 84.11, 0: 1; 1: 65; 2: 36; 3: 18; 4: 9; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 357,  5, 14,  232, 0, 5, 557227, 13022.43, 1, 84.11, 0: 1; 1: 70; 2: 30; 3: 17; 4: 9; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 166,  8,  9,  233, 0, 5, 570090, 13022.43, 1, 84.11, 0: 1; 1: 65; 2: 38; 3: 16; 4: 6; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 184,  7, 11,  233, 0, 5, 604617, 13022.43, 1, 84.11, 0: 1; 1: 66; 2: 39; 3: 11; 4: 9; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 707,  5, 15,  233, 0, 5, 590423, 13022.43, 1, 84.11, 0: 1; 1: 66; 2: 38; 3: 12; 4: 10; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 172,  7, 11,  233, 0, 5, 604352, 13022.43, 1, 84.11, 0: 1; 1: 68; 2: 35; 3: 12; 4: 11; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 791,  5, 14,  233, 0, 5, 557304, 13022.43, 1, 84.11, 0: 1; 1: 68; 2: 29; 3: 22; 4: 9; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 881,  5, 15,  233, 0, 5, 591021, 13022.43, 1, 84.11, 0: 1; 1: 61; 2: 45; 3: 13; 4: 7; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 421,  8,  9,  233, 0, 5, 570385, 13022.43, 1, 84.11, 0: 1; 1: 61; 2: 47; 3: 10; 4: 7; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 419,  6, 13,  233, 0, 5, 610564, 13022.43, 1, 84.11, 0: 1; 1: 67; 2: 35; 3: 15; 4: 9; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  83,  8,  9,  233, 0, 5, 570590, 13022.43, 1, 84.11, 0: 1; 1: 66; 2: 36; 3: 18; 4: 4; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 216,  6, 13,  233, 0, 5, 610454, 13022.43, 1, 84.11, 0: 1; 1: 65; 2: 41; 3: 12; 4: 5; 5: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 698,  5, 15,  233, 0, 5, 590150, 13022.43, 1, 84.11, 0: 1; 1: 65; 2: 39; 3: 15; 4: 5; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo,  27,  8,  9,  234, 0, 5, 570596, 13022.43, 1, 84.11, 0: 1; 1: 63; 2: 42; 3: 10; 4: 13; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 354,  7, 11,  234, 0, 5, 605474, 13022.43, 1, 84.11, 0: 1; 1: 60; 2: 45; 3: 16; 4: 4; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 439,  6, 13,  234, 0, 5, 610051, 13022.43, 1, 84.11, 0: 1; 1: 61; 2: 44; 3: 13; 4: 9; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 597,  6, 13,  234, 0, 5, 610570, 13022.43, 1, 84.11, 0: 1; 1: 57; 2: 47; 3: 18; 4: 6; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 384,  6, 12,  234, 0, 5, 570481, 13022.43, 1, 84.11, 0: 1; 1: 70; 2: 32; 3: 14; 4: 7; 5: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 487, 10,  7,  234, 0, 5, 557221, 13022.43, 1, 84.11, 0: 1; 1: 64; 2: 40; 3: 13; 4: 9; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 780,  7, 10,  234, 0, 5, 557235, 13022.43, 1, 84.11, 0: 1; 1: 62; 2: 45; 3: 11; 4: 6; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 682,  6, 12,  234, 0, 5, 570481, 13022.43, 1, 84.11, 0: 1; 1: 66; 2: 38; 3: 11; 4: 11; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 971,  6, 13,  234, 0, 5, 610950, 13022.43, 1, 84.11, 0: 1; 1: 65; 2: 38; 3: 14; 4: 9; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 154,  6, 13,  235, 0, 5, 610759, 13022.43, 1, 84.11, 0: 1; 1: 63; 2: 41; 3: 13; 4: 9; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 552,  8,  9,  235, 0, 5, 570332, 13022.43, 1, 84.11, 0: 1; 1: 65; 2: 37; 3: 15; 4: 9; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 339,  5, 16,  235, 0, 5, 622691, 13022.43, 1, 84.11, 0: 1; 1: 65; 2: 40; 3: 11; 4: 8; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 915,  5, 15,  235, 0, 5, 590618, 13022.43, 1, 84.11, 0: 1; 1: 58; 2: 47; 3: 15; 4: 7; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 559,  8,  9,  235, 0, 5, 570092, 13022.43, 1, 84.11, 0: 1; 1: 61; 2: 44; 3: 13; 4: 8; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 686,  8,  9,  235, 0, 5, 569908, 13022.43, 1, 84.11, 0: 1; 1: 64; 2: 41; 3: 12; 4: 7; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo,  52,  7, 11,  235, 0, 5, 605087, 13022.43, 1, 84.11, 0: 1; 1: 62; 2: 40; 3: 16; 4: 10; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 348,  8,  9,  235, 0, 5, 570179, 13022.43, 1, 84.11, 0: 1; 1: 64; 2: 39; 3: 13; 4: 11; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 818, 10,  7,  235, 0, 5, 557340, 13022.43, 1, 84.11, 0: 1; 1: 65; 2: 39; 3: 11; 4: 11; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 190,  5, 14,  236, 0, 5, 556895, 13022.43, 1, 84.11, 0: 1; 1: 68; 2: 32; 3: 17; 4: 7; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 736,  7, 10,  236, 0, 5, 557237, 13022.43, 1, 84.11, 0: 1; 1: 71; 2: 31; 3: 12; 4: 8; 5: 7; 
Bortezomib_Responses_in_U266_Human_Myelo,  72,  7, 11,  236, 0, 5, 604646, 13022.43, 1, 84.11, 0: 1; 1: 64; 2: 38; 3: 15; 4: 9; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 127,  7, 11,  236, 0, 5, 605720, 13022.43, 1, 84.11, 0: 1; 1: 63; 2: 38; 3: 19; 4: 5; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 275, 10,  7,  236, 0, 5, 557081, 13022.43, 1, 84.11, 0: 1; 1: 62; 2: 43; 3: 11; 4: 10; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 105,  6, 13,  236, 0, 5, 610397, 13022.43, 1, 84.11, 0: 1; 1: 59; 2: 44; 3: 16; 4: 9; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 126,  7, 11,  236, 0, 5, 605373, 13022.43, 1, 84.11, 0: 1; 1: 65; 2: 37; 3: 14; 4: 10; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  80,  6, 13,  236, 0, 5, 609115, 13022.43, 1, 84.11, 0: 1; 1: 59; 2: 47; 3: 12; 4: 8; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 359,  7, 11,  236, 0, 5, 603961, 13022.43, 1, 84.11, 0: 1; 1: 69; 2: 33; 3: 11; 4: 12; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 254,  7, 11,  237, 0, 5, 605920, 13022.43, 1, 84.11, 0: 1; 1: 60; 2: 45; 3: 11; 4: 11; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 715,  6, 13,  237, 0, 5, 610484, 13022.43, 1, 84.11, 0: 1; 1: 65; 2: 36; 3: 14; 4: 12; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  82, 10,  7,  237, 0, 5, 557257, 13022.43, 1, 84.11, 0: 1; 1: 67; 2: 32; 3: 17; 4: 10; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 632,  5, 15,  237, 0, 5, 590721, 13022.43, 1, 84.11, 0: 1; 1: 61; 2: 42; 3: 15; 4: 8; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 961,  6, 13,  237, 0, 5, 609324, 13022.43, 1, 84.11, 0: 1; 1: 64; 2: 38; 3: 15; 4: 8; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 206,  5, 15,  237, 0, 5, 590866, 13022.43, 1, 84.11, 0: 1; 1: 61; 2: 40; 3: 17; 4: 10; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 809,  6, 13,  237, 0, 5, 610117, 13022.43, 1, 84.11, 0: 1; 1: 61; 2: 42; 3: 13; 4: 12; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 483,  5, 14,  237, 0, 5, 556909, 13022.43, 1, 84.11, 0: 1; 1: 62; 2: 41; 3: 14; 4: 9; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 750,  5, 15,  237, 0, 5, 590270, 13022.43, 1, 84.11, 0: 1; 1: 59; 2: 45; 3: 15; 4: 7; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  81,  8,  9,  238, 0, 5, 570364, 13022.43, 1, 84.11, 0: 1; 1: 57; 2: 45; 3: 19; 4: 6; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 340, 10,  7,  238, 0, 5, 557144, 13022.43, 1, 84.11, 0: 1; 1: 62; 2: 38; 3: 18; 4: 9; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 569,  6, 13,  238, 0, 5, 609325, 13022.43, 1, 84.11, 0: 1; 1: 61; 2: 42; 3: 12; 4: 13; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 299,  5, 16,  238, 0, 5, 622445, 13022.43, 1, 84.11, 0: 1; 1: 66; 2: 35; 3: 15; 4: 8; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 730,  5, 15,  238, 0, 5, 590531, 13022.43, 1, 84.11, 0: 1; 1: 66; 2: 34; 3: 15; 4: 11; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 758,  5, 15,  238, 0, 5, 590958, 13022.43, 1, 84.11, 0: 1; 1: 67; 2: 35; 3: 14; 4: 6; 5: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 566,  7, 11,  238, 0, 5, 605284, 13022.43, 1, 84.11, 0: 1; 1: 59; 2: 44; 3: 16; 4: 7; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 748,  8,  9,  238, 0, 5, 570521, 13022.43, 1, 84.11, 0: 1; 1: 64; 2: 38; 3: 14; 4: 9; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 461, 10,  7,  238, 0, 5, 557314, 13022.43, 1, 84.11, 0: 1; 1: 64; 2: 35; 3: 18; 4: 10; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 895,  6, 13,  239, 0, 5, 609120, 13022.43, 1, 84.11, 0: 1; 1: 64; 2: 38; 3: 14; 4: 8; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 234,  6, 13,  239, 0, 5, 610000, 13022.43, 1, 84.11, 0: 1; 1: 58; 2: 45; 3: 16; 4: 7; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 362,  5, 14,  239, 0, 5, 557092, 13022.43, 1, 84.11, 0: 1; 1: 66; 2: 30; 3: 22; 4: 8; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 462,  5, 15,  239, 0, 5, 591098, 13022.43, 1, 84.11, 0: 1; 1: 61; 2: 40; 3: 17; 4: 8; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 185,  5, 15,  239, 0, 5, 590653, 13022.43, 1, 84.11, 0: 1; 1: 66; 2: 35; 3: 14; 4: 9; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 450,  5, 16,  239, 0, 5, 623077, 13022.43, 1, 84.11, 0: 1; 1: 67; 2: 31; 3: 19; 4: 7; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 349,  6, 13,  239, 0, 5, 610028, 13022.43, 1, 84.11, 0: 1; 1: 66; 2: 36; 3: 12; 4: 10; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 768,  5, 15,  239, 0, 5, 590264, 13022.43, 1, 84.11, 0: 1; 1: 63; 2: 38; 3: 16; 4: 8; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 309,  7, 11,  239, 0, 5, 605273, 13022.43, 1, 84.11, 0: 1; 1: 61; 2: 43; 3: 12; 4: 9; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 852,  7, 11,  239, 0, 5, 605249, 13022.43, 1, 84.11, 0: 1; 1: 58; 2: 46; 3: 14; 4: 8; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 377, 10,  7,  239, 0, 5, 557258, 13022.43, 1, 84.11, 0: 1; 1: 63; 2: 38; 3: 15; 4: 10; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 480, 10,  7,  239, 0, 5, 557253, 13022.43, 1, 84.11, 0: 1; 1: 60; 2: 43; 3: 15; 4: 7; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 645, 10,  7,  239, 0, 5, 557264, 13022.43, 1, 84.11, 0: 1; 1: 62; 2: 41; 3: 12; 4: 11; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 859,  6, 13,  239, 0, 5, 610529, 13022.43, 1, 84.11, 0: 1; 1: 58; 2: 48; 3: 12; 4: 6; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 634,  5, 15,  240, 0, 5, 590210, 13022.43, 1, 84.11, 0: 1; 1: 62; 2: 40; 3: 14; 4: 9; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 536,  6, 13,  240, 0, 5, 610675, 13022.43, 1, 84.11, 0: 1; 1: 62; 2: 42; 3: 9; 4: 13; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  25,  5, 16,  240, 0, 5, 623037, 13022.43, 1, 84.11, 0: 1; 1: 70; 2: 25; 3: 22; 4: 6; 5: 6; 
Bortezomib_Responses_in_U266_Human_Myelo,  56,  6, 13,  240, 0, 5, 610327, 13022.43, 1, 84.11, 0: 1; 1: 59; 2: 43; 3: 16; 4: 8; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 261,  7, 11,  240, 0, 5, 604768, 13022.43, 1, 84.11, 0: 1; 1: 56; 2: 46; 3: 17; 4: 9; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 463, 10,  7,  240, 0, 5, 557235, 13022.43, 1, 84.11, 0: 1; 1: 65; 2: 37; 3: 12; 4: 10; 5: 5; 
