Seed 1656949570
ARCH 1|F_ID 0|LIMIT 4
before: 
3(417)
Melhor resultado nxn: Bortezomib_Responses_in_U266_Human_Myelo, 429,  7, 10,  165, 1, 3, 557233, 11999.60, 0, 0.00, 1: 98; 2: 29; 3: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 536,  6, 13,  174, 0, 4, 610061, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 30; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 464, 10,  7,  174, 0, 4, 557286, 11999.60, 1, 67.46, 0: 1; 1: 95; 2: 26; 3: 5; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 460, 10,  7,  174, 0, 4, 557246, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 38; 3: 2; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 557, 10,  7,  174, 0, 4, 557239, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 28; 3: 4; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 453,  9,  8,  174, 0, 4, 570087, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 27; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 576,  6, 12,  174, 0, 4, 570212, 11999.60, 1, 67.46, 0: 1; 1: 95; 2: 25; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 446,  9,  8,  174, 0, 4, 570052, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 30; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 441,  7, 10,  174, 0, 4, 556956, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 36; 3: 3; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 591,  6, 12,  174, 0, 4, 570025, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 34; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 331,  9,  8,  174, 0, 4, 569862, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 34; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 691,  7, 10,  174, 0, 4, 557234, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 26; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 414,  7, 11,  174, 0, 4, 605544, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 32; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 713,  7, 10,  174, 0, 4, 557296, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 29; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 719, 10,  7,  174, 0, 4, 557101, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 32; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 731,  6, 13,  174, 0, 4, 609500, 11999.60, 1, 67.46, 0: 1; 1: 95; 2: 25; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 396,  6, 12,  174, 0, 4, 570160, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 32; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 386,  7, 11,  174, 0, 4, 605014, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 34; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 751,  9,  8,  174, 0, 4, 570047, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 31; 3: 4; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 374,  7, 11,  174, 0, 4, 604797, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 28; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 353,  7, 11,  174, 0, 4, 605090, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 34; 3: 1; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 820,  7, 11,  174, 0, 4, 605692, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 27; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 826, 10,  7,  174, 0, 4, 557311, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 28; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  81,  8,  9,  174, 0, 4, 570208, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 30; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  87,  7, 11,  174, 0, 4, 605075, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 33; 3: 3; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  51,  7, 10,  174, 0, 4, 557177, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 27; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 219,  6, 13,  174, 0, 4, 610548, 11999.60, 1, 67.46, 0: 1; 1: 98; 2: 21; 3: 6; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 209,  7, 11,  174, 0, 4, 604942, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 30; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 189,  7, 10,  174, 0, 4, 556851, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 32; 3: 2; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 620,  6, 12,  175, 0, 4, 570444, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 27; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 692,  6, 12,  175, 0, 4, 569835, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 30; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 695,  7, 10,  175, 0, 4, 557221, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 31; 3: 3; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 891,  7, 11,  175, 0, 4, 605280, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 31; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 616,  6, 12,  175, 0, 4, 570222, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 33; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 319,  8,  9,  175, 0, 4, 570306, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 32; 3: 4; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 465, 10,  7,  175, 0, 4, 557248, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 31; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 166,  8,  9,  175, 0, 4, 569880, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 34; 3: 3; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 223,  7, 11,  175, 0, 4, 605039, 11999.60, 1, 67.46, 0: 1; 1: 95; 2: 24; 3: 8; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,   8, 10,  7,  175, 0, 4, 557188, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 27; 3: 5; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 772,  9,  8,  175, 0, 4, 570259, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 35; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 307,  5, 15,  175, 0, 4, 590475, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 29; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 481,  8,  9,  175, 0, 4, 570422, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 33; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 868,  7, 10,  175, 0, 4, 557273, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 32; 3: 4; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 725,  9,  8,  175, 0, 4, 570304, 11999.60, 1, 67.46, 0: 1; 1: 96; 2: 22; 3: 9; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 291,  6, 13,  175, 0, 4, 609994, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 29; 3: 4; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  53,  7, 11,  175, 0, 4, 605713, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 33; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 118, 10,  7,  175, 0, 4, 557170, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 29; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  19,  7, 11,  175, 0, 4, 604602, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 28; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 382,  7, 10,  175, 0, 4, 557042, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 31; 3: 3; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 649,  7, 10,  175, 0, 4, 557164, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 31; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 920,  6, 12,  175, 0, 4, 570047, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 33; 3: 2; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 192,  6, 13,  175, 0, 4, 610438, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 26; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 110,  7, 10,  175, 0, 4, 557085, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 26; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 190,  5, 14,  175, 0, 4, 556979, 11999.60, 1, 67.46, 0: 1; 1: 95; 2: 24; 3: 8; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 422, 10,  7,  175, 0, 4, 557061, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 35; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 425,  9,  8,  175, 0, 4, 570253, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 32; 3: 4; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 640,  7, 11,  175, 0, 4, 604591, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 28; 3: 3; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 958,  5, 15,  175, 0, 4, 590360, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 31; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 637,  6, 13,  175, 0, 4, 610074, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 28; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 676,  6, 12,  175, 0, 4, 570481, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 31; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 120,  7, 11,  175, 0, 4, 604396, 11999.60, 1, 67.46, 0: 1; 1: 95; 2: 25; 3: 6; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 434,  9,  8,  175, 0, 4, 570399, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 29; 3: 4; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 208,  9,  8,  175, 0, 4, 570469, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 29; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 625,  6, 12,  175, 0, 4, 570527, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 29; 3: 4; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 953,  9,  8,  175, 0, 4, 570467, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 26; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 337,  7, 11,  175, 0, 4, 604697, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 28; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  45,  9,  8,  175, 0, 4, 570300, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 29; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 522,  5, 14,  175, 0, 4, 556986, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 31; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 267,  9,  8,  175, 0, 4, 570464, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 33; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 133, 10,  7,  175, 0, 4, 557326, 11999.60, 1, 67.46, 0: 1; 1: 97; 2: 21; 3: 8; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 132,  7, 11,  175, 0, 4, 604389, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 28; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 239,  9,  8,  175, 0, 4, 570504, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 31; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 578,  9,  8,  175, 0, 4, 570431, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 35; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 263,  7, 10,  175, 0, 4, 557091, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 26; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  62,  7, 10,  175, 0, 4, 557311, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 33; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 560,  7, 11,  175, 0, 4, 605633, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 30; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 549,  8,  9,  175, 0, 4, 570262, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 28; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 836,  8,  9,  175, 0, 4, 570592, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 25; 3: 9; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 520,  6, 13,  175, 0, 4, 609723, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 27; 3: 5; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 145,  6, 13,  175, 0, 4, 611016, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 28; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 753,  8,  9,  175, 0, 4, 570410, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 31; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 582,  7, 11,  175, 0, 4, 604846, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 31; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 985,  6, 12,  175, 0, 4, 570549, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 33; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 248, 10,  7,  175, 0, 4, 557296, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 31; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 340, 10,  7,  176, 0, 4, 557025, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 30; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 180,  6, 12,  176, 0, 4, 570258, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 26; 3: 6; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 783,  7, 11,  176, 0, 4, 605430, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 27; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 684,  6, 13,  176, 0, 4, 609675, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 28; 3: 5; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 659,  8,  9,  176, 0, 4, 570576, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 31; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 780,  7, 10,  176, 0, 4, 557320, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 31; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 179,  6, 12,  176, 0, 4, 569936, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 26; 3: 6; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 245,  6, 12,  176, 0, 4, 570551, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 27; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  24,  8,  9,  176, 0, 4, 570463, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 32; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 156,  9,  8,  176, 0, 4, 570533, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 32; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  11,  6, 12,  176, 0, 4, 570156, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 34; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 828,  5, 15,  176, 0, 4, 591019, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 34; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 932,  9,  8,  176, 0, 4, 570372, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 33; 3: 4; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 205,  9,  8,  176, 0, 4, 570310, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 31; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 906,  8,  9,  176, 0, 4, 569801, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 26; 3: 6; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 394,  9,  8,  176, 0, 4, 570498, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 33; 3: 4; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 111,  6, 13,  176, 0, 4, 610684, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 29; 3: 3; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 755, 10,  7,  176, 0, 4, 557279, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 30; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 908,  8,  9,  176, 0, 4, 570284, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 29; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 137,  7, 11,  176, 0, 4, 605230, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 33; 3: 4; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  60,  9,  8,  176, 0, 4, 569943, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 31; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 448,  5, 15,  176, 0, 4, 590887, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 27; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 641,  7, 10,  176, 0, 4, 557259, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 29; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 243,  5, 15,  176, 0, 4, 590800, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 34; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 379,  7, 11,  176, 0, 4, 604185, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 31; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 666,  6, 12,  176, 0, 4, 570382, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 25; 3: 8; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,   3,  6, 13,  176, 0, 4, 610158, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 32; 3: 3; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  30,  7, 11,  176, 0, 4, 604720, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 30; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 461, 10,  7,  176, 0, 4, 557296, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 29; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 610,  9,  8,  176, 0, 4, 570404, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 27; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 303,  6, 12,  176, 0, 4, 570317, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 31; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 817,  5, 16,  176, 0, 4, 622977, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 30; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 876,  8,  9,  176, 0, 4, 570659, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 35; 3: 3; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 276,  9,  8,  176, 0, 4, 570214, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 36; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 474,  7, 11,  176, 0, 4, 603919, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 32; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 489,  7, 10,  176, 0, 4, 557284, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 36; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 595,  9,  8,  176, 0, 4, 570488, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 27; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 485,  5, 14,  176, 0, 4, 557019, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 33; 3: 4; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 100,  7, 11,  176, 0, 4, 604640, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 33; 3: 4; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 962,  6, 12,  176, 0, 4, 570409, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 27; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 517,  8,  9,  176, 0, 4, 570015, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 35; 3: 3; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 588,  9,  8,  176, 0, 4, 570192, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 29; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 230,  6, 12,  176, 0, 4, 569952, 11999.60, 1, 67.46, 0: 1; 1: 95; 2: 24; 3: 7; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 503,  7, 11,  176, 0, 4, 604925, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 32; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 762,  6, 13,  176, 0, 4, 610371, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 32; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 608,  6, 12,  176, 0, 4, 569989, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 31; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 696,  6, 12,  176, 0, 4, 570071, 11999.60, 1, 67.46, 0: 1; 1: 96; 2: 23; 3: 6; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 233,  6, 13,  176, 0, 4, 609649, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 28; 3: 5; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 993,  7, 11,  176, 0, 4, 605421, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 36; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 130, 10,  7,  176, 0, 4, 557181, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 26; 3: 6; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 806,  6, 12,  177, 0, 4, 569976, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 29; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 808,  6, 12,  177, 0, 4, 570657, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 36; 3: 3; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 410,  6, 12,  177, 0, 4, 570091, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 27; 3: 9; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 407, 10,  7,  177, 0, 4, 557185, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 26; 3: 8; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 601,  5, 14,  177, 0, 4, 557267, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 31; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 475,  5, 14,  177, 0, 4, 557294, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 35; 3: 2; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 398,  8,  9,  177, 0, 4, 570232, 11999.60, 1, 67.46, 0: 1; 1: 87; 2: 37; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 592,  6, 12,  177, 0, 4, 570546, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 35; 3: 2; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 129,  7, 10,  177, 0, 4, 556998, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 31; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  20,  6, 13,  177, 0, 4, 610531, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 31; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 515,  7, 10,  177, 0, 4, 557201, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 32; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 823,  5, 14,  177, 0, 4, 557251, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 33; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 627,  7, 10,  177, 0, 4, 556973, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 32; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 449,  7, 10,  177, 0, 4, 557144, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 31; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  63, 10,  7,  177, 0, 4, 557047, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 28; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 901,  5, 16,  177, 0, 4, 621448, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 31; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 893,  8,  9,  177, 0, 4, 570390, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 28; 3: 7; 4: 2; 
