Seed 1656949570
ARCH 2|F_ID 2|LIMIT 4
before: 
3(324)
Melhor resultado nxn: Bortezomib_Responses_in_U266_Human_Myelo, 820,  7, 11,  175, 1, 3, 605299, 16942.19, 41, 0.00, 1: 90; 2: 35; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 177,  5, 14,  226, 0, 5, 557212, 16942.19, 1, 85.52, 0: 1; 1: 67; 2: 38; 3: 15; 4: 7; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 884,  5, 16,  226, 0, 5, 622737, 16942.19, 1, 85.52, 0: 1; 1: 71; 2: 33; 3: 14; 4: 8; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  37,  7, 10,  226, 0, 5, 557229, 16942.19, 1, 85.52, 0: 1; 1: 71; 2: 34; 3: 13; 4: 7; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 477,  5, 14,  226, 0, 5, 557205, 16942.19, 1, 85.52, 0: 1; 1: 72; 2: 30; 3: 17; 4: 7; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 984,  8,  9,  226, 0, 5, 570429, 16942.19, 1, 85.52, 0: 1; 1: 67; 2: 40; 3: 13; 4: 5; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 354,  7, 11,  226, 0, 5, 604990, 16942.19, 1, 85.52, 0: 1; 1: 64; 2: 43; 3: 13; 4: 8; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 496,  7, 10,  226, 0, 5, 557227, 16942.19, 1, 85.52, 0: 1; 1: 72; 2: 36; 3: 9; 4: 5; 5: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 343,  8,  9,  226, 0, 5, 570374, 16942.19, 1, 85.52, 0: 1; 1: 63; 2: 46; 3: 11; 4: 7; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 115,  6, 13,  226, 0, 5, 609935, 16942.19, 1, 85.52, 0: 1; 1: 67; 2: 38; 3: 15; 4: 7; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 679,  5, 14,  227, 0, 5, 557165, 16942.19, 1, 85.52, 0: 1; 1: 70; 2: 35; 3: 15; 4: 3; 5: 6; 
Bortezomib_Responses_in_U266_Human_Myelo,  87,  7, 11,  227, 0, 5, 604999, 16942.19, 1, 85.52, 0: 1; 1: 68; 2: 37; 3: 16; 4: 3; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 839,  5, 16,  227, 0, 5, 622200, 16942.19, 1, 85.52, 0: 1; 1: 71; 2: 32; 3: 15; 4: 8; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 132,  7, 11,  227, 0, 5, 604784, 16942.19, 1, 85.52, 0: 1; 1: 67; 2: 37; 3: 15; 4: 9; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 696,  6, 12,  227, 0, 5, 570287, 16942.19, 1, 85.52, 0: 1; 1: 71; 2: 31; 3: 18; 4: 5; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 813,  7, 11,  227, 0, 5, 605018, 16942.19, 1, 85.52, 0: 1; 1: 66; 2: 39; 3: 16; 4: 5; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 378,  6, 12,  227, 0, 5, 570284, 16942.19, 1, 85.52, 0: 1; 1: 74; 2: 29; 3: 14; 4: 7; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 656,  5, 16,  227, 0, 5, 622677, 16942.19, 1, 85.52, 0: 1; 1: 67; 2: 35; 3: 19; 4: 7; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 735,  7, 11,  227, 0, 5, 605172, 16942.19, 1, 85.52, 0: 1; 1: 64; 2: 44; 3: 12; 4: 6; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 655,  6, 13,  227, 0, 5, 610275, 16942.19, 1, 85.52, 0: 1; 1: 68; 2: 37; 3: 13; 4: 9; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 312,  9,  8,  227, 0, 5, 570254, 16942.19, 1, 85.52, 0: 1; 1: 64; 2: 44; 3: 13; 4: 4; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 460, 10,  7,  227, 0, 5, 557105, 16942.19, 1, 85.52, 0: 1; 1: 62; 2: 47; 3: 11; 4: 7; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 960,  6, 12,  227, 0, 5, 570239, 16942.19, 1, 85.52, 0: 1; 1: 73; 2: 28; 3: 17; 4: 8; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 641,  7, 10,  228, 0, 5, 557156, 16942.19, 1, 85.52, 0: 1; 1: 73; 2: 30; 3: 13; 4: 9; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 373,  7, 11,  228, 0, 5, 604980, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 41; 3: 15; 4: 4; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 919, 10,  7,  228, 0, 5, 557182, 16942.19, 1, 85.52, 0: 1; 1: 68; 2: 37; 3: 13; 4: 8; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 923,  9,  8,  228, 0, 5, 570415, 16942.19, 1, 85.52, 0: 1; 1: 71; 2: 32; 3: 13; 4: 11; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 337,  7, 11,  228, 0, 5, 604831, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 40; 3: 14; 4: 9; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 329,  5, 14,  228, 0, 5, 557024, 16942.19, 0, 85.52, 0: 1; 1: 68; 2: 35; 3: 15; 4: 10; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 989,  5, 16,  228, 0, 5, 622459, 16942.19, 1, 85.52, 0: 1; 1: 67; 2: 37; 3: 15; 4: 8; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 532, 10,  7,  228, 0, 5, 557303, 16942.19, 1, 85.52, 0: 1; 1: 64; 2: 42; 3: 14; 4: 7; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 299,  5, 16,  228, 0, 5, 622616, 16942.19, 1, 85.52, 0: 1; 1: 68; 2: 36; 3: 16; 4: 5; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 406, 10,  7,  228, 0, 5, 557228, 16942.19, 1, 85.52, 0: 1; 1: 64; 2: 40; 3: 18; 4: 5; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 166,  8,  9,  228, 0, 5, 570162, 16942.19, 1, 85.52, 0: 1; 1: 68; 2: 38; 3: 13; 4: 5; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 720,  5, 16,  228, 0, 5, 622612, 16942.19, 1, 85.52, 0: 1; 1: 67; 2: 38; 3: 13; 4: 9; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 259,  7, 10,  229, 0, 5, 557143, 16942.19, 1, 85.52, 0: 1; 1: 70; 2: 35; 3: 10; 4: 11; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 490,  8,  9,  229, 0, 5, 570280, 16942.19, 1, 85.52, 0: 1; 1: 62; 2: 43; 3: 17; 4: 5; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 510, 10,  7,  229, 0, 5, 557233, 16942.19, 1, 85.52, 0: 1; 1: 62; 2: 46; 3: 11; 4: 8; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 569,  6, 13,  229, 0, 5, 609902, 16942.19, 1, 85.52, 0: 1; 1: 68; 2: 38; 3: 11; 4: 8; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 439,  6, 13,  229, 0, 5, 610371, 16942.19, 1, 85.52, 0: 1; 1: 62; 2: 44; 3: 15; 4: 6; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  10,  8,  9,  229, 0, 5, 570396, 16942.19, 1, 85.52, 0: 1; 1: 69; 2: 33; 3: 18; 4: 5; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 270,  7, 11,  229, 0, 5, 604567, 16942.19, 1, 85.52, 0: 1; 1: 61; 2: 46; 3: 13; 4: 8; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 419,  6, 13,  229, 0, 5, 610242, 16942.19, 0, 85.52, 0: 1; 1: 61; 2: 45; 3: 16; 4: 5; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 639,  8,  9,  229, 0, 5, 570105, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 39; 3: 16; 4: 7; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 708,  5, 14,  229, 0, 5, 557231, 16942.19, 1, 85.52, 0: 1; 1: 71; 2: 32; 3: 15; 4: 6; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 644,  8,  9,  230, 0, 5, 570284, 16942.19, 1, 85.52, 0: 1; 1: 66; 2: 41; 3: 10; 4: 8; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 606,  6, 12,  230, 0, 5, 570276, 16942.19, 1, 85.52, 0: 1; 1: 75; 2: 25; 3: 16; 4: 8; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo,  12,  5, 14,  230, 0, 5, 557229, 16942.19, 1, 85.52, 0: 1; 1: 68; 2: 36; 3: 14; 4: 7; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 917, 10,  7,  230, 0, 5, 557185, 16942.19, 1, 85.52, 0: 1; 1: 67; 2: 38; 3: 12; 4: 9; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 148,  5, 15,  230, 0, 5, 590655, 16942.19, 1, 85.52, 0: 1; 1: 63; 2: 42; 3: 14; 4: 9; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 370, 10,  7,  230, 0, 5, 557207, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 43; 3: 9; 4: 8; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 980,  6, 13,  230, 0, 5, 610399, 16942.19, 1, 85.52, 0: 1; 1: 67; 2: 37; 3: 14; 4: 8; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 844,  6, 13,  231, 0, 5, 610365, 16942.19, 1, 85.52, 0: 1; 1: 67; 2: 33; 3: 19; 4: 9; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 269,  6, 12,  231, 0, 5, 570208, 16942.19, 1, 85.52, 0: 1; 1: 70; 2: 31; 3: 18; 4: 5; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 836,  8,  9,  231, 0, 5, 570258, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 38; 3: 18; 4: 4; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 232,  5, 16,  231, 0, 5, 622424, 16942.19, 1, 85.52, 0: 1; 1: 69; 2: 35; 3: 12; 4: 9; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 859,  6, 13,  231, 0, 5, 610222, 16942.19, 1, 85.52, 0: 1; 1: 66; 2: 37; 3: 17; 4: 5; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 741,  8,  9,  231, 0, 5, 570361, 16942.19, 1, 85.52, 0: 1; 1: 66; 2: 38; 3: 15; 4: 6; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 554,  8,  9,  231, 0, 5, 570343, 16942.19, 1, 85.52, 0: 1; 1: 63; 2: 43; 3: 14; 4: 5; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 617, 10,  7,  231, 0, 5, 557159, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 39; 3: 14; 4: 9; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 990,  5, 14,  231, 0, 5, 557315, 16942.19, 1, 85.52, 0: 1; 1: 70; 2: 33; 3: 13; 4: 9; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 392,  8,  9,  231, 0, 5, 570329, 16942.19, 1, 85.52, 0: 1; 1: 62; 2: 41; 3: 18; 4: 7; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  91, 10,  7,  231, 0, 5, 557167, 16942.19, 1, 85.52, 0: 1; 1: 66; 2: 39; 3: 11; 4: 11; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 404,  5, 15,  231, 0, 5, 590535, 16942.19, 1, 85.52, 0: 1; 1: 66; 2: 42; 3: 9; 4: 6; 5: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 829,  6, 13,  231, 0, 5, 609930, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 39; 3: 15; 4: 7; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 978,  8,  9,  231, 0, 5, 570236, 16942.19, 1, 85.52, 0: 1; 1: 63; 2: 42; 3: 14; 4: 8; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 380,  5, 15,  232, 0, 5, 590562, 16942.19, 1, 85.52, 0: 1; 1: 61; 2: 40; 3: 22; 4: 5; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 254,  7, 11,  232, 0, 5, 604971, 16942.19, 1, 85.52, 0: 1; 1: 60; 2: 47; 3: 13; 4: 6; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 703,  7, 10,  232, 0, 5, 557120, 16942.19, 1, 85.52, 0: 1; 1: 72; 2: 29; 3: 14; 4: 10; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo,  62,  7, 10,  232, 0, 5, 557198, 16942.19, 1, 85.52, 0: 1; 1: 67; 2: 36; 3: 14; 4: 9; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 292,  8,  9,  232, 0, 5, 570223, 16942.19, 1, 85.52, 0: 1; 1: 64; 2: 40; 3: 15; 4: 7; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 293,  5, 14,  232, 0, 5, 557095, 16942.19, 1, 85.52, 0: 1; 1: 66; 2: 36; 3: 17; 4: 7; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 410,  6, 12,  232, 0, 5, 570330, 16942.19, 1, 85.52, 0: 1; 1: 69; 2: 35; 3: 12; 4: 8; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 125,  5, 15,  232, 0, 5, 590743, 16942.19, 1, 85.52, 0: 1; 1: 66; 2: 37; 3: 14; 4: 10; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 308,  7, 10,  232, 0, 5, 557124, 16942.19, 1, 85.52, 0: 1; 1: 66; 2: 40; 3: 11; 4: 7; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 314, 10,  7,  232, 0, 5, 557166, 16942.19, 1, 85.52, 0: 1; 1: 67; 2: 37; 3: 13; 4: 8; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 959,  7, 11,  232, 0, 5, 605022, 16942.19, 1, 85.52, 0: 1; 1: 62; 2: 45; 3: 11; 4: 8; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 841,  5, 16,  232, 0, 5, 622672, 16942.19, 1, 85.52, 0: 1; 1: 64; 2: 42; 3: 11; 4: 9; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 500, 10,  7,  232, 0, 5, 557114, 16942.19, 1, 85.52, 0: 1; 1: 67; 2: 34; 3: 18; 4: 7; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 664,  6, 13,  232, 0, 5, 609775, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 37; 3: 16; 4: 10; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 151,  8,  9,  232, 0, 5, 570246, 16942.19, 1, 85.52, 0: 1; 1: 59; 2: 46; 3: 17; 4: 5; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 895,  6, 13,  232, 0, 5, 610212, 16942.19, 1, 85.52, 0: 1; 1: 67; 2: 37; 3: 13; 4: 8; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 873,  6, 13,  233, 0, 5, 610186, 16942.19, 1, 85.52, 0: 1; 1: 61; 2: 42; 3: 18; 4: 6; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 994,  7, 10,  233, 0, 5, 557153, 16942.19, 1, 85.52, 0: 1; 1: 72; 2: 29; 3: 14; 4: 9; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo,  39, 10,  7,  233, 0, 5, 557261, 16942.19, 1, 85.52, 0: 1; 1: 63; 2: 41; 3: 16; 4: 5; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 485,  5, 14,  233, 0, 5, 557168, 16942.19, 1, 85.52, 0: 1; 1: 71; 2: 34; 3: 6; 4: 14; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo,   8, 10,  7,  233, 0, 5, 557118, 16942.19, 1, 85.52, 0: 1; 1: 68; 2: 33; 3: 17; 4: 7; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 930,  6, 13,  233, 0, 5, 610401, 16942.19, 1, 85.52, 0: 1; 1: 60; 2: 48; 3: 9; 4: 10; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 565,  6, 13,  233, 0, 5, 610103, 16942.19, 1, 85.52, 0: 1; 1: 63; 2: 40; 3: 16; 4: 8; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 333,  5, 15,  233, 0, 5, 590760, 16942.19, 1, 85.52, 0: 1; 1: 71; 2: 29; 3: 16; 4: 9; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 494,  5, 16,  233, 0, 5, 622335, 16942.19, 1, 85.52, 0: 1; 1: 66; 2: 36; 3: 17; 4: 6; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 471,  6, 13,  233, 0, 5, 610195, 16942.19, 1, 85.52, 0: 1; 1: 63; 2: 39; 3: 19; 4: 5; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 348,  8,  9,  233, 0, 5, 570288, 16942.19, 1, 85.52, 0: 1; 1: 66; 2: 36; 3: 15; 4: 10; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  97,  5, 14,  233, 0, 5, 557142, 16942.19, 1, 85.52, 0: 1; 1: 74; 2: 26; 3: 15; 4: 8; 5: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 102, 10,  7,  233, 0, 5, 557182, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 37; 3: 16; 4: 9; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  48,  6, 12,  234, 0, 5, 570357, 16942.19, 1, 85.52, 0: 1; 1: 68; 2: 36; 3: 12; 4: 7; 5: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 220,  5, 15,  234, 0, 5, 590631, 16942.19, 1, 85.52, 0: 1; 1: 63; 2: 39; 3: 17; 4: 8; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 729,  5, 16,  234, 0, 5, 622714, 16942.19, 1, 85.52, 0: 1; 1: 69; 2: 33; 3: 13; 4: 10; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 842, 10,  7,  234, 0, 5, 557159, 16942.19, 1, 85.52, 0: 1; 1: 63; 2: 40; 3: 16; 4: 7; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 728,  7, 11,  234, 0, 5, 604934, 16942.19, 1, 85.52, 0: 1; 1: 61; 2: 45; 3: 12; 4: 8; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 386,  7, 11,  234, 0, 5, 604944, 16942.19, 1, 85.52, 0: 1; 1: 60; 2: 45; 3: 14; 4: 8; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 969, 10,  7,  234, 0, 5, 557173, 16942.19, 1, 85.52, 0: 1; 1: 63; 2: 39; 3: 17; 4: 8; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 700, 10,  7,  234, 0, 5, 557123, 16942.19, 1, 85.52, 0: 1; 1: 67; 2: 35; 3: 16; 4: 6; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 249,  5, 16,  234, 0, 5, 622492, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 38; 3: 14; 4: 9; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 250,  5, 16,  234, 0, 5, 621907, 16942.19, 1, 85.52, 0: 1; 1: 66; 2: 33; 3: 20; 4: 8; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 856,  6, 13,  234, 0, 5, 609922, 16942.19, 1, 85.52, 0: 1; 1: 66; 2: 38; 3: 13; 4: 7; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 653,  8,  9,  234, 0, 5, 570371, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 38; 3: 14; 4: 9; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 516, 10,  7,  234, 0, 5, 557164, 16942.19, 1, 85.52, 0: 1; 1: 63; 2: 41; 3: 15; 4: 6; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 323,  6, 13,  234, 0, 5, 610313, 16942.19, 1, 85.52, 0: 1; 1: 66; 2: 35; 3: 17; 4: 8; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 765,  5, 14,  234, 0, 5, 557187, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 38; 3: 13; 4: 11; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 612,  6, 13,  234, 0, 5, 610058, 16942.19, 1, 85.52, 0: 1; 1: 58; 2: 49; 3: 13; 4: 6; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 867,  7, 11,  234, 0, 5, 604503, 16942.19, 1, 85.52, 0: 1; 1: 63; 2: 43; 3: 11; 4: 8; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 618, 10,  7,  234, 0, 5, 557154, 16942.19, 1, 85.52, 0: 1; 1: 61; 2: 43; 3: 16; 4: 6; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 738,  7, 11,  234, 0, 5, 604979, 16942.19, 1, 85.52, 0: 1; 1: 62; 2: 40; 3: 19; 4: 5; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 965,  7, 11,  235, 0, 5, 605100, 16942.19, 1, 85.52, 0: 1; 1: 62; 2: 44; 3: 10; 4: 10; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 870,  6, 13,  235, 0, 5, 610128, 16942.19, 1, 85.52, 0: 1; 1: 61; 2: 45; 3: 11; 4: 9; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 970,  6, 13,  235, 0, 5, 610744, 16942.19, 1, 85.52, 0: 1; 1: 64; 2: 37; 3: 17; 4: 9; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  44,  8,  9,  235, 0, 5, 570433, 16942.19, 1, 85.52, 0: 1; 1: 63; 2: 38; 3: 18; 4: 8; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 534,  7, 11,  235, 0, 5, 604811, 16942.19, 1, 85.52, 0: 1; 1: 62; 2: 42; 3: 15; 4: 6; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 127,  7, 11,  235, 0, 5, 605040, 16942.19, 1, 85.52, 0: 1; 1: 63; 2: 41; 3: 14; 4: 7; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 748,  8,  9,  235, 0, 5, 570407, 16942.19, 1, 85.52, 0: 1; 1: 62; 2: 42; 3: 14; 4: 8; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 275, 10,  7,  235, 0, 5, 557178, 16942.19, 1, 85.52, 0: 1; 1: 57; 2: 48; 3: 16; 4: 6; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 387,  6, 13,  235, 0, 5, 610422, 16942.19, 1, 85.52, 0: 1; 1: 63; 2: 37; 3: 19; 4: 9; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 398,  8,  9,  235, 0, 5, 570151, 16942.19, 1, 85.52, 0: 1; 1: 63; 2: 42; 3: 13; 4: 6; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 400,  6, 13,  235, 0, 5, 610237, 16942.19, 1, 85.52, 0: 1; 1: 64; 2: 38; 3: 16; 4: 8; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 935,  5, 16,  235, 0, 5, 623058, 16942.19, 1, 85.52, 0: 1; 1: 70; 2: 31; 3: 13; 4: 11; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 266,  7, 11,  235, 0, 5, 604892, 16942.19, 1, 85.52, 0: 1; 1: 62; 2: 41; 3: 16; 4: 7; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 600,  8,  9,  235, 0, 5, 570399, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 36; 3: 16; 4: 10; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 451,  7, 11,  236, 0, 5, 605148, 16942.19, 1, 85.52, 0: 1; 1: 64; 2: 40; 3: 14; 4: 5; 5: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 991,  7, 11,  236, 0, 5, 604975, 16942.19, 1, 85.52, 0: 1; 1: 61; 2: 43; 3: 14; 4: 8; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 663,  8,  9,  236, 0, 5, 570208, 16942.19, 1, 85.52, 0: 1; 1: 62; 2: 42; 3: 13; 4: 9; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 234,  6, 13,  236, 0, 5, 610071, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 38; 3: 13; 4: 9; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 356,  9,  8,  236, 0, 5, 570341, 16942.19, 1, 85.52, 0: 1; 1: 72; 2: 27; 3: 15; 4: 10; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 947,  7, 11,  236, 0, 5, 604827, 16942.19, 1, 85.52, 0: 1; 1: 57; 2: 51; 3: 11; 4: 6; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 140, 10,  7,  236, 0, 5, 557150, 16942.19, 1, 85.52, 0: 1; 1: 62; 2: 44; 3: 10; 4: 9; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 474,  7, 11,  237, 0, 5, 604832, 16942.19, 1, 85.52, 0: 1; 1: 54; 2: 53; 3: 12; 4: 9; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 462,  5, 15,  237, 0, 5, 590672, 16942.19, 1, 85.52, 0: 1; 1: 63; 2: 41; 3: 10; 4: 13; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 871,  6, 13,  237, 0, 5, 610087, 16942.19, 1, 85.52, 0: 1; 1: 63; 2: 39; 3: 15; 4: 9; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 120,  7, 11,  237, 0, 5, 605020, 16942.19, 1, 85.52, 0: 1; 1: 59; 2: 44; 3: 16; 4: 8; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 640,  7, 11,  237, 0, 5, 605140, 16942.19, 1, 85.52, 0: 1; 1: 63; 2: 39; 3: 15; 4: 9; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 763, 10,  7,  237, 0, 5, 557029, 16942.19, 1, 85.52, 0: 1; 1: 62; 2: 38; 3: 18; 4: 10; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 783,  7, 11,  238, 0, 5, 604920, 16942.19, 1, 85.52, 0: 1; 1: 57; 2: 46; 3: 18; 4: 5; 5: 3; 
