Seed 1656949570
ARCH 1|F_ID 1|LIMIT 4
before: 
103(216)
Melhor resultado nxn: CD4_T_cell_signaling, 432, 14, 14,  500, 1, 3, 1583856, 33154.60, 29, 0.00, 1: 210; 2: 118; 3: 18; 
CD4_T_cell_signaling, 357, 14, 14,  524, 0, 5, 1583861, 33154.60, 1, 227.44, 0: 4; 1: 208; 2: 97; 3: 27; 4: 9; 5: 1; 
CD4_T_cell_signaling, 540, 13, 15,  524, 0, 5, 1568314, 33154.60, 1, 227.44, 0: 4; 1: 200; 2: 110; 3: 25; 4: 6; 5: 1; 
CD4_T_cell_signaling, 528, 10, 20,  524, 0, 5, 1606634, 33154.60, 1, 227.44, 0: 4; 1: 205; 2: 106; 3: 18; 4: 12; 5: 1; 
CD4_T_cell_signaling, 825, 12, 17,  524, 0, 5, 1626183, 33154.60, 1, 227.44, 0: 4; 1: 204; 2: 107; 3: 19; 4: 11; 5: 1; 
CD4_T_cell_signaling, 489, 10, 20,  524, 0, 5, 1606281, 33154.60, 1, 227.44, 0: 4; 1: 197; 2: 118; 3: 18; 4: 8; 5: 1; 
CD4_T_cell_signaling, 473,  9, 23,  524, 0, 5, 1649553, 33154.60, 1, 227.44, 0: 4; 1: 191; 2: 125; 3: 22; 4: 3; 5: 1; 
CD4_T_cell_signaling,   1,  8, 26,  524, 0, 5, 1664245, 33154.60, 1, 227.44, 0: 4; 1: 197; 2: 116; 3: 22; 4: 6; 5: 1; 
CD4_T_cell_signaling,  58,  9, 23,  524, 0, 5, 1649334, 33154.60, 1, 227.44, 0: 4; 1: 203; 2: 109; 3: 20; 4: 7; 5: 3; 
CD4_T_cell_signaling,   4,  9, 23,  524, 0, 5, 1649658, 33154.60, 1, 227.44, 0: 4; 1: 208; 2: 101; 3: 22; 4: 7; 5: 4; 
CD4_T_cell_signaling, 146,  9, 22,  524, 0, 5, 1595475, 33154.60, 1, 227.44, 0: 4; 1: 200; 2: 111; 3: 24; 4: 5; 5: 2; 
CD4_T_cell_signaling, 215,  9, 23,  524, 0, 5, 1649667, 33154.60, 1, 227.44, 0: 4; 1: 202; 2: 111; 3: 20; 4: 5; 5: 4; 
CD4_T_cell_signaling, 172, 12, 16,  524, 0, 5, 1539780, 33154.60, 1, 227.44, 0: 4; 1: 210; 2: 101; 3: 16; 4: 11; 5: 4; 
CD4_T_cell_signaling, 187, 14, 14,  524, 0, 5, 1583610, 33154.60, 1, 227.44, 0: 4; 1: 200; 2: 111; 3: 24; 4: 5; 5: 2; 
CD4_T_cell_signaling, 774, 10, 19,  525, 0, 5, 1526100, 33154.60, 1, 227.44, 0: 4; 1: 196; 2: 118; 3: 20; 4: 7; 5: 1; 
CD4_T_cell_signaling, 606,  9, 22,  525, 0, 5, 1595492, 33154.60, 1, 227.44, 0: 4; 1: 192; 2: 123; 3: 22; 4: 4; 5: 1; 
CD4_T_cell_signaling,  49, 13, 15,  525, 0, 5, 1568198, 33154.60, 1, 227.44, 0: 4; 1: 204; 2: 103; 3: 27; 4: 6; 5: 2; 
CD4_T_cell_signaling, 619, 11, 18,  525, 0, 5, 1595545, 33154.60, 1, 227.44, 0: 4; 1: 196; 2: 121; 3: 14; 4: 10; 5: 1; 
CD4_T_cell_signaling, 412,  9, 23,  525, 0, 5, 1649685, 33154.60, 1, 227.44, 0: 4; 1: 201; 2: 108; 3: 25; 4: 7; 5: 1; 
CD4_T_cell_signaling, 341, 10, 20,  525, 0, 5, 1606650, 33154.60, 1, 227.44, 0: 4; 1: 200; 2: 111; 3: 22; 4: 8; 5: 1; 
CD4_T_cell_signaling, 565,  9, 23,  525, 0, 5, 1649566, 33154.60, 1, 227.44, 0: 4; 1: 206; 2: 102; 3: 22; 4: 11; 5: 1; 
CD4_T_cell_signaling, 392, 14, 14,  525, 0, 5, 1583768, 33154.60, 1, 227.44, 0: 4; 1: 201; 2: 108; 3: 25; 4: 7; 5: 1; 
CD4_T_cell_signaling, 472, 12, 16,  525, 0, 5, 1539766, 33154.60, 1, 227.44, 0: 4; 1: 201; 2: 109; 3: 24; 4: 6; 5: 2; 
CD4_T_cell_signaling, 666,  9, 22,  525, 0, 5, 1595623, 33154.60, 1, 227.44, 0: 4; 1: 196; 2: 117; 3: 22; 4: 6; 5: 1; 
CD4_T_cell_signaling, 700, 12, 17,  525, 0, 5, 1626338, 33154.60, 1, 227.44, 0: 4; 1: 201; 2: 110; 3: 21; 4: 9; 5: 1; 
CD4_T_cell_signaling, 380, 10, 20,  525, 0, 5, 1606496, 33154.60, 1, 227.44, 0: 4; 1: 198; 2: 116; 3: 19; 4: 7; 5: 2; 
CD4_T_cell_signaling, 761, 11, 18,  525, 0, 5, 1595470, 33154.60, 1, 227.44, 0: 4; 1: 207; 2: 101; 3: 23; 4: 8; 5: 3; 
CD4_T_cell_signaling, 261, 12, 16,  525, 0, 5, 1539677, 33154.60, 1, 227.44, 0: 4; 1: 198; 2: 115; 3: 20; 4: 8; 5: 1; 
CD4_T_cell_signaling, 542, 16, 12,  525, 0, 5, 1539793, 33154.60, 1, 227.44, 0: 4; 1: 202; 2: 109; 3: 21; 4: 8; 5: 2; 
CD4_T_cell_signaling, 722, 12, 16,  525, 0, 5, 1539736, 33154.60, 1, 227.44, 0: 4; 1: 201; 2: 110; 3: 21; 4: 9; 5: 1; 
CD4_T_cell_signaling, 896,  9, 23,  525, 0, 5, 1649523, 33154.60, 1, 227.44, 0: 4; 1: 209; 2: 100; 3: 18; 4: 13; 5: 2; 
CD4_T_cell_signaling, 696, 12, 17,  525, 0, 5, 1626245, 33154.60, 1, 227.44, 0: 4; 1: 203; 2: 108; 3: 19; 4: 11; 5: 1; 
CD4_T_cell_signaling, 763,  9, 22,  526, 0, 5, 1595217, 33154.60, 1, 227.44, 0: 4; 1: 198; 2: 115; 3: 20; 4: 7; 5: 2; 
CD4_T_cell_signaling, 111,  9, 23,  526, 0, 5, 1649782, 33154.60, 1, 227.44, 0: 4; 1: 196; 2: 116; 3: 23; 4: 6; 5: 1; 
CD4_T_cell_signaling, 344,  9, 23,  526, 0, 5, 1649569, 33154.60, 1, 227.44, 0: 4; 1: 199; 2: 114; 3: 20; 4: 6; 5: 3; 
CD4_T_cell_signaling, 587, 14, 14,  526, 0, 5, 1583811, 33154.60, 1, 227.44, 0: 4; 1: 202; 2: 109; 3: 22; 4: 5; 5: 4; 
CD4_T_cell_signaling, 524,  9, 23,  526, 0, 5, 1649614, 33154.60, 1, 227.44, 0: 4; 1: 205; 2: 102; 3: 24; 4: 10; 5: 1; 
CD4_T_cell_signaling, 859, 15, 13,  526, 0, 5, 1568126, 33154.60, 1, 227.44, 0: 4; 1: 200; 2: 110; 3: 24; 4: 6; 5: 2; 
CD4_T_cell_signaling, 338, 14, 14,  526, 0, 5, 1583763, 33154.60, 1, 227.44, 0: 4; 1: 195; 2: 119; 3: 20; 4: 7; 5: 1; 
CD4_T_cell_signaling, 128, 10, 19,  526, 0, 5, 1526073, 33154.60, 1, 227.44, 0: 4; 1: 200; 2: 110; 3: 23; 4: 8; 5: 1; 
CD4_T_cell_signaling, 966, 12, 16,  526, 0, 5, 1539761, 33154.60, 1, 227.44, 0: 4; 1: 197; 2: 119; 3: 14; 4: 11; 5: 1; 
CD4_T_cell_signaling, 913, 15, 13,  526, 0, 5, 1568169, 33154.60, 1, 227.44, 0: 4; 1: 201; 2: 106; 3: 29; 4: 4; 5: 2; 
CD4_T_cell_signaling, 302,  8, 24,  526, 0, 5, 1539777, 33154.60, 1, 227.44, 0: 4; 1: 198; 2: 110; 3: 29; 4: 4; 5: 1; 
CD4_T_cell_signaling, 555, 13, 15,  526, 0, 5, 1568133, 33154.60, 1, 227.44, 0: 4; 1: 202; 2: 107; 3: 23; 4: 9; 5: 1; 
CD4_T_cell_signaling, 804, 12, 17,  526, 0, 5, 1626131, 33154.60, 1, 227.44, 0: 4; 1: 201; 2: 110; 3: 22; 4: 6; 5: 3; 
CD4_T_cell_signaling, 138, 10, 20,  526, 0, 5, 1606290, 33154.60, 1, 227.44, 0: 4; 1: 199; 2: 111; 3: 26; 4: 3; 5: 3; 
CD4_T_cell_signaling, 235,  9, 23,  526, 0, 5, 1649685, 33154.60, 1, 227.44, 0: 4; 1: 206; 2: 101; 3: 25; 4: 7; 5: 3; 
CD4_T_cell_signaling, 892,  8, 26,  526, 0, 5, 1664148, 33154.60, 1, 227.44, 0: 4; 1: 200; 2: 107; 3: 30; 4: 3; 5: 2; 
CD4_T_cell_signaling, 689, 14, 14,  526, 0, 5, 1583811, 33154.60, 1, 227.44, 0: 4; 1: 190; 2: 129; 3: 15; 4: 7; 5: 1; 
CD4_T_cell_signaling, 398,  8, 24,  526, 0, 5, 1539727, 33154.60, 1, 227.44, 0: 4; 1: 202; 2: 106; 3: 25; 4: 8; 5: 1; 
CD4_T_cell_signaling, 268, 14, 14,  526, 0, 5, 1583719, 33154.60, 1, 227.44, 0: 4; 1: 200; 2: 112; 3: 19; 4: 10; 5: 1; 
CD4_T_cell_signaling, 346,  9, 23,  527, 0, 5, 1649719, 33154.60, 1, 227.44, 0: 4; 1: 200; 2: 110; 3: 22; 4: 9; 5: 1; 
CD4_T_cell_signaling, 788, 11, 18,  527, 0, 5, 1595569, 33154.60, 1, 227.44, 0: 4; 1: 197; 2: 115; 3: 22; 4: 6; 5: 2; 
CD4_T_cell_signaling, 514,  9, 23,  527, 0, 5, 1649547, 33154.60, 1, 227.44, 0: 4; 1: 210; 2: 93; 3: 30; 4: 4; 5: 5; 
CD4_T_cell_signaling, 243, 10, 20,  527, 0, 5, 1606601, 33154.60, 1, 227.44, 0: 4; 1: 198; 2: 114; 3: 20; 4: 9; 5: 1; 
CD4_T_cell_signaling, 692, 16, 12,  527, 0, 5, 1539743, 33154.60, 1, 227.44, 0: 4; 1: 195; 2: 118; 3: 21; 4: 7; 5: 1; 
CD4_T_cell_signaling, 328,  9, 22,  527, 0, 5, 1595527, 33154.60, 1, 227.44, 0: 4; 1: 196; 2: 116; 3: 22; 4: 7; 5: 1; 
CD4_T_cell_signaling, 757, 12, 16,  527, 0, 5, 1539786, 33154.60, 1, 227.44, 0: 4; 1: 201; 2: 108; 3: 23; 4: 9; 5: 1; 
CD4_T_cell_signaling, 391,  8, 25,  527, 0, 5, 1606197, 33154.60, 1, 227.44, 0: 4; 1: 199; 2: 114; 3: 17; 4: 11; 5: 1; 
CD4_T_cell_signaling, 335, 15, 13,  527, 0, 5, 1568028, 33154.60, 1, 227.44, 0: 4; 1: 202; 2: 107; 3: 22; 4: 10; 5: 1; 
CD4_T_cell_signaling, 397, 16, 12,  527, 0, 5, 1539768, 33154.60, 1, 227.44, 0: 4; 1: 196; 2: 115; 3: 24; 4: 6; 5: 1; 
CD4_T_cell_signaling, 658, 12, 16,  527, 0, 5, 1539743, 33154.60, 1, 227.44, 0: 4; 1: 206; 2: 99; 3: 27; 4: 8; 5: 2; 
CD4_T_cell_signaling, 171,  8, 26,  527, 0, 5, 1664535, 33154.60, 1, 227.44, 0: 4; 1: 203; 2: 103; 3: 27; 4: 8; 5: 1; 
CD4_T_cell_signaling, 340, 12, 17,  527, 0, 5, 1626241, 33154.60, 1, 227.44, 0: 4; 1: 198; 2: 115; 3: 18; 4: 10; 5: 1; 
CD4_T_cell_signaling,  60, 11, 18,  527, 0, 5, 1595600, 33154.60, 1, 227.44, 0: 4; 1: 200; 2: 111; 3: 20; 4: 10; 5: 1; 
CD4_T_cell_signaling, 843, 10, 20,  527, 0, 5, 1606312, 33154.60, 1, 227.44, 0: 4; 1: 194; 2: 116; 3: 28; 4: 3; 5: 1; 
CD4_T_cell_signaling, 585, 10, 20,  527, 0, 5, 1606104, 33154.60, 1, 227.44, 0: 4; 1: 201; 2: 105; 3: 29; 4: 6; 5: 1; 
CD4_T_cell_signaling, 381,  9, 23,  528, 0, 5, 1649871, 33154.60, 1, 227.44, 0: 4; 1: 196; 2: 117; 3: 19; 4: 9; 5: 1; 
CD4_T_cell_signaling, 248, 12, 17,  528, 0, 5, 1626258, 33154.60, 1, 227.44, 0: 4; 1: 200; 2: 112; 3: 17; 4: 12; 5: 1; 
CD4_T_cell_signaling, 117, 16, 12,  528, 0, 5, 1539782, 33154.60, 1, 227.44, 0: 4; 1: 197; 2: 115; 3: 21; 4: 7; 5: 2; 
CD4_T_cell_signaling, 162,  8, 25,  528, 0, 5, 1606562, 33154.60, 1, 227.44, 0: 4; 1: 193; 2: 118; 3: 26; 4: 4; 5: 1; 
CD4_T_cell_signaling, 444, 13, 15,  528, 0, 5, 1568325, 33154.60, 1, 227.44, 0: 4; 1: 194; 2: 119; 3: 24; 4: 1; 5: 4; 
CD4_T_cell_signaling, 139, 14, 14,  528, 0, 5, 1583880, 33154.60, 1, 227.44, 0: 4; 1: 199; 2: 108; 3: 29; 4: 4; 5: 2; 
CD4_T_cell_signaling, 119,  8, 25,  528, 0, 5, 1606517, 33154.60, 1, 227.44, 0: 4; 1: 203; 2: 106; 3: 20; 4: 12; 5: 1; 
CD4_T_cell_signaling, 326, 11, 18,  528, 0, 5, 1595485, 33154.60, 1, 227.44, 0: 4; 1: 195; 2: 118; 3: 20; 4: 8; 5: 1; 
CD4_T_cell_signaling, 814,  9, 22,  528, 0, 5, 1595663, 33154.60, 1, 227.44, 0: 4; 1: 196; 2: 118; 3: 18; 4: 8; 5: 2; 
CD4_T_cell_signaling, 145, 11, 18,  528, 0, 5, 1595631, 33154.60, 1, 227.44, 0: 4; 1: 196; 2: 117; 3: 21; 4: 5; 5: 3; 
CD4_T_cell_signaling, 147, 14, 14,  528, 0, 5, 1583916, 33154.60, 1, 227.44, 0: 4; 1: 200; 2: 110; 3: 22; 4: 8; 5: 2; 
CD4_T_cell_signaling, 387,  9, 23,  528, 0, 5, 1649493, 33154.60, 1, 227.44, 0: 4; 1: 202; 2: 108; 3: 20; 4: 10; 5: 2; 
CD4_T_cell_signaling, 334,  9, 23,  528, 0, 5, 1649930, 33154.60, 1, 227.44, 0: 4; 1: 204; 2: 103; 3: 24; 4: 9; 5: 2; 
CD4_T_cell_signaling,  21, 15, 13,  528, 0, 5, 1568059, 33154.60, 1, 227.44, 0: 4; 1: 195; 2: 120; 3: 17; 4: 8; 5: 2; 
CD4_T_cell_signaling, 588, 11, 18,  528, 0, 5, 1595584, 33154.60, 1, 227.44, 0: 4; 1: 204; 2: 105; 3: 21; 4: 9; 5: 3; 
CD4_T_cell_signaling,  34, 10, 20,  528, 0, 5, 1606743, 33154.60, 1, 227.44, 0: 4; 1: 197; 2: 114; 3: 22; 4: 8; 5: 1; 
CD4_T_cell_signaling, 567,  8, 26,  528, 0, 5, 1664523, 33154.60, 1, 227.44, 0: 4; 1: 199; 2: 111; 3: 22; 4: 9; 5: 1; 
CD4_T_cell_signaling, 208,  9, 23,  528, 0, 5, 1649427, 33154.60, 1, 227.44, 0: 4; 1: 206; 2: 103; 3: 20; 4: 9; 5: 4; 
CD4_T_cell_signaling, 660, 10, 20,  528, 0, 5, 1606551, 33154.60, 1, 227.44, 0: 4; 1: 201; 2: 107; 3: 24; 4: 9; 5: 1; 
CD4_T_cell_signaling, 238, 11, 18,  528, 0, 5, 1595376, 33154.60, 1, 227.44, 0: 4; 1: 197; 2: 114; 3: 22; 4: 8; 5: 1; 
CD4_T_cell_signaling, 530, 11, 18,  528, 0, 5, 1595615, 33154.60, 1, 227.44, 0: 4; 1: 191; 2: 123; 3: 23; 4: 3; 5: 2; 
CD4_T_cell_signaling, 234,  9, 23,  529, 0, 5, 1649758, 33154.60, 1, 227.44, 0: 4; 1: 205; 2: 101; 3: 23; 4: 12; 5: 1; 
CD4_T_cell_signaling,   7, 12, 17,  529, 0, 5, 1626061, 33154.60, 1, 227.44, 0: 4; 1: 191; 2: 123; 3: 22; 4: 4; 5: 2; 
CD4_T_cell_signaling, 665, 10, 19,  529, 0, 5, 1526062, 33154.60, 1, 227.44, 0: 4; 1: 198; 2: 112; 3: 23; 4: 7; 5: 2; 
CD4_T_cell_signaling, 436, 12, 17,  529, 0, 5, 1626132, 33154.60, 1, 227.44, 0: 4; 1: 194; 2: 120; 3: 19; 4: 7; 5: 2; 
CD4_T_cell_signaling, 227, 12, 17,  529, 0, 5, 1626444, 33154.60, 1, 227.44, 0: 4; 1: 200; 2: 107; 3: 26; 4: 8; 5: 1; 
CD4_T_cell_signaling, 706, 16, 12,  529, 0, 5, 1539767, 33154.60, 1, 227.44, 0: 4; 1: 194; 2: 118; 3: 22; 4: 7; 5: 1; 
CD4_T_cell_signaling, 408, 13, 15,  529, 0, 5, 1568272, 33154.60, 1, 227.44, 0: 4; 1: 195; 2: 117; 3: 22; 4: 6; 5: 2; 
CD4_T_cell_signaling, 379, 12, 16,  529, 0, 5, 1539713, 33154.60, 1, 227.44, 0: 4; 1: 202; 2: 108; 3: 18; 4: 13; 5: 1; 
CD4_T_cell_signaling, 414,  8, 26,  529, 0, 5, 1664337, 33154.60, 1, 227.44, 0: 4; 1: 204; 2: 98; 3: 33; 4: 5; 5: 2; 
CD4_T_cell_signaling, 620,  9, 22,  529, 0, 5, 1595658, 33154.60, 1, 227.44, 0: 4; 1: 194; 2: 121; 3: 17; 4: 8; 5: 2; 
CD4_T_cell_signaling,  47, 12, 16,  529, 0, 5, 1539759, 33154.60, 1, 227.44, 0: 4; 1: 203; 2: 108; 3: 19; 4: 7; 5: 5; 
CD4_T_cell_signaling, 594, 11, 18,  529, 0, 5, 1595541, 33154.60, 1, 227.44, 0: 4; 1: 195; 2: 116; 3: 23; 4: 7; 5: 1; 
CD4_T_cell_signaling, 833,  8, 26,  529, 0, 5, 1664423, 33154.60, 1, 227.44, 0: 4; 1: 195; 2: 116; 3: 23; 4: 7; 5: 1; 
CD4_T_cell_signaling,  68,  8, 24,  529, 0, 5, 1539743, 33154.60, 1, 227.44, 0: 4; 1: 203; 2: 102; 3: 27; 4: 9; 5: 1; 
CD4_T_cell_signaling, 125, 10, 20,  529, 0, 5, 1606460, 33154.60, 1, 227.44, 0: 4; 1: 202; 2: 105; 3: 24; 4: 10; 5: 1; 
CD4_T_cell_signaling, 466, 12, 17,  529, 0, 5, 1626037, 33154.60, 1, 227.44, 0: 4; 1: 204; 2: 104; 3: 21; 4: 11; 5: 2; 
CD4_T_cell_signaling, 557, 12, 17,  529, 0, 5, 1626520, 33154.60, 1, 227.44, 0: 4; 1: 200; 2: 111; 3: 20; 4: 8; 5: 3; 
CD4_T_cell_signaling, 454, 15, 13,  529, 0, 5, 1568180, 33154.60, 1, 227.44, 0: 4; 1: 202; 2: 106; 3: 23; 4: 9; 5: 2; 
CD4_T_cell_signaling, 968, 12, 16,  529, 0, 5, 1539769, 33154.60, 1, 227.44, 0: 4; 1: 195; 2: 117; 3: 22; 4: 6; 5: 2; 
CD4_T_cell_signaling,  72,  9, 21,  529, 0, 5, 1527876, 33154.60, 1, 227.44, 0: 4; 1: 205; 2: 105; 3: 17; 4: 12; 5: 3; 
CD4_T_cell_signaling,  70, 12, 16,  529, 0, 5, 1539722, 33154.60, 1, 227.44, 0: 4; 1: 194; 2: 121; 3: 16; 4: 10; 5: 1; 
CD4_T_cell_signaling,  92,  8, 24,  530, 0, 5, 1539776, 33154.60, 1, 227.44, 0: 4; 1: 206; 2: 97; 3: 28; 4: 9; 5: 2; 
CD4_T_cell_signaling, 547,  8, 24,  530, 0, 5, 1539785, 33154.60, 1, 227.44, 0: 4; 1: 197; 2: 111; 3: 26; 4: 7; 5: 1; 
CD4_T_cell_signaling, 382, 10, 20,  530, 0, 5, 1606490, 33154.60, 1, 227.44, 0: 4; 1: 196; 2: 112; 3: 27; 4: 6; 5: 1; 
CD4_T_cell_signaling, 756, 15, 13,  530, 0, 5, 1568171, 33154.60, 1, 227.44, 0: 4; 1: 209; 2: 100; 3: 16; 4: 12; 5: 5; 
CD4_T_cell_signaling, 475, 10, 19,  530, 0, 5, 1526106, 33154.60, 1, 227.44, 0: 4; 1: 193; 2: 119; 3: 22; 4: 7; 5: 1; 
CD4_T_cell_signaling, 477, 14, 14,  530, 0, 5, 1583772, 33154.60, 1, 227.44, 0: 4; 1: 190; 2: 125; 3: 20; 4: 5; 5: 2; 
CD4_T_cell_signaling, 525, 13, 15,  530, 0, 5, 1568281, 33154.60, 1, 227.44, 0: 4; 1: 197; 2: 114; 3: 21; 4: 8; 5: 2; 
CD4_T_cell_signaling,  20,  9, 23,  530, 0, 5, 1649414, 33154.60, 1, 227.44, 0: 4; 1: 191; 2: 124; 3: 18; 4: 8; 5: 1; 
CD4_T_cell_signaling, 131,  8, 25,  530, 0, 5, 1606483, 33154.60, 1, 227.44, 0: 4; 1: 198; 2: 113; 3: 21; 4: 7; 5: 3; 
CD4_T_cell_signaling, 510, 12, 17,  530, 0, 5, 1626187, 33154.60, 1, 227.44, 0: 4; 1: 194; 2: 120; 3: 19; 4: 6; 5: 3; 
CD4_T_cell_signaling, 558, 15, 13,  530, 0, 5, 1568180, 33154.60, 1, 227.44, 0: 4; 1: 193; 2: 120; 3: 20; 4: 8; 5: 1; 
CD4_T_cell_signaling, 728,  9, 21,  530, 0, 5, 1527876, 33154.60, 1, 227.44, 0: 4; 1: 203; 2: 99; 3: 32; 4: 7; 5: 1; 
CD4_T_cell_signaling, 987, 11, 18,  530, 0, 5, 1595084, 33154.60, 1, 227.44, 0: 4; 1: 199; 2: 108; 3: 26; 4: 8; 5: 1; 
CD4_T_cell_signaling, 639,  8, 24,  530, 0, 5, 1539786, 33154.60, 1, 227.44, 0: 4; 1: 187; 2: 130; 3: 18; 4: 6; 5: 1; 
CD4_T_cell_signaling, 635, 15, 13,  530, 0, 5, 1568206, 33154.60, 1, 227.44, 0: 4; 1: 200; 2: 106; 3: 28; 4: 6; 5: 2; 
CD4_T_cell_signaling, 130, 12, 17,  530, 0, 5, 1626163, 33154.60, 1, 227.44, 0: 4; 1: 197; 2: 115; 3: 19; 4: 9; 5: 2; 
CD4_T_cell_signaling, 933,  9, 21,  530, 0, 5, 1527876, 33154.60, 1, 227.44, 0: 4; 1: 197; 2: 110; 3: 28; 4: 6; 5: 1; 
CD4_T_cell_signaling, 741, 10, 19,  530, 0, 5, 1526113, 33154.60, 1, 227.44, 0: 4; 1: 198; 2: 112; 3: 22; 4: 8; 5: 2; 
CD4_T_cell_signaling, 109, 13, 15,  530, 0, 5, 1568179, 33154.60, 1, 227.44, 0: 4; 1: 195; 2: 116; 3: 22; 4: 8; 5: 1; 
CD4_T_cell_signaling, 607,  9, 21,  530, 0, 5, 1527876, 33154.60, 1, 227.44, 0: 4; 1: 196; 2: 113; 3: 26; 4: 5; 5: 2; 
CD4_T_cell_signaling, 596,  8, 25,  530, 0, 5, 1606452, 33154.60, 1, 227.44, 0: 4; 1: 195; 2: 113; 3: 28; 4: 5; 5: 1; 
CD4_T_cell_signaling, 217,  8, 26,  530, 0, 5, 1664261, 33154.60, 1, 227.44, 0: 4; 1: 202; 2: 108; 3: 20; 4: 8; 5: 4; 
CD4_T_cell_signaling, 894,  9, 23,  530, 0, 5, 1649264, 33154.60, 1, 227.44, 0: 4; 1: 197; 2: 113; 3: 23; 4: 7; 5: 2; 
CD4_T_cell_signaling, 288,  8, 24,  530, 0, 5, 1539730, 33154.60, 1, 227.44, 0: 4; 1: 196; 2: 111; 3: 29; 4: 5; 5: 1; 
CD4_T_cell_signaling, 176,  8, 24,  530, 0, 5, 1539718, 33154.60, 1, 227.44, 0: 4; 1: 195; 2: 113; 3: 28; 4: 5; 5: 1; 
CD4_T_cell_signaling,  61,  9, 22,  531, 0, 5, 1595664, 33154.60, 1, 227.44, 0: 4; 1: 194; 2: 117; 3: 22; 4: 8; 5: 1; 
CD4_T_cell_signaling, 327,  8, 26,  531, 0, 5, 1664279, 33154.60, 1, 227.44, 0: 4; 1: 197; 2: 110; 3: 27; 4: 7; 5: 1; 
CD4_T_cell_signaling, 149, 10, 20,  531, 0, 5, 1606711, 33154.60, 1, 227.44, 0: 4; 1: 202; 2: 106; 3: 20; 4: 13; 5: 1; 
CD4_T_cell_signaling, 864, 12, 17,  531, 0, 5, 1626337, 33154.60, 1, 227.44, 0: 4; 1: 195; 2: 121; 3: 13; 4: 10; 5: 3; 
CD4_T_cell_signaling, 886,  8, 25,  531, 0, 5, 1606570, 33154.60, 1, 227.44, 0: 4; 1: 196; 2: 113; 3: 25; 4: 6; 5: 2; 
CD4_T_cell_signaling, 649, 10, 20,  531, 0, 5, 1606650, 33154.60, 1, 227.44, 0: 4; 1: 196; 2: 112; 3: 27; 4: 5; 5: 2; 
CD4_T_cell_signaling, 638, 14, 14,  531, 0, 5, 1583803, 33154.60, 1, 227.44, 0: 4; 1: 210; 2: 93; 3: 24; 4: 12; 5: 3; 
CD4_T_cell_signaling,  95,  8, 25,  531, 0, 5, 1606470, 33154.60, 1, 227.44, 0: 4; 1: 206; 2: 97; 3: 27; 4: 10; 5: 2; 
CD4_T_cell_signaling, 279, 11, 18,  531, 0, 5, 1595564, 33154.60, 1, 227.44, 0: 4; 1: 198; 2: 112; 3: 21; 4: 9; 5: 2; 
CD4_T_cell_signaling, 332,  9, 21,  531, 0, 5, 1527876, 33154.60, 1, 227.44, 0: 4; 1: 202; 2: 104; 3: 24; 4: 11; 5: 1; 
CD4_T_cell_signaling, 940, 12, 17,  531, 0, 5, 1626249, 33154.60, 1, 227.44, 0: 4; 1: 199; 2: 109; 3: 23; 4: 10; 5: 1; 
CD4_T_cell_signaling, 170, 10, 20,  531, 0, 5, 1606550, 33154.60, 1, 227.44, 0: 4; 1: 197; 2: 112; 3: 24; 4: 7; 5: 2; 
CD4_T_cell_signaling, 452,  8, 24,  531, 0, 5, 1539770, 33154.60, 1, 227.44, 0: 4; 1: 194; 2: 115; 3: 27; 4: 4; 5: 2; 
CD4_T_cell_signaling, 385, 12, 16,  531, 0, 5, 1539728, 33154.60, 1, 227.44, 0: 4; 1: 196; 2: 113; 3: 24; 4: 8; 5: 1; 
CD4_T_cell_signaling, 384, 12, 17,  531, 0, 5, 1626530, 33154.60, 1, 227.44, 0: 4; 1: 202; 2: 105; 3: 22; 4: 12; 5: 1; 
CD4_T_cell_signaling, 688, 13, 15,  531, 0, 5, 1568218, 33154.60, 1, 227.44, 0: 4; 1: 198; 2: 110; 3: 26; 4: 5; 5: 3; 
CD4_T_cell_signaling, 509,  9, 23,  531, 0, 5, 1649563, 33154.60, 1, 227.44, 0: 4; 1: 196; 2: 115; 3: 21; 4: 8; 5: 2; 
CD4_T_cell_signaling, 742, 12, 16,  531, 0, 5, 1539722, 33154.60, 1, 227.44, 0: 4; 1: 197; 2: 115; 3: 18; 4: 10; 5: 2; 
CD4_T_cell_signaling, 642, 12, 16,  532, 0, 5, 1539685, 33154.60, 1, 227.44, 0: 4; 1: 195; 2: 117; 3: 20; 4: 7; 5: 3; 
CD4_T_cell_signaling, 963,  8, 25,  532, 0, 5, 1606640, 33154.60, 1, 227.44, 0: 4; 1: 203; 2: 103; 3: 23; 4: 11; 5: 2; 
CD4_T_cell_signaling, 802,  9, 22,  532, 0, 5, 1595685, 33154.60, 1, 227.44, 0: 4; 1: 197; 2: 113; 3: 21; 4: 9; 5: 2; 
CD4_T_cell_signaling, 121, 10, 20,  532, 0, 5, 1606596, 33154.60, 1, 227.44, 0: 4; 1: 194; 2: 118; 3: 21; 4: 6; 5: 3; 
CD4_T_cell_signaling, 293,  8, 24,  532, 0, 5, 1539695, 33154.60, 1, 227.44, 0: 4; 1: 190; 2: 118; 3: 31; 4: 2; 5: 1; 
CD4_T_cell_signaling, 584, 13, 15,  532, 0, 5, 1568230, 33154.60, 1, 227.44, 0: 4; 1: 194; 2: 117; 3: 22; 4: 7; 5: 2; 
