Seed 1656949570
ARCH 2|F_ID 3|LIMIT 4
before: 
2(499)
Melhor resultado nxn: HGF_Signaling_in_Keratinocytes, 745,  7, 11,  127, 1, 2, 607250, 42480.03, 67, 0.00, 1: 79; 2: 24; 
HGF_Signaling_in_Keratinocytes, 677,  7, 11,  173, 1, 4, 607269, 42480.03, 1, 58.80, 1: 50; 2: 42; 3: 5; 4: 6; 
HGF_Signaling_in_Keratinocytes, 680,  5, 14,  173, 1, 4, 557647, 42480.03, 1, 58.80, 1: 55; 2: 31; 3: 12; 4: 5; 
HGF_Signaling_in_Keratinocytes, 373,  7, 11,  173, 1, 4, 607007, 42480.03, 1, 58.80, 1: 52; 2: 35; 3: 13; 4: 3; 
HGF_Signaling_in_Keratinocytes, 670,  5, 16,  174, 1, 4, 625395, 42480.03, 1, 58.80, 1: 52; 2: 35; 3: 12; 4: 4; 
HGF_Signaling_in_Keratinocytes, 243,  5, 15,  174, 1, 4, 592048, 42480.03, 1, 58.80, 1: 54; 2: 32; 3: 12; 4: 5; 
HGF_Signaling_in_Keratinocytes, 828,  5, 15,  174, 1, 4, 592088, 42480.03, 1, 58.80, 1: 53; 2: 34; 3: 11; 4: 5; 
HGF_Signaling_in_Keratinocytes, 420,  6, 13,  174, 1, 4, 612087, 42480.03, 1, 58.80, 1: 55; 2: 31; 3: 11; 4: 6; 
HGF_Signaling_in_Keratinocytes, 248, 10,  7,  174, 1, 4, 557598, 42480.03, 1, 58.80, 1: 53; 2: 34; 3: 11; 4: 5; 
HGF_Signaling_in_Keratinocytes, 478, 10,  7,  174, 1, 4, 557638, 42480.03, 1, 58.80, 1: 50; 2: 39; 3: 10; 4: 4; 
HGF_Signaling_in_Keratinocytes, 831,  8,  9,  174, 1, 4, 571233, 42480.03, 1, 58.80, 1: 55; 2: 28; 3: 17; 4: 3; 
HGF_Signaling_in_Keratinocytes,  15,  8,  9,  174, 1, 4, 571197, 42480.03, 1, 58.80, 1: 54; 2: 32; 3: 12; 4: 5; 
HGF_Signaling_in_Keratinocytes, 376, 10,  7,  174, 1, 4, 557658, 42480.03, 1, 58.80, 1: 50; 2: 38; 3: 12; 4: 3; 
HGF_Signaling_in_Keratinocytes, 700, 10,  7,  174, 1, 4, 557683, 42480.03, 1, 58.80, 1: 50; 2: 40; 3: 8; 4: 5; 
HGF_Signaling_in_Keratinocytes, 796,  6, 13,  174, 1, 4, 612113, 42480.03, 1, 58.80, 1: 56; 2: 31; 3: 8; 4: 8; 
HGF_Signaling_in_Keratinocytes, 392,  8,  9,  174, 1, 4, 571025, 42480.03, 1, 58.80, 1: 52; 2: 38; 3: 6; 4: 7; 
HGF_Signaling_in_Keratinocytes, 910,  8,  9,  174, 1, 4, 571208, 42480.03, 1, 58.80, 1: 54; 2: 30; 3: 16; 4: 3; 
HGF_Signaling_in_Keratinocytes, 752, 10,  7,  174, 1, 4, 557637, 42480.03, 1, 58.80, 1: 54; 2: 32; 3: 12; 4: 5; 
HGF_Signaling_in_Keratinocytes, 800,  8,  9,  174, 1, 4, 571210, 42480.03, 1, 58.80, 1: 50; 2: 40; 3: 8; 4: 5; 
HGF_Signaling_in_Keratinocytes, 813,  7, 11,  175, 1, 4, 606815, 42480.03, 1, 58.80, 1: 49; 2: 40; 3: 10; 4: 4; 
HGF_Signaling_in_Keratinocytes, 913,  6, 13,  175, 1, 4, 612367, 42480.03, 1, 58.80, 1: 49; 2: 40; 3: 10; 4: 4; 
HGF_Signaling_in_Keratinocytes, 722,  7, 11,  175, 1, 4, 606944, 42480.03, 1, 58.80, 1: 51; 2: 37; 3: 10; 4: 5; 
HGF_Signaling_in_Keratinocytes, 728,  7, 11,  175, 1, 4, 606957, 42480.03, 1, 58.80, 1: 52; 2: 34; 3: 13; 4: 4; 
HGF_Signaling_in_Keratinocytes, 311,  8,  9,  175, 1, 4, 571264, 42480.03, 1, 58.80, 1: 49; 2: 42; 3: 6; 4: 6; 
HGF_Signaling_in_Keratinocytes, 182, 10,  7,  175, 1, 4, 557403, 42480.03, 1, 58.80, 1: 56; 2: 27; 3: 15; 4: 5; 
HGF_Signaling_in_Keratinocytes, 130, 10,  7,  175, 1, 4, 557677, 42480.03, 1, 58.80, 1: 51; 2: 35; 3: 14; 4: 3; 
HGF_Signaling_in_Keratinocytes, 574,  8,  9,  175, 1, 4, 571223, 42480.03, 1, 58.80, 1: 48; 2: 41; 3: 11; 4: 3; 
HGF_Signaling_in_Keratinocytes,  65,  7, 11,  175, 1, 4, 606576, 42480.03, 1, 58.80, 1: 46; 2: 44; 3: 11; 4: 2; 
HGF_Signaling_in_Keratinocytes, 949,  6, 13,  175, 1, 4, 612298, 42480.03, 1, 58.80, 1: 49; 2: 39; 3: 12; 4: 3; 
HGF_Signaling_in_Keratinocytes, 950,  7, 11,  175, 1, 4, 607256, 42480.03, 1, 58.80, 1: 53; 2: 36; 3: 6; 4: 8; 
HGF_Signaling_in_Keratinocytes, 764,  5, 15,  176, 1, 4, 592266, 42480.03, 1, 58.80, 1: 48; 2: 39; 3: 14; 4: 2; 
HGF_Signaling_in_Keratinocytes, 854, 10,  7,  176, 1, 4, 557654, 42480.03, 1, 58.80, 1: 45; 2: 47; 3: 7; 4: 4; 
HGF_Signaling_in_Keratinocytes, 778,  5, 15,  176, 1, 4, 591777, 42480.03, 1, 58.80, 1: 56; 2: 28; 3: 12; 4: 7; 
HGF_Signaling_in_Keratinocytes, 527,  6, 13,  176, 1, 4, 611926, 42480.03, 1, 58.80, 1: 50; 2: 37; 3: 12; 4: 4; 
HGF_Signaling_in_Keratinocytes,  71,  6, 13,  176, 1, 4, 612224, 42480.03, 1, 58.80, 1: 52; 2: 33; 3: 14; 4: 4; 
HGF_Signaling_in_Keratinocytes,  24,  8,  9,  176, 1, 4, 571217, 42480.03, 1, 58.80, 1: 49; 2: 39; 3: 11; 4: 4; 
HGF_Signaling_in_Keratinocytes, 559,  8,  9,  176, 1, 4, 570993, 42480.03, 1, 58.80, 1: 48; 2: 41; 3: 10; 4: 4; 
HGF_Signaling_in_Keratinocytes, 151,  8,  9,  176, 1, 4, 571299, 42480.03, 1, 58.80, 1: 54; 2: 32; 3: 10; 4: 7; 
HGF_Signaling_in_Keratinocytes, 174,  8,  9,  176, 1, 4, 571133, 42480.03, 1, 58.80, 1: 46; 2: 44; 3: 10; 4: 3; 
HGF_Signaling_in_Keratinocytes, 970,  6, 13,  176, 1, 4, 612329, 42480.03, 1, 58.80, 1: 50; 2: 40; 3: 6; 4: 7; 
HGF_Signaling_in_Keratinocytes, 353,  7, 11,  176, 1, 4, 607326, 42480.03, 1, 58.80, 1: 53; 2: 33; 3: 11; 4: 6; 
HGF_Signaling_in_Keratinocytes, 544,  7, 11,  176, 1, 4, 606871, 42480.03, 1, 58.80, 1: 49; 2: 41; 3: 7; 4: 6; 
HGF_Signaling_in_Keratinocytes, 771,  5, 15,  177, 1, 4, 591700, 42480.03, 1, 58.80, 1: 50; 2: 38; 3: 9; 4: 6; 
HGF_Signaling_in_Keratinocytes, 195,  8,  9,  177, 1, 4, 571158, 42480.03, 1, 58.80, 1: 47; 2: 44; 3: 6; 4: 6; 
HGF_Signaling_in_Keratinocytes, 846,  5, 15,  177, 1, 4, 591902, 42480.03, 1, 58.80, 1: 54; 2: 32; 3: 9; 4: 8; 
HGF_Signaling_in_Keratinocytes,  81,  8,  9,  177, 1, 4, 571328, 42480.03, 1, 58.80, 1: 50; 2: 37; 3: 11; 4: 5; 
HGF_Signaling_in_Keratinocytes,  16, 10,  7,  177, 1, 4, 557609, 42480.03, 1, 58.80, 1: 55; 2: 31; 3: 8; 4: 9; 
HGF_Signaling_in_Keratinocytes, 569,  6, 13,  177, 1, 4, 612305, 42480.03, 1, 58.80, 1: 47; 2: 43; 3: 8; 4: 5; 
HGF_Signaling_in_Keratinocytes, 211,  5, 15,  177, 1, 4, 591922, 42480.03, 1, 58.80, 1: 51; 2: 36; 3: 10; 4: 6; 
HGF_Signaling_in_Keratinocytes, 919, 10,  7,  177, 1, 4, 557725, 42480.03, 1, 58.80, 1: 50; 2: 38; 3: 9; 4: 6; 
HGF_Signaling_in_Keratinocytes, 105,  6, 13,  177, 1, 4, 612767, 42480.03, 1, 58.80, 1: 52; 2: 33; 3: 13; 4: 5; 
HGF_Signaling_in_Keratinocytes, 471,  6, 13,  177, 1, 4, 611814, 42480.03, 1, 58.80, 1: 49; 2: 39; 3: 10; 4: 5; 
HGF_Signaling_in_Keratinocytes, 710,  5, 15,  177, 1, 4, 592099, 42480.03, 1, 58.80, 1: 49; 2: 40; 3: 8; 4: 6; 
HGF_Signaling_in_Keratinocytes, 600,  8,  9,  178, 1, 4, 571201, 42480.03, 1, 58.80, 1: 52; 2: 33; 3: 12; 4: 6; 
HGF_Signaling_in_Keratinocytes, 969, 10,  7,  178, 1, 4, 557759, 42480.03, 1, 58.80, 1: 56; 2: 26; 3: 14; 4: 7; 
HGF_Signaling_in_Keratinocytes, 583,  6, 13,  178, 1, 4, 612248, 42480.03, 1, 58.80, 1: 50; 2: 36; 3: 12; 4: 5; 
HGF_Signaling_in_Keratinocytes, 865,  5, 15,  178, 1, 4, 591880, 42480.03, 1, 58.80, 1: 51; 2: 33; 3: 15; 4: 4; 
HGF_Signaling_in_Keratinocytes, 961,  6, 13,  178, 1, 4, 612254, 42480.03, 1, 58.80, 1: 52; 2: 31; 3: 16; 4: 4; 
HGF_Signaling_in_Keratinocytes,  36,  5, 15,  179, 1, 4, 592241, 42480.03, 1, 58.80, 1: 51; 2: 32; 3: 16; 4: 4; 
HGF_Signaling_in_Keratinocytes, 413,  5, 15,  179, 1, 4, 591705, 42480.03, 1, 58.80, 1: 51; 2: 36; 3: 8; 4: 8; 
HGF_Signaling_in_Keratinocytes,  19,  7, 11,  179, 1, 4, 606500, 42480.03, 1, 58.80, 1: 50; 2: 37; 3: 9; 4: 7; 
HGF_Signaling_in_Keratinocytes, 322,  5, 15,  179, 1, 4, 592117, 42480.03, 0, 58.80, 1: 42; 2: 48; 3: 11; 4: 2; 
HGF_Signaling_in_Keratinocytes,  73,  6, 13,  179, 1, 4, 612485, 42480.03, 1, 58.80, 1: 48; 2: 39; 3: 11; 4: 5; 
HGF_Signaling_in_Keratinocytes, 511,  8,  9,  179, 1, 4, 571080, 42480.03, 1, 58.80, 1: 54; 2: 29; 3: 13; 4: 7; 
HGF_Signaling_in_Keratinocytes, 218, 10,  7,  179, 1, 4, 557560, 42480.03, 1, 58.80, 1: 49; 2: 38; 3: 10; 4: 6; 
HGF_Signaling_in_Keratinocytes, 852,  7, 11,  180, 1, 4, 606963, 42480.03, 1, 58.80, 1: 49; 2: 38; 3: 9; 4: 7; 
HGF_Signaling_in_Keratinocytes, 320,  7, 11,  180, 1, 4, 606801, 42480.03, 1, 58.80, 1: 47; 2: 41; 3: 9; 4: 6; 
HGF_Signaling_in_Keratinocytes, 531,  5, 15,  180, 1, 4, 592055, 42480.03, 1, 58.80, 1: 50; 2: 35; 3: 12; 4: 6; 
HGF_Signaling_in_Keratinocytes, 223,  7, 11,  180, 1, 4, 606697, 42480.03, 1, 58.80, 1: 49; 2: 37; 3: 11; 4: 6; 
HGF_Signaling_in_Keratinocytes, 585,  5, 15,  180, 1, 4, 592273, 42480.03, 1, 58.80, 1: 55; 2: 26; 3: 15; 4: 7; 
HGF_Signaling_in_Keratinocytes, 947,  7, 11,  181, 1, 4, 606579, 42480.03, 1, 58.80, 1: 47; 2: 40; 3: 10; 4: 6; 
HGF_Signaling_in_Keratinocytes, 762,  6, 13,  181, 1, 4, 612050, 42480.03, 1, 58.80, 1: 47; 2: 40; 3: 10; 4: 6; 
HGF_Signaling_in_Keratinocytes, 738,  7, 11,  181, 1, 4, 606963, 42480.03, 1, 58.80, 1: 52; 2: 31; 3: 13; 4: 7; 
HGF_Signaling_in_Keratinocytes,  17,  8,  9,  182, 1, 4, 571275, 42480.03, 1, 58.80, 1: 50; 2: 35; 3: 10; 4: 8; 
HGF_Signaling_in_Keratinocytes, 423, 10,  7,  182, 1, 4, 557660, 42480.03, 1, 58.80, 1: 50; 2: 35; 3: 10; 4: 8; 
HGF_Signaling_in_Keratinocytes, 134,  7, 11,  182, 1, 4, 607092, 42480.03, 1, 58.80, 1: 47; 2: 38; 3: 13; 4: 5; 
HGF_Signaling_in_Keratinocytes, 698,  5, 15,  182, 1, 4, 592232, 42480.03, 1, 58.80, 1: 48; 2: 34; 3: 18; 4: 3; 
HGF_Signaling_in_Keratinocytes, 323,  6, 13,  183, 1, 4, 612548, 42480.03, 1, 58.80, 1: 46; 2: 40; 3: 11; 4: 6; 
HGF_Signaling_in_Keratinocytes, 387,  6, 13,  183, 1, 4, 612544, 42480.03, 1, 58.80, 1: 50; 2: 32; 3: 15; 4: 6; 
HGF_Signaling_in_Keratinocytes, 188, 10,  7,  184, 1, 4, 557679, 42480.03, 1, 58.80, 1: 50; 2: 32; 3: 14; 4: 7; 
HGF_Signaling_in_Keratinocytes, 340, 10,  7,  184, 1, 4, 557645, 42480.03, 1, 58.80, 1: 50; 2: 35; 3: 8; 4: 10; 
HGF_Signaling_in_Keratinocytes, 206,  5, 15,  185, 1, 4, 592230, 42480.03, 1, 58.80, 1: 46; 2: 39; 3: 11; 4: 7; 
HGF_Signaling_in_Keratinocytes,  50,  5, 15,  185, 1, 4, 592007, 42480.03, 1, 58.80, 1: 45; 2: 39; 3: 14; 4: 5; 
HGF_Signaling_in_Keratinocytes, 167,  7, 11,  188, 1, 4, 606906, 42480.03, 1, 58.80, 1: 47; 2: 36; 3: 11; 4: 9; 
HGF_Signaling_in_Keratinocytes, 312,  9,  8,  151, 1, 5, 571226, 42480.03, 1, 58.80, 1: 69; 2: 23; 3: 9; 4: 1; 5: 1; 
HGF_Signaling_in_Keratinocytes, 620,  6, 12,  151, 1, 5, 571255, 42480.03, 1, 58.80, 1: 71; 2: 21; 3: 7; 4: 3; 5: 1; 
HGF_Signaling_in_Keratinocytes, 160,  6, 12,  152, 1, 5, 571291, 42480.03, 1, 58.80, 1: 63; 2: 34; 3: 4; 4: 1; 5: 1; 
HGF_Signaling_in_Keratinocytes,  28,  6, 12,  152, 1, 5, 570839, 42480.03, 1, 58.80, 1: 66; 2: 28; 3: 7; 4: 1; 5: 1; 
HGF_Signaling_in_Keratinocytes, 956,  5, 16,  153, 1, 5, 624934, 42480.03, 1, 58.80, 1: 67; 2: 25; 3: 9; 4: 1; 5: 1; 
HGF_Signaling_in_Keratinocytes, 787,  5, 16,  154, 1, 5, 625131, 42480.03, 1, 58.80, 1: 63; 2: 32; 3: 6; 4: 1; 5: 1; 
HGF_Signaling_in_Keratinocytes, 303,  6, 12,  155, 1, 5, 571240, 42480.03, 1, 58.80, 1: 66; 2: 27; 3: 6; 4: 3; 5: 1; 
HGF_Signaling_in_Keratinocytes, 342,  7, 10,  156, 1, 5, 557624, 42480.03, 1, 58.80, 1: 63; 2: 32; 3: 4; 4: 3; 5: 1; 
HGF_Signaling_in_Keratinocytes, 191,  6, 12,  156, 1, 5, 571271, 42480.03, 1, 58.80, 1: 66; 2: 28; 3: 4; 4: 3; 5: 2; 
HGF_Signaling_in_Keratinocytes, 742,  5, 16,  156, 1, 5, 625325, 42480.03, 1, 58.80, 1: 62; 2: 33; 3: 5; 4: 2; 5: 1; 
HGF_Signaling_in_Keratinocytes, 264,  9,  8,  156, 1, 5, 571274, 42480.03, 1, 58.80, 1: 62; 2: 33; 3: 5; 4: 2; 5: 1; 
HGF_Signaling_in_Keratinocytes,  79,  6, 12,  156, 1, 5, 571172, 42480.03, 1, 58.80, 1: 64; 2: 28; 3: 9; 4: 1; 5: 1; 
HGF_Signaling_in_Keratinocytes,  43,  6, 12,  156, 1, 5, 571203, 42480.03, 1, 58.80, 1: 64; 2: 29; 3: 7; 4: 2; 5: 1; 
HGF_Signaling_in_Keratinocytes, 396,  6, 12,  156, 1, 5, 571130, 42480.03, 1, 58.80, 1: 63; 2: 30; 3: 8; 4: 1; 5: 1; 
HGF_Signaling_in_Keratinocytes, 814,  6, 12,  156, 1, 5, 571274, 42480.03, 1, 58.80, 1: 66; 2: 25; 3: 9; 4: 2; 5: 1; 
HGF_Signaling_in_Keratinocytes, 482,  9,  8,  157, 1, 5, 571145, 42480.03, 1, 58.80, 1: 63; 2: 31; 3: 5; 4: 3; 5: 1; 
HGF_Signaling_in_Keratinocytes, 224,  5, 16,  157, 1, 5, 624749, 42480.03, 1, 58.80, 1: 67; 2: 22; 3: 11; 4: 2; 5: 1; 
HGF_Signaling_in_Keratinocytes, 197,  5, 16,  157, 1, 5, 624942, 42480.03, 1, 58.80, 1: 66; 2: 25; 3: 8; 4: 3; 5: 1; 
HGF_Signaling_in_Keratinocytes, 985,  6, 12,  157, 1, 5, 571270, 42480.03, 1, 58.80, 1: 62; 2: 33; 3: 4; 4: 3; 5: 1; 
HGF_Signaling_in_Keratinocytes, 504,  6, 12,  158, 1, 5, 571249, 42480.03, 1, 58.80, 1: 64; 2: 27; 3: 9; 4: 2; 5: 1; 
HGF_Signaling_in_Keratinocytes, 576,  6, 12,  158, 1, 5, 571176, 42480.03, 1, 58.80, 1: 66; 2: 25; 3: 7; 4: 4; 5: 1; 
HGF_Signaling_in_Keratinocytes, 201,  9,  8,  158, 1, 5, 570935, 42480.03, 1, 58.80, 1: 60; 2: 34; 3: 7; 4: 1; 5: 1; 
HGF_Signaling_in_Keratinocytes, 212,  5, 14,  158, 1, 5, 557636, 42480.03, 1, 58.80, 1: 61; 2: 34; 3: 5; 4: 1; 5: 2; 
HGF_Signaling_in_Keratinocytes, 629,  5, 16,  158, 1, 5, 625042, 42480.03, 1, 58.80, 1: 63; 2: 28; 3: 10; 4: 1; 5: 1; 
HGF_Signaling_in_Keratinocytes, 158,  9,  8,  158, 1, 5, 571006, 42480.03, 1, 58.80, 1: 67; 2: 23; 3: 8; 4: 4; 5: 1; 
HGF_Signaling_in_Keratinocytes, 661,  7, 10,  158, 1, 5, 557657, 42480.03, 1, 58.80, 1: 64; 2: 27; 3: 9; 4: 2; 5: 1; 
HGF_Signaling_in_Keratinocytes,  41,  6, 12,  159, 1, 5, 571270, 42480.03, 1, 58.80, 1: 63; 2: 27; 3: 11; 4: 1; 5: 1; 
HGF_Signaling_in_Keratinocytes, 272,  6, 12,  159, 1, 5, 571243, 42480.03, 1, 58.80, 1: 63; 2: 28; 3: 9; 4: 2; 5: 1; 
HGF_Signaling_in_Keratinocytes, 685,  6, 12,  159, 1, 5, 571279, 42480.03, 1, 58.80, 1: 62; 2: 29; 3: 10; 4: 1; 5: 1; 
HGF_Signaling_in_Keratinocytes, 529,  9,  8,  159, 1, 5, 571276, 42480.03, 1, 58.80, 1: 62; 2: 30; 3: 8; 4: 2; 5: 1; 
HGF_Signaling_in_Keratinocytes, 295,  7, 10,  159, 1, 5, 557670, 42480.03, 1, 58.80, 1: 64; 2: 26; 3: 10; 4: 2; 5: 1; 
HGF_Signaling_in_Keratinocytes, 477,  5, 14,  160, 1, 5, 557568, 42480.03, 1, 58.80, 1: 60; 2: 34; 3: 5; 4: 3; 5: 1; 
HGF_Signaling_in_Keratinocytes,  48,  6, 12,  160, 1, 5, 571093, 42480.03, 1, 58.80, 1: 64; 2: 26; 3: 9; 4: 3; 5: 1; 
HGF_Signaling_in_Keratinocytes, 889,  7, 10,  160, 1, 5, 557656, 42480.03, 1, 58.80, 1: 61; 2: 33; 3: 5; 4: 2; 5: 2; 
HGF_Signaling_in_Keratinocytes, 802,  6, 12,  160, 1, 5, 571294, 42480.03, 1, 58.80, 1: 61; 2: 31; 3: 8; 4: 2; 5: 1; 
HGF_Signaling_in_Keratinocytes, 928,  6, 12,  161, 1, 5, 571220, 42480.03, 1, 58.80, 1: 64; 2: 25; 3: 10; 4: 3; 5: 1; 
HGF_Signaling_in_Keratinocytes, 759, 10,  7,  161, 1, 5, 557620, 42480.03, 1, 58.80, 1: 58; 2: 35; 3: 8; 4: 1; 5: 1; 
HGF_Signaling_in_Keratinocytes, 799,  6, 12,  161, 1, 5, 571289, 42480.03, 1, 58.80, 1: 65; 2: 25; 3: 8; 4: 3; 5: 2; 
HGF_Signaling_in_Keratinocytes, 736,  7, 10,  161, 1, 5, 557591, 42480.03, 1, 58.80, 1: 65; 2: 25; 3: 7; 4: 5; 5: 1; 
HGF_Signaling_in_Keratinocytes, 902,  9,  8,  161, 1, 5, 571098, 42480.03, 1, 58.80, 1: 63; 2: 29; 3: 5; 4: 5; 5: 1; 
HGF_Signaling_in_Keratinocytes, 734,  5, 16,  162, 1, 5, 625166, 42480.03, 1, 58.80, 1: 60; 2: 33; 3: 5; 4: 4; 5: 1; 
HGF_Signaling_in_Keratinocytes, 484,  7, 10,  162, 1, 5, 557557, 42480.03, 1, 58.80, 1: 60; 2: 33; 3: 5; 4: 4; 5: 1; 
HGF_Signaling_in_Keratinocytes, 208,  9,  8,  162, 1, 5, 571289, 42480.03, 1, 58.80, 1: 63; 2: 27; 3: 8; 4: 4; 5: 1; 
HGF_Signaling_in_Keratinocytes, 231,  9,  8,  162, 1, 5, 571173, 42480.03, 1, 58.80, 1: 60; 2: 32; 3: 7; 4: 3; 5: 1; 
HGF_Signaling_in_Keratinocytes, 879,  9,  8,  162, 1, 5, 571290, 42480.03, 1, 58.80, 1: 62; 2: 27; 3: 11; 4: 2; 5: 1; 
HGF_Signaling_in_Keratinocytes, 824,  9,  8,  162, 1, 5, 571128, 42480.03, 1, 58.80, 1: 63; 2: 26; 3: 10; 4: 3; 5: 1; 
HGF_Signaling_in_Keratinocytes, 180,  6, 12,  163, 1, 5, 571067, 42480.03, 1, 58.80, 1: 57; 2: 35; 3: 9; 4: 1; 5: 1; 
HGF_Signaling_in_Keratinocytes,  78,  7, 10,  163, 1, 5, 557613, 42480.03, 1, 58.80, 1: 61; 2: 28; 3: 11; 4: 2; 5: 1; 
HGF_Signaling_in_Keratinocytes, 141,  9,  8,  163, 1, 5, 571317, 42480.03, 1, 58.80, 1: 65; 2: 24; 3: 8; 4: 4; 5: 2; 
HGF_Signaling_in_Keratinocytes, 541,  9,  8,  163, 1, 5, 571306, 42480.03, 1, 58.80, 1: 60; 2: 32; 3: 6; 4: 4; 5: 1; 
HGF_Signaling_in_Keratinocytes,   1,  5, 16,  163, 1, 5, 625365, 42480.03, 1, 58.80, 1: 63; 2: 24; 3: 13; 4: 2; 5: 1; 
HGF_Signaling_in_Keratinocytes,  90,  6, 12,  163, 1, 5, 571116, 42480.03, 1, 58.80, 1: 62; 2: 28; 3: 8; 4: 4; 5: 1; 
HGF_Signaling_in_Keratinocytes, 263,  7, 10,  163, 1, 5, 557674, 42480.03, 1, 58.80, 1: 63; 2: 27; 3: 7; 4: 5; 5: 1; 
HGF_Signaling_in_Keratinocytes,  29,  5, 16,  163, 1, 5, 625142, 42480.03, 1, 58.80, 1: 56; 2: 38; 3: 6; 4: 2; 5: 1; 
HGF_Signaling_in_Keratinocytes, 794,  5, 14,  163, 1, 5, 557656, 42480.03, 1, 58.80, 1: 62; 2: 28; 3: 9; 4: 2; 5: 2; 
HGF_Signaling_in_Keratinocytes, 867,  7, 11,  163, 1, 5, 606628, 42480.03, 1, 58.80, 1: 59; 2: 34; 3: 5; 4: 4; 5: 1; 
HGF_Signaling_in_Keratinocytes, 177,  5, 14,  164, 1, 5, 557669, 42480.03, 1, 58.80, 1: 63; 2: 24; 3: 12; 4: 3; 5: 1; 
HGF_Signaling_in_Keratinocytes,  64,  9,  8,  164, 1, 5, 571250, 42480.03, 1, 58.80, 1: 56; 2: 37; 3: 7; 4: 2; 5: 1; 
HGF_Signaling_in_Keratinocytes,  70,  5, 16,  164, 1, 5, 625100, 42480.03, 1, 58.80, 1: 59; 2: 33; 3: 6; 4: 4; 5: 1; 
HGF_Signaling_in_Keratinocytes, 610,  9,  8,  164, 1, 5, 571363, 42480.03, 1, 58.80, 1: 66; 2: 18; 3: 15; 4: 3; 5: 1; 
HGF_Signaling_in_Keratinocytes, 894,  9,  8,  164, 1, 5, 571270, 42480.03, 1, 58.80, 1: 60; 2: 32; 3: 6; 4: 3; 5: 2; 
HGF_Signaling_in_Keratinocytes, 470,  7, 10,  164, 1, 5, 557643, 42480.03, 1, 58.80, 1: 62; 2: 26; 3: 11; 4: 3; 5: 1; 
HGF_Signaling_in_Keratinocytes, 455,  9,  8,  164, 1, 5, 571130, 42480.03, 1, 58.80, 1: 64; 2: 23; 3: 11; 4: 4; 5: 1; 
HGF_Signaling_in_Keratinocytes, 935,  5, 16,  164, 1, 5, 625017, 42480.03, 1, 58.80, 1: 57; 2: 33; 3: 12; 5: 1; 
HGF_Signaling_in_Keratinocytes, 116,  7, 10,  164, 1, 5, 557680, 42480.03, 1, 58.80, 1: 65; 2: 21; 3: 12; 4: 4; 5: 1; 
HGF_Signaling_in_Keratinocytes, 611,  5, 16,  164, 1, 5, 625141, 42480.03, 1, 58.80, 1: 60; 2: 30; 3: 9; 4: 3; 5: 1; 
HGF_Signaling_in_Keratinocytes, 228,  5, 16,  164, 1, 5, 625133, 42480.03, 1, 58.80, 1: 62; 2: 26; 3: 11; 4: 3; 5: 1; 
HGF_Signaling_in_Keratinocytes,  59,  9,  8,  164, 1, 5, 571346, 42480.03, 1, 58.80, 1: 61; 2: 28; 3: 10; 4: 3; 5: 1; 
HGF_Signaling_in_Keratinocytes, 694,  6, 12,  164, 1, 5, 571214, 42480.03, 1, 58.80, 1: 60; 2: 33; 3: 3; 4: 6; 5: 1; 
HGF_Signaling_in_Keratinocytes, 733,  5, 16,  164, 1, 5, 624736, 42480.03, 1, 58.80, 1: 56; 2: 37; 3: 7; 4: 2; 5: 1; 
HGF_Signaling_in_Keratinocytes, 793,  5, 14,  164, 1, 5, 557613, 42480.03, 1, 58.80, 1: 59; 2: 32; 3: 8; 4: 3; 5: 1; 
HGF_Signaling_in_Keratinocytes, 520,  6, 13,  165, 1, 5, 612151, 42480.03, 1, 58.80, 1: 58; 2: 33; 3: 8; 4: 3; 5: 1; 
HGF_Signaling_in_Keratinocytes, 344,  9,  8,  165, 1, 5, 570879, 42480.03, 1, 58.80, 1: 61; 2: 30; 3: 5; 4: 6; 5: 1; 
HGF_Signaling_in_Keratinocytes,   4,  9,  8,  165, 1, 5, 571242, 42480.03, 1, 58.80, 1: 62; 2: 26; 3: 11; 4: 2; 5: 2; 
HGF_Signaling_in_Keratinocytes,  96,  6, 12,  165, 1, 5, 571063, 42480.03, 1, 58.80, 1: 58; 2: 32; 3: 10; 4: 2; 5: 1; 
HGF_Signaling_in_Keratinocytes, 122,  6, 12,  165, 1, 5, 571076, 42480.03, 1, 58.80, 1: 61; 2: 29; 3: 7; 4: 5; 5: 1; 
HGF_Signaling_in_Keratinocytes, 883,  9,  8,  165, 1, 5, 571276, 42480.03, 1, 58.80, 1: 51; 2: 45; 3: 5; 4: 1; 5: 1; 
HGF_Signaling_in_Keratinocytes, 493,  9,  8,  165, 1, 5, 571290, 42480.03, 1, 58.80, 1: 60; 2: 31; 3: 6; 4: 5; 5: 1; 
HGF_Signaling_in_Keratinocytes, 817,  5, 16,  165, 1, 5, 625107, 42480.03, 1, 58.80, 1: 59; 2: 30; 3: 11; 4: 2; 5: 1; 
HGF_Signaling_in_Keratinocytes, 751,  9,  8,  165, 1, 5, 571155, 42480.03, 1, 58.80, 1: 59; 2: 31; 3: 9; 4: 3; 5: 1; 
HGF_Signaling_in_Keratinocytes, 294,  5, 16,  165, 1, 5, 625112, 42480.03, 1, 58.80, 1: 59; 2: 30; 3: 11; 4: 2; 5: 1; 
HGF_Signaling_in_Keratinocytes, 690,  5, 14,  165, 1, 5, 557631, 42480.03, 1, 58.80, 1: 59; 2: 31; 3: 10; 4: 1; 5: 2; 
