Seed 1656949570
ARCH 0|F_ID 3|LIMIT 4
before: 
04(519)
Melhor resultado nxn: IGVH_mutations_in_chronic_lymphocytic_leukemia, 974, 10, 10,  236, 0, 4, 795976, 55407.78, 0, 0.00, 0: 25; 1: 48; 2: 48; 3: 24; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 168, 11,  9,  257, 0, 6, 786245, 55407.78, 1, 87.21, 0: 25; 1: 47; 2: 38; 3: 30; 4: 7; 5: 2; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 480, 10, 10,  258, 0, 6, 795773, 55407.78, 1, 87.21, 0: 25; 1: 45; 2: 43; 3: 27; 4: 5; 5: 4; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,   9, 10, 10,  259, 0, 6, 795894, 55407.78, 1, 87.21, 0: 25; 1: 46; 2: 46; 3: 19; 4: 7; 5: 6; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 790,  9, 11,  259, 0, 6, 786088, 55407.78, 1, 87.21, 0: 25; 1: 46; 2: 44; 3: 21; 4: 9; 5: 4; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 947,  8, 12,  259, 0, 6, 764295, 55407.78, 1, 87.21, 0: 25; 1: 45; 2: 45; 3: 23; 4: 7; 5: 3; 6: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 366,  9, 11,  259, 0, 6, 786137, 55407.78, 1, 87.21, 0: 25; 1: 44; 2: 45; 3: 25; 4: 7; 5: 2; 6: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 299, 10, 10,  260, 0, 6, 795950, 55407.78, 1, 87.21, 0: 25; 1: 44; 2: 45; 3: 25; 4: 5; 5: 5; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 836,  9, 11,  260, 0, 6, 786003, 55407.78, 1, 87.21, 0: 25; 1: 48; 2: 40; 3: 24; 4: 7; 5: 4; 6: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 629,  9, 11,  260, 0, 6, 786106, 55407.78, 1, 87.21, 0: 25; 1: 42; 2: 47; 3: 23; 4: 11; 5: 1; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 254, 12,  8,  260, 0, 6, 764435, 55407.78, 1, 87.21, 0: 25; 1: 44; 2: 43; 3: 27; 4: 7; 5: 3; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 755,  8, 12,  260, 0, 6, 764443, 55407.78, 1, 87.21, 0: 25; 1: 45; 2: 42; 3: 26; 4: 8; 5: 3; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 943,  8, 12,  260, 0, 6, 764342, 55407.78, 1, 87.21, 0: 25; 1: 42; 2: 46; 3: 27; 4: 6; 5: 3; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 633,  9, 11,  261, 0, 6, 785976, 55407.78, 1, 87.21, 0: 25; 1: 45; 2: 44; 3: 22; 4: 9; 5: 4; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 689,  7, 14,  261, 0, 6, 780852, 55407.78, 1, 87.21, 0: 25; 1: 45; 2: 41; 3: 26; 4: 11; 6: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 126, 10, 10,  261, 0, 6, 795976, 55407.78, 1, 87.21, 0: 25; 1: 41; 2: 49; 3: 23; 4: 8; 5: 3; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 376,  8, 12,  261, 0, 6, 764438, 55407.78, 1, 87.21, 0: 25; 1: 44; 2: 45; 3: 24; 4: 7; 5: 3; 6: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  32, 10, 10,  261, 0, 6, 796020, 55407.78, 1, 87.21, 0: 25; 1: 46; 2: 39; 3: 31; 4: 3; 5: 4; 6: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 902, 11,  9,  261, 0, 6, 786125, 55407.78, 1, 87.21, 0: 25; 1: 40; 2: 49; 3: 27; 4: 4; 5: 4; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 293,  9, 11,  261, 0, 6, 786129, 55407.78, 1, 87.21, 0: 25; 1: 47; 2: 38; 3: 27; 4: 9; 5: 3; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 579, 10, 10,  261, 0, 6, 795942, 55407.78, 1, 87.21, 0: 25; 1: 41; 2: 50; 3: 21; 4: 9; 5: 3; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 259,  7, 15,  261, 0, 6, 826644, 55407.78, 1, 87.21, 0: 25; 1: 43; 2: 43; 3: 28; 4: 8; 5: 2; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 752, 10, 10,  262, 0, 6, 796014, 55407.78, 1, 87.21, 0: 25; 1: 43; 2: 44; 3: 26; 4: 8; 5: 3; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 200, 10, 10,  262, 0, 6, 796092, 55407.78, 1, 87.21, 0: 25; 1: 45; 2: 41; 3: 28; 4: 6; 5: 3; 6: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 614, 10, 10,  262, 0, 6, 796066, 55407.78, 1, 87.21, 0: 25; 1: 43; 2: 48; 3: 20; 4: 8; 5: 5; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 862,  9, 11,  262, 0, 6, 786130, 55407.78, 1, 87.21, 0: 25; 1: 43; 2: 46; 3: 23; 4: 8; 5: 4; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 863,  9, 11,  262, 0, 6, 786185, 55407.78, 1, 87.21, 0: 25; 1: 42; 2: 46; 3: 24; 4: 10; 5: 2; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 205, 11,  9,  262, 0, 6, 786199, 55407.78, 1, 87.21, 0: 25; 1: 39; 2: 54; 3: 20; 4: 6; 5: 5; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 807,  7, 15,  262, 0, 6, 826830, 55407.78, 1, 87.21, 0: 25; 1: 40; 2: 46; 3: 29; 4: 8; 5: 1; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 721,  9, 11,  262, 0, 6, 786189, 55407.78, 1, 87.21, 0: 25; 1: 45; 2: 45; 3: 22; 4: 6; 5: 5; 6: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 413, 10, 10,  262, 0, 6, 796043, 55407.78, 1, 87.21, 0: 25; 1: 39; 2: 49; 3: 27; 4: 8; 6: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 494,  9, 11,  262, 0, 6, 786213, 55407.78, 1, 87.21, 0: 25; 1: 46; 2: 43; 3: 23; 4: 5; 5: 7; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 294, 10, 10,  263, 0, 6, 796070, 55407.78, 1, 87.21, 0: 25; 1: 36; 2: 59; 3: 19; 4: 5; 5: 4; 6: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 385, 12,  8,  263, 0, 6, 764311, 55407.78, 1, 87.21, 0: 25; 1: 42; 2: 46; 3: 26; 4: 6; 5: 3; 6: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 510, 10, 10,  263, 0, 6, 796163, 55407.78, 1, 87.21, 0: 25; 1: 42; 2: 47; 3: 23; 4: 8; 5: 4; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 148,  9, 11,  263, 0, 6, 785999, 55407.78, 1, 87.21, 0: 25; 1: 41; 2: 50; 3: 19; 4: 11; 5: 3; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 400,  7, 15,  263, 0, 6, 826814, 55407.78, 1, 87.21, 0: 25; 1: 40; 2: 48; 3: 26; 4: 7; 5: 3; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 479,  9, 11,  263, 0, 6, 786012, 55407.78, 1, 87.21, 0: 25; 1: 42; 2: 47; 3: 24; 4: 6; 5: 5; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 209, 11,  9,  263, 0, 6, 786033, 55407.78, 1, 87.21, 0: 25; 1: 46; 2: 37; 3: 31; 4: 6; 5: 4; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 650,  7, 13,  264, 0, 6, 728910, 55407.78, 1, 87.21, 0: 25; 1: 42; 2: 42; 3: 30; 4: 8; 5: 2; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 599, 10, 10,  264, 0, 6, 796230, 55407.78, 1, 87.21, 0: 25; 1: 48; 2: 40; 3: 20; 4: 10; 5: 6; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 818,  8, 12,  264, 0, 6, 764326, 55407.78, 1, 87.21, 0: 25; 1: 38; 2: 51; 3: 27; 4: 3; 5: 5; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 766, 11,  9,  264, 0, 6, 786094, 55407.78, 1, 87.21, 0: 25; 1: 39; 2: 53; 3: 21; 4: 5; 5: 6; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 190,  7, 15,  264, 0, 6, 826728, 55407.78, 1, 87.21, 0: 25; 1: 36; 2: 50; 3: 32; 4: 4; 5: 2; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 142, 10, 10,  264, 0, 6, 796091, 55407.78, 1, 87.21, 0: 25; 1: 45; 2: 44; 3: 22; 4: 7; 5: 5; 6: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 873, 12,  8,  264, 0, 6, 764396, 55407.78, 1, 87.21, 0: 25; 1: 37; 2: 52; 3: 26; 4: 6; 5: 3; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 686, 12,  8,  264, 0, 6, 764343, 55407.78, 1, 87.21, 0: 25; 1: 42; 2: 47; 3: 23; 4: 7; 5: 5; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 501,  8, 12,  264, 0, 6, 764429, 55407.78, 1, 87.21, 0: 25; 1: 34; 2: 56; 3: 27; 4: 4; 5: 3; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 607, 10, 10,  265, 0, 6, 795861, 55407.78, 1, 87.21, 0: 25; 1: 42; 2: 48; 3: 22; 4: 7; 5: 3; 6: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 972,  8, 12,  265, 0, 6, 764430, 55407.78, 1, 87.21, 0: 25; 1: 39; 2: 48; 3: 29; 4: 4; 5: 3; 6: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 459,  7, 13,  265, 0, 6, 728910, 55407.78, 1, 87.21, 0: 25; 1: 40; 2: 46; 3: 29; 4: 6; 5: 2; 6: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 226, 11,  9,  265, 0, 6, 786084, 55407.78, 1, 87.21, 0: 25; 1: 47; 2: 40; 3: 22; 4: 9; 5: 6; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 194,  7, 15,  265, 0, 6, 826969, 55407.78, 1, 87.21, 0: 25; 1: 39; 2: 48; 3: 25; 4: 11; 5: 1; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  95, 11,  9,  265, 0, 6, 786032, 55407.78, 1, 87.21, 0: 25; 1: 37; 2: 53; 3: 24; 4: 7; 5: 2; 6: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 177, 11,  9,  265, 0, 6, 786005, 55407.78, 0, 87.21, 0: 25; 1: 44; 2: 42; 3: 24; 4: 11; 5: 3; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 658,  7, 13,  265, 0, 6, 728910, 55407.78, 1, 87.21, 0: 25; 1: 40; 2: 49; 3: 22; 4: 10; 5: 3; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 433,  8, 12,  265, 0, 6, 764313, 55407.78, 1, 87.21, 0: 25; 1: 38; 2: 51; 3: 24; 4: 8; 5: 3; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,   3,  7, 15,  265, 0, 6, 826963, 55407.78, 1, 87.21, 0: 25; 1: 38; 2: 49; 3: 28; 4: 6; 5: 3; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 243,  7, 13,  266, 0, 6, 728910, 55407.78, 1, 87.21, 0: 25; 1: 41; 2: 42; 3: 30; 4: 10; 5: 1; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 398,  8, 12,  266, 0, 6, 764330, 55407.78, 1, 87.21, 0: 25; 1: 39; 2: 47; 3: 28; 4: 8; 5: 1; 6: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 457,  7, 14,  266, 0, 6, 780723, 55407.78, 1, 87.21, 0: 25; 1: 40; 2: 48; 3: 24; 4: 8; 5: 4; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 500, 11,  9,  266, 0, 6, 785981, 55407.78, 1, 87.21, 0: 25; 1: 45; 2: 37; 3: 31; 4: 7; 5: 4; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 940, 10, 10,  266, 0, 6, 796019, 55407.78, 1, 87.21, 0: 25; 1: 38; 2: 51; 3: 25; 4: 6; 5: 3; 6: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 669, 12,  8,  267, 0, 6, 764348, 55407.78, 1, 87.21, 0: 25; 1: 44; 2: 38; 3: 29; 4: 11; 5: 2; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 335, 12,  8,  267, 0, 6, 764384, 55407.78, 1, 87.21, 0: 25; 1: 44; 2: 44; 3: 21; 4: 10; 5: 4; 6: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 823,  7, 15,  267, 0, 6, 826670, 55407.78, 1, 87.21, 0: 25; 1: 43; 2: 43; 3: 25; 4: 9; 5: 3; 6: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 150,  6, 17,  267, 0, 6, 805230, 55407.78, 1, 87.21, 0: 25; 1: 41; 2: 41; 3: 31; 4: 10; 5: 1; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  62,  7, 14,  267, 0, 6, 780823, 55407.78, 1, 87.21, 0: 25; 1: 43; 2: 41; 3: 28; 4: 8; 5: 4; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  13, 11,  9,  267, 0, 6, 786210, 55407.78, 1, 87.21, 0: 25; 1: 42; 2: 47; 3: 22; 4: 7; 5: 5; 6: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 711,  7, 15,  267, 0, 6, 826926, 55407.78, 1, 87.21, 0: 25; 1: 37; 2: 49; 3: 28; 4: 8; 5: 2; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 706, 10, 10,  267, 0, 6, 795973, 55407.78, 1, 87.21, 0: 25; 1: 43; 2: 45; 3: 23; 4: 8; 5: 3; 6: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 228,  8, 12,  267, 0, 6, 764384, 55407.78, 1, 87.21, 0: 25; 1: 34; 2: 51; 3: 32; 4: 6; 5: 1; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 647,  7, 15,  267, 0, 6, 826819, 55407.78, 1, 87.21, 0: 25; 1: 50; 2: 32; 3: 27; 4: 10; 5: 4; 6: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 234,  7, 15,  267, 0, 6, 826839, 55407.78, 1, 87.21, 0: 25; 1: 39; 2: 46; 3: 27; 4: 11; 5: 1; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 690,  6, 16,  268, 0, 6, 764459, 55407.78, 1, 87.21, 0: 25; 1: 40; 2: 45; 3: 27; 4: 9; 5: 3; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 905,  8, 12,  268, 0, 6, 764381, 55407.78, 1, 87.21, 0: 25; 1: 36; 2: 50; 3: 30; 4: 4; 5: 4; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 952,  7, 13,  268, 0, 6, 728910, 55407.78, 1, 87.21, 0: 25; 1: 39; 2: 48; 3: 25; 4: 8; 5: 4; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 521,  7, 15,  268, 0, 6, 826818, 55407.78, 1, 87.21, 0: 25; 1: 40; 2: 48; 3: 22; 4: 10; 5: 4; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  44, 10, 10,  268, 0, 6, 796151, 55407.78, 0, 87.21, 0: 25; 1: 40; 2: 44; 3: 28; 4: 10; 5: 2; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 526,  8, 12,  268, 0, 6, 764334, 55407.78, 1, 87.21, 0: 25; 1: 41; 2: 47; 3: 24; 4: 5; 5: 7; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 877,  7, 14,  268, 0, 6, 780819, 55407.78, 1, 87.21, 0: 25; 1: 38; 2: 44; 3: 33; 4: 8; 5: 1; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 219,  8, 12,  268, 0, 6, 764469, 55407.78, 1, 87.21, 0: 25; 1: 45; 2: 37; 3: 30; 4: 8; 5: 3; 6: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 572, 12,  8,  268, 0, 6, 764367, 55407.78, 0, 87.21, 0: 25; 1: 38; 2: 47; 3: 29; 4: 7; 5: 3; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 202,  9, 11,  268, 0, 6, 786150, 55407.78, 1, 87.21, 0: 25; 1: 38; 2: 49; 3: 27; 4: 6; 5: 3; 6: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 937,  9, 11,  268, 0, 6, 786064, 55407.78, 1, 87.21, 0: 25; 1: 44; 2: 46; 3: 19; 4: 8; 5: 5; 6: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  21, 12,  8,  269, 0, 6, 764396, 55407.78, 1, 87.21, 0: 25; 1: 40; 2: 49; 3: 21; 4: 8; 5: 6; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 859,  7, 14,  269, 0, 6, 780716, 55407.78, 1, 87.21, 0: 25; 1: 39; 2: 42; 3: 33; 4: 9; 5: 1; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,   5,  7, 15,  269, 0, 6, 826882, 55407.78, 1, 87.21, 0: 25; 1: 36; 2: 48; 3: 31; 4: 7; 5: 2; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 143,  8, 12,  269, 0, 6, 764323, 55407.78, 1, 87.21, 0: 25; 1: 36; 2: 56; 3: 19; 4: 7; 5: 6; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 727, 10, 10,  269, 0, 6, 796009, 55407.78, 1, 87.21, 0: 25; 1: 43; 2: 41; 3: 27; 4: 8; 5: 5; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 342, 10, 10,  269, 0, 6, 796027, 55407.78, 1, 87.21, 0: 25; 1: 43; 2: 47; 3: 19; 4: 8; 5: 5; 6: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 460,  8, 12,  269, 0, 6, 764397, 55407.78, 1, 87.21, 0: 25; 1: 36; 2: 53; 3: 22; 4: 10; 5: 3; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 524,  7, 15,  269, 0, 6, 826628, 55407.78, 1, 87.21, 0: 25; 1: 39; 2: 43; 3: 31; 4: 10; 5: 1; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 167,  7, 15,  269, 0, 6, 826948, 55407.78, 1, 87.21, 0: 25; 1: 40; 2: 41; 3: 33; 4: 8; 5: 2; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 701, 11,  9,  270, 0, 6, 786120, 55407.78, 1, 87.21, 0: 25; 1: 39; 2: 48; 3: 27; 4: 3; 5: 6; 6: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 285, 11,  9,  270, 0, 6, 786074, 55407.78, 1, 87.21, 0: 25; 1: 35; 2: 54; 3: 24; 4: 6; 5: 5; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 588,  7, 13,  270, 0, 6, 728910, 55407.78, 1, 87.21, 0: 25; 1: 34; 2: 49; 3: 33; 4: 7; 5: 1; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 609, 10, 10,  270, 0, 6, 796001, 55407.78, 1, 87.21, 0: 25; 1: 43; 2: 41; 3: 25; 4: 11; 5: 4; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 260, 11,  9,  270, 0, 6, 786087, 55407.78, 1, 87.21, 0: 25; 1: 40; 2: 46; 3: 23; 4: 12; 5: 3; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 514,  8, 12,  270, 0, 6, 764461, 55407.78, 1, 87.21, 0: 25; 1: 38; 2: 48; 3: 28; 4: 5; 5: 4; 6: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 544,  7, 14,  270, 0, 6, 780746, 55407.78, 1, 87.21, 0: 25; 1: 42; 2: 44; 3: 24; 4: 8; 5: 6; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 810, 12,  8,  270, 0, 6, 764412, 55407.78, 1, 87.21, 0: 25; 1: 44; 2: 42; 3: 25; 4: 7; 5: 3; 6: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 370, 12,  8,  270, 0, 6, 764411, 55407.78, 1, 87.21, 0: 25; 1: 39; 2: 46; 3: 26; 4: 10; 5: 3; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 407,  7, 15,  270, 0, 6, 826951, 55407.78, 1, 87.21, 0: 25; 1: 40; 2: 44; 3: 29; 4: 8; 5: 1; 6: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 417,  9, 11,  271, 0, 6, 786288, 55407.78, 1, 87.21, 0: 25; 1: 39; 2: 44; 3: 31; 4: 5; 5: 5; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 741, 11,  9,  271, 0, 6, 786065, 55407.78, 0, 87.21, 0: 25; 1: 34; 2: 54; 3: 25; 4: 7; 5: 4; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 502, 12,  8,  271, 0, 6, 764410, 55407.78, 1, 87.21, 0: 25; 1: 42; 2: 43; 3: 25; 4: 8; 5: 6; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 235,  7, 13,  271, 0, 6, 728910, 55407.78, 1, 87.21, 0: 25; 1: 33; 2: 50; 3: 33; 4: 7; 5: 1; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 935,  8, 12,  271, 0, 6, 764334, 55407.78, 1, 87.21, 0: 25; 1: 44; 2: 38; 3: 27; 4: 11; 5: 4; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 764,  9, 11,  271, 0, 6, 786105, 55407.78, 1, 87.21, 0: 25; 1: 38; 2: 47; 3: 29; 4: 4; 5: 6; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 636,  8, 12,  271, 0, 6, 764385, 55407.78, 1, 87.21, 0: 25; 1: 38; 2: 49; 3: 22; 4: 12; 5: 3; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  47,  8, 12,  271, 0, 6, 764398, 55407.78, 1, 87.21, 0: 25; 1: 41; 2: 43; 3: 27; 4: 8; 5: 5; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 791,  7, 14,  271, 0, 6, 780829, 55407.78, 1, 87.21, 0: 25; 1: 40; 2: 45; 3: 26; 4: 9; 5: 3; 6: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 830,  7, 13,  271, 0, 6, 728910, 55407.78, 1, 87.21, 0: 25; 1: 39; 2: 42; 3: 33; 4: 7; 5: 3; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 680,  7, 13,  271, 0, 6, 728910, 55407.78, 1, 87.21, 0: 25; 1: 39; 2: 45; 3: 28; 4: 8; 5: 4; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 779,  7, 14,  271, 0, 6, 780793, 55407.78, 1, 87.21, 0: 25; 1: 42; 2: 42; 3: 27; 4: 7; 5: 6; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 819,  7, 14,  272, 0, 6, 780696, 55407.78, 1, 87.21, 0: 25; 1: 33; 2: 55; 3: 26; 4: 6; 5: 3; 6: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 892,  7, 14,  272, 0, 6, 780905, 55407.78, 1, 87.21, 0: 25; 1: 37; 2: 49; 3: 25; 4: 9; 5: 4; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 106, 12,  8,  272, 0, 6, 764385, 55407.78, 1, 87.21, 0: 25; 1: 40; 2: 47; 3: 23; 4: 8; 5: 5; 6: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 450,  7, 15,  272, 0, 6, 826711, 55407.78, 1, 87.21, 0: 25; 1: 39; 2: 48; 3: 23; 4: 9; 5: 4; 6: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  80, 12,  8,  272, 0, 6, 764409, 55407.78, 1, 87.21, 0: 25; 1: 37; 2: 47; 3: 29; 4: 7; 5: 4; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 963, 12,  8,  272, 0, 6, 764401, 55407.78, 1, 87.21, 0: 25; 1: 39; 2: 47; 3: 25; 4: 8; 5: 4; 6: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 464,  7, 13,  272, 0, 6, 728910, 55407.78, 1, 87.21, 0: 25; 1: 36; 2: 47; 3: 30; 4: 9; 5: 2; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 781,  7, 14,  272, 0, 6, 780680, 55407.78, 1, 87.21, 0: 25; 1: 37; 2: 49; 3: 25; 4: 10; 5: 2; 6: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 787,  7, 15,  272, 0, 6, 826722, 55407.78, 1, 87.21, 0: 25; 1: 40; 2: 43; 3: 25; 4: 15; 5: 1; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 311,  7, 15,  272, 0, 6, 826983, 55407.78, 1, 87.21, 0: 25; 1: 41; 2: 44; 3: 25; 4: 9; 5: 4; 6: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 985, 11,  9,  272, 0, 6, 786124, 55407.78, 1, 87.21, 0: 25; 1: 41; 2: 46; 3: 24; 4: 6; 5: 5; 6: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 631, 10, 10,  272, 0, 6, 796005, 55407.78, 1, 87.21, 0: 25; 1: 43; 2: 43; 3: 24; 4: 8; 5: 3; 6: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 465, 10, 10,  273, 0, 6, 796083, 55407.78, 1, 87.21, 0: 25; 1: 35; 2: 52; 3: 24; 4: 9; 5: 4; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 998,  7, 13,  273, 0, 6, 728910, 55407.78, 1, 87.21, 0: 25; 1: 41; 2: 44; 3: 22; 4: 14; 5: 2; 6: 2; 
