Seed 1656949570
ARCH 2|F_ID 2|LIMIT 3
before: 
3(1000)
Melhor resultado nxn: B_bronchiseptica_and_T_retortaeformis_coinfectio, 726,  6, 10,  188, 1, 3, 470520, 16882.14, 0, 0.00, 1: 86; 2: 45; 3: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 476,  8,  7,  240, 0, 5, 442670, 16882.14, 1, 85.65, 0: 6; 1: 58; 2: 44; 3: 16; 4: 9; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 788,  5, 12,  240, 0, 5, 470281, 16882.14, 1, 85.65, 0: 6; 1: 61; 2: 40; 3: 14; 4: 13; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 275,  6,  9,  240, 0, 5, 427869, 16882.14, 0, 85.65, 0: 6; 1: 61; 2: 38; 3: 18; 4: 11; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 818,  6,  9,  240, 0, 5, 427869, 16882.14, 0, 85.65, 0: 6; 1: 51; 2: 53; 3: 18; 4: 6; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 125,  4, 14,  240, 0, 5, 442649, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 44; 3: 13; 4: 7; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 919,  5, 12,  240, 0, 5, 470565, 16882.14, 1, 85.65, 0: 6; 1: 64; 2: 37; 3: 14; 4: 10; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 952,  6, 10,  240, 0, 5, 470520, 16882.14, 1, 85.65, 0: 6; 1: 63; 2: 38; 3: 16; 4: 7; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 232,  8,  7,  240, 0, 5, 442657, 16882.14, 0, 85.65, 0: 6; 1: 54; 2: 52; 3: 13; 4: 7; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 680,  8,  7,  240, 0, 5, 442692, 16882.14, 1, 85.65, 0: 6; 1: 61; 2: 41; 3: 14; 4: 10; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 980,  5, 12,  240, 0, 5, 470542, 16882.14, 1, 85.65, 0: 6; 1: 64; 2: 32; 3: 23; 4: 7; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 318,  5, 11,  240, 0, 5, 434836, 16882.14, 1, 85.65, 0: 6; 1: 55; 2: 50; 3: 13; 4: 9; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 874,  5, 11,  240, 0, 5, 434790, 16882.14, 1, 85.65, 0: 6; 1: 55; 2: 48; 3: 17; 4: 7; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 484,  5, 12,  241, 0, 5, 470422, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 42; 3: 16; 4: 6; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 814,  6, 10,  241, 0, 5, 470517, 16882.14, 1, 85.65, 0: 6; 1: 58; 2: 43; 3: 18; 4: 7; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 455,  5, 11,  241, 0, 5, 434829, 16882.14, 0, 85.65, 0: 6; 1: 59; 2: 43; 3: 15; 4: 9; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 332,  5, 12,  241, 0, 5, 470447, 16882.14, 1, 85.65, 0: 6; 1: 61; 2: 43; 3: 11; 4: 9; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 349,  5, 13,  241, 0, 5, 499482, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 40; 3: 17; 4: 10; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 380,  5, 11,  241, 0, 5, 434799, 16882.14, 1, 85.65, 0: 6; 1: 55; 2: 48; 3: 15; 4: 10; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 298,  6,  9,  241, 0, 5, 427869, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 42; 3: 14; 4: 10; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 329,  6,  9,  241, 0, 5, 427869, 16882.14, 1, 85.65, 0: 6; 1: 58; 2: 43; 3: 16; 4: 11; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 969,  7,  8,  241, 0, 5, 442682, 16882.14, 1, 85.65, 0: 6; 1: 64; 2: 39; 3: 10; 4: 11; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 960,  9,  6,  241, 0, 5, 427869, 16882.14, 1, 85.65, 0: 6; 1: 61; 2: 43; 3: 10; 4: 11; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 321,  6, 10,  241, 0, 5, 470394, 16882.14, 1, 85.65, 0: 6; 1: 63; 2: 38; 3: 13; 4: 12; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 489,  5, 11,  242, 0, 5, 434808, 16882.14, 1, 85.65, 0: 6; 1: 61; 2: 40; 3: 17; 4: 5; 5: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 303,  5, 11,  242, 0, 5, 434813, 16882.14, 1, 85.65, 0: 6; 1: 57; 2: 45; 3: 17; 4: 6; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 620,  8,  7,  242, 0, 5, 442616, 16882.14, 1, 85.65, 0: 6; 1: 57; 2: 46; 3: 14; 4: 9; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 541,  5, 12,  242, 0, 5, 470536, 16882.14, 1, 85.65, 0: 6; 1: 66; 2: 33; 3: 15; 4: 10; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 201,  8,  7,  242, 0, 5, 442622, 16882.14, 1, 85.65, 0: 6; 1: 64; 2: 35; 3: 15; 4: 12; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 124,  6,  9,  242, 0, 5, 427869, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 40; 3: 17; 4: 9; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 331,  5, 12,  242, 0, 5, 470616, 16882.14, 1, 85.65, 0: 6; 1: 62; 2: 36; 3: 18; 4: 11; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 842,  7,  8,  242, 0, 5, 442854, 16882.14, 1, 85.65, 0: 6; 1: 59; 2: 42; 3: 16; 4: 9; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 126,  8,  7,  243, 0, 5, 442603, 16882.14, 1, 85.65, 0: 6; 1: 58; 2: 43; 3: 15; 4: 11; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 499,  5, 12,  243, 0, 5, 470332, 16882.14, 1, 85.65, 0: 6; 1: 56; 2: 47; 3: 13; 4: 11; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 790,  5, 13,  243, 0, 5, 499056, 16882.14, 1, 85.65, 0: 6; 1: 54; 2: 47; 3: 19; 4: 7; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 123,  5, 13,  243, 0, 5, 499658, 16882.14, 1, 85.65, 0: 6; 1: 61; 2: 38; 3: 17; 4: 10; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 494,  7,  8,  243, 0, 5, 442649, 16882.14, 1, 85.65, 0: 6; 1: 61; 2: 40; 3: 13; 4: 12; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 828,  5, 13,  243, 0, 5, 499239, 16882.14, 0, 85.65, 0: 6; 1: 47; 2: 59; 3: 15; 4: 7; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 486,  9,  6,  243, 0, 5, 427869, 16882.14, 1, 85.65, 0: 6; 1: 61; 2: 41; 3: 11; 4: 13; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 410,  5, 11,  243, 0, 5, 434792, 16882.14, 1, 85.65, 0: 6; 1: 58; 2: 42; 3: 18; 4: 8; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 998,  5, 12,  243, 0, 5, 470468, 16882.14, 1, 85.65, 0: 6; 1: 63; 2: 41; 3: 11; 4: 5; 5: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 480,  5, 11,  243, 0, 5, 434796, 16882.14, 1, 85.65, 0: 6; 1: 59; 2: 40; 3: 18; 4: 10; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 697,  5, 13,  243, 0, 5, 499385, 16882.14, 1, 85.65, 0: 6; 1: 59; 2: 42; 3: 16; 4: 8; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 956,  4, 14,  243, 0, 5, 442612, 16882.14, 1, 85.65, 0: 6; 1: 64; 2: 34; 3: 16; 4: 12; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 466,  5, 11,  243, 0, 5, 434802, 16882.14, 1, 85.65, 0: 6; 1: 61; 2: 38; 3: 17; 4: 10; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 406,  5, 12,  244, 0, 5, 470601, 16882.14, 1, 85.65, 0: 6; 1: 65; 2: 33; 3: 15; 4: 12; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 523,  6, 10,  244, 0, 5, 470439, 16882.14, 1, 85.65, 0: 6; 1: 62; 2: 42; 3: 8; 4: 11; 5: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 209,  6,  9,  244, 0, 5, 427869, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 39; 3: 17; 4: 10; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 302,  6,  9,  244, 0, 5, 427869, 16882.14, 0, 85.65, 0: 6; 1: 53; 2: 49; 3: 16; 4: 10; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 684,  5, 11,  244, 0, 5, 434758, 16882.14, 0, 85.65, 0: 6; 1: 54; 2: 46; 3: 21; 4: 5; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 286,  6,  9,  244, 0, 5, 427869, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 39; 3: 16; 4: 12; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 946,  6,  9,  244, 0, 5, 427869, 16882.14, 1, 85.65, 0: 6; 1: 61; 2: 41; 3: 11; 4: 12; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  39,  8,  7,  244, 0, 5, 442667, 16882.14, 1, 85.65, 0: 6; 1: 57; 2: 45; 3: 13; 4: 12; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 580,  5, 13,  244, 0, 5, 499419, 16882.14, 1, 85.65, 0: 6; 1: 53; 2: 49; 3: 18; 4: 6; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 590,  5, 13,  244, 0, 5, 499645, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 42; 3: 12; 4: 11; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 931,  7,  8,  244, 0, 5, 442636, 16882.14, 1, 85.65, 0: 6; 1: 61; 2: 40; 3: 13; 4: 11; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 393,  5, 13,  245, 0, 5, 499561, 16882.14, 0, 85.65, 0: 6; 1: 55; 2: 46; 3: 16; 4: 10; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 500,  8,  7,  245, 0, 5, 442656, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 39; 3: 18; 4: 7; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 787,  7,  8,  245, 0, 5, 442665, 16882.14, 1, 85.65, 0: 6; 1: 54; 2: 49; 3: 15; 4: 7; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  32,  5, 11,  245, 0, 5, 434826, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 41; 3: 12; 4: 13; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 915,  4, 14,  245, 0, 5, 442658, 16882.14, 1, 85.65, 0: 6; 1: 58; 2: 46; 3: 10; 4: 10; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 238,  5, 12,  245, 0, 5, 470274, 16882.14, 1, 85.65, 0: 6; 1: 56; 2: 44; 3: 17; 4: 10; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 333,  4, 14,  246, 0, 5, 442662, 16882.14, 1, 85.65, 0: 6; 1: 59; 2: 37; 3: 21; 4: 10; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 356,  6,  9,  246, 0, 5, 427869, 16882.14, 1, 85.65, 0: 6; 1: 57; 2: 43; 3: 16; 4: 10; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 921,  4, 14,  246, 0, 5, 442664, 16882.14, 1, 85.65, 0: 6; 1: 62; 2: 36; 3: 18; 4: 7; 5: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  81,  5, 11,  246, 0, 5, 434834, 16882.14, 1, 85.65, 0: 6; 1: 58; 2: 45; 3: 10; 4: 12; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 804,  5, 11,  246, 0, 5, 434846, 16882.14, 1, 85.65, 0: 6; 1: 58; 2: 45; 3: 13; 4: 6; 5: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  53,  8,  7,  246, 0, 5, 442640, 16882.14, 1, 85.65, 0: 6; 1: 51; 2: 53; 3: 12; 4: 12; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 376,  8,  7,  246, 0, 5, 442669, 16882.14, 1, 85.65, 0: 6; 1: 57; 2: 45; 3: 14; 4: 8; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  31,  6,  9,  246, 0, 5, 427869, 16882.14, 1, 85.65, 0: 6; 1: 56; 2: 47; 3: 12; 4: 10; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  43,  5, 11,  246, 0, 5, 434820, 16882.14, 1, 85.65, 0: 6; 1: 56; 2: 46; 3: 12; 4: 13; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 465,  4, 14,  246, 0, 5, 442653, 16882.14, 1, 85.65, 0: 6; 1: 62; 2: 35; 3: 18; 4: 10; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 540,  6,  9,  247, 0, 5, 427869, 16882.14, 1, 85.65, 0: 6; 1: 56; 2: 45; 3: 14; 4: 11; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 146,  8,  7,  247, 0, 5, 442666, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 39; 3: 14; 4: 13; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 200,  4, 14,  247, 0, 5, 442586, 16882.14, 1, 85.65, 0: 6; 1: 61; 2: 39; 3: 14; 4: 9; 5: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 902,  4, 14,  247, 0, 5, 442714, 16882.14, 1, 85.65, 0: 6; 1: 61; 2: 34; 3: 22; 4: 8; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 392,  7,  8,  247, 0, 5, 442655, 16882.14, 1, 85.65, 0: 6; 1: 63; 2: 36; 3: 12; 4: 14; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 438,  4, 14,  247, 0, 5, 442677, 16882.14, 1, 85.65, 0: 6; 1: 55; 2: 44; 3: 19; 4: 8; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 439,  5, 13,  247, 0, 5, 499166, 16882.14, 1, 85.65, 0: 6; 1: 54; 2: 49; 3: 12; 4: 11; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 623,  4, 14,  247, 0, 5, 442600, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 34; 3: 22; 4: 12; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 672,  6,  9,  248, 0, 5, 427869, 16882.14, 1, 85.65, 0: 6; 1: 53; 2: 47; 3: 19; 4: 6; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 344,  5, 11,  248, 0, 5, 434800, 16882.14, 1, 85.65, 0: 6; 1: 53; 2: 49; 3: 14; 4: 10; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 881,  5, 13,  248, 0, 5, 499577, 16882.14, 0, 85.65, 0: 6; 1: 57; 2: 43; 3: 14; 4: 12; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 508,  5, 11,  248, 0, 5, 434810, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 37; 3: 18; 4: 10; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 916,  8,  7,  248, 0, 5, 442651, 16882.14, 1, 85.65, 0: 6; 1: 50; 2: 51; 3: 19; 4: 6; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 383,  5, 11,  248, 0, 5, 435005, 16882.14, 0, 85.65, 0: 6; 1: 52; 2: 47; 3: 19; 4: 10; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 734,  5, 11,  248, 0, 5, 434831, 16882.14, 1, 85.65, 0: 6; 1: 58; 2: 41; 3: 17; 4: 8; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 285,  8,  7,  248, 0, 5, 442692, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 35; 3: 20; 4: 12; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 705,  8,  7,  248, 0, 5, 442668, 16882.14, 1, 85.65, 0: 6; 1: 61; 2: 36; 3: 16; 4: 13; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 173,  8,  7,  248, 0, 5, 442660, 16882.14, 1, 85.65, 0: 6; 1: 59; 2: 41; 3: 13; 4: 12; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 412,  5, 11,  249, 0, 5, 434816, 16882.14, 1, 85.65, 0: 6; 1: 57; 2: 42; 3: 16; 4: 10; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 492,  5, 11,  249, 0, 5, 434824, 16882.14, 1, 85.65, 0: 6; 1: 56; 2: 48; 3: 9; 4: 10; 5: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  58,  5, 11,  249, 0, 5, 434815, 16882.14, 0, 85.65, 0: 6; 1: 53; 2: 46; 3: 18; 4: 10; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 130,  4, 14,  249, 0, 5, 442681, 16882.14, 1, 85.65, 0: 6; 1: 57; 2: 39; 3: 20; 4: 11; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 817,  6,  9,  249, 0, 5, 427869, 16882.14, 1, 85.65, 0: 6; 1: 59; 2: 38; 3: 18; 4: 10; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  41,  5, 13,  249, 0, 5, 499558, 16882.14, 1, 85.65, 0: 6; 1: 58; 2: 39; 3: 18; 4: 11; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 627,  4, 14,  249, 0, 5, 442651, 16882.14, 1, 85.65, 0: 6; 1: 58; 2: 38; 3: 21; 4: 8; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 104,  5, 13,  249, 0, 5, 499552, 16882.14, 1, 85.65, 0: 6; 1: 58; 2: 39; 3: 19; 4: 9; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 312,  5, 11,  249, 0, 5, 434792, 16882.14, 1, 85.65, 0: 6; 1: 49; 2: 58; 3: 9; 4: 8; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 372,  8,  7,  249, 0, 5, 442681, 16882.14, 1, 85.65, 0: 6; 1: 56; 2: 45; 3: 13; 4: 11; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  99,  8,  7,  250, 0, 5, 442646, 16882.14, 1, 85.65, 0: 6; 1: 53; 2: 46; 3: 18; 4: 9; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 440,  6,  9,  250, 0, 5, 427869, 16882.14, 1, 85.65, 0: 6; 1: 56; 2: 42; 3: 18; 4: 9; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 493,  6,  9,  250, 0, 5, 427869, 16882.14, 1, 85.65, 0: 6; 1: 61; 2: 37; 3: 14; 4: 12; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 781,  4, 14,  250, 0, 5, 442662, 16882.14, 1, 85.65, 0: 6; 1: 59; 2: 37; 3: 19; 4: 10; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 184,  6,  9,  250, 0, 5, 427869, 16882.14, 1, 85.65, 0: 6; 1: 56; 2: 44; 3: 16; 4: 7; 5: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 230,  6,  9,  250, 0, 5, 427869, 16882.14, 1, 85.65, 0: 6; 1: 58; 2: 39; 3: 17; 4: 12; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 403,  8,  7,  250, 0, 5, 442646, 16882.14, 1, 85.65, 0: 6; 1: 61; 2: 39; 3: 10; 4: 14; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 313,  5, 11,  251, 0, 5, 434799, 16882.14, 1, 85.65, 0: 6; 1: 53; 2: 46; 3: 17; 4: 10; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 800,  6,  9,  251, 0, 5, 427869, 16882.14, 1, 85.65, 0: 6; 1: 59; 2: 41; 3: 11; 4: 13; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 629,  5, 11,  251, 0, 5, 434841, 16882.14, 1, 85.65, 0: 6; 1: 57; 2: 40; 3: 17; 4: 12; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 362,  5, 13,  252, 0, 5, 499518, 16882.14, 1, 85.65, 0: 6; 1: 49; 2: 53; 3: 16; 4: 6; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  78,  6,  9,  252, 0, 5, 427869, 16882.14, 1, 85.65, 0: 6; 1: 54; 2: 43; 3: 18; 4: 12; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 732,  5, 13,  252, 0, 5, 499423, 16882.14, 1, 85.65, 0: 6; 1: 59; 2: 41; 3: 11; 4: 12; 5: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  55,  8,  7,  252, 0, 5, 442845, 16882.14, 1, 85.65, 0: 6; 1: 56; 2: 42; 3: 17; 4: 9; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 323,  5, 13,  252, 0, 5, 499449, 16882.14, 0, 85.65, 0: 6; 1: 53; 2: 43; 3: 20; 4: 12; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 185,  5, 11,  252, 0, 5, 434829, 16882.14, 1, 85.65, 0: 6; 1: 57; 2: 42; 3: 14; 4: 11; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 645,  6,  9,  253, 0, 5, 427869, 16882.14, 1, 85.65, 0: 6; 1: 53; 2: 48; 3: 11; 4: 14; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 156,  5, 13,  253, 0, 5, 499339, 16882.14, 1, 85.65, 0: 6; 1: 56; 2: 44; 3: 12; 4: 12; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 744,  9,  6,  253, 0, 5, 427869, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 37; 3: 14; 4: 13; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 242,  5, 11,  253, 0, 5, 434818, 16882.14, 1, 85.65, 0: 6; 1: 54; 2: 44; 3: 16; 4: 12; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 806,  6,  9,  253, 0, 5, 427869, 16882.14, 1, 85.65, 0: 6; 1: 57; 2: 38; 3: 19; 4: 12; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 903,  6,  9,  253, 0, 5, 427869, 16882.14, 1, 85.65, 0: 6; 1: 51; 2: 47; 3: 19; 4: 9; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 212,  5, 11,  253, 0, 5, 434847, 16882.14, 1, 85.65, 0: 6; 1: 55; 2: 44; 3: 15; 4: 10; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 411,  6,  9,  254, 0, 5, 427869, 16882.14, 1, 85.65, 0: 6; 1: 54; 2: 43; 3: 17; 4: 12; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 463,  5, 11,  254, 0, 5, 434753, 16882.14, 0, 85.65, 0: 6; 1: 59; 2: 32; 3: 25; 4: 9; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 901,  5, 11,  254, 0, 5, 434829, 16882.14, 1, 85.65, 0: 6; 1: 52; 2: 46; 3: 18; 4: 9; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 373,  4, 14,  254, 0, 5, 442621, 16882.14, 1, 85.65, 0: 6; 1: 56; 2: 39; 3: 19; 4: 12; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 536,  5, 13,  255, 0, 5, 499481, 16882.14, 1, 85.65, 0: 6; 1: 53; 2: 45; 3: 15; 4: 13; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 291,  5, 11,  255, 0, 5, 434818, 16882.14, 1, 85.65, 0: 6; 1: 55; 2: 44; 3: 14; 4: 10; 5: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 248,  4, 14,  255, 0, 5, 442655, 16882.14, 1, 85.65, 0: 6; 1: 56; 2: 38; 3: 20; 4: 12; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 382,  4, 14,  255, 0, 5, 442608, 16882.14, 1, 85.65, 0: 6; 1: 51; 2: 47; 3: 20; 4: 5; 5: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 871,  6,  9,  255, 0, 5, 427869, 16882.14, 1, 85.65, 0: 6; 1: 56; 2: 43; 3: 12; 4: 13; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 449,  6,  9,  255, 0, 5, 427869, 16882.14, 1, 85.65, 0: 6; 1: 58; 2: 37; 3: 17; 4: 13; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 350,  6,  9,  255, 0, 5, 427869, 16882.14, 1, 85.65, 0: 6; 1: 56; 2: 38; 3: 20; 4: 12; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 193,  5, 12,  255, 0, 5, 470395, 16882.14, 1, 85.65, 0: 6; 1: 58; 2: 38; 3: 16; 4: 12; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 923,  5, 13,  255, 0, 5, 499389, 16882.14, 1, 85.65, 0: 6; 1: 51; 2: 46; 3: 19; 4: 10; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 316,  5, 11,  256, 0, 5, 434821, 16882.14, 1, 85.65, 0: 6; 1: 57; 2: 39; 3: 15; 4: 14; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 829,  6,  9,  256, 0, 5, 427869, 16882.14, 0, 85.65, 0: 6; 1: 52; 2: 44; 3: 18; 4: 13; 5: 2; 
