Seed 1656949570
ARCH 1|F_ID 2|LIMIT 4
before: 
3(148)
Melhor resultado nxn: EGFR_&_ErbB_Signaling, 775, 12,  9,  336, 1, 3, 865794, 26664.03, 0, 0.00, 1: 133; 2: 79; 3: 15; 
EGFR_&_ErbB_Signaling, 621,  6, 20,  384, 1, 5, 947613, 26664.03, 1, 159.63, 1: 132; 2: 55; 3: 22; 4: 14; 5: 4; 
EGFR_&_ErbB_Signaling, 807, 12,  9,  385, 1, 5, 865739, 26664.03, 1, 159.63, 1: 125; 2: 71; 3: 13; 4: 11; 5: 7; 
EGFR_&_ErbB_Signaling, 912, 11, 10,  385, 1, 5, 879042, 26664.03, 1, 159.63, 1: 127; 2: 66; 3: 17; 4: 10; 5: 7; 
EGFR_&_ErbB_Signaling, 849,  7, 15,  385, 1, 5, 840840, 26664.03, 1, 159.63, 1: 126; 2: 63; 3: 23; 4: 11; 5: 4; 
EGFR_&_ErbB_Signaling,   4,  6, 20,  385, 1, 5, 947588, 26664.03, 1, 159.63, 1: 128; 2: 65; 3: 14; 4: 15; 5: 5; 
EGFR_&_ErbB_Signaling, 370,  6, 19,  385, 1, 5, 908302, 26664.03, 1, 159.63, 1: 128; 2: 60; 3: 24; 4: 10; 5: 5; 
EGFR_&_ErbB_Signaling, 462, 12,  9,  385, 1, 5, 865766, 26664.03, 1, 159.63, 1: 127; 2: 65; 3: 16; 4: 15; 5: 4; 
EGFR_&_ErbB_Signaling, 284,  7, 17,  385, 1, 5, 940507, 26664.03, 1, 159.63, 1: 126; 2: 65; 3: 21; 4: 9; 5: 6; 
EGFR_&_ErbB_Signaling, 316,  7, 17,  385, 1, 5, 940605, 26664.03, 1, 159.63, 1: 133; 2: 56; 3: 18; 4: 14; 5: 6; 
EGFR_&_ErbB_Signaling, 645,  7, 15,  385, 1, 5, 840840, 26664.03, 1, 159.63, 1: 127; 2: 62; 3: 24; 4: 8; 5: 6; 
EGFR_&_ErbB_Signaling, 377,  7, 15,  385, 1, 5, 840840, 26664.03, 1, 159.63, 1: 128; 2: 61; 3: 21; 4: 13; 5: 4; 
EGFR_&_ErbB_Signaling, 883,  7, 16,  385, 1, 5, 891164, 26664.03, 1, 159.63, 1: 126; 2: 67; 3: 16; 4: 13; 5: 5; 
EGFR_&_ErbB_Signaling, 197,  6, 18,  385, 1, 5, 865763, 26664.03, 1, 159.63, 1: 128; 2: 64; 3: 16; 4: 14; 5: 5; 
EGFR_&_ErbB_Signaling, 157,  8, 13,  385, 1, 5, 830180, 26664.03, 1, 159.63, 1: 124; 2: 69; 3: 17; 4: 13; 5: 4; 
EGFR_&_ErbB_Signaling, 604,  8, 13,  385, 1, 5, 830180, 26664.03, 1, 159.63, 1: 122; 2: 71; 3: 19; 4: 11; 5: 4; 
EGFR_&_ErbB_Signaling, 891, 12,  9,  385, 1, 5, 865774, 26664.03, 1, 159.63, 1: 129; 2: 60; 3: 21; 4: 12; 5: 5; 
EGFR_&_ErbB_Signaling, 434,  7, 16,  385, 1, 5, 891066, 26664.03, 1, 159.63, 1: 127; 2: 66; 3: 16; 4: 12; 5: 6; 
EGFR_&_ErbB_Signaling, 345,  8, 13,  385, 1, 5, 830180, 26664.03, 1, 159.63, 1: 131; 2: 55; 3: 25; 4: 11; 5: 5; 
EGFR_&_ErbB_Signaling,  79,  8, 14,  385, 1, 5, 891134, 26664.03, 1, 159.63, 1: 128; 2: 61; 3: 22; 4: 11; 5: 5; 
EGFR_&_ErbB_Signaling, 230,  6, 18,  386, 1, 5, 865755, 26664.03, 1, 159.63, 1: 122; 2: 74; 3: 15; 4: 9; 5: 7; 
EGFR_&_ErbB_Signaling, 181, 11, 10,  386, 1, 5, 879094, 26664.03, 1, 159.63, 1: 133; 2: 56; 3: 18; 4: 13; 5: 7; 
EGFR_&_ErbB_Signaling, 507,  7, 16,  386, 1, 5, 891272, 26664.03, 1, 159.63, 1: 126; 2: 66; 3: 17; 4: 13; 5: 5; 
EGFR_&_ErbB_Signaling, 478,  7, 17,  386, 1, 5, 940769, 26664.03, 1, 159.63, 1: 129; 2: 58; 3: 24; 4: 11; 5: 5; 
EGFR_&_ErbB_Signaling, 983,  8, 14,  386, 1, 5, 891091, 26664.03, 1, 159.63, 1: 128; 2: 61; 3: 21; 4: 12; 5: 5; 
EGFR_&_ErbB_Signaling, 783, 12,  9,  386, 1, 5, 865782, 26664.03, 1, 159.63, 1: 129; 2: 61; 3: 19; 4: 12; 5: 6; 
EGFR_&_ErbB_Signaling, 262, 12,  9,  386, 1, 5, 865779, 26664.03, 1, 159.63, 1: 136; 2: 55; 3: 12; 4: 16; 5: 8; 
EGFR_&_ErbB_Signaling,   2, 11, 10,  386, 1, 5, 878954, 26664.03, 1, 159.63, 1: 129; 2: 59; 3: 21; 4: 14; 5: 4; 
EGFR_&_ErbB_Signaling, 982,  6, 19,  386, 1, 5, 908253, 26664.03, 1, 159.63, 1: 129; 2: 61; 3: 18; 4: 14; 5: 5; 
EGFR_&_ErbB_Signaling, 440,  9, 12,  386, 1, 5, 865806, 26664.03, 1, 159.63, 1: 128; 2: 57; 3: 28; 4: 10; 5: 4; 
EGFR_&_ErbB_Signaling, 844,  6, 19,  386, 1, 5, 908026, 26664.03, 1, 159.63, 1: 127; 2: 62; 3: 21; 4: 13; 5: 4; 
EGFR_&_ErbB_Signaling, 359,  7, 15,  386, 1, 5, 840840, 26664.03, 1, 159.63, 1: 131; 2: 58; 3: 21; 4: 9; 5: 8; 
EGFR_&_ErbB_Signaling, 274,  6, 19,  386, 1, 5, 908135, 26664.03, 1, 159.63, 1: 130; 2: 60; 3: 15; 4: 19; 5: 3; 
EGFR_&_ErbB_Signaling, 684, 10, 11,  386, 1, 5, 879040, 26664.03, 1, 159.63, 1: 129; 2: 63; 3: 17; 4: 10; 5: 8; 
EGFR_&_ErbB_Signaling, 283, 12,  9,  386, 1, 5, 865777, 26664.03, 1, 159.63, 1: 126; 2: 64; 3: 19; 4: 15; 5: 3; 
EGFR_&_ErbB_Signaling, 542,  7, 15,  386, 1, 5, 840840, 26664.03, 1, 159.63, 1: 125; 2: 65; 3: 22; 4: 10; 5: 5; 
EGFR_&_ErbB_Signaling, 756,  8, 13,  386, 1, 5, 830180, 26664.03, 1, 159.63, 1: 125; 2: 63; 3: 24; 4: 12; 5: 3; 
EGFR_&_ErbB_Signaling, 787,  8, 14,  386, 1, 5, 891040, 26664.03, 1, 159.63, 1: 126; 2: 65; 3: 18; 4: 14; 5: 4; 
EGFR_&_ErbB_Signaling, 376,  8, 13,  387, 1, 5, 830180, 26664.03, 1, 159.63, 1: 129; 2: 57; 3: 26; 4: 9; 5: 6; 
EGFR_&_ErbB_Signaling, 667,  9, 12,  387, 1, 5, 865860, 26664.03, 1, 159.63, 1: 128; 2: 63; 3: 17; 4: 13; 5: 6; 
EGFR_&_ErbB_Signaling,  14, 10, 11,  387, 1, 5, 879097, 26664.03, 1, 159.63, 1: 127; 2: 63; 3: 18; 4: 15; 5: 4; 
EGFR_&_ErbB_Signaling, 855,  6, 20,  387, 1, 5, 947787, 26664.03, 1, 159.63, 1: 122; 2: 72; 3: 17; 4: 10; 5: 6; 
EGFR_&_ErbB_Signaling, 256,  7, 16,  387, 1, 5, 891006, 26664.03, 1, 159.63, 1: 125; 2: 67; 3: 18; 4: 11; 5: 6; 
EGFR_&_ErbB_Signaling, 675,  9, 12,  387, 1, 5, 865755, 26664.03, 1, 159.63, 1: 129; 2: 60; 3: 18; 4: 16; 5: 4; 
EGFR_&_ErbB_Signaling, 264,  6, 18,  387, 1, 5, 865770, 26664.03, 1, 159.63, 1: 122; 2: 67; 3: 24; 4: 11; 5: 3; 
EGFR_&_ErbB_Signaling, 266,  7, 17,  387, 1, 5, 940764, 26664.03, 1, 159.63, 1: 126; 2: 68; 3: 15; 4: 10; 5: 8; 
EGFR_&_ErbB_Signaling, 589,  6, 20,  387, 1, 5, 947729, 26664.03, 1, 159.63, 1: 127; 2: 65; 3: 16; 4: 13; 5: 6; 
EGFR_&_ErbB_Signaling, 976, 11, 10,  387, 1, 5, 879107, 26664.03, 1, 159.63, 1: 125; 2: 63; 3: 24; 4: 11; 5: 4; 
EGFR_&_ErbB_Signaling, 709,  7, 15,  387, 1, 5, 840840, 26664.03, 1, 159.63, 1: 123; 2: 65; 3: 25; 4: 11; 5: 3; 
EGFR_&_ErbB_Signaling, 763,  6, 19,  387, 1, 5, 908436, 26664.03, 1, 159.63, 1: 130; 2: 58; 3: 22; 4: 10; 5: 7; 
EGFR_&_ErbB_Signaling, 397,  6, 18,  387, 1, 5, 865735, 26664.03, 1, 159.63, 1: 127; 2: 63; 3: 19; 4: 13; 5: 5; 
EGFR_&_ErbB_Signaling, 418,  7, 17,  387, 1, 5, 940596, 26664.03, 1, 159.63, 1: 134; 2: 52; 3: 19; 4: 18; 5: 4; 
EGFR_&_ErbB_Signaling, 231, 11, 10,  387, 1, 5, 879008, 26664.03, 1, 159.63, 1: 125; 2: 71; 3: 9; 4: 17; 5: 5; 
EGFR_&_ErbB_Signaling, 505,  6, 20,  387, 1, 5, 947373, 26664.03, 1, 159.63, 1: 128; 2: 65; 3: 13; 4: 15; 5: 6; 
EGFR_&_ErbB_Signaling, 949,  6, 19,  387, 1, 5, 908077, 26664.03, 1, 159.63, 1: 127; 2: 63; 3: 19; 4: 13; 5: 5; 
EGFR_&_ErbB_Signaling, 167,  7, 17,  387, 1, 5, 940582, 26664.03, 1, 159.63, 1: 128; 2: 62; 3: 18; 4: 14; 5: 5; 
EGFR_&_ErbB_Signaling, 612, 10, 11,  388, 1, 5, 879025, 26664.03, 1, 159.63, 1: 129; 2: 62; 3: 16; 4: 13; 5: 7; 
EGFR_&_ErbB_Signaling,  30,  7, 17,  388, 1, 5, 940157, 26664.03, 1, 159.63, 1: 126; 2: 65; 3: 18; 4: 12; 5: 6; 
EGFR_&_ErbB_Signaling, 403, 11, 10,  388, 1, 5, 879065, 26664.03, 1, 159.63, 1: 128; 2: 61; 3: 21; 4: 10; 5: 7; 
EGFR_&_ErbB_Signaling, 978,  8, 13,  388, 1, 5, 830180, 26664.03, 1, 159.63, 1: 122; 2: 70; 3: 19; 4: 11; 5: 5; 
EGFR_&_ErbB_Signaling, 671, 12,  9,  388, 1, 5, 865825, 26664.03, 1, 159.63, 1: 126; 2: 64; 3: 19; 4: 13; 5: 5; 
EGFR_&_ErbB_Signaling, 946,  9, 12,  388, 1, 5, 865787, 26664.03, 1, 159.63, 1: 126; 2: 64; 3: 21; 4: 9; 5: 7; 
EGFR_&_ErbB_Signaling, 785,  6, 20,  388, 1, 5, 947728, 26664.03, 1, 159.63, 1: 129; 2: 62; 3: 15; 4: 15; 5: 6; 
EGFR_&_ErbB_Signaling,  41, 11, 10,  388, 1, 5, 878951, 26664.03, 1, 159.63, 1: 126; 2: 63; 3: 21; 4: 12; 5: 5; 
EGFR_&_ErbB_Signaling,  92,  6, 18,  388, 1, 5, 865816, 26664.03, 1, 159.63, 1: 125; 2: 64; 3: 22; 4: 11; 5: 5; 
EGFR_&_ErbB_Signaling, 955,  8, 13,  388, 1, 5, 830180, 26664.03, 1, 159.63, 1: 126; 2: 65; 3: 17; 4: 14; 5: 5; 
EGFR_&_ErbB_Signaling,  62,  7, 16,  388, 1, 5, 891096, 26664.03, 1, 159.63, 1: 128; 2: 61; 3: 21; 4: 10; 5: 7; 
EGFR_&_ErbB_Signaling, 871, 12,  9,  388, 1, 5, 865773, 26664.03, 1, 159.63, 1: 131; 2: 58; 3: 18; 4: 13; 5: 7; 
EGFR_&_ErbB_Signaling, 254, 10, 11,  388, 1, 5, 879019, 26664.03, 1, 159.63, 1: 129; 2: 61; 3: 18; 4: 12; 5: 7; 
EGFR_&_ErbB_Signaling,   6, 12,  9,  388, 1, 5, 865755, 26664.03, 1, 159.63, 1: 127; 2: 64; 3: 17; 4: 13; 5: 6; 
EGFR_&_ErbB_Signaling, 682,  9, 12,  388, 1, 5, 865797, 26664.03, 1, 159.63, 1: 132; 2: 57; 3: 15; 4: 18; 5: 5; 
EGFR_&_ErbB_Signaling, 218,  7, 17,  389, 1, 5, 940333, 26664.03, 1, 159.63, 1: 126; 2: 65; 3: 18; 4: 11; 5: 7; 
EGFR_&_ErbB_Signaling, 559,  6, 19,  389, 1, 5, 908257, 26664.03, 1, 159.63, 1: 125; 2: 66; 3: 20; 4: 8; 5: 8; 
EGFR_&_ErbB_Signaling, 404,  8, 13,  389, 1, 5, 830180, 26664.03, 1, 159.63, 1: 128; 2: 62; 3: 17; 4: 14; 5: 6; 
EGFR_&_ErbB_Signaling, 159,  7, 15,  389, 1, 5, 840840, 26664.03, 1, 159.63, 1: 130; 2: 57; 3: 24; 4: 7; 5: 9; 
EGFR_&_ErbB_Signaling, 648,  7, 17,  389, 1, 5, 940464, 26664.03, 1, 159.63, 1: 126; 2: 63; 3: 20; 4: 13; 5: 5; 
EGFR_&_ErbB_Signaling, 624, 12,  9,  389, 1, 5, 865736, 26664.03, 1, 159.63, 1: 127; 2: 63; 3: 18; 4: 13; 5: 6; 
EGFR_&_ErbB_Signaling, 986,  6, 18,  389, 1, 5, 865822, 26664.03, 1, 159.63, 1: 125; 2: 61; 3: 26; 4: 11; 5: 4; 
EGFR_&_ErbB_Signaling, 175, 11, 10,  389, 1, 5, 878814, 26664.03, 1, 159.63, 1: 126; 2: 63; 3: 21; 4: 11; 5: 6; 
EGFR_&_ErbB_Signaling, 147,  7, 17,  389, 1, 5, 940546, 26664.03, 1, 159.63, 1: 124; 2: 67; 3: 19; 4: 11; 5: 6; 
EGFR_&_ErbB_Signaling, 882,  6, 19,  389, 1, 5, 907878, 26664.03, 1, 159.63, 1: 121; 2: 70; 3: 21; 4: 10; 5: 5; 
EGFR_&_ErbB_Signaling, 119,  7, 16,  389, 1, 5, 891042, 26664.03, 1, 159.63, 1: 128; 2: 59; 3: 21; 4: 15; 5: 4; 
EGFR_&_ErbB_Signaling, 852,  7, 15,  389, 1, 5, 840840, 26664.03, 1, 159.63, 1: 124; 2: 68; 3: 18; 4: 10; 5: 7; 
EGFR_&_ErbB_Signaling,  64,  7, 16,  389, 1, 5, 891032, 26664.03, 1, 159.63, 1: 131; 2: 57; 3: 19; 4: 13; 5: 7; 
EGFR_&_ErbB_Signaling, 207,  7, 15,  389, 1, 5, 840840, 26664.03, 1, 159.63, 1: 127; 2: 61; 3: 23; 4: 9; 5: 7; 
EGFR_&_ErbB_Signaling, 827,  9, 12,  390, 1, 5, 865809, 26664.03, 1, 159.63, 1: 129; 2: 58; 3: 21; 4: 13; 5: 6; 
EGFR_&_ErbB_Signaling,  70,  7, 16,  390, 1, 5, 890873, 26664.03, 1, 159.63, 1: 130; 2: 57; 3: 21; 4: 12; 5: 7; 
EGFR_&_ErbB_Signaling, 118,  7, 17,  390, 1, 5, 940250, 26664.03, 1, 159.63, 1: 132; 2: 55; 3: 19; 4: 14; 5: 7; 
EGFR_&_ErbB_Signaling, 805, 10, 11,  390, 1, 5, 879000, 26664.03, 1, 159.63, 1: 125; 2: 65; 3: 17; 4: 16; 5: 4; 
EGFR_&_ErbB_Signaling, 898,  9, 12,  390, 1, 5, 865769, 26664.03, 1, 159.63, 1: 127; 2: 61; 3: 23; 4: 8; 5: 8; 
EGFR_&_ErbB_Signaling, 348,  7, 17,  390, 1, 5, 940519, 26664.03, 1, 159.63, 1: 130; 2: 60; 3: 14; 4: 17; 5: 6; 
EGFR_&_ErbB_Signaling, 239,  6, 18,  390, 1, 5, 865872, 26664.03, 1, 159.63, 1: 127; 2: 62; 3: 18; 4: 15; 5: 5; 
EGFR_&_ErbB_Signaling, 313, 10, 11,  390, 1, 5, 879070, 26664.03, 1, 159.63, 1: 130; 2: 60; 3: 15; 4: 15; 5: 7; 
EGFR_&_ErbB_Signaling, 511, 10, 11,  390, 1, 5, 878957, 26664.03, 1, 159.63, 1: 122; 2: 70; 3: 17; 4: 13; 5: 5; 
EGFR_&_ErbB_Signaling, 865,  8, 13,  390, 1, 5, 830180, 26664.03, 1, 159.63, 1: 127; 2: 64; 3: 15; 4: 15; 5: 6; 
EGFR_&_ErbB_Signaling, 275,  7, 15,  390, 1, 5, 840840, 26664.03, 1, 159.63, 1: 125; 2: 62; 3: 25; 4: 9; 5: 6; 
EGFR_&_ErbB_Signaling, 214, 10, 11,  390, 1, 5, 879077, 26664.03, 1, 159.63, 1: 125; 2: 66; 3: 14; 4: 19; 5: 3; 
EGFR_&_ErbB_Signaling, 966, 11, 10,  390, 1, 5, 879024, 26664.03, 1, 159.63, 1: 124; 2: 67; 3: 17; 4: 14; 5: 5; 
EGFR_&_ErbB_Signaling, 502, 11, 10,  390, 1, 5, 879058, 26664.03, 1, 159.63, 1: 123; 2: 72; 3: 12; 4: 13; 5: 7; 
EGFR_&_ErbB_Signaling, 282,  6, 20,  391, 1, 5, 947507, 26664.03, 1, 159.63, 1: 126; 2: 58; 3: 27; 4: 12; 5: 4; 
EGFR_&_ErbB_Signaling, 862,  7, 16,  391, 1, 5, 890816, 26664.03, 1, 159.63, 1: 125; 2: 68; 3: 14; 4: 12; 5: 8; 
EGFR_&_ErbB_Signaling, 553, 11, 10,  391, 1, 5, 879004, 26664.03, 1, 159.63, 1: 129; 2: 58; 3: 20; 4: 14; 5: 6; 
EGFR_&_ErbB_Signaling, 812, 11, 10,  391, 1, 5, 878979, 26664.03, 1, 159.63, 1: 128; 2: 59; 3: 21; 4: 13; 5: 6; 
EGFR_&_ErbB_Signaling, 527, 12,  9,  391, 1, 5, 865768, 26664.03, 1, 159.63, 1: 127; 2: 63; 3: 17; 4: 13; 5: 7; 
EGFR_&_ErbB_Signaling, 390, 12,  9,  391, 1, 5, 865768, 26664.03, 1, 159.63, 1: 123; 2: 68; 3: 18; 4: 12; 5: 6; 
EGFR_&_ErbB_Signaling, 962,  9, 12,  391, 1, 5, 865826, 26664.03, 1, 159.63, 1: 127; 2: 65; 3: 13; 4: 15; 5: 7; 
EGFR_&_ErbB_Signaling, 303,  8, 14,  391, 1, 5, 891005, 26664.03, 1, 159.63, 1: 129; 2: 60; 3: 17; 4: 14; 5: 7; 
EGFR_&_ErbB_Signaling, 744,  9, 12,  391, 1, 5, 865787, 26664.03, 1, 159.63, 1: 131; 2: 55; 3: 20; 4: 15; 5: 6; 
EGFR_&_ErbB_Signaling, 876, 10, 11,  391, 1, 5, 879148, 26664.03, 1, 159.63, 1: 120; 2: 75; 3: 13; 4: 13; 5: 6; 
EGFR_&_ErbB_Signaling, 187,  6, 20,  391, 1, 5, 947854, 26664.03, 1, 159.63, 1: 124; 2: 67; 3: 18; 4: 11; 5: 7; 
EGFR_&_ErbB_Signaling, 896,  8, 14,  392, 1, 5, 891192, 26664.03, 1, 159.63, 1: 126; 2: 62; 3: 21; 4: 11; 5: 7; 
EGFR_&_ErbB_Signaling, 900,  7, 17,  392, 1, 5, 940748, 26664.03, 1, 159.63, 1: 124; 2: 65; 3: 20; 4: 12; 5: 6; 
EGFR_&_ErbB_Signaling, 724,  6, 19,  392, 1, 5, 908134, 26664.03, 1, 159.63, 1: 127; 2: 56; 3: 26; 4: 15; 5: 3; 
EGFR_&_ErbB_Signaling, 396,  6, 18,  392, 1, 5, 865836, 26664.03, 1, 159.63, 1: 121; 2: 71; 3: 15; 4: 16; 5: 4; 
EGFR_&_ErbB_Signaling, 220,  7, 17,  392, 1, 5, 940499, 26664.03, 1, 159.63, 1: 127; 2: 60; 3: 21; 4: 13; 5: 6; 
EGFR_&_ErbB_Signaling, 458,  6, 19,  392, 1, 5, 908329, 26664.03, 1, 159.63, 1: 124; 2: 63; 3: 20; 4: 18; 5: 2; 
EGFR_&_ErbB_Signaling, 302,  6, 18,  392, 1, 5, 865873, 26664.03, 1, 159.63, 1: 127; 2: 59; 3: 21; 4: 16; 5: 4; 
EGFR_&_ErbB_Signaling, 395,  7, 16,  392, 1, 5, 890842, 26664.03, 1, 159.63, 1: 127; 2: 62; 3: 17; 4: 15; 5: 6; 
EGFR_&_ErbB_Signaling, 924,  6, 18,  392, 1, 5, 865791, 26664.03, 1, 159.63, 1: 124; 2: 66; 3: 17; 4: 15; 5: 5; 
EGFR_&_ErbB_Signaling, 824,  8, 14,  392, 1, 5, 891163, 26664.03, 1, 159.63, 1: 127; 2: 61; 3: 18; 4: 16; 5: 5; 
EGFR_&_ErbB_Signaling, 971,  6, 19,  393, 1, 5, 908204, 26664.03, 1, 159.63, 1: 123; 2: 66; 3: 21; 4: 10; 5: 7; 
EGFR_&_ErbB_Signaling, 935,  8, 14,  393, 1, 5, 891028, 26664.03, 1, 159.63, 1: 122; 2: 65; 3: 22; 4: 15; 5: 3; 
EGFR_&_ErbB_Signaling, 662,  6, 20,  393, 1, 5, 947464, 26664.03, 1, 159.63, 1: 122; 2: 67; 3: 21; 4: 11; 5: 6; 
EGFR_&_ErbB_Signaling,  45,  7, 16,  393, 1, 5, 891034, 26664.03, 1, 159.63, 1: 120; 2: 71; 3: 19; 4: 11; 5: 6; 
EGFR_&_ErbB_Signaling, 779,  6, 20,  393, 1, 5, 947637, 26664.03, 1, 159.63, 1: 128; 2: 60; 3: 19; 4: 12; 5: 8; 
EGFR_&_ErbB_Signaling, 173,  6, 19,  393, 1, 5, 908191, 26664.03, 1, 159.63, 1: 126; 2: 60; 3: 23; 4: 12; 5: 6; 
EGFR_&_ErbB_Signaling, 732, 11, 10,  393, 1, 5, 879078, 26664.03, 1, 159.63, 1: 129; 2: 59; 3: 17; 4: 15; 5: 7; 
EGFR_&_ErbB_Signaling, 430,  7, 15,  393, 1, 5, 840840, 26664.03, 1, 159.63, 1: 130; 2: 57; 3: 19; 4: 13; 5: 8; 
EGFR_&_ErbB_Signaling, 922,  7, 15,  393, 1, 5, 840840, 26664.03, 1, 159.63, 1: 125; 2: 63; 3: 18; 4: 17; 5: 4; 
EGFR_&_ErbB_Signaling,  44,  7, 15,  394, 1, 5, 840840, 26664.03, 1, 159.63, 1: 126; 2: 65; 3: 14; 4: 14; 5: 8; 
EGFR_&_ErbB_Signaling, 850,  9, 12,  394, 1, 5, 865709, 26664.03, 1, 159.63, 1: 127; 2: 57; 3: 25; 4: 12; 5: 6; 
EGFR_&_ErbB_Signaling, 318,  7, 17,  394, 1, 5, 940495, 26664.03, 1, 159.63, 1: 127; 2: 57; 3: 25; 4: 12; 5: 6; 
EGFR_&_ErbB_Signaling, 603,  9, 12,  394, 1, 5, 865776, 26664.03, 1, 159.63, 1: 127; 2: 63; 3: 15; 4: 14; 5: 8; 
EGFR_&_ErbB_Signaling, 616,  6, 18,  395, 1, 5, 865822, 26664.03, 1, 159.63, 1: 125; 2: 59; 3: 27; 4: 9; 5: 7; 
EGFR_&_ErbB_Signaling, 460,  6, 19,  395, 1, 5, 908303, 26664.03, 1, 159.63, 1: 129; 2: 57; 3: 21; 4: 11; 5: 9; 
EGFR_&_ErbB_Signaling, 681,  7, 17,  395, 1, 5, 940746, 26664.03, 1, 159.63, 1: 122; 2: 66; 3: 20; 4: 14; 5: 5; 
EGFR_&_ErbB_Signaling, 535,  7, 15,  395, 1, 5, 840840, 26664.03, 1, 159.63, 1: 124; 2: 64; 3: 20; 4: 12; 5: 7; 
EGFR_&_ErbB_Signaling, 549, 10, 11,  395, 1, 5, 879049, 26664.03, 1, 159.63, 1: 126; 2: 60; 3: 20; 4: 16; 5: 5; 
EGFR_&_ErbB_Signaling, 133, 12,  9,  395, 1, 5, 865770, 26664.03, 1, 159.63, 1: 123; 2: 70; 3: 11; 4: 16; 5: 7; 
EGFR_&_ErbB_Signaling,  23,  6, 19,  395, 1, 5, 908297, 26664.03, 1, 159.63, 1: 126; 2: 58; 3: 25; 4: 12; 5: 6; 
EGFR_&_ErbB_Signaling, 910, 12,  9,  395, 1, 5, 865779, 26664.03, 0, 159.63, 1: 127; 2: 62; 3: 17; 4: 12; 5: 9; 
EGFR_&_ErbB_Signaling,  77,  7, 15,  395, 1, 5, 840840, 26664.03, 1, 159.63, 1: 124; 2: 65; 3: 18; 4: 13; 5: 7; 
EGFR_&_ErbB_Signaling, 944,  6, 18,  395, 1, 5, 865839, 26664.03, 1, 159.63, 1: 123; 2: 62; 3: 25; 4: 12; 5: 5; 
EGFR_&_ErbB_Signaling, 964,  7, 15,  395, 1, 5, 840840, 26664.03, 1, 159.63, 1: 122; 2: 68; 3: 20; 4: 8; 5: 9; 
EGFR_&_ErbB_Signaling, 172,  8, 13,  395, 1, 5, 830180, 26664.03, 1, 159.63, 1: 121; 2: 71; 3: 14; 4: 15; 5: 6; 
EGFR_&_ErbB_Signaling, 381,  8, 14,  396, 1, 5, 891022, 26664.03, 1, 159.63, 1: 127; 2: 62; 3: 16; 4: 13; 5: 9; 
EGFR_&_ErbB_Signaling, 776,  6, 18,  396, 1, 5, 865676, 26664.03, 1, 159.63, 1: 126; 2: 60; 3: 22; 4: 11; 5: 8; 
EGFR_&_ErbB_Signaling, 155, 11, 10,  396, 1, 5, 879047, 26664.03, 1, 159.63, 1: 125; 2: 64; 3: 17; 4: 13; 5: 8; 
EGFR_&_ErbB_Signaling, 104,  6, 19,  396, 1, 5, 908228, 26664.03, 1, 159.63, 1: 118; 2: 69; 3: 25; 4: 10; 5: 5; 
EGFR_&_ErbB_Signaling, 379,  8, 13,  396, 1, 5, 830180, 26664.03, 1, 159.63, 1: 126; 2: 59; 3: 22; 4: 14; 5: 6; 
EGFR_&_ErbB_Signaling, 875,  6, 20,  396, 1, 5, 947620, 26664.03, 1, 159.63, 1: 123; 2: 65; 3: 18; 4: 16; 5: 5; 
EGFR_&_ErbB_Signaling, 609,  7, 15,  396, 1, 5, 840840, 26664.03, 1, 159.63, 1: 128; 2: 56; 3: 25; 4: 9; 5: 9; 
EGFR_&_ErbB_Signaling, 536,  6, 19,  396, 1, 5, 908309, 26664.03, 1, 159.63, 1: 124; 2: 60; 3: 24; 4: 15; 5: 4; 
EGFR_&_ErbB_Signaling, 486,  9, 12,  396, 1, 5, 865783, 26664.03, 1, 159.63, 1: 124; 2: 67; 3: 15; 4: 12; 5: 9; 
EGFR_&_ErbB_Signaling, 915, 10, 11,  396, 1, 5, 878942, 26664.03, 1, 159.63, 1: 120; 2: 74; 3: 10; 4: 17; 5: 6; 
EGFR_&_ErbB_Signaling, 476,  6, 19,  397, 1, 5, 908100, 26664.03, 1, 159.63, 1: 121; 2: 66; 3: 21; 4: 14; 5: 5; 
EGFR_&_ErbB_Signaling, 710,  6, 19,  397, 1, 5, 908171, 26664.03, 1, 159.63, 1: 126; 2: 61; 3: 18; 4: 15; 5: 7; 
EGFR_&_ErbB_Signaling, 154,  7, 15,  397, 1, 5, 840840, 26664.03, 1, 159.63, 1: 124; 2: 60; 3: 24; 4: 14; 5: 5; 
EGFR_&_ErbB_Signaling, 755, 10, 11,  397, 1, 5, 879011, 26664.03, 1, 159.63, 1: 121; 2: 67; 3: 19; 4: 15; 5: 5; 
EGFR_&_ErbB_Signaling, 745,  8, 13,  397, 1, 5, 830180, 26664.03, 1, 159.63, 1: 123; 2: 67; 3: 16; 4: 13; 5: 8; 
EGFR_&_ErbB_Signaling, 120, 12,  9,  397, 1, 5, 865811, 26664.03, 1, 159.63, 1: 126; 2: 62; 3: 15; 4: 18; 5: 6; 
EGFR_&_ErbB_Signaling, 394,  6, 18,  398, 1, 5, 865754, 26664.03, 1, 159.63, 1: 126; 2: 56; 3: 26; 4: 13; 5: 6; 
EGFR_&_ErbB_Signaling, 580,  8, 13,  398, 1, 5, 830180, 26664.03, 1, 159.63, 1: 124; 2: 65; 3: 17; 4: 12; 5: 9; 
EGFR_&_ErbB_Signaling, 631,  7, 16,  398, 1, 5, 890990, 26664.03, 1, 159.63, 1: 125; 2: 61; 3: 20; 4: 14; 5: 7; 
