Seed 1656949570
ARCH 0|F_ID 2|LIMIT 4
before: 
4(300)
Melhor resultado nxn: EGFR_&_ErbB_Signaling,  12,  8, 14,  495, 1, 4, 891073, 27200.04, 161, 0.00, 1: 77; 2: 66; 3: 50; 4: 34; 
EGFR_&_ErbB_Signaling, 700, 10, 11,  603, 1, 9, 879081, 27200.04, 0, 158.22, 1: 59; 2: 58; 3: 44; 4: 48; 5: 10; 6: 4; 7: 3; 9: 1; 
EGFR_&_ErbB_Signaling, 649,  8, 14,  604, 1, 9, 890750, 27200.04, 0, 158.22, 1: 64; 2: 63; 3: 33; 4: 44; 5: 10; 6: 8; 7: 1; 8: 2; 9: 2; 
EGFR_&_ErbB_Signaling, 976, 11, 10,  606, 1, 9, 878981, 27200.04, 0, 158.22, 1: 68; 2: 50; 3: 40; 4: 41; 5: 20; 6: 5; 7: 1; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 288, 12,  9,  607, 1, 9, 865789, 27200.04, 0, 158.22, 1: 56; 2: 58; 3: 43; 4: 51; 5: 16; 6: 1; 7: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 617,  6, 19,  612, 1, 9, 908148, 27200.04, 0, 158.22, 1: 56; 2: 55; 3: 41; 4: 62; 5: 8; 6: 2; 7: 2; 9: 1; 
EGFR_&_ErbB_Signaling, 721, 10, 11,  614, 1, 9, 879056, 27200.04, 0, 158.22, 1: 53; 2: 51; 3: 54; 4: 56; 5: 9; 6: 2; 7: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 590, 11, 10,  617, 1, 9, 879025, 27200.04, 0, 158.22, 1: 52; 2: 60; 3: 39; 4: 61; 5: 11; 6: 1; 7: 2; 9: 1; 
EGFR_&_ErbB_Signaling, 588,  9, 12,  617, 1, 9, 865800, 27200.04, 0, 158.22, 1: 49; 2: 51; 3: 57; 4: 62; 5: 5; 6: 1; 7: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 487, 12,  9,  621, 1, 9, 865792, 27200.04, 0, 158.22, 1: 66; 2: 46; 3: 41; 4: 51; 5: 13; 6: 4; 7: 3; 8: 1; 9: 2; 
EGFR_&_ErbB_Signaling, 124,  9, 12,  622, 1, 9, 865772, 27200.04, 0, 158.22, 1: 59; 2: 50; 3: 36; 4: 63; 5: 15; 6: 2; 7: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 417, 11, 10,  623, 1, 9, 879046, 27200.04, 0, 158.22, 1: 60; 2: 45; 3: 43; 4: 63; 5: 11; 6: 1; 7: 2; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 704,  9, 12,  626, 1, 9, 865775, 27200.04, 0, 158.22, 1: 53; 2: 51; 3: 45; 4: 63; 5: 11; 6: 1; 7: 2; 9: 1; 
EGFR_&_ErbB_Signaling, 518,  9, 12,  627, 1, 9, 865813, 27200.04, 0, 158.22, 1: 51; 2: 52; 3: 51; 4: 57; 5: 12; 6: 1; 7: 1; 9: 2; 
EGFR_&_ErbB_Signaling, 513,  8, 14,  634, 1, 9, 891001, 27200.04, 0, 158.22, 1: 46; 2: 59; 3: 42; 4: 67; 5: 9; 6: 1; 7: 1; 9: 2; 
EGFR_&_ErbB_Signaling, 831, 10, 11,  635, 1, 9, 879035, 27200.04, 0, 158.22, 1: 54; 2: 42; 3: 47; 4: 73; 5: 8; 7: 1; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 148,  8, 13,  636, 1, 9, 830180, 27200.04, 0, 158.22, 1: 54; 2: 43; 3: 47; 4: 68; 5: 11; 6: 2; 7: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 605,  7, 15,  638, 1, 9, 840840, 27200.04, 0, 158.22, 1: 42; 2: 48; 3: 59; 4: 73; 5: 2; 6: 2; 9: 1; 
EGFR_&_ErbB_Signaling, 300, 12,  9,  641, 1, 9, 865796, 27200.04, 0, 158.22, 1: 50; 2: 53; 3: 36; 4: 70; 5: 15; 6: 1; 7: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 574, 10, 11,  644, 1, 9, 879009, 27200.04, 0, 158.22, 1: 64; 2: 41; 3: 35; 4: 66; 5: 11; 6: 2; 7: 5; 9: 3; 
EGFR_&_ErbB_Signaling, 753,  6, 19,  646, 1, 9, 908310, 27200.04, 0, 158.22, 1: 51; 2: 46; 3: 46; 4: 72; 5: 5; 6: 2; 7: 2; 8: 1; 9: 2; 
EGFR_&_ErbB_Signaling, 176,  9, 12,  646, 1, 9, 865812, 27200.04, 0, 158.22, 1: 45; 2: 48; 3: 51; 4: 69; 5: 12; 7: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 821,  7, 16,  647, 1, 9, 891116, 27200.04, 0, 158.22, 1: 48; 2: 46; 3: 46; 4: 75; 5: 9; 6: 1; 9: 2; 
EGFR_&_ErbB_Signaling, 710,  6, 19,  647, 1, 9, 908266, 27200.04, 0, 158.22, 1: 48; 2: 49; 3: 47; 4: 67; 5: 10; 6: 2; 7: 3; 9: 1; 
EGFR_&_ErbB_Signaling, 178,  6, 18,  650, 1, 9, 865781, 27200.04, 0, 158.22, 1: 47; 2: 43; 3: 61; 4: 61; 5: 8; 6: 3; 7: 2; 9: 2; 
EGFR_&_ErbB_Signaling, 760,  8, 14,  650, 1, 9, 891027, 27200.04, 0, 158.22, 1: 47; 2: 43; 3: 52; 4: 72; 5: 10; 7: 2; 9: 1; 
EGFR_&_ErbB_Signaling, 325,  6, 18,  651, 1, 9, 865759, 27200.04, 0, 158.22, 1: 42; 2: 56; 3: 43; 4: 75; 5: 6; 6: 1; 7: 2; 9: 2; 
EGFR_&_ErbB_Signaling, 546,  7, 16,  655, 1, 9, 891047, 27200.04, 0, 158.22, 1: 48; 2: 47; 3: 49; 4: 66; 5: 11; 6: 1; 7: 2; 9: 3; 
EGFR_&_ErbB_Signaling, 478,  7, 17,  660, 1, 9, 940647, 27200.04, 0, 158.22, 1: 43; 2: 47; 3: 52; 4: 72; 5: 7; 6: 2; 7: 1; 8: 2; 9: 1; 
EGFR_&_ErbB_Signaling, 497,  7, 16,  661, 1, 9, 891050, 27200.04, 0, 158.22, 1: 39; 2: 43; 3: 62; 4: 74; 5: 6; 7: 1; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 210,  7, 15,  662, 1, 9, 840840, 27200.04, 0, 158.22, 1: 43; 2: 52; 3: 49; 4: 68; 5: 7; 7: 4; 8: 3; 9: 1; 
EGFR_&_ErbB_Signaling, 194,  6, 18,  664, 1, 9, 865794, 27200.04, 0, 158.22, 1: 58; 2: 46; 3: 43; 4: 50; 5: 13; 6: 7; 7: 3; 8: 6; 9: 1; 
EGFR_&_ErbB_Signaling, 728,  7, 15,  666, 1, 9, 840840, 27200.04, 0, 158.22, 1: 33; 2: 52; 3: 65; 4: 65; 5: 4; 6: 5; 7: 1; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 752,  8, 13,  670, 1, 9, 830180, 27200.04, 0, 158.22, 1: 42; 2: 49; 3: 43; 4: 75; 5: 12; 6: 3; 7: 2; 9: 1; 
EGFR_&_ErbB_Signaling, 872,  6, 18,  671, 1, 9, 865787, 27200.04, 0, 158.22, 1: 40; 2: 45; 3: 52; 4: 75; 5: 10; 6: 2; 7: 2; 9: 1; 
EGFR_&_ErbB_Signaling,  35,  6, 19,  674, 1, 9, 908138, 27200.04, 0, 158.22, 1: 36; 2: 50; 3: 55; 4: 71; 5: 8; 6: 3; 7: 2; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 619, 12,  9,  674, 1, 9, 865793, 27200.04, 0, 158.22, 1: 46; 2: 42; 3: 44; 4: 74; 5: 16; 6: 1; 7: 3; 9: 1; 
EGFR_&_ErbB_Signaling, 315,  7, 17,  674, 1, 9, 940334, 27200.04, 0, 158.22, 1: 51; 2: 45; 3: 38; 4: 70; 5: 12; 6: 3; 7: 4; 8: 3; 9: 1; 
EGFR_&_ErbB_Signaling, 527, 12,  9,  674, 1, 9, 865764, 27200.04, 0, 158.22, 1: 41; 2: 49; 3: 42; 4: 74; 5: 17; 6: 2; 7: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 987,  6, 18,  674, 1, 9, 865783, 27200.04, 0, 158.22, 1: 40; 2: 47; 3: 59; 4: 63; 5: 11; 6: 1; 7: 1; 8: 2; 9: 3; 
EGFR_&_ErbB_Signaling, 941,  7, 16,  675, 1, 9, 891115, 27200.04, 0, 158.22, 1: 41; 2: 47; 3: 51; 4: 69; 5: 10; 6: 4; 7: 4; 9: 1; 
EGFR_&_ErbB_Signaling, 437,  6, 20,  678, 1, 9, 947651, 27200.04, 0, 158.22, 1: 45; 2: 41; 3: 46; 4: 75; 5: 13; 6: 3; 7: 3; 9: 1; 
EGFR_&_ErbB_Signaling, 970,  7, 15,  679, 1, 9, 840840, 27200.04, 0, 158.22, 1: 42; 2: 40; 3: 58; 4: 69; 5: 11; 6: 1; 7: 3; 8: 2; 9: 1; 
EGFR_&_ErbB_Signaling, 565,  7, 17,  680, 1, 9, 940479, 27200.04, 0, 158.22, 1: 47; 2: 50; 3: 41; 4: 62; 5: 12; 6: 6; 7: 7; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 799,  6, 18,  683, 1, 9, 865788, 27200.04, 0, 158.22, 1: 42; 2: 48; 3: 48; 4: 66; 5: 14; 6: 3; 7: 2; 8: 1; 9: 3; 
EGFR_&_ErbB_Signaling, 968,  6, 19,  683, 1, 9, 908246, 27200.04, 0, 158.22, 1: 53; 2: 47; 3: 39; 4: 54; 5: 15; 6: 11; 7: 3; 8: 4; 9: 1; 
EGFR_&_ErbB_Signaling, 944,  6, 18,  684, 1, 9, 865767, 27200.04, 0, 158.22, 1: 47; 2: 41; 3: 45; 4: 71; 5: 15; 6: 1; 7: 3; 8: 2; 9: 2; 
EGFR_&_ErbB_Signaling, 945, 11, 10,  685, 1, 9, 879009, 27200.04, 0, 158.22, 1: 49; 2: 48; 3: 31; 4: 68; 5: 18; 6: 9; 7: 2; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 979,  7, 17,  686, 1, 9, 940570, 27200.04, 0, 158.22, 1: 39; 2: 43; 3: 53; 4: 76; 5: 8; 6: 1; 7: 5; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 787,  8, 14,  688, 1, 9, 891050, 27200.04, 0, 158.22, 1: 39; 2: 51; 3: 47; 4: 65; 5: 13; 6: 7; 7: 2; 8: 2; 9: 1; 
EGFR_&_ErbB_Signaling, 852,  7, 15,  689, 1, 9, 840840, 27200.04, 0, 158.22, 1: 35; 2: 46; 3: 45; 4: 86; 5: 12; 6: 1; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 882,  6, 19,  692, 1, 9, 908289, 27200.04, 0, 158.22, 1: 50; 2: 47; 3: 48; 4: 49; 5: 9; 6: 14; 7: 2; 8: 7; 9: 1; 
EGFR_&_ErbB_Signaling, 598,  8, 14,  692, 1, 9, 891016, 27200.04, 0, 158.22, 1: 42; 2: 41; 3: 46; 4: 74; 5: 18; 6: 1; 7: 3; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 608,  7, 16,  693, 1, 9, 891093, 27200.04, 0, 158.22, 1: 39; 2: 40; 3: 51; 4: 78; 5: 13; 6: 1; 7: 3; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 265,  7, 15,  695, 1, 9, 840840, 27200.04, 0, 158.22, 1: 38; 2: 47; 3: 49; 4: 73; 5: 11; 6: 1; 7: 3; 8: 3; 9: 2; 
EGFR_&_ErbB_Signaling, 426,  6, 18,  697, 1, 9, 865770, 27200.04, 0, 158.22, 1: 41; 2: 41; 3: 44; 4: 78; 5: 16; 6: 3; 7: 2; 9: 2; 
EGFR_&_ErbB_Signaling, 238,  6, 18,  699, 1, 9, 865795, 27200.04, 0, 158.22, 1: 45; 2: 42; 3: 53; 4: 69; 5: 2; 6: 4; 7: 1; 8: 5; 9: 6; 
EGFR_&_ErbB_Signaling, 643,  8, 13,  700, 1, 9, 830180, 27200.04, 0, 158.22, 1: 40; 2: 35; 3: 49; 4: 84; 5: 14; 6: 1; 7: 2; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 859,  8, 13,  712, 1, 9, 830180, 27200.04, 0, 158.22, 1: 33; 2: 44; 3: 47; 4: 88; 5: 6; 6: 1; 7: 5; 9: 3; 
EGFR_&_ErbB_Signaling, 828,  8, 13,  714, 1, 9, 830180, 27200.04, 0, 158.22, 1: 35; 2: 43; 3: 43; 4: 89; 5: 6; 6: 3; 7: 6; 9: 2; 
EGFR_&_ErbB_Signaling, 169,  7, 17,  722, 1, 9, 940497, 27200.04, 0, 158.22, 1: 39; 2: 48; 3: 38; 4: 71; 5: 14; 6: 7; 7: 5; 8: 3; 9: 2; 
EGFR_&_ErbB_Signaling, 895, 10, 11,  722, 1, 9, 879032, 27200.04, 0, 158.22, 1: 35; 2: 34; 3: 45; 4: 94; 5: 12; 6: 4; 7: 1; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 920,  7, 16,  728, 1, 9, 891031, 27200.04, 0, 158.22, 1: 33; 2: 40; 3: 62; 4: 72; 5: 4; 6: 4; 7: 3; 8: 5; 9: 4; 
EGFR_&_ErbB_Signaling, 801,  8, 14,  733, 1, 9, 891047, 27200.04, 0, 158.22, 1: 35; 2: 45; 3: 51; 4: 61; 5: 16; 6: 11; 7: 2; 8: 3; 9: 3; 
EGFR_&_ErbB_Signaling, 134,  7, 17,  736, 1, 9, 940363, 27200.04, 0, 158.22, 1: 32; 2: 51; 3: 45; 4: 65; 5: 15; 6: 9; 7: 5; 8: 2; 9: 3; 
EGFR_&_ErbB_Signaling, 609,  7, 15,  745, 1, 9, 840840, 27200.04, 0, 158.22, 1: 28; 2: 38; 3: 56; 4: 83; 5: 8; 6: 4; 7: 4; 8: 5; 9: 1; 
EGFR_&_ErbB_Signaling, 105, 12,  9,  782, 1, 9, 865811, 27200.04, 0, 158.22, 1: 27; 2: 39; 3: 38; 4: 87; 5: 16; 6: 11; 7: 4; 8: 4; 9: 1; 
EGFR_&_ErbB_Signaling, 267, 11, 10,  557, 1, 10, 879067, 27200.04, 0, 158.22, 1: 65; 2: 54; 3: 60; 4: 41; 5: 6; 10: 1; 
EGFR_&_ErbB_Signaling, 630,  8, 14,  581, 1, 10, 891005, 27200.04, 0, 158.22, 1: 67; 2: 65; 3: 36; 4: 37; 5: 12; 6: 6; 7: 2; 8: 1; 10: 1; 
EGFR_&_ErbB_Signaling, 765, 11, 10,  584, 1, 10, 879030, 27200.04, 0, 158.22, 1: 70; 2: 58; 3: 38; 4: 40; 5: 11; 6: 5; 7: 3; 8: 1; 10: 1; 
EGFR_&_ErbB_Signaling, 599,  7, 17,  591, 1, 10, 940518, 27200.04, 0, 158.22, 1: 60; 2: 55; 3: 45; 4: 58; 5: 5; 6: 2; 7: 1; 10: 1; 
EGFR_&_ErbB_Signaling, 449,  6, 18,  614, 1, 10, 865836, 27200.04, 0, 158.22, 1: 54; 2: 51; 3: 49; 4: 63; 5: 7; 6: 1; 8: 1; 10: 1; 
EGFR_&_ErbB_Signaling, 306,  8, 13,  621, 1, 10, 830180, 27200.04, 0, 158.22, 1: 59; 2: 43; 3: 50; 4: 62; 5: 9; 7: 2; 9: 1; 10: 1; 
EGFR_&_ErbB_Signaling,  21,  7, 16,  623, 1, 10, 891047, 27200.04, 0, 158.22, 1: 48; 2: 53; 3: 55; 4: 60; 5: 7; 6: 2; 7: 1; 10: 1; 
EGFR_&_ErbB_Signaling, 350,  6, 18,  626, 1, 10, 865796, 27200.04, 1, 158.22, 1: 65; 2: 54; 3: 38; 4: 43; 5: 10; 6: 11; 8: 4; 9: 1; 10: 1; 
EGFR_&_ErbB_Signaling, 129,  6, 18,  630, 1, 10, 865794, 27200.04, 0, 158.22, 1: 45; 2: 52; 3: 52; 4: 71; 5: 5; 6: 1; 10: 1; 
EGFR_&_ErbB_Signaling, 154,  7, 15,  631, 1, 10, 840840, 27200.04, 0, 158.22, 1: 58; 2: 38; 3: 51; 4: 67; 5: 9; 6: 1; 7: 1; 8: 1; 10: 1; 
EGFR_&_ErbB_Signaling, 443,  9, 12,  633, 1, 10, 865799, 27200.04, 0, 158.22, 1: 51; 2: 47; 3: 50; 4: 67; 5: 8; 6: 1; 7: 2; 10: 1; 
EGFR_&_ErbB_Signaling, 597,  8, 13,  634, 1, 10, 830180, 27200.04, 0, 158.22, 1: 53; 2: 57; 3: 31; 4: 72; 5: 7; 6: 1; 7: 5; 10: 1; 
EGFR_&_ErbB_Signaling, 230,  6, 18,  638, 1, 10, 865803, 27200.04, 0, 158.22, 1: 52; 2: 47; 3: 48; 4: 66; 5: 9; 6: 2; 7: 1; 10: 2; 
EGFR_&_ErbB_Signaling, 255, 11, 10,  641, 1, 10, 879055, 27200.04, 0, 158.22, 1: 58; 2: 45; 3: 44; 4: 54; 5: 19; 6: 2; 7: 4; 10: 1; 
EGFR_&_ErbB_Signaling,   0,  7, 16,  648, 1, 10, 891041, 27200.04, 0, 158.22, 1: 64; 2: 44; 3: 46; 4: 39; 5: 18; 6: 9; 7: 2; 8: 3; 10: 2; 
EGFR_&_ErbB_Signaling, 549, 10, 11,  650, 1, 10, 879026, 27200.04, 1, 158.22, 1: 51; 2: 64; 3: 37; 4: 42; 5: 16; 6: 12; 7: 2; 8: 2; 10: 1; 
EGFR_&_ErbB_Signaling, 671, 12,  9,  650, 1, 10, 865804, 27200.04, 1, 158.22, 1: 60; 2: 55; 3: 39; 4: 38; 5: 15; 6: 12; 7: 2; 8: 5; 10: 1; 
EGFR_&_ErbB_Signaling, 180,  7, 16,  653, 1, 10, 891006, 27200.04, 0, 158.22, 1: 38; 2: 46; 3: 68; 4: 67; 5: 4; 6: 1; 7: 1; 8: 1; 10: 1; 
EGFR_&_ErbB_Signaling, 796,  6, 19,  654, 1, 10, 908158, 27200.04, 1, 158.22, 1: 49; 2: 54; 3: 53; 4: 43; 5: 12; 6: 12; 8: 3; 10: 1; 
EGFR_&_ErbB_Signaling, 583,  7, 17,  666, 1, 10, 940524, 27200.04, 0, 158.22, 1: 58; 2: 53; 3: 35; 4: 45; 5: 18; 6: 8; 7: 4; 8: 4; 9: 1; 10: 1; 
EGFR_&_ErbB_Signaling, 650,  7, 17,  669, 1, 10, 940491, 27200.04, 0, 158.22, 1: 40; 2: 50; 3: 52; 4: 66; 5: 14; 6: 1; 7: 2; 9: 1; 10: 1; 
EGFR_&_ErbB_Signaling, 557,  7, 17,  676, 1, 10, 940558, 27200.04, 0, 158.22, 1: 46; 2: 46; 3: 37; 4: 81; 5: 10; 6: 2; 7: 2; 8: 1; 9: 1; 10: 1; 
EGFR_&_ErbB_Signaling,  76,  6, 20,  682, 1, 10, 947629, 27200.04, 0, 158.22, 1: 47; 2: 42; 3: 54; 4: 54; 5: 14; 6: 13; 7: 1; 8: 1; 10: 1; 
EGFR_&_ErbB_Signaling, 530,  7, 15,  688, 1, 10, 840840, 27200.04, 0, 158.22, 1: 41; 2: 42; 3: 59; 4: 70; 5: 4; 6: 3; 7: 1; 8: 3; 9: 3; 10: 1; 
EGFR_&_ErbB_Signaling,  16, 12,  9,  691, 1, 10, 865851, 27200.04, 0, 158.22, 1: 48; 2: 51; 3: 38; 4: 54; 5: 17; 6: 15; 8: 2; 10: 2; 
EGFR_&_ErbB_Signaling, 857,  8, 13,  691, 1, 10, 830180, 27200.04, 0, 158.22, 1: 50; 2: 45; 3: 41; 4: 60; 5: 13; 6: 12; 7: 1; 8: 3; 10: 2; 
EGFR_&_ErbB_Signaling, 314,  7, 15,  692, 1, 10, 840840, 27200.04, 0, 158.22, 1: 55; 2: 50; 3: 39; 4: 44; 5: 14; 6: 14; 7: 3; 8: 5; 9: 1; 10: 2; 
EGFR_&_ErbB_Signaling, 507,  7, 16,  693, 1, 10, 891053, 27200.04, 0, 158.22, 1: 38; 2: 48; 3: 43; 4: 80; 5: 9; 6: 2; 7: 5; 8: 1; 10: 1; 
EGFR_&_ErbB_Signaling, 774,  7, 16,  696, 1, 10, 891050, 27200.04, 0, 158.22, 1: 35; 2: 59; 3: 44; 4: 68; 5: 8; 6: 3; 7: 4; 8: 2; 9: 3; 10: 1; 
EGFR_&_ErbB_Signaling, 316,  7, 17,  696, 1, 10, 940481, 27200.04, 0, 158.22, 1: 33; 2: 39; 3: 59; 4: 81; 5: 11; 6: 2; 7: 1; 10: 1; 
EGFR_&_ErbB_Signaling, 185, 10, 11,  699, 1, 10, 879111, 27200.04, 0, 158.22, 1: 43; 2: 51; 3: 34; 4: 67; 5: 18; 6: 9; 7: 2; 8: 2; 10: 1; 
EGFR_&_ErbB_Signaling,  75,  6, 20,  700, 1, 10, 947558, 27200.04, 0, 158.22, 1: 42; 2: 51; 3: 42; 4: 60; 5: 14; 6: 12; 7: 2; 8: 3; 10: 1; 
EGFR_&_ErbB_Signaling, 258,  7, 16,  701, 1, 10, 890966, 27200.04, 0, 158.22, 1: 34; 2: 50; 3: 55; 4: 71; 5: 5; 6: 3; 7: 3; 8: 2; 9: 2; 10: 2; 
EGFR_&_ErbB_Signaling, 263,  6, 18,  706, 1, 10, 865796, 27200.04, 0, 158.22, 1: 38; 2: 56; 3: 42; 4: 64; 5: 10; 6: 7; 7: 3; 8: 3; 9: 3; 10: 1; 
EGFR_&_ErbB_Signaling, 486,  9, 12,  707, 1, 10, 865806, 27200.04, 0, 158.22, 1: 38; 2: 41; 3: 48; 4: 83; 5: 6; 6: 4; 7: 3; 8: 1; 9: 2; 10: 1; 
EGFR_&_ErbB_Signaling, 398,  7, 15,  711, 1, 10, 840840, 27200.04, 0, 158.22, 1: 42; 2: 40; 3: 42; 4: 77; 5: 14; 6: 7; 7: 1; 8: 1; 9: 2; 10: 1; 
EGFR_&_ErbB_Signaling, 708,  7, 16,  714, 1, 10, 890991, 27200.04, 0, 158.22, 1: 37; 2: 46; 3: 53; 4: 68; 5: 9; 6: 3; 7: 3; 8: 4; 9: 2; 10: 2; 
EGFR_&_ErbB_Signaling, 168,  6, 19,  715, 1, 10, 908268, 27200.04, 0, 158.22, 1: 37; 2: 47; 3: 38; 4: 80; 5: 15; 6: 3; 7: 2; 8: 3; 9: 1; 10: 1; 
EGFR_&_ErbB_Signaling, 458,  6, 19,  716, 1, 10, 908299, 27200.04, 0, 158.22, 1: 40; 2: 40; 3: 50; 4: 64; 5: 17; 6: 12; 7: 1; 8: 2; 10: 1; 
EGFR_&_ErbB_Signaling, 827,  9, 12,  717, 1, 10, 865759, 27200.04, 0, 158.22, 1: 37; 2: 45; 3: 52; 4: 63; 5: 14; 6: 8; 7: 2; 8: 5; 10: 1; 
EGFR_&_ErbB_Signaling, 373,  7, 17,  721, 1, 10, 940428, 27200.04, 0, 158.22, 1: 33; 2: 39; 3: 53; 4: 82; 5: 12; 7: 5; 8: 1; 10: 2; 
EGFR_&_ErbB_Signaling, 469,  6, 19,  726, 1, 10, 908157, 27200.04, 0, 158.22, 1: 38; 2: 45; 3: 36; 4: 78; 5: 19; 6: 2; 7: 5; 8: 2; 10: 2; 
EGFR_&_ErbB_Signaling, 447,  7, 16,  732, 1, 10, 890983, 27200.04, 0, 158.22, 1: 35; 2: 41; 3: 47; 4: 84; 5: 9; 6: 1; 7: 2; 8: 2; 9: 3; 10: 3; 
EGFR_&_ErbB_Signaling, 145, 12,  9,  733, 1, 10, 865779, 27200.04, 0, 158.22, 1: 35; 2: 45; 3: 41; 4: 76; 5: 12; 6: 11; 7: 4; 8: 1; 9: 1; 10: 1; 
EGFR_&_ErbB_Signaling, 739, 12,  9,  733, 1, 10, 865737, 27200.04, 0, 158.22, 1: 31; 2: 35; 3: 50; 4: 90; 5: 13; 6: 3; 7: 3; 8: 1; 10: 1; 
EGFR_&_ErbB_Signaling,  88,  7, 16,  734, 1, 10, 890955, 27200.04, 0, 158.22, 1: 39; 2: 49; 3: 43; 4: 61; 5: 12; 6: 10; 7: 4; 8: 6; 9: 2; 10: 1; 
EGFR_&_ErbB_Signaling, 112,  6, 18,  734, 1, 10, 865823, 27200.04, 0, 158.22, 1: 49; 2: 37; 3: 40; 4: 72; 5: 10; 6: 2; 7: 8; 9: 5; 10: 4; 
EGFR_&_ErbB_Signaling, 103,  7, 16,  739, 1, 10, 890953, 27200.04, 0, 158.22, 1: 37; 2: 46; 3: 38; 4: 68; 5: 18; 6: 12; 7: 4; 8: 3; 10: 1; 
EGFR_&_ErbB_Signaling, 571,  6, 20,  755, 1, 10, 947649, 27200.04, 0, 158.22, 1: 37; 2: 45; 3: 44; 4: 72; 5: 10; 6: 2; 7: 5; 8: 2; 9: 5; 10: 5; 
EGFR_&_ErbB_Signaling, 174,  8, 13,  756, 1, 10, 830180, 27200.04, 0, 158.22, 1: 42; 2: 37; 3: 44; 4: 62; 5: 16; 6: 14; 7: 3; 8: 7; 9: 1; 10: 1; 
EGFR_&_ErbB_Signaling, 955,  8, 13,  777, 1, 10, 830180, 27200.04, 0, 158.22, 1: 38; 2: 38; 3: 40; 4: 64; 5: 13; 6: 25; 7: 2; 8: 6; 10: 1; 
EGFR_&_ErbB_Signaling,  57,  8, 14,  584, 1, 11, 891051, 27200.04, 0, 158.22, 1: 67; 2: 54; 3: 44; 4: 46; 5: 11; 6: 1; 7: 3; 11: 1; 
EGFR_&_ErbB_Signaling, 193, 12,  9,  584, 1, 11, 865790, 27200.04, 0, 158.22, 1: 59; 2: 60; 3: 46; 4: 51; 5: 9; 7: 1; 11: 1; 
EGFR_&_ErbB_Signaling, 665, 11, 10,  596, 1, 11, 879053, 27200.04, 0, 158.22, 1: 66; 2: 43; 3: 49; 4: 58; 5: 9; 9: 1; 11: 1; 
EGFR_&_ErbB_Signaling, 681,  7, 17,  602, 1, 11, 940450, 27200.04, 0, 158.22, 1: 64; 2: 51; 3: 44; 4: 52; 5: 10; 6: 1; 7: 3; 8: 1; 11: 1; 
EGFR_&_ErbB_Signaling,  65, 10, 11,  603, 1, 11, 879027, 27200.04, 0, 158.22, 1: 59; 2: 44; 3: 55; 4: 61; 5: 6; 6: 1; 11: 1; 
EGFR_&_ErbB_Signaling, 289, 11, 10,  603, 1, 11, 879001, 27200.04, 0, 158.22, 1: 67; 2: 52; 3: 46; 4: 41; 5: 9; 6: 5; 7: 4; 8: 2; 11: 1; 
EGFR_&_ErbB_Signaling, 440,  9, 12,  608, 1, 11, 865789, 27200.04, 0, 158.22, 1: 62; 2: 51; 3: 48; 4: 46; 5: 14; 6: 2; 7: 1; 8: 2; 11: 1; 
EGFR_&_ErbB_Signaling, 640, 10, 11,  609, 1, 11, 879043, 27200.04, 0, 158.22, 1: 48; 2: 60; 3: 52; 4: 57; 5: 8; 6: 1; 11: 1; 
EGFR_&_ErbB_Signaling,  27, 10, 11,  611, 1, 11, 879031, 27200.04, 0, 158.22, 1: 59; 2: 57; 3: 32; 4: 66; 5: 9; 7: 2; 8: 1; 11: 1; 
EGFR_&_ErbB_Signaling, 214, 10, 11,  612, 1, 11, 879057, 27200.04, 0, 158.22, 1: 55; 2: 56; 3: 40; 4: 61; 5: 14; 11: 1; 
EGFR_&_ErbB_Signaling, 707, 12,  9,  617, 1, 11, 865766, 27200.04, 1, 158.22, 1: 70; 2: 50; 3: 43; 4: 32; 5: 13; 6: 14; 7: 2; 8: 2; 11: 1; 
EGFR_&_ErbB_Signaling, 698,  6, 19,  620, 1, 11, 908092, 27200.04, 0, 158.22, 1: 61; 2: 49; 3: 39; 4: 60; 5: 12; 6: 3; 7: 1; 8: 1; 11: 1; 
EGFR_&_ErbB_Signaling, 997,  7, 15,  620, 1, 11, 840840, 27200.04, 0, 158.22, 1: 53; 2: 58; 3: 44; 4: 55; 5: 12; 7: 4; 11: 1; 
