Seed 1656949570
ARCH 1|F_ID 3|LIMIT 4
before: 
3(992)
Melhor resultado nxn: EGFR_&_ErbB_Signaling, 682,  9, 12,  339, 1, 3, 865815, 74000.52, 0, 0.00, 1: 123; 2: 96; 3: 8; 
EGFR_&_ErbB_Signaling, 635, 11, 10,  389, 1, 6, 879219, 74000.52, 1, 164.86, 1: 121; 2: 74; 3: 16; 4: 10; 5: 4; 6: 2; 
EGFR_&_ErbB_Signaling, 709,  7, 15,  389, 1, 6, 840840, 74000.52, 1, 164.86, 1: 119; 2: 75; 3: 19; 4: 8; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 529,  8, 14,  389, 1, 6, 891115, 74000.52, 1, 164.86, 1: 123; 2: 71; 3: 15; 4: 13; 5: 3; 6: 2; 
EGFR_&_ErbB_Signaling, 202,  9, 12,  390, 1, 6, 865722, 74000.52, 1, 164.86, 1: 118; 2: 77; 3: 17; 4: 9; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling,  15, 12,  9,  390, 1, 6, 865751, 74000.52, 1, 164.86, 1: 119; 2: 74; 3: 19; 4: 10; 5: 4; 6: 1; 
EGFR_&_ErbB_Signaling, 713, 11, 10,  390, 1, 6, 879071, 74000.52, 1, 164.86, 1: 121; 2: 78; 3: 9; 4: 11; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 819, 12,  9,  390, 1, 6, 865861, 74000.52, 1, 164.86, 1: 113; 2: 82; 3: 19; 4: 10; 5: 2; 6: 1; 
EGFR_&_ErbB_Signaling, 162,  7, 16,  390, 1, 6, 891117, 74000.52, 1, 164.86, 1: 120; 2: 76; 3: 15; 4: 9; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling,  95,  8, 13,  390, 1, 6, 830180, 74000.52, 1, 164.86, 1: 119; 2: 77; 3: 15; 4: 9; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 477,  6, 20,  390, 1, 6, 947578, 74000.52, 1, 164.86, 1: 116; 2: 82; 3: 12; 4: 12; 5: 4; 6: 1; 
EGFR_&_ErbB_Signaling, 796,  6, 19,  390, 1, 6, 907709, 74000.52, 1, 164.86, 1: 124; 2: 66; 3: 21; 4: 10; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 156,  7, 16,  391, 1, 6, 891093, 74000.52, 1, 164.86, 1: 117; 2: 77; 3: 18; 4: 10; 5: 4; 6: 1; 
EGFR_&_ErbB_Signaling, 211,  8, 13,  391, 1, 6, 830180, 74000.52, 1, 164.86, 1: 118; 2: 78; 3: 15; 4: 9; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 805, 10, 11,  391, 1, 6, 879088, 74000.52, 1, 164.86, 1: 118; 2: 78; 3: 13; 4: 13; 5: 4; 6: 1; 
EGFR_&_ErbB_Signaling, 208,  8, 14,  391, 1, 6, 891108, 74000.52, 1, 164.86, 1: 120; 2: 77; 3: 10; 4: 14; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 523,  6, 19,  391, 1, 6, 908205, 74000.52, 1, 164.86, 1: 122; 2: 71; 3: 18; 4: 8; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling,  69,  7, 16,  391, 1, 6, 890975, 74000.52, 1, 164.86, 1: 119; 2: 77; 3: 14; 4: 10; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 329,  9, 12,  391, 1, 6, 865844, 74000.52, 1, 164.86, 1: 120; 2: 74; 3: 15; 4: 13; 5: 4; 6: 1; 
EGFR_&_ErbB_Signaling, 102,  6, 19,  391, 1, 6, 908098, 74000.52, 1, 164.86, 1: 116; 2: 80; 3: 16; 4: 9; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 766,  7, 15,  391, 1, 6, 840840, 74000.52, 1, 164.86, 1: 118; 2: 78; 3: 14; 4: 11; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 622, 11, 10,  391, 1, 6, 878913, 74000.52, 1, 164.86, 1: 118; 2: 77; 3: 16; 4: 10; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 248,  7, 17,  391, 1, 6, 940193, 74000.52, 1, 164.86, 1: 123; 2: 71; 3: 15; 4: 10; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 715,  7, 17,  391, 1, 6, 940666, 74000.52, 1, 164.86, 1: 123; 2: 69; 3: 19; 4: 8; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 535,  7, 15,  391, 1, 6, 840840, 74000.52, 1, 164.86, 1: 115; 2: 82; 3: 14; 4: 11; 5: 4; 6: 1; 
EGFR_&_ErbB_Signaling, 458,  6, 19,  391, 1, 6, 908210, 74000.52, 1, 164.86, 1: 115; 2: 83; 3: 14; 4: 8; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 194,  6, 18,  391, 1, 6, 865874, 74000.52, 1, 164.86, 1: 124; 2: 67; 3: 19; 4: 10; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 164,  9, 12,  392, 1, 6, 865833, 74000.52, 1, 164.86, 1: 123; 2: 65; 3: 23; 4: 11; 5: 4; 6: 1; 
EGFR_&_ErbB_Signaling,  30,  7, 17,  392, 1, 6, 940521, 74000.52, 1, 164.86, 1: 119; 2: 79; 3: 12; 4: 8; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling, 693,  8, 13,  392, 1, 6, 830180, 74000.52, 1, 164.86, 1: 114; 2: 81; 3: 18; 4: 10; 5: 2; 6: 2; 
EGFR_&_ErbB_Signaling, 561, 12,  9,  392, 1, 6, 865822, 74000.52, 1, 164.86, 1: 123; 2: 72; 3: 12; 4: 12; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 418,  7, 17,  392, 1, 6, 940726, 74000.52, 1, 164.86, 1: 113; 2: 85; 3: 15; 4: 8; 5: 4; 6: 2; 
EGFR_&_ErbB_Signaling, 724,  6, 19,  392, 1, 6, 908110, 74000.52, 1, 164.86, 1: 119; 2: 74; 3: 18; 4: 10; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 421,  7, 17,  392, 1, 6, 940696, 74000.52, 1, 164.86, 1: 120; 2: 76; 3: 13; 4: 10; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 242,  8, 14,  392, 1, 6, 891047, 74000.52, 1, 164.86, 1: 120; 2: 74; 3: 15; 4: 12; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 812, 11, 10,  392, 1, 6, 879115, 74000.52, 1, 164.86, 1: 116; 2: 80; 3: 13; 4: 14; 5: 3; 6: 1; 
EGFR_&_ErbB_Signaling, 547,  9, 12,  392, 1, 6, 865841, 74000.52, 1, 164.86, 1: 115; 2: 83; 3: 12; 4: 11; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 807, 12,  9,  392, 1, 6, 865784, 74000.52, 1, 164.86, 1: 120; 2: 75; 3: 14; 4: 11; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 210,  7, 15,  392, 1, 6, 840840, 74000.52, 1, 164.86, 1: 118; 2: 78; 3: 15; 4: 8; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 682,  9, 12,  392, 1, 6, 865815, 74000.52, 1, 164.86, 1: 123; 2: 72; 3: 13; 4: 11; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 526,  6, 19,  392, 1, 6, 907911, 74000.52, 1, 164.86, 1: 120; 2: 72; 3: 20; 4: 9; 5: 4; 6: 2; 
EGFR_&_ErbB_Signaling, 258,  7, 16,  393, 1, 6, 891024, 74000.52, 1, 164.86, 1: 114; 2: 83; 3: 14; 4: 10; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 998, 12,  9,  393, 1, 6, 865776, 74000.52, 1, 164.86, 1: 117; 2: 79; 3: 13; 4: 12; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 563, 10, 11,  393, 1, 6, 878994, 74000.52, 1, 164.86, 1: 118; 2: 78; 3: 12; 4: 13; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 981,  6, 20,  393, 1, 6, 947903, 74000.52, 1, 164.86, 1: 117; 2: 76; 3: 20; 4: 7; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 817,  6, 18,  393, 1, 6, 865878, 74000.52, 1, 164.86, 1: 110; 2: 86; 3: 18; 4: 9; 5: 3; 6: 1; 
EGFR_&_ErbB_Signaling, 587,  6, 20,  393, 1, 6, 947863, 74000.52, 0, 164.86, 1: 117; 2: 78; 3: 14; 4: 13; 5: 4; 6: 1; 
EGFR_&_ErbB_Signaling,  55,  6, 19,  393, 1, 6, 908256, 74000.52, 1, 164.86, 1: 120; 2: 76; 3: 12; 4: 12; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 591,  6, 18,  393, 1, 6, 865770, 74000.52, 1, 164.86, 1: 116; 2: 83; 3: 14; 4: 4; 5: 7; 6: 3; 
EGFR_&_ErbB_Signaling, 559,  6, 19,  393, 1, 6, 908342, 74000.52, 1, 164.86, 1: 116; 2: 79; 3: 17; 4: 8; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 599,  7, 17,  393, 1, 6, 940496, 74000.52, 1, 164.86, 1: 124; 2: 68; 3: 15; 4: 14; 5: 4; 6: 2; 
EGFR_&_ErbB_Signaling, 414,  7, 17,  393, 1, 6, 940737, 74000.52, 1, 164.86, 1: 115; 2: 79; 3: 17; 4: 12; 5: 3; 6: 1; 
EGFR_&_ErbB_Signaling, 322,  6, 19,  393, 1, 6, 908422, 74000.52, 1, 164.86, 1: 114; 2: 81; 3: 18; 4: 9; 5: 3; 6: 2; 
EGFR_&_ErbB_Signaling, 632,  7, 17,  393, 1, 6, 940714, 74000.52, 1, 164.86, 1: 122; 2: 73; 3: 14; 4: 8; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling, 465,  7, 17,  393, 1, 6, 940509, 74000.52, 1, 164.86, 1: 115; 2: 83; 3: 12; 4: 11; 5: 4; 6: 2; 
EGFR_&_ErbB_Signaling, 241,  9, 12,  393, 1, 6, 865828, 74000.52, 1, 164.86, 1: 122; 2: 70; 3: 17; 4: 12; 5: 4; 6: 2; 
EGFR_&_ErbB_Signaling, 546,  7, 16,  393, 1, 6, 891217, 74000.52, 1, 164.86, 1: 115; 2: 80; 3: 17; 4: 10; 5: 3; 6: 2; 
EGFR_&_ErbB_Signaling, 436,  8, 14,  393, 1, 6, 891115, 74000.52, 1, 164.86, 1: 118; 2: 78; 3: 13; 4: 11; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 168,  6, 19,  393, 1, 6, 908192, 74000.52, 1, 164.86, 1: 110; 2: 86; 3: 17; 4: 11; 5: 2; 6: 1; 
EGFR_&_ErbB_Signaling, 999,  7, 16,  394, 1, 6, 890988, 74000.52, 1, 164.86, 1: 114; 2: 84; 3: 12; 4: 10; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 708,  7, 16,  394, 1, 6, 890832, 74000.52, 1, 164.86, 1: 116; 2: 84; 3: 10; 4: 7; 5: 8; 6: 2; 
EGFR_&_ErbB_Signaling, 568,  7, 16,  394, 1, 6, 890918, 74000.52, 1, 164.86, 1: 119; 2: 73; 3: 20; 4: 8; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 515,  9, 12,  394, 1, 6, 865731, 74000.52, 1, 164.86, 1: 117; 2: 78; 3: 16; 4: 9; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 851,  6, 20,  394, 1, 6, 947884, 74000.52, 1, 164.86, 1: 117; 2: 73; 3: 23; 4: 9; 5: 4; 6: 1; 
EGFR_&_ErbB_Signaling, 100, 10, 11,  394, 1, 6, 879053, 74000.52, 1, 164.86, 1: 122; 2: 72; 3: 14; 4: 11; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 143,  7, 16,  394, 1, 6, 891196, 74000.52, 1, 164.86, 1: 117; 2: 77; 3: 15; 4: 13; 5: 4; 6: 1; 
EGFR_&_ErbB_Signaling, 207,  7, 15,  394, 1, 6, 840840, 74000.52, 1, 164.86, 1: 114; 2: 83; 3: 15; 4: 8; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling,  17,  7, 15,  394, 1, 6, 840840, 74000.52, 1, 164.86, 1: 115; 2: 79; 3: 17; 4: 11; 5: 4; 6: 1; 
EGFR_&_ErbB_Signaling, 184, 12,  9,  394, 1, 6, 865732, 74000.52, 1, 164.86, 1: 116; 2: 83; 3: 10; 4: 10; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling,  82, 10, 11,  394, 1, 6, 879125, 74000.52, 1, 164.86, 1: 114; 2: 84; 3: 10; 4: 14; 5: 4; 6: 1; 
EGFR_&_ErbB_Signaling, 895, 10, 11,  395, 1, 6, 879052, 74000.52, 1, 164.86, 1: 115; 2: 80; 3: 14; 4: 13; 5: 4; 6: 1; 
EGFR_&_ErbB_Signaling, 680, 11, 10,  395, 1, 6, 879067, 74000.52, 1, 164.86, 1: 121; 2: 70; 3: 18; 4: 11; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 927, 10, 11,  395, 1, 6, 879089, 74000.52, 1, 164.86, 1: 116; 2: 80; 3: 15; 4: 9; 5: 4; 6: 3; 
EGFR_&_ErbB_Signaling, 728,  7, 15,  395, 1, 6, 840840, 74000.52, 1, 164.86, 1: 117; 2: 76; 3: 16; 4: 13; 5: 4; 6: 1; 
EGFR_&_ErbB_Signaling, 814,  7, 16,  395, 1, 6, 891180, 74000.52, 1, 164.86, 1: 119; 2: 71; 3: 20; 4: 12; 5: 4; 6: 1; 
EGFR_&_ErbB_Signaling, 816, 11, 10,  395, 1, 6, 878989, 74000.52, 1, 164.86, 1: 115; 2: 80; 3: 14; 4: 13; 5: 4; 6: 1; 
EGFR_&_ErbB_Signaling, 478,  7, 17,  395, 1, 6, 940644, 74000.52, 1, 164.86, 1: 119; 2: 77; 3: 11; 4: 12; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 596, 11, 10,  395, 1, 6, 878860, 74000.52, 1, 164.86, 1: 121; 2: 70; 3: 18; 4: 11; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 105, 12,  9,  395, 1, 6, 865789, 74000.52, 1, 164.86, 1: 119; 2: 72; 3: 19; 4: 11; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 551,  7, 17,  395, 1, 6, 940516, 74000.52, 1, 164.86, 1: 121; 2: 70; 3: 17; 4: 13; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 785,  6, 20,  395, 1, 6, 947593, 74000.52, 1, 164.86, 1: 111; 2: 83; 3: 19; 4: 10; 5: 3; 6: 1; 
EGFR_&_ErbB_Signaling, 115, 10, 11,  395, 1, 6, 879148, 74000.52, 1, 164.86, 1: 115; 2: 80; 3: 14; 4: 13; 5: 4; 6: 1; 
EGFR_&_ErbB_Signaling, 983,  8, 14,  395, 1, 6, 890990, 74000.52, 1, 164.86, 1: 122; 2: 73; 3: 14; 4: 7; 5: 9; 6: 2; 
EGFR_&_ErbB_Signaling, 285, 11, 10,  395, 1, 6, 879046, 74000.52, 1, 164.86, 1: 114; 2: 82; 3: 13; 4: 13; 5: 4; 6: 1; 
EGFR_&_ErbB_Signaling, 842,  7, 17,  395, 1, 6, 940961, 74000.52, 1, 164.86, 1: 120; 2: 74; 3: 14; 4: 12; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 393,  7, 16,  395, 1, 6, 891136, 74000.52, 1, 164.86, 1: 122; 2: 70; 3: 15; 4: 13; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 544, 12,  9,  395, 1, 6, 865776, 74000.52, 1, 164.86, 1: 121; 2: 73; 3: 11; 4: 16; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 121,  7, 17,  395, 1, 6, 940126, 74000.52, 1, 164.86, 1: 116; 2: 79; 3: 15; 4: 12; 5: 2; 6: 3; 
EGFR_&_ErbB_Signaling, 919,  7, 15,  396, 1, 6, 840840, 74000.52, 1, 164.86, 1: 118; 2: 76; 3: 15; 4: 10; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 491,  6, 20,  396, 1, 6, 947791, 74000.52, 1, 164.86, 1: 115; 2: 79; 3: 20; 4: 6; 5: 3; 6: 4; 
EGFR_&_ErbB_Signaling, 456,  8, 13,  396, 1, 6, 830180, 74000.52, 1, 164.86, 1: 116; 2: 76; 3: 19; 4: 11; 5: 3; 6: 2; 
EGFR_&_ErbB_Signaling, 906,  7, 17,  396, 1, 6, 940465, 74000.52, 1, 164.86, 1: 119; 2: 76; 3: 11; 4: 14; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 494,  8, 14,  396, 1, 6, 890911, 74000.52, 1, 164.86, 1: 121; 2: 71; 3: 15; 4: 13; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 694,  6, 20,  396, 1, 6, 947637, 74000.52, 1, 164.86, 1: 116; 2: 78; 3: 16; 4: 10; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling,  22, 10, 11,  396, 1, 6, 879016, 74000.52, 1, 164.86, 1: 119; 2: 74; 3: 16; 4: 11; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 937,  8, 14,  396, 1, 6, 890989, 74000.52, 1, 164.86, 1: 117; 2: 76; 3: 17; 4: 11; 5: 4; 6: 2; 
EGFR_&_ErbB_Signaling, 994,  8, 14,  396, 1, 6, 891084, 74000.52, 1, 164.86, 1: 124; 2: 70; 3: 13; 4: 10; 5: 7; 6: 3; 
EGFR_&_ErbB_Signaling, 355,  7, 16,  396, 1, 6, 891094, 74000.52, 1, 164.86, 1: 113; 2: 84; 3: 13; 4: 10; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 590, 11, 10,  396, 1, 6, 879147, 74000.52, 1, 164.86, 1: 115; 2: 82; 3: 12; 4: 11; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 201, 11, 10,  396, 1, 6, 879144, 74000.52, 1, 164.86, 1: 116; 2: 79; 3: 13; 4: 13; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 825,  8, 14,  396, 1, 6, 891018, 74000.52, 1, 164.86, 1: 118; 2: 76; 3: 16; 4: 10; 5: 4; 6: 3; 
EGFR_&_ErbB_Signaling, 409,  9, 12,  396, 1, 6, 865851, 74000.52, 1, 164.86, 1: 113; 2: 80; 3: 18; 4: 13; 5: 1; 6: 2; 
EGFR_&_ErbB_Signaling, 942, 11, 10,  396, 1, 6, 878934, 74000.52, 1, 164.86, 1: 118; 2: 77; 3: 13; 4: 11; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 454,  6, 19,  396, 1, 6, 908311, 74000.52, 1, 164.86, 1: 120; 2: 70; 3: 20; 4: 11; 5: 4; 6: 2; 
EGFR_&_ErbB_Signaling, 266,  7, 17,  396, 1, 6, 940925, 74000.52, 1, 164.86, 1: 117; 2: 77; 3: 16; 4: 9; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 806,  9, 12,  397, 1, 6, 865945, 74000.52, 1, 164.86, 1: 117; 2: 74; 3: 20; 4: 9; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 797,  7, 16,  397, 1, 6, 891048, 74000.52, 1, 164.86, 1: 117; 2: 78; 3: 11; 4: 15; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 792,  8, 14,  397, 1, 6, 890615, 74000.52, 1, 164.86, 1: 120; 2: 74; 3: 12; 4: 13; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling,  52,  6, 19,  397, 1, 6, 908270, 74000.52, 1, 164.86, 1: 113; 2: 79; 3: 20; 4: 10; 5: 4; 6: 1; 
EGFR_&_ErbB_Signaling, 881,  6, 19,  397, 1, 6, 908070, 74000.52, 1, 164.86, 1: 122; 2: 69; 3: 17; 4: 10; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 429,  9, 12,  397, 1, 6, 865774, 74000.52, 1, 164.86, 1: 117; 2: 76; 3: 16; 4: 11; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 320,  7, 15,  397, 1, 6, 840840, 74000.52, 1, 164.86, 1: 119; 2: 73; 3: 16; 4: 12; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 152,  6, 19,  397, 1, 6, 908138, 74000.52, 1, 164.86, 1: 124; 2: 65; 3: 18; 4: 12; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 698,  6, 19,  397, 1, 6, 907884, 74000.52, 1, 164.86, 1: 112; 2: 85; 3: 13; 4: 10; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 499,  7, 15,  397, 1, 6, 840840, 74000.52, 1, 164.86, 1: 110; 2: 87; 3: 15; 4: 9; 5: 4; 6: 2; 
EGFR_&_ErbB_Signaling, 108,  7, 15,  397, 1, 6, 840840, 74000.52, 1, 164.86, 1: 125; 2: 67; 3: 12; 4: 15; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 570,  7, 15,  397, 1, 6, 840840, 74000.52, 0, 164.86, 1: 105; 2: 95; 3: 13; 4: 8; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 985,  7, 16,  397, 1, 6, 890948, 74000.52, 1, 164.86, 1: 115; 2: 83; 3: 9; 4: 13; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 660,  6, 20,  397, 1, 6, 947867, 74000.52, 1, 164.86, 1: 117; 2: 78; 3: 13; 4: 11; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 975,  8, 13,  397, 1, 6, 830180, 74000.52, 1, 164.86, 1: 120; 2: 75; 3: 9; 4: 16; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 351,  7, 15,  398, 1, 6, 840840, 74000.52, 1, 164.86, 1: 110; 2: 87; 3: 14; 4: 10; 5: 4; 6: 2; 
EGFR_&_ErbB_Signaling, 545,  7, 15,  398, 1, 6, 840840, 74000.52, 1, 164.86, 1: 112; 2: 82; 3: 17; 4: 10; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling,  78,  6, 18,  398, 1, 6, 865744, 74000.52, 1, 164.86, 1: 122; 2: 68; 3: 18; 4: 11; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 245,  6, 20,  398, 1, 6, 947885, 74000.52, 1, 164.86, 1: 120; 2: 73; 3: 15; 4: 10; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling, 196,  7, 17,  398, 1, 6, 940273, 74000.52, 1, 164.86, 1: 119; 2: 77; 3: 10; 4: 12; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling, 249,  9, 12,  398, 1, 6, 865635, 74000.52, 1, 164.86, 1: 117; 2: 76; 3: 14; 4: 14; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 187,  6, 20,  398, 1, 6, 947445, 74000.52, 1, 164.86, 1: 115; 2: 77; 3: 19; 4: 9; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 648,  7, 17,  398, 1, 6, 940736, 74000.52, 1, 164.86, 1: 116; 2: 78; 3: 13; 4: 14; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 675,  9, 12,  398, 1, 6, 865733, 74000.52, 1, 164.86, 1: 121; 2: 70; 3: 17; 4: 11; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 676,  6, 18,  398, 1, 6, 865734, 74000.52, 1, 164.86, 1: 112; 2: 81; 3: 18; 4: 11; 5: 4; 6: 1; 
EGFR_&_ErbB_Signaling, 160,  8, 14,  398, 1, 6, 890991, 74000.52, 1, 164.86, 1: 114; 2: 81; 3: 17; 4: 8; 5: 3; 6: 4; 
EGFR_&_ErbB_Signaling,  21,  7, 16,  398, 1, 6, 890968, 74000.52, 1, 164.86, 1: 116; 2: 79; 3: 13; 4: 12; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 941,  7, 16,  398, 1, 6, 890973, 74000.52, 1, 164.86, 1: 120; 2: 71; 3: 18; 4: 10; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling,  19,  7, 15,  398, 1, 6, 840840, 74000.52, 1, 164.86, 1: 118; 2: 74; 3: 18; 4: 9; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 327,  6, 20,  398, 1, 6, 947708, 74000.52, 1, 164.86, 1: 113; 2: 81; 3: 17; 4: 9; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 935,  8, 14,  398, 1, 6, 891274, 74000.52, 1, 164.86, 1: 112; 2: 85; 3: 12; 4: 11; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 381,  8, 14,  398, 1, 6, 891234, 74000.52, 1, 164.86, 1: 117; 2: 76; 3: 16; 4: 10; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 970,  7, 15,  398, 1, 6, 840840, 74000.52, 1, 164.86, 1: 112; 2: 84; 3: 15; 4: 8; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 969,  7, 17,  399, 1, 6, 940266, 74000.52, 1, 164.86, 1: 114; 2: 79; 3: 19; 4: 6; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 890, 11, 10,  399, 1, 6, 879005, 74000.52, 1, 164.86, 1: 112; 2: 84; 3: 13; 4: 11; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 932,  6, 18,  399, 1, 6, 865758, 74000.52, 1, 164.86, 1: 115; 2: 76; 3: 20; 4: 11; 5: 2; 6: 3; 
EGFR_&_ErbB_Signaling,  12,  8, 14,  399, 1, 6, 891034, 74000.52, 1, 164.86, 1: 113; 2: 82; 3: 15; 4: 9; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 931,  6, 20,  399, 1, 6, 947984, 74000.52, 1, 164.86, 1: 114; 2: 80; 3: 16; 4: 9; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 964,  7, 15,  399, 1, 6, 840840, 74000.52, 1, 164.86, 1: 111; 2: 82; 3: 17; 4: 13; 5: 3; 6: 1; 
EGFR_&_ErbB_Signaling, 413,  8, 13,  399, 1, 6, 830180, 74000.52, 1, 164.86, 1: 119; 2: 75; 3: 15; 4: 8; 5: 7; 6: 3; 
EGFR_&_ErbB_Signaling, 618,  7, 15,  399, 1, 6, 840840, 74000.52, 1, 164.86, 1: 112; 2: 83; 3: 13; 4: 14; 5: 4; 6: 1; 
EGFR_&_ErbB_Signaling, 213, 10, 11,  399, 1, 6, 879178, 74000.52, 1, 164.86, 1: 121; 2: 70; 3: 15; 4: 13; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 583,  7, 17,  399, 1, 6, 940229, 74000.52, 1, 164.86, 1: 117; 2: 77; 3: 12; 4: 14; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 395,  7, 16,  399, 1, 6, 891244, 74000.52, 1, 164.86, 1: 112; 2: 81; 3: 18; 4: 11; 5: 3; 6: 2; 
EGFR_&_ErbB_Signaling, 601,  6, 20,  399, 1, 6, 947927, 74000.52, 1, 164.86, 1: 117; 2: 76; 3: 15; 4: 11; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 990,  8, 14,  399, 1, 6, 891285, 74000.52, 1, 164.86, 1: 114; 2: 81; 3: 15; 4: 9; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 911,  8, 13,  399, 1, 6, 830180, 74000.52, 1, 164.86, 1: 119; 2: 71; 3: 19; 4: 10; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 132,  7, 17,  399, 1, 6, 940464, 74000.52, 1, 164.86, 1: 114; 2: 81; 3: 17; 4: 6; 5: 6; 6: 3; 
