Seed 1656949570
ARCH 2|F_ID 2|LIMIT 4
before: 
3(418)
Melhor resultado nxn: MAPK_Cancer_Cell_Fate_Network,  88,  8,  7,  137, 1, 3, 443520, 17788.86, 40, 0.00, 1: 72; 2: 28; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 225,  4, 14,  177, 1, 5, 443520, 17788.86, 1, 63.19, 1: 54; 2: 32; 3: 11; 4: 4; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 940,  4, 14,  177, 1, 5, 443520, 17788.86, 1, 63.19, 1: 53; 2: 34; 3: 10; 4: 4; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 815, 10,  6,  177, 1, 5, 473446, 17788.86, 1, 63.19, 1: 54; 2: 30; 3: 14; 4: 4; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 494,  7,  8,  178, 1, 5, 443520, 17788.86, 1, 63.19, 1: 55; 2: 31; 3: 8; 4: 8; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 511,  4, 14,  178, 1, 5, 443520, 17788.86, 1, 63.19, 1: 57; 2: 31; 3: 6; 4: 4; 5: 5; 
MAPK_Cancer_Cell_Fate_Network, 346,  7,  8,  178, 1, 5, 443520, 17788.86, 1, 63.19, 1: 56; 2: 31; 3: 7; 4: 6; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 947,  4, 14,  178, 1, 5, 443520, 17788.86, 1, 63.19, 1: 59; 2: 22; 3: 15; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 634,  7,  8,  178, 1, 5, 443520, 17788.86, 1, 63.19, 1: 61; 2: 23; 3: 10; 4: 4; 5: 5; 
MAPK_Cancer_Cell_Fate_Network, 942,  6, 10,  178, 1, 5, 473303, 17788.86, 1, 63.19, 1: 59; 2: 23; 3: 14; 4: 4; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 506,  8,  7,  178, 1, 5, 443520, 17788.86, 1, 63.19, 1: 47; 2: 43; 3: 8; 4: 4; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 537,  6, 10,  178, 1, 5, 473426, 17788.86, 1, 63.19, 1: 59; 2: 25; 3: 11; 4: 4; 5: 4; 
MAPK_Cancer_Cell_Fate_Network, 172,  6, 10,  178, 1, 5, 473557, 17788.86, 1, 63.19, 1: 55; 2: 31; 3: 10; 4: 4; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 931,  7,  8,  178, 1, 5, 443520, 17788.86, 1, 63.19, 1: 58; 2: 24; 3: 13; 4: 7; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 182,  6, 10,  178, 1, 5, 473486, 17788.86, 1, 63.19, 1: 57; 2: 27; 3: 11; 4: 6; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 656,  4, 14,  178, 1, 5, 443520, 17788.86, 1, 63.19, 1: 59; 2: 24; 3: 11; 4: 7; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 378,  7,  9,  178, 1, 5, 492918, 17788.86, 1, 63.19, 1: 48; 2: 41; 3: 9; 4: 4; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 187,  4, 14,  178, 1, 5, 443520, 17788.86, 1, 63.19, 1: 54; 2: 33; 3: 8; 4: 6; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 305,  5, 12,  178, 1, 5, 473276, 17788.86, 1, 63.19, 1: 53; 2: 35; 3: 7; 4: 6; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 705,  8,  7,  179, 1, 5, 443520, 17788.86, 1, 63.19, 1: 52; 2: 33; 3: 12; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 427,  7,  8,  179, 1, 5, 443520, 17788.86, 1, 63.19, 1: 51; 2: 35; 3: 11; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 426,  7,  9,  179, 1, 5, 492963, 17788.86, 1, 63.19, 1: 51; 2: 35; 3: 11; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 854,  8,  7,  179, 1, 5, 443520, 17788.86, 1, 63.19, 1: 49; 2: 37; 3: 13; 4: 3; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 742,  6, 10,  179, 1, 5, 473387, 17788.86, 1, 63.19, 1: 55; 2: 29; 3: 11; 4: 7; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 864,  4, 14,  179, 1, 5, 443520, 17788.86, 1, 63.19, 1: 58; 2: 25; 3: 13; 4: 3; 5: 4; 
MAPK_Cancer_Cell_Fate_Network, 862,  8,  7,  179, 1, 5, 443520, 17788.86, 1, 63.19, 1: 46; 2: 41; 3: 14; 4: 1; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 970,  5, 12,  179, 1, 5, 473454, 17788.86, 1, 63.19, 1: 53; 2: 33; 3: 10; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 444,  5, 12,  179, 1, 5, 473401, 17788.86, 1, 63.19, 1: 53; 2: 35; 3: 8; 4: 3; 5: 4; 
MAPK_Cancer_Cell_Fate_Network, 798,  5, 11,  179, 1, 5, 435105, 17788.86, 1, 63.19, 1: 52; 2: 34; 3: 12; 4: 2; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 193,  5, 12,  179, 1, 5, 473443, 17788.86, 1, 63.19, 1: 52; 2: 35; 3: 10; 4: 3; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 576,  8,  7,  179, 1, 5, 443520, 17788.86, 1, 63.19, 1: 51; 2: 35; 3: 11; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 429,  5, 12,  179, 1, 5, 473452, 17788.86, 1, 63.19, 1: 53; 2: 35; 3: 6; 4: 7; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 778,  7,  9,  179, 1, 5, 492745, 17788.86, 1, 63.19, 1: 54; 2: 31; 3: 10; 4: 7; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 562,  7,  8,  179, 1, 5, 443520, 17788.86, 1, 63.19, 1: 58; 2: 25; 3: 10; 4: 9; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 769,  5, 12,  179, 1, 5, 473436, 17788.86, 1, 63.19, 1: 56; 2: 28; 3: 11; 4: 6; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 140,  8,  7,  179, 1, 5, 443520, 17788.86, 1, 63.19, 1: 53; 2: 32; 3: 11; 4: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 247,  6, 10,  179, 1, 5, 473455, 17788.86, 1, 63.19, 1: 56; 2: 27; 3: 14; 4: 3; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 685,  5, 12,  179, 1, 5, 473417, 17788.86, 1, 63.19, 1: 56; 2: 29; 3: 11; 4: 3; 5: 4; 
MAPK_Cancer_Cell_Fate_Network, 411,  7,  9,  179, 1, 5, 492953, 17788.86, 1, 63.19, 1: 54; 2: 30; 3: 12; 4: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 688,  7,  9,  179, 1, 5, 492386, 17788.86, 1, 63.19, 1: 53; 2: 32; 3: 11; 4: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 445, 10,  6,  179, 1, 5, 473364, 17788.86, 1, 63.19, 1: 55; 2: 29; 3: 11; 4: 7; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 442,  8,  7,  180, 1, 5, 443520, 17788.86, 1, 63.19, 1: 54; 2: 29; 3: 13; 4: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network,   3,  7,  8,  180, 1, 5, 443520, 17788.86, 1, 63.19, 1: 52; 2: 33; 3: 12; 4: 4; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 580,  5, 13,  180, 1, 5, 504700, 17788.86, 1, 63.19, 1: 50; 2: 36; 3: 12; 4: 3; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 910,  5, 12,  180, 1, 5, 473301, 17788.86, 1, 63.19, 1: 54; 2: 30; 3: 12; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 431,  5, 12,  180, 1, 5, 473480, 17788.86, 0, 63.19, 1: 52; 2: 32; 3: 13; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 944,  5, 12,  180, 1, 5, 473502, 17788.86, 1, 63.19, 1: 58; 2: 25; 3: 10; 4: 8; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 821,  8,  7,  180, 1, 5, 443520, 17788.86, 1, 63.19, 1: 51; 2: 38; 3: 5; 4: 7; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 224,  4, 14,  180, 1, 5, 443520, 17788.86, 1, 63.19, 1: 56; 2: 26; 3: 13; 4: 7; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 371,  4, 14,  180, 1, 5, 443520, 17788.86, 1, 63.19, 1: 58; 2: 25; 3: 12; 4: 4; 5: 4; 
MAPK_Cancer_Cell_Fate_Network,  52,  8,  7,  180, 1, 5, 443520, 17788.86, 1, 63.19, 1: 57; 2: 26; 3: 12; 4: 5; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 677,  5, 11,  180, 1, 5, 435105, 17788.86, 1, 63.19, 1: 49; 2: 38; 3: 10; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 599,  4, 14,  180, 1, 5, 443520, 17788.86, 1, 63.19, 1: 54; 2: 33; 3: 7; 4: 6; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 642,  8,  7,  180, 1, 5, 443520, 17788.86, 1, 63.19, 1: 49; 2: 37; 3: 12; 4: 4; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 689,  4, 14,  180, 1, 5, 443520, 17788.86, 1, 63.19, 1: 56; 2: 32; 3: 6; 4: 3; 5: 6; 
MAPK_Cancer_Cell_Fate_Network, 637,  7,  8,  180, 1, 5, 443520, 17788.86, 1, 63.19, 1: 59; 2: 19; 3: 19; 4: 4; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 158,  5, 11,  180, 1, 5, 435105, 17788.86, 1, 63.19, 1: 51; 2: 34; 3: 12; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network,  98,  4, 14,  180, 1, 5, 443520, 17788.86, 1, 63.19, 1: 61; 2: 19; 3: 15; 4: 4; 5: 4; 
MAPK_Cancer_Cell_Fate_Network,  63,  4, 14,  180, 1, 5, 443520, 17788.86, 1, 63.19, 1: 52; 2: 34; 3: 10; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 581,  6, 10,  181, 1, 5, 473512, 17788.86, 1, 63.19, 1: 59; 2: 21; 3: 14; 4: 7; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 595,  5, 12,  181, 1, 5, 473476, 17788.86, 1, 63.19, 1: 52; 2: 36; 3: 6; 4: 6; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 668,  5, 12,  181, 1, 5, 473398, 17788.86, 1, 63.19, 1: 52; 2: 36; 3: 5; 4: 8; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 585,  7,  8,  181, 1, 5, 443520, 17788.86, 1, 63.19, 1: 58; 2: 23; 3: 12; 4: 9; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 509,  4, 14,  181, 1, 5, 443520, 17788.86, 1, 63.19, 1: 54; 2: 29; 3: 12; 4: 7; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 650,  4, 14,  181, 1, 5, 443520, 17788.86, 1, 63.19, 1: 54; 2: 28; 3: 15; 4: 4; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 554,  5, 12,  181, 1, 5, 473450, 17788.86, 1, 63.19, 1: 49; 2: 39; 3: 7; 4: 7; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 750,  5, 12,  181, 1, 5, 473640, 17788.86, 1, 63.19, 1: 55; 2: 29; 3: 10; 4: 7; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 696,  4, 14,  181, 1, 5, 443520, 17788.86, 1, 63.19, 1: 52; 2: 34; 3: 9; 4: 6; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 331,  5, 12,  181, 1, 5, 473415, 17788.86, 1, 63.19, 1: 52; 2: 34; 3: 8; 4: 8; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 776,  7,  9,  181, 1, 5, 492741, 17788.86, 1, 63.19, 1: 50; 2: 35; 3: 12; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 981,  7,  8,  181, 1, 5, 443520, 17788.86, 1, 63.19, 1: 56; 2: 27; 3: 12; 4: 5; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 978,  5, 13,  181, 1, 5, 504741, 17788.86, 1, 63.19, 1: 52; 2: 32; 3: 14; 4: 2; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 156,  5, 13,  181, 1, 5, 504641, 17788.86, 1, 63.19, 1: 50; 2: 35; 3: 13; 4: 3; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 852,  7,  9,  181, 1, 5, 492756, 17788.86, 1, 63.19, 1: 51; 2: 35; 3: 9; 4: 7; 5: 1; 
MAPK_Cancer_Cell_Fate_Network,  67,  5, 12,  181, 1, 5, 473485, 17788.86, 1, 63.19, 1: 56; 2: 26; 3: 13; 4: 6; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 250,  5, 12,  181, 1, 5, 473540, 17788.86, 1, 63.19, 1: 54; 2: 30; 3: 10; 4: 8; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 960, 10,  6,  181, 1, 5, 473314, 17788.86, 1, 63.19, 1: 59; 2: 24; 3: 9; 4: 8; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 190,  4, 14,  181, 1, 5, 443520, 17788.86, 1, 63.19, 1: 55; 2: 28; 3: 14; 4: 2; 5: 4; 
MAPK_Cancer_Cell_Fate_Network, 253,  5, 13,  182, 1, 5, 504689, 17788.86, 1, 63.19, 1: 49; 2: 37; 3: 11; 4: 4; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 531,  5, 12,  182, 1, 5, 473488, 17788.86, 1, 63.19, 1: 57; 2: 27; 3: 8; 4: 8; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 166, 10,  6,  182, 1, 5, 473286, 17788.86, 1, 63.19, 1: 57; 2: 27; 3: 7; 4: 10; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 558,  8,  7,  182, 1, 5, 443520, 17788.86, 1, 63.19, 1: 52; 2: 31; 3: 14; 4: 4; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 416,  4, 14,  182, 1, 5, 443520, 17788.86, 1, 63.19, 1: 58; 2: 24; 3: 11; 4: 7; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 311,  4, 14,  182, 1, 5, 443520, 17788.86, 1, 63.19, 1: 53; 2: 30; 3: 12; 4: 7; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 988,  7,  8,  182, 1, 5, 443520, 17788.86, 1, 63.19, 1: 57; 2: 28; 3: 7; 4: 7; 5: 4; 
MAPK_Cancer_Cell_Fate_Network, 521,  8,  7,  182, 1, 5, 443520, 17788.86, 1, 63.19, 1: 48; 2: 38; 3: 11; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 655,  5, 11,  182, 1, 5, 435105, 17788.86, 1, 63.19, 1: 55; 2: 28; 3: 13; 4: 3; 5: 4; 
MAPK_Cancer_Cell_Fate_Network, 289,  5, 13,  182, 1, 5, 504579, 17788.86, 1, 63.19, 1: 53; 2: 33; 3: 9; 4: 4; 5: 4; 
MAPK_Cancer_Cell_Fate_Network, 440,  7,  9,  182, 1, 5, 492702, 17788.86, 1, 63.19, 1: 49; 2: 39; 3: 7; 4: 6; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 830,  5, 13,  182, 1, 5, 504835, 17788.86, 1, 63.19, 1: 48; 2: 42; 3: 5; 4: 5; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 527, 10,  6,  182, 1, 5, 473390, 17788.86, 1, 63.19, 1: 56; 2: 27; 3: 12; 4: 4; 5: 4; 
MAPK_Cancer_Cell_Fate_Network, 344,  5, 11,  183, 1, 5, 435105, 17788.86, 1, 63.19, 1: 49; 2: 34; 3: 15; 4: 4; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 384,  5, 11,  183, 1, 5, 435105, 17788.86, 1, 63.19, 1: 52; 2: 34; 3: 9; 4: 4; 5: 4; 
MAPK_Cancer_Cell_Fate_Network, 955,  8,  7,  183, 1, 5, 443520, 17788.86, 1, 63.19, 1: 51; 2: 32; 3: 14; 4: 4; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 269,  4, 14,  183, 1, 5, 443520, 17788.86, 1, 63.19, 1: 51; 2: 34; 3: 10; 4: 6; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 349,  5, 13,  183, 1, 5, 504861, 17788.86, 1, 63.19, 1: 47; 2: 40; 3: 10; 4: 4; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 255,  5, 13,  183, 1, 5, 504860, 17788.86, 1, 63.19, 1: 50; 2: 34; 3: 14; 4: 2; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 170,  5, 11,  183, 1, 5, 435105, 17788.86, 1, 63.19, 1: 53; 2: 31; 3: 11; 4: 5; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 239,  7,  9,  183, 1, 5, 492862, 17788.86, 1, 63.19, 1: 49; 2: 35; 3: 13; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 833,  4, 14,  183, 1, 5, 443520, 17788.86, 1, 63.19, 1: 56; 2: 27; 3: 10; 4: 7; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 399,  7,  9,  183, 1, 5, 492739, 17788.86, 1, 63.19, 1: 50; 2: 35; 3: 12; 4: 3; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 324,  8,  7,  183, 1, 5, 443520, 17788.86, 1, 63.19, 1: 49; 2: 38; 3: 8; 4: 6; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 601,  4, 14,  183, 1, 5, 443520, 17788.86, 1, 63.19, 1: 57; 2: 23; 3: 13; 4: 9; 5: 1; 
MAPK_Cancer_Cell_Fate_Network,  88,  8,  7,  183, 1, 5, 443520, 17788.86, 1, 63.19, 1: 51; 2: 32; 3: 13; 4: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 920,  8,  7,  183, 1, 5, 443520, 17788.86, 1, 63.19, 1: 48; 2: 40; 3: 6; 4: 8; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 914,  4, 14,  183, 1, 5, 443520, 17788.86, 1, 63.19, 1: 52; 2: 29; 3: 16; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 912,  5, 13,  183, 1, 5, 504687, 17788.86, 1, 63.19, 1: 50; 2: 36; 3: 10; 4: 4; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 300,  5, 12,  183, 1, 5, 473534, 17788.86, 1, 63.19, 1: 57; 2: 27; 3: 8; 4: 7; 5: 4; 
MAPK_Cancer_Cell_Fate_Network,  71,  7,  9,  183, 1, 5, 492899, 17788.86, 1, 63.19, 1: 49; 2: 38; 3: 7; 4: 8; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 126,  8,  7,  183, 1, 5, 443520, 17788.86, 1, 63.19, 1: 47; 2: 41; 3: 8; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network,  12,  5, 11,  183, 1, 5, 435105, 17788.86, 1, 63.19, 1: 50; 2: 39; 3: 5; 4: 5; 5: 4; 
MAPK_Cancer_Cell_Fate_Network, 697,  5, 13,  183, 1, 5, 504775, 17788.86, 1, 63.19, 1: 52; 2: 31; 3: 13; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network,  55,  8,  7,  183, 1, 5, 443520, 17788.86, 1, 63.19, 1: 49; 2: 37; 3: 10; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 883,  8,  7,  183, 1, 5, 443520, 17788.86, 1, 63.19, 1: 51; 2: 32; 3: 14; 4: 4; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 985,  5, 13,  183, 1, 5, 504587, 17788.86, 1, 63.19, 1: 47; 2: 37; 3: 15; 4: 3; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 338,  7,  8,  183, 1, 5, 443520, 17788.86, 1, 63.19, 1: 57; 2: 26; 3: 10; 4: 6; 5: 4; 
MAPK_Cancer_Cell_Fate_Network, 131,  5, 13,  183, 1, 5, 504916, 17788.86, 1, 63.19, 1: 53; 2: 30; 3: 11; 4: 8; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 738,  7,  9,  183, 1, 5, 492877, 17788.86, 1, 63.19, 1: 53; 2: 30; 3: 12; 4: 6; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 465,  4, 14,  184, 1, 5, 443520, 17788.86, 1, 63.19, 1: 51; 2: 33; 3: 10; 4: 8; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 649,  5, 11,  184, 1, 5, 435105, 17788.86, 1, 63.19, 1: 49; 2: 34; 3: 14; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network,  48,  4, 14,  184, 1, 5, 443520, 17788.86, 1, 63.19, 1: 53; 2: 29; 3: 12; 4: 8; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 651,  7,  9,  184, 1, 5, 492350, 17788.86, 1, 63.19, 1: 50; 2: 34; 3: 11; 4: 7; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 911,  5, 13,  184, 1, 5, 504485, 17788.86, 1, 63.19, 1: 47; 2: 38; 3: 12; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network,   1,  5, 11,  184, 1, 5, 435105, 17788.86, 1, 63.19, 1: 47; 2: 38; 3: 12; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 395,  8,  7,  184, 1, 5, 443520, 17788.86, 1, 63.19, 1: 50; 2: 33; 3: 13; 4: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network,  41,  5, 13,  184, 1, 5, 504863, 17788.86, 1, 63.19, 1: 45; 2: 39; 3: 16; 4: 2; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 437,  7,  8,  184, 1, 5, 443520, 17788.86, 1, 63.19, 1: 54; 2: 30; 3: 10; 4: 5; 5: 4; 
MAPK_Cancer_Cell_Fate_Network, 132,  5, 11,  184, 1, 5, 435105, 17788.86, 1, 63.19, 1: 49; 2: 37; 3: 10; 4: 4; 5: 3; 
MAPK_Cancer_Cell_Fate_Network,  90,  8,  7,  184, 1, 5, 443520, 17788.86, 1, 63.19, 1: 53; 2: 33; 3: 5; 4: 10; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 436,  7,  8,  184, 1, 5, 443520, 17788.86, 1, 63.19, 1: 51; 2: 35; 3: 8; 4: 6; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 376,  8,  7,  184, 1, 5, 443520, 17788.86, 1, 63.19, 1: 48; 2: 37; 3: 12; 4: 4; 5: 2; 
MAPK_Cancer_Cell_Fate_Network,  53,  8,  7,  184, 1, 5, 443520, 17788.86, 1, 63.19, 1: 49; 2: 38; 3: 8; 4: 5; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 771,  7,  9,  184, 1, 5, 492532, 17788.86, 1, 63.19, 1: 50; 2: 37; 3: 7; 4: 6; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 954,  7,  9,  184, 1, 5, 492821, 17788.86, 1, 63.19, 1: 45; 2: 42; 3: 10; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 513,  4, 14,  184, 1, 5, 443520, 17788.86, 1, 63.19, 1: 54; 2: 31; 3: 7; 4: 8; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 748,  4, 14,  184, 1, 5, 443520, 17788.86, 1, 63.19, 1: 53; 2: 31; 3: 10; 4: 6; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 248,  4, 14,  184, 1, 5, 443520, 17788.86, 1, 63.19, 1: 51; 2: 32; 3: 13; 4: 5; 5: 2; 
MAPK_Cancer_Cell_Fate_Network,  13,  4, 14,  184, 1, 5, 443520, 17788.86, 1, 63.19, 1: 56; 2: 25; 3: 11; 4: 10; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 958,  5, 12,  184, 1, 5, 473476, 17788.86, 1, 63.19, 1: 50; 2: 36; 3: 7; 4: 9; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 332,  5, 12,  184, 1, 5, 473652, 17788.86, 1, 63.19, 1: 55; 2: 24; 3: 16; 4: 7; 5: 1; 
MAPK_Cancer_Cell_Fate_Network,   8,  8,  7,  184, 1, 5, 443520, 17788.86, 1, 63.19, 1: 47; 2: 37; 3: 14; 4: 4; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 241,  7,  9,  184, 1, 5, 492919, 17788.86, 1, 63.19, 1: 49; 2: 37; 3: 10; 4: 4; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 370,  5, 13,  184, 1, 5, 504450, 17788.86, 1, 63.19, 1: 48; 2: 37; 3: 11; 4: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 304,  8,  7,  184, 1, 5, 443520, 17788.86, 1, 63.19, 1: 51; 2: 33; 3: 11; 4: 6; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 171,  5, 11,  185, 1, 5, 435105, 17788.86, 1, 63.19, 1: 46; 2: 39; 3: 13; 4: 3; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 671,  7,  9,  185, 1, 5, 493043, 17788.86, 1, 63.19, 1: 48; 2: 36; 3: 13; 4: 4; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 155,  5, 13,  185, 1, 5, 504505, 17788.86, 1, 63.19, 1: 55; 2: 29; 3: 8; 4: 7; 5: 4; 
MAPK_Cancer_Cell_Fate_Network, 508,  5, 11,  185, 1, 5, 435105, 17788.86, 1, 63.19, 1: 53; 2: 31; 3: 7; 4: 11; 5: 1; 
MAPK_Cancer_Cell_Fate_Network,  65,  5, 11,  185, 1, 5, 435105, 17788.86, 1, 63.19, 1: 51; 2: 32; 3: 11; 4: 8; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 362,  5, 13,  185, 1, 5, 505046, 17788.86, 1, 63.19, 1: 50; 2: 35; 3: 9; 4: 7; 5: 2; 
MAPK_Cancer_Cell_Fate_Network,  44,  5, 12,  185, 1, 5, 473477, 17788.86, 1, 63.19, 1: 53; 2: 29; 3: 12; 4: 7; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 950,  5, 11,  185, 1, 5, 435105, 17788.86, 1, 63.19, 1: 52; 2: 30; 3: 12; 4: 8; 5: 1; 
MAPK_Cancer_Cell_Fate_Network,   4,  5, 11,  185, 1, 5, 435105, 17788.86, 1, 63.19, 1: 49; 2: 35; 3: 11; 4: 7; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 209,  7,  9,  185, 1, 5, 492826, 17788.86, 1, 63.19, 1: 48; 2: 35; 3: 14; 4: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network,  70,  5, 13,  185, 1, 5, 504818, 17788.86, 1, 63.19, 1: 48; 2: 36; 3: 12; 4: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 192,  5, 13,  185, 1, 5, 504295, 17788.86, 1, 63.19, 1: 51; 2: 34; 3: 7; 4: 10; 5: 1; 
