Seed 1656949570
ARCH 0|F_ID 2|LIMIT 4
before: 
4(987)
Melhor resultado nxn: MAPK_Cancer_Cell_Fate_Network,  73,  7,  9,  178, 1, 4, 492805, 18288.16, 162, 0.00, 1: 54; 2: 28; 3: 16; 4: 5; 
MAPK_Cancer_Cell_Fate_Network, 953,  8,  7,  203, 1, 5, 443520, 18288.16, 1, 63.07, 1: 52; 2: 22; 3: 13; 4: 12; 5: 4; 
MAPK_Cancer_Cell_Fate_Network, 541,  5, 12,  203, 1, 5, 473403, 18288.16, 1, 63.07, 1: 47; 2: 30; 3: 10; 4: 14; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 441,  6, 10,  203, 1, 5, 473453, 18288.16, 1, 63.07, 1: 51; 2: 27; 3: 9; 4: 9; 5: 7; 
MAPK_Cancer_Cell_Fate_Network, 502,  5, 13,  204, 1, 5, 504750, 18288.16, 1, 63.07, 1: 47; 2: 26; 3: 16; 4: 13; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 443,  5, 12,  204, 1, 5, 473437, 18288.16, 1, 63.07, 1: 46; 2: 29; 3: 13; 4: 14; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 930, 10,  6,  204, 1, 5, 473488, 18288.16, 0, 63.07, 1: 45; 2: 28; 3: 18; 4: 11; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 938,  5, 12,  204, 1, 5, 473423, 18288.16, 1, 63.07, 1: 45; 2: 31; 3: 13; 4: 12; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 932, 10,  6,  204, 1, 5, 473335, 18288.16, 1, 63.07, 1: 47; 2: 29; 3: 11; 4: 14; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 194,  5, 12,  204, 1, 5, 473415, 18288.16, 1, 63.07, 1: 43; 2: 30; 3: 20; 4: 9; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 142,  5, 11,  204, 1, 5, 435105, 18288.16, 1, 63.07, 1: 46; 2: 25; 3: 22; 4: 8; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 321,  6, 10,  204, 1, 5, 473462, 18288.16, 1, 63.07, 1: 46; 2: 28; 3: 17; 4: 9; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 362,  5, 13,  204, 1, 5, 504548, 18288.16, 0, 63.07, 1: 45; 2: 31; 3: 12; 4: 14; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 995,  5, 12,  204, 1, 5, 473344, 18288.16, 0, 63.07, 1: 44; 2: 31; 3: 16; 4: 10; 5: 2; 
MAPK_Cancer_Cell_Fate_Network,  70,  5, 13,  204, 1, 5, 504722, 18288.16, 1, 63.07, 1: 48; 2: 25; 3: 16; 4: 12; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 305,  5, 12,  205, 1, 5, 473398, 18288.16, 1, 63.07, 1: 43; 2: 31; 3: 17; 4: 11; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 695,  6, 10,  205, 1, 5, 473397, 18288.16, 1, 63.07, 1: 46; 2: 28; 3: 14; 4: 14; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 238,  5, 12,  205, 1, 5, 473404, 18288.16, 1, 63.07, 1: 47; 2: 26; 3: 15; 4: 14; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 963,  5, 13,  205, 1, 5, 504724, 18288.16, 1, 63.07, 1: 47; 2: 28; 3: 14; 4: 10; 5: 4; 
MAPK_Cancer_Cell_Fate_Network, 690,  6, 10,  205, 1, 5, 473457, 18288.16, 1, 63.07, 1: 45; 2: 29; 3: 16; 4: 11; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 261,  5, 13,  205, 1, 5, 504624, 18288.16, 1, 63.07, 1: 41; 2: 35; 3: 17; 4: 7; 5: 3; 
MAPK_Cancer_Cell_Fate_Network,  94,  8,  7,  205, 1, 5, 443520, 18288.16, 1, 63.07, 1: 45; 2: 25; 3: 23; 4: 9; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 664,  5, 12,  205, 1, 5, 473422, 18288.16, 1, 63.07, 1: 49; 2: 23; 3: 17; 4: 11; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 408,  5, 12,  205, 1, 5, 473421, 18288.16, 1, 63.07, 1: 44; 2: 29; 3: 18; 4: 11; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 386,  5, 12,  206, 1, 5, 473428, 18288.16, 1, 63.07, 1: 45; 2: 25; 3: 22; 4: 10; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 874,  5, 11,  206, 1, 5, 435105, 18288.16, 1, 63.07, 1: 47; 2: 26; 3: 15; 4: 13; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 432,  5, 11,  206, 1, 5, 435105, 18288.16, 1, 63.07, 1: 45; 2: 27; 3: 18; 4: 12; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 893,  5, 12,  206, 1, 5, 473395, 18288.16, 1, 63.07, 1: 49; 2: 21; 3: 18; 4: 14; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 258,  6, 10,  206, 1, 5, 473474, 18288.16, 1, 63.07, 1: 43; 2: 33; 3: 15; 4: 8; 5: 4; 
MAPK_Cancer_Cell_Fate_Network,  95,  6, 10,  206, 1, 5, 473438, 18288.16, 1, 63.07, 1: 44; 2: 31; 3: 13; 4: 14; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 570,  5, 12,  206, 1, 5, 473392, 18288.16, 1, 63.07, 1: 43; 2: 31; 3: 16; 4: 12; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 508,  5, 11,  207, 1, 5, 435105, 18288.16, 1, 63.07, 1: 42; 2: 32; 3: 16; 4: 12; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 635,  5, 13,  207, 1, 5, 504632, 18288.16, 1, 63.07, 1: 44; 2: 31; 3: 12; 4: 15; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 562,  7,  8,  208, 1, 5, 443520, 18288.16, 1, 63.07, 1: 41; 2: 34; 3: 16; 4: 9; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 798,  5, 11,  208, 1, 5, 435105, 18288.16, 1, 63.07, 1: 44; 2: 29; 3: 16; 4: 12; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 349,  5, 13,  208, 1, 5, 504574, 18288.16, 1, 63.07, 1: 42; 2: 32; 3: 15; 4: 13; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 123,  5, 13,  208, 1, 5, 504643, 18288.16, 0, 63.07, 1: 47; 2: 23; 3: 18; 4: 14; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 480,  5, 11,  208, 1, 5, 435105, 18288.16, 1, 63.07, 1: 44; 2: 30; 3: 14; 4: 13; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 593,  5, 13,  208, 1, 5, 504728, 18288.16, 1, 63.07, 1: 42; 2: 31; 3: 18; 4: 10; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 383,  5, 11,  208, 1, 5, 435105, 18288.16, 1, 63.07, 1: 45; 2: 27; 3: 19; 4: 8; 5: 4; 
MAPK_Cancer_Cell_Fate_Network, 180,  6, 10,  208, 1, 5, 473368, 18288.16, 1, 63.07, 1: 51; 2: 20; 3: 15; 4: 13; 5: 4; 
MAPK_Cancer_Cell_Fate_Network, 427,  7,  8,  208, 1, 5, 443520, 18288.16, 1, 63.07, 1: 43; 2: 30; 3: 17; 4: 11; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 522,  5, 12,  208, 1, 5, 473453, 18288.16, 0, 63.07, 1: 45; 2: 28; 3: 14; 4: 15; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 790,  5, 13,  209, 1, 5, 504682, 18288.16, 1, 63.07, 1: 43; 2: 30; 3: 16; 4: 12; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 474,  5, 13,  209, 1, 5, 504620, 18288.16, 1, 63.07, 1: 44; 2: 28; 3: 16; 4: 14; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 978,  5, 13,  209, 1, 5, 504760, 18288.16, 1, 63.07, 1: 44; 2: 33; 3: 7; 4: 17; 5: 2; 
MAPK_Cancer_Cell_Fate_Network,  49,  5, 12,  209, 1, 5, 473471, 18288.16, 0, 63.07, 1: 42; 2: 33; 3: 12; 4: 15; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 797,  5, 13,  209, 1, 5, 504631, 18288.16, 1, 63.07, 1: 43; 2: 31; 3: 14; 4: 13; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 198,  5, 11,  209, 1, 5, 435105, 18288.16, 1, 63.07, 1: 40; 2: 35; 3: 14; 4: 13; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 588,  5, 12,  210, 1, 5, 473487, 18288.16, 1, 63.07, 1: 39; 2: 34; 3: 18; 4: 11; 5: 1; 
MAPK_Cancer_Cell_Fate_Network,   4,  5, 11,  210, 1, 5, 435105, 18288.16, 1, 63.07, 1: 43; 2: 26; 3: 22; 4: 11; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 980,  5, 12,  210, 1, 5, 473380, 18288.16, 1, 63.07, 1: 42; 2: 30; 3: 17; 4: 13; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 303,  5, 11,  210, 1, 5, 435105, 18288.16, 1, 63.07, 1: 43; 2: 31; 3: 12; 4: 16; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 178, 10,  6,  210, 1, 5, 473380, 18288.16, 1, 63.07, 1: 45; 2: 27; 3: 16; 4: 12; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 568,  5, 13,  210, 1, 5, 504764, 18288.16, 1, 63.07, 1: 45; 2: 27; 3: 14; 4: 16; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 473,  7,  8,  211, 1, 5, 443520, 18288.16, 1, 63.07, 1: 46; 2: 24; 3: 18; 4: 12; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 193,  5, 12,  211, 1, 5, 473429, 18288.16, 1, 63.07, 1: 45; 2: 28; 3: 11; 4: 18; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 731,  5, 12,  211, 1, 5, 473373, 18288.16, 1, 63.07, 1: 39; 2: 33; 3: 19; 4: 11; 5: 1; 
MAPK_Cancer_Cell_Fate_Network,  44,  5, 12,  212, 1, 5, 473440, 18288.16, 1, 63.07, 1: 44; 2: 25; 3: 20; 4: 12; 5: 2; 
MAPK_Cancer_Cell_Fate_Network,  59,  5, 13,  212, 1, 5, 504714, 18288.16, 1, 63.07, 1: 45; 2: 26; 3: 14; 4: 17; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 649,  5, 11,  212, 1, 5, 435105, 18288.16, 1, 63.07, 1: 43; 2: 29; 3: 15; 4: 14; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 841,  5, 12,  212, 1, 5, 473375, 18288.16, 1, 63.07, 1: 47; 2: 22; 3: 18; 4: 13; 5: 3; 
MAPK_Cancer_Cell_Fate_Network,   9,  5, 13,  212, 1, 5, 504551, 18288.16, 1, 63.07, 1: 43; 2: 28; 3: 17; 4: 13; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 488,  5, 13,  213, 1, 5, 504822, 18288.16, 1, 63.07, 1: 47; 2: 23; 3: 13; 4: 19; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 380,  5, 11,  213, 1, 5, 435105, 18288.16, 1, 63.07, 1: 42; 2: 29; 3: 16; 4: 15; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 734,  5, 11,  213, 1, 5, 435105, 18288.16, 1, 63.07, 1: 44; 2: 25; 3: 19; 4: 13; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 796,  5, 13,  213, 1, 5, 504738, 18288.16, 1, 63.07, 1: 44; 2: 25; 3: 18; 4: 15; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 615,  5, 12,  213, 1, 5, 473377, 18288.16, 1, 63.07, 1: 45; 2: 23; 3: 20; 4: 13; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 565,  5, 11,  213, 1, 5, 435105, 18288.16, 1, 63.07, 1: 43; 2: 27; 3: 17; 4: 15; 5: 1; 
MAPK_Cancer_Cell_Fate_Network,  66,  5, 13,  213, 1, 5, 504355, 18288.16, 1, 63.07, 1: 40; 2: 30; 3: 22; 4: 8; 5: 3; 
MAPK_Cancer_Cell_Fate_Network,  41,  5, 13,  213, 1, 5, 504666, 18288.16, 1, 63.07, 1: 43; 2: 29; 3: 13; 4: 17; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 364,  4, 14,  214, 1, 5, 443520, 18288.16, 1, 63.07, 1: 41; 2: 30; 3: 16; 4: 15; 5: 1; 
MAPK_Cancer_Cell_Fate_Network,  65,  5, 11,  214, 1, 5, 435105, 18288.16, 1, 63.07, 1: 42; 2: 28; 3: 18; 4: 13; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 630,  5, 11,  214, 1, 5, 435105, 18288.16, 0, 63.07, 1: 46; 2: 25; 3: 14; 4: 14; 5: 4; 
MAPK_Cancer_Cell_Fate_Network, 288,  5, 12,  214, 1, 5, 473465, 18288.16, 1, 63.07, 1: 44; 2: 27; 3: 15; 4: 14; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 190,  4, 14,  215, 1, 5, 443520, 18288.16, 1, 63.07, 1: 40; 2: 32; 3: 14; 4: 16; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 510,  5, 11,  215, 1, 5, 435105, 18288.16, 1, 63.07, 1: 44; 2: 26; 3: 15; 4: 16; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 210,  5, 12,  215, 1, 5, 473470, 18288.16, 1, 63.07, 1: 40; 2: 33; 3: 13; 4: 15; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 666,  5, 13,  215, 1, 5, 504585, 18288.16, 1, 63.07, 1: 44; 2: 25; 3: 17; 4: 15; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 122,  5, 12,  216, 1, 5, 473465, 18288.16, 1, 63.07, 1: 41; 2: 30; 3: 15; 4: 15; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 294,  5, 11,  216, 1, 5, 435105, 18288.16, 1, 63.07, 1: 44; 2: 24; 3: 19; 4: 13; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 583,  4, 14,  216, 1, 5, 443520, 18288.16, 1, 63.07, 1: 42; 2: 28; 3: 15; 4: 17; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 327,  5, 11,  216, 1, 5, 435105, 18288.16, 1, 63.07, 1: 38; 2: 35; 3: 14; 4: 14; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 290,  4, 14,  216, 1, 5, 443520, 18288.16, 1, 63.07, 1: 41; 2: 29; 3: 16; 4: 16; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 914,  4, 14,  216, 1, 5, 443520, 18288.16, 1, 63.07, 1: 45; 2: 25; 3: 12; 4: 20; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 629,  5, 11,  217, 1, 5, 435105, 18288.16, 1, 63.07, 1: 41; 2: 27; 3: 19; 4: 15; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 548,  5, 11,  217, 1, 5, 435105, 18288.16, 1, 63.07, 1: 39; 2: 33; 3: 13; 4: 17; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 418,  4, 14,  218, 1, 5, 443520, 18288.16, 1, 63.07, 1: 43; 2: 28; 3: 12; 4: 17; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 197,  5, 12,  218, 1, 5, 473459, 18288.16, 1, 63.07, 1: 46; 2: 18; 3: 24; 4: 11; 5: 4; 
MAPK_Cancer_Cell_Fate_Network, 311,  4, 14,  219, 1, 5, 443520, 18288.16, 1, 63.07, 1: 43; 2: 23; 3: 20; 4: 15; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 888,  5, 13,  220, 1, 5, 504738, 18288.16, 1, 63.07, 1: 37; 2: 34; 3: 15; 4: 15; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 767,  5, 11,  221, 1, 5, 435105, 18288.16, 1, 63.07, 1: 39; 2: 29; 3: 17; 4: 17; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 187,  4, 14,  223, 1, 5, 443520, 18288.16, 1, 63.07, 1: 35; 2: 32; 3: 22; 4: 12; 5: 2; 
MAPK_Cancer_Cell_Fate_Network,  48,  4, 14,  223, 1, 5, 443520, 18288.16, 1, 63.07, 1: 37; 2: 31; 3: 17; 4: 17; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 636,  5, 11,  223, 1, 5, 435105, 18288.16, 1, 63.07, 1: 38; 2: 26; 3: 25; 4: 12; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 950,  5, 11,  224, 1, 5, 435105, 18288.16, 1, 63.07, 1: 38; 2: 29; 3: 17; 4: 18; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 623,  4, 14,  224, 1, 5, 443520, 18288.16, 1, 63.07, 1: 36; 2: 31; 3: 19; 4: 16; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 224,  4, 14,  225, 1, 5, 443520, 18288.16, 1, 63.07, 1: 38; 2: 28; 3: 18; 4: 18; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 438,  4, 14,  225, 1, 5, 443520, 18288.16, 1, 63.07, 1: 37; 2: 30; 3: 17; 4: 18; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 678,  4, 14,  228, 1, 5, 443520, 18288.16, 1, 63.07, 1: 39; 2: 23; 3: 22; 4: 18; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 489,  5, 11,  229, 1, 5, 435105, 18288.16, 1, 63.07, 1: 37; 2: 26; 3: 22; 4: 16; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 927,  5, 11,  230, 1, 5, 435105, 18288.16, 1, 63.07, 1: 38; 2: 27; 3: 20; 4: 12; 5: 6; 
MAPK_Cancer_Cell_Fate_Network, 382,  4, 14,  230, 1, 5, 443520, 18288.16, 1, 63.07, 1: 38; 2: 24; 3: 22; 4: 17; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 512,  4, 14,  231, 1, 5, 443520, 18288.16, 1, 63.07, 1: 39; 2: 25; 3: 15; 4: 23; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 536,  5, 13,  233, 1, 5, 504610, 18288.16, 1, 63.07, 1: 31; 2: 34; 3: 20; 4: 16; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 736,  5, 13,  233, 1, 5, 504609, 18288.16, 1, 63.07, 1: 34; 2: 26; 3: 26; 4: 16; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 333,  4, 14,  233, 1, 5, 443520, 18288.16, 1, 63.07, 1: 37; 2: 23; 3: 23; 4: 19; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 248,  4, 14,  234, 1, 5, 443520, 18288.16, 1, 63.07, 1: 40; 2: 22; 3: 16; 4: 23; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 689,  4, 14,  234, 1, 5, 443520, 18288.16, 1, 63.07, 1: 39; 2: 19; 3: 25; 4: 18; 5: 2; 
MAPK_Cancer_Cell_Fate_Network,  98,  4, 14,  234, 1, 5, 443520, 18288.16, 1, 63.07, 1: 32; 2: 32; 3: 19; 4: 19; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 748,  4, 14,  235, 1, 5, 443520, 18288.16, 0, 63.07, 1: 36; 2: 24; 3: 22; 4: 20; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 532,  4, 14,  236, 1, 5, 443520, 18288.16, 1, 63.07, 1: 33; 2: 27; 3: 25; 4: 16; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 215,  4, 14,  236, 1, 5, 443520, 18288.16, 1, 63.07, 1: 36; 2: 26; 3: 19; 4: 19; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 996,  4, 14,  239, 1, 5, 443520, 18288.16, 1, 63.07, 1: 31; 2: 32; 3: 17; 4: 22; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 282,  4, 14,  241, 1, 5, 443520, 18288.16, 1, 63.07, 1: 32; 2: 29; 3: 18; 4: 23; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 599,  4, 14,  242, 1, 5, 443520, 18288.16, 1, 63.07, 1: 34; 2: 26; 3: 17; 4: 25; 5: 1; 
MAPK_Cancer_Cell_Fate_Network,  13,  4, 14,  243, 1, 5, 443520, 18288.16, 1, 63.07, 1: 32; 2: 29; 3: 17; 4: 23; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 572,  4, 14,  248, 1, 5, 443520, 18288.16, 1, 63.07, 1: 31; 2: 27; 3: 18; 4: 26; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 373,  4, 14,  255, 1, 5, 443520, 18288.16, 1, 63.07, 1: 32; 2: 21; 3: 21; 4: 27; 5: 2; 
MAPK_Cancer_Cell_Fate_Network,  20,  4, 14,  259, 1, 5, 443520, 18288.16, 1, 63.07, 1: 30; 2: 21; 3: 24; 4: 25; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 130,  4, 14,  265, 1, 5, 443520, 18288.16, 1, 63.07, 1: 25; 2: 25; 3: 23; 4: 29; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 387,  4, 14,  269, 1, 5, 443520, 18288.16, 0, 63.07, 1: 28; 2: 22; 3: 20; 4: 28; 5: 5; 
MAPK_Cancer_Cell_Fate_Network,  73,  7,  9,  184, 1, 6, 492805, 18288.16, 1, 63.07, 1: 54; 2: 26; 3: 16; 4: 6; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 395,  8,  7,  188, 1, 6, 443520, 18288.16, 1, 63.07, 1: 53; 2: 29; 3: 11; 4: 8; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 479,  7,  9,  188, 1, 6, 492780, 18288.16, 1, 63.07, 1: 47; 2: 35; 3: 15; 4: 5; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 839,  6, 10,  188, 1, 6, 473365, 18288.16, 1, 63.07, 1: 51; 2: 29; 3: 15; 4: 7; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 516,  8,  7,  189, 1, 6, 443520, 18288.16, 1, 63.07, 1: 51; 2: 30; 3: 13; 4: 7; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 208,  7,  8,  189, 1, 6, 443520, 18288.16, 1, 63.07, 1: 56; 2: 23; 3: 13; 4: 8; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 150,  7,  9,  189, 1, 6, 492990, 18288.16, 1, 63.07, 1: 50; 2: 30; 3: 15; 4: 7; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 962,  7,  9,  189, 1, 6, 492841, 18288.16, 1, 63.07, 1: 49; 2: 32; 3: 14; 4: 7; 6: 1; 
MAPK_Cancer_Cell_Fate_Network,  50,  8,  7,  189, 1, 6, 443520, 18288.16, 1, 63.07, 1: 49; 2: 32; 3: 14; 4: 7; 6: 1; 
MAPK_Cancer_Cell_Fate_Network,  35,  8,  7,  189, 1, 6, 443520, 18288.16, 1, 63.07, 1: 52; 2: 29; 3: 12; 4: 8; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 243,  7,  8,  190, 1, 6, 443520, 18288.16, 1, 63.07, 1: 50; 2: 27; 3: 20; 4: 5; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 367,  6, 10,  190, 1, 6, 473464, 18288.16, 1, 63.07, 1: 49; 2: 33; 3: 12; 4: 7; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 320,  7,  9,  190, 1, 6, 492625, 18288.16, 1, 63.07, 1: 53; 2: 25; 3: 15; 4: 9; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 433,  7,  9,  190, 1, 6, 492685, 18288.16, 1, 63.07, 1: 49; 2: 32; 3: 14; 4: 6; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 581,  6, 10,  191, 1, 6, 473454, 18288.16, 1, 63.07, 1: 52; 2: 26; 3: 15; 4: 9; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 398,  7,  9,  191, 1, 6, 492847, 18288.16, 1, 63.07, 1: 53; 2: 25; 3: 15; 4: 8; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 126,  8,  7,  191, 1, 6, 443520, 18288.16, 1, 63.07, 1: 45; 2: 36; 3: 16; 4: 5; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 816,  6, 10,  191, 1, 6, 473444, 18288.16, 1, 63.07, 1: 48; 2: 33; 3: 14; 4: 6; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 449,  7,  9,  191, 1, 6, 492889, 18288.16, 1, 63.07, 1: 50; 2: 29; 3: 16; 4: 6; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 960, 10,  6,  191, 1, 6, 473458, 18288.16, 1, 63.07, 1: 46; 2: 37; 3: 11; 4: 8; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 604,  6, 10,  192, 1, 6, 473430, 18288.16, 1, 63.07, 1: 51; 2: 30; 3: 11; 4: 8; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 490,  7,  8,  192, 1, 6, 443520, 18288.16, 1, 63.07, 1: 47; 2: 34; 3: 14; 4: 6; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 928,  7,  8,  192, 1, 6, 443520, 18288.16, 1, 63.07, 1: 51; 2: 29; 3: 12; 4: 9; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 738,  7,  9,  192, 1, 6, 492754, 18288.16, 1, 63.07, 1: 45; 2: 36; 3: 15; 4: 6; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 547,  7,  9,  192, 1, 6, 492800, 18288.16, 1, 63.07, 1: 51; 2: 29; 3: 13; 4: 8; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 817,  7,  9,  192, 1, 6, 492785, 18288.16, 1, 63.07, 1: 51; 2: 26; 3: 17; 4: 8; 6: 1; 
MAPK_Cancer_Cell_Fate_Network,  64,  6, 10,  192, 1, 6, 473561, 18288.16, 1, 63.07, 1: 50; 2: 28; 3: 17; 4: 6; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 840, 10,  6,  192, 1, 6, 473411, 18288.16, 1, 63.07, 1: 48; 2: 32; 3: 14; 4: 8; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 334,  7,  8,  192, 1, 6, 443520, 18288.16, 1, 63.07, 1: 49; 2: 29; 3: 17; 4: 7; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 246,  8,  7,  193, 1, 6, 443520, 18288.16, 1, 63.07, 1: 49; 2: 31; 3: 13; 4: 8; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 205,  8,  7,  193, 1, 6, 443520, 18288.16, 1, 63.07, 1: 50; 2: 29; 3: 13; 4: 10; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 124,  7,  9,  193, 1, 6, 492709, 18288.16, 1, 63.07, 1: 52; 2: 29; 3: 9; 4: 11; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 339,  7,  9,  193, 1, 6, 492731, 18288.16, 1, 63.07, 1: 48; 2: 33; 3: 12; 4: 8; 5: 1; 6: 1; 
