Seed 1656949570
ARCH 0|F_ID 2|LIMIT 3
before: 
03(883)
Melhor resultado nxn: Treatment_of_Castration-Resistant_Prostate_Ca, 503,  7,  7,  101, 1, 3, 381964, 12166.34, 0, 0.00, 1: 37; 2: 20; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 257,  4, 12,  122, 1, 3, 375634, 12166.34, 1, 36.94, 1: 25; 2: 23; 3: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca,  64,  4, 12,  122, 1, 3, 375646, 12166.34, 1, 36.94, 1: 24; 2: 25; 3: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 335,  4, 11,  122, 1, 3, 347182, 12166.34, 1, 36.94, 1: 27; 2: 19; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 882,  4, 11,  122, 1, 3, 347182, 12166.34, 1, 36.94, 1: 23; 2: 27; 3: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 608,  4, 12,  122, 1, 3, 375648, 12166.34, 1, 36.94, 1: 23; 2: 27; 3: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 970,  4, 11,  122, 1, 3, 347182, 12166.34, 1, 36.94, 1: 26; 2: 21; 3: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 779,  4, 12,  122, 1, 3, 375659, 12166.34, 1, 36.94, 1: 25; 2: 23; 3: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 570,  4, 11,  122, 1, 3, 347182, 12166.34, 1, 36.94, 1: 27; 2: 19; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 540,  4, 12,  122, 1, 3, 375596, 12166.34, 1, 36.94, 1: 26; 2: 21; 3: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 478,  5,  9,  122, 1, 3, 355066, 12166.34, 1, 36.94, 1: 25; 2: 23; 3: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 484,  4, 12,  123, 1, 3, 375620, 12166.34, 1, 36.94, 1: 26; 2: 20; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 708,  6,  8,  123, 1, 3, 375684, 12166.34, 1, 36.94, 1: 24; 2: 24; 3: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 997,  4, 11,  123, 1, 3, 347182, 12166.34, 1, 36.94, 1: 25; 2: 22; 3: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 951,  4, 11,  123, 1, 3, 347182, 12166.34, 1, 36.94, 1: 26; 2: 20; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 392,  4, 11,  123, 1, 3, 347182, 12166.34, 1, 36.94, 1: 28; 2: 16; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca, 631,  4, 12,  123, 1, 3, 375610, 12166.34, 1, 36.94, 1: 25; 2: 22; 3: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 821,  4, 12,  123, 1, 3, 375670, 12166.34, 1, 36.94, 1: 26; 2: 20; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 928,  4, 12,  123, 1, 3, 375613, 12166.34, 1, 36.94, 1: 26; 2: 20; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 210,  4, 11,  123, 1, 3, 347182, 12166.34, 1, 36.94, 1: 25; 2: 22; 3: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 205,  4, 12,  123, 1, 3, 375623, 12166.34, 1, 36.94, 1: 26; 2: 20; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 204,  4, 12,  123, 1, 3, 375652, 12166.34, 1, 36.94, 1: 27; 2: 18; 3: 20; 
Treatment_of_Castration-Resistant_Prostate_Ca, 920,  4, 12,  124, 1, 3, 375649, 12166.34, 1, 36.94, 1: 22; 2: 27; 3: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 906,  5,  9,  124, 1, 3, 355057, 12166.34, 1, 36.94, 1: 24; 2: 23; 3: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 660,  4, 12,  124, 1, 3, 375656, 12166.34, 1, 36.94, 1: 24; 2: 23; 3: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 654,  4, 11,  124, 1, 3, 347182, 12166.34, 1, 36.94, 1: 27; 2: 17; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca,  73,  5,  9,  124, 1, 3, 355061, 12166.34, 1, 36.94, 1: 28; 2: 15; 3: 22; 
Treatment_of_Castration-Resistant_Prostate_Ca, 948,  4, 12,  124, 1, 3, 375646, 12166.34, 1, 36.94, 1: 25; 2: 21; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca,  45,  4, 12,  124, 1, 3, 375629, 12166.34, 1, 36.94, 1: 29; 2: 13; 3: 23; 
Treatment_of_Castration-Resistant_Prostate_Ca, 281,  4, 12,  125, 1, 3, 375615, 12166.34, 1, 36.94, 1: 25; 2: 20; 3: 20; 
Treatment_of_Castration-Resistant_Prostate_Ca, 406,  5,  9,  125, 1, 3, 355039, 12166.34, 1, 36.94, 1: 25; 2: 20; 3: 20; 
Treatment_of_Castration-Resistant_Prostate_Ca, 895,  4, 11,  125, 1, 3, 347182, 12166.34, 1, 36.94, 1: 25; 2: 20; 3: 20; 
Treatment_of_Castration-Resistant_Prostate_Ca, 402,  4, 12,  125, 1, 3, 375599, 12166.34, 1, 36.94, 1: 24; 2: 22; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 493,  4, 12,  125, 1, 3, 375631, 12166.34, 1, 36.94, 1: 22; 2: 26; 3: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 754,  5,  9,  125, 1, 3, 355037, 12166.34, 1, 36.94, 1: 26; 2: 18; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca, 173,  4, 11,  125, 1, 3, 347182, 12166.34, 1, 36.94, 1: 24; 2: 22; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca,  66,  4, 11,  125, 1, 3, 347182, 12166.34, 1, 36.94, 1: 24; 2: 22; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca,  81,  4, 11,  125, 1, 3, 347182, 12166.34, 1, 36.94, 1: 26; 2: 18; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca, 250,  6,  8,  126, 1, 3, 375646, 12166.34, 1, 36.94, 1: 27; 2: 15; 3: 23; 
Treatment_of_Castration-Resistant_Prostate_Ca, 802,  4, 12,  126, 1, 3, 375646, 12166.34, 1, 36.94, 1: 22; 2: 25; 3: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 440,  4, 12,  126, 1, 3, 375668, 12166.34, 1, 36.94, 1: 25; 2: 19; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca, 125,  5,  9,  126, 1, 3, 355048, 12166.34, 1, 36.94, 1: 24; 2: 21; 3: 20; 
Treatment_of_Castration-Resistant_Prostate_Ca, 229,  4, 11,  126, 1, 3, 347182, 12166.34, 1, 36.94, 1: 22; 2: 25; 3: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 469,  4, 11,  126, 1, 3, 347182, 12166.34, 1, 36.94, 1: 21; 2: 27; 3: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 767,  4, 12,  126, 1, 3, 375603, 12166.34, 1, 36.94, 1: 25; 2: 19; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca, 556,  4, 11,  126, 1, 3, 347182, 12166.34, 1, 36.94, 1: 27; 2: 15; 3: 23; 
Treatment_of_Castration-Resistant_Prostate_Ca, 774,  4, 12,  126, 1, 3, 375656, 12166.34, 1, 36.94, 1: 21; 2: 27; 3: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 159,  4, 11,  126, 1, 3, 347182, 12166.34, 1, 36.94, 1: 25; 2: 19; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca, 833,  4, 12,  126, 1, 3, 375670, 12166.34, 1, 36.94, 1: 23; 2: 23; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 946,  4, 12,  126, 1, 3, 375632, 12166.34, 1, 36.94, 1: 23; 2: 23; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 479,  4, 11,  127, 1, 3, 347182, 12166.34, 1, 36.94, 1: 24; 2: 20; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca, 543,  4, 12,  127, 1, 3, 375630, 12166.34, 1, 36.94, 1: 22; 2: 24; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 717,  5, 10,  127, 1, 3, 388910, 12166.34, 1, 36.94, 1: 25; 2: 18; 3: 22; 
Treatment_of_Castration-Resistant_Prostate_Ca, 785,  4, 12,  127, 1, 3, 375588, 12166.34, 1, 36.94, 1: 21; 2: 26; 3: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 149,  4, 11,  127, 1, 3, 347182, 12166.34, 1, 36.94, 1: 24; 2: 20; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca,  25,  4, 12,  127, 1, 3, 375682, 12166.34, 1, 36.94, 1: 21; 2: 26; 3: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 692,  4, 12,  127, 1, 3, 375632, 12166.34, 1, 36.94, 1: 26; 2: 16; 3: 23; 
Treatment_of_Castration-Resistant_Prostate_Ca, 255,  5, 10,  127, 1, 3, 388881, 12166.34, 1, 36.94, 1: 22; 2: 24; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca,  21,  4, 12,  127, 1, 3, 375656, 12166.34, 1, 36.94, 1: 24; 2: 20; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca, 199,  4, 12,  127, 1, 3, 375655, 12166.34, 1, 36.94, 1: 22; 2: 24; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca,  27,  4, 11,  127, 1, 3, 347182, 12166.34, 1, 36.94, 1: 25; 2: 18; 3: 22; 
Treatment_of_Castration-Resistant_Prostate_Ca, 429,  4, 12,  128, 1, 3, 375674, 12166.34, 1, 36.94, 1: 21; 2: 25; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 371,  4, 11,  128, 1, 3, 347182, 12166.34, 1, 36.94, 1: 21; 2: 25; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 919,  4, 11,  128, 1, 3, 347182, 12166.34, 1, 36.94, 1: 22; 2: 23; 3: 20; 
Treatment_of_Castration-Resistant_Prostate_Ca, 642,  4, 11,  128, 1, 3, 347182, 12166.34, 1, 36.94, 1: 24; 2: 19; 3: 22; 
Treatment_of_Castration-Resistant_Prostate_Ca, 836,  4, 11,  128, 1, 3, 347182, 12166.34, 1, 36.94, 1: 23; 2: 21; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca, 991,  5,  9,  128, 1, 3, 355053, 12166.34, 1, 36.94, 1: 22; 2: 23; 3: 20; 
Treatment_of_Castration-Resistant_Prostate_Ca,  55,  4, 11,  128, 1, 3, 347182, 12166.34, 1, 36.94, 1: 23; 2: 21; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca, 952,  4, 12,  128, 1, 3, 375656, 12166.34, 1, 36.94, 1: 21; 2: 25; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 259,  4, 12,  129, 1, 3, 375666, 12166.34, 1, 36.94, 1: 22; 2: 22; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca,  26,  4, 11,  129, 1, 3, 347182, 12166.34, 1, 36.94, 1: 20; 2: 26; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 160,  5, 10,  129, 1, 3, 388786, 12166.34, 1, 36.94, 1: 24; 2: 18; 3: 23; 
Treatment_of_Castration-Resistant_Prostate_Ca, 973,  5,  9,  130, 1, 3, 355052, 12166.34, 1, 36.94, 1: 23; 2: 19; 3: 23; 
Treatment_of_Castration-Resistant_Prostate_Ca, 232,  4, 12,  130, 1, 3, 375643, 12166.34, 1, 36.94, 1: 22; 2: 21; 3: 22; 
Treatment_of_Castration-Resistant_Prostate_Ca, 678,  4, 12,  133, 1, 3, 375685, 12166.34, 1, 36.94, 1: 21; 2: 20; 3: 24; 
Treatment_of_Castration-Resistant_Prostate_Ca, 224,  5, 10,  134, 1, 3, 388907, 12166.34, 1, 36.94, 1: 20; 2: 21; 3: 24; 
Treatment_of_Castration-Resistant_Prostate_Ca,  14,  4, 11,  138, 1, 3, 347182, 12166.34, 1, 36.94, 1: 15; 2: 27; 3: 23; 
Treatment_of_Castration-Resistant_Prostate_Ca, 516,  7,  7,  104, 1, 4, 381940, 12166.34, 1, 36.94, 1: 37; 2: 18; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 747,  7,  7,  105, 1, 4, 381950, 12166.34, 1, 36.94, 1: 34; 2: 23; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 834,  8,  6,  106, 1, 4, 375633, 12166.34, 1, 36.94, 1: 35; 2: 21; 3: 7; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  42,  8,  6,  107, 1, 4, 375611, 12166.34, 1, 36.94, 1: 33; 2: 23; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 313,  7,  7,  107, 1, 4, 382001, 12166.34, 1, 36.94, 1: 34; 2: 22; 3: 7; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 982,  7,  7,  107, 1, 4, 381929, 12166.34, 1, 36.94, 1: 33; 2: 23; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 449,  8,  6,  108, 1, 4, 375683, 12166.34, 1, 36.94, 1: 31; 2: 26; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 431,  7,  7,  108, 1, 4, 381943, 12166.34, 1, 36.94, 1: 36; 2: 16; 3: 12; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 810,  6,  8,  108, 1, 4, 375671, 12166.34, 1, 36.94, 1: 34; 2: 20; 3: 10; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 879,  6,  8,  108, 1, 4, 375583, 12166.34, 1, 36.94, 1: 33; 2: 22; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 875,  6,  8,  108, 1, 4, 375549, 12166.34, 1, 36.94, 1: 35; 2: 19; 3: 9; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 521,  7,  7,  109, 1, 4, 381964, 12166.34, 1, 36.94, 1: 33; 2: 21; 3: 10; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 192,  7,  7,  109, 1, 4, 382025, 12166.34, 1, 36.94, 1: 33; 2: 21; 3: 10; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 304,  8,  6,  109, 1, 4, 375638, 12166.34, 1, 36.94, 1: 34; 2: 19; 3: 11; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 375,  7,  7,  109, 1, 4, 381985, 12166.34, 1, 36.94, 1: 34; 2: 19; 3: 11; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 682,  6,  8,  109, 1, 4, 375672, 12166.34, 1, 36.94, 1: 34; 2: 19; 3: 11; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 408,  7,  7,  109, 1, 4, 381916, 12166.34, 1, 36.94, 1: 33; 2: 21; 3: 10; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 150,  6,  8,  110, 1, 4, 375645, 12166.34, 1, 36.94, 1: 36; 2: 15; 3: 12; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 564,  6,  8,  110, 1, 4, 375634, 12166.34, 1, 36.94, 1: 33; 2: 21; 3: 9; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 798,  7,  7,  110, 1, 4, 381908, 12166.34, 1, 36.94, 1: 33; 2: 20; 3: 11; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 179,  6,  8,  110, 1, 4, 375653, 12166.34, 1, 36.94, 1: 32; 2: 22; 3: 10; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 385,  8,  6,  111, 1, 4, 375629, 12166.34, 1, 36.94, 1: 33; 2: 19; 3: 12; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 519,  6,  8,  111, 1, 4, 375662, 12166.34, 1, 36.94, 1: 31; 2: 23; 3: 10; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  93,  6,  8,  111, 1, 4, 375637, 12166.34, 1, 36.94, 1: 36; 2: 13; 3: 15; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 412,  9,  5,  111, 1, 4, 355052, 12166.34, 1, 36.94, 1: 35; 2: 15; 3: 14; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 104,  7,  7,  111, 1, 4, 381953, 12166.34, 1, 36.94, 1: 33; 2: 20; 3: 10; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 452,  5, 10,  111, 1, 4, 388877, 12166.34, 1, 36.94, 1: 32; 2: 21; 3: 11; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 845,  6,  8,  111, 1, 4, 375635, 12166.34, 1, 36.94, 1: 34; 2: 17; 3: 13; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 465,  9,  5,  111, 1, 4, 355051, 12166.34, 1, 36.94, 1: 31; 2: 23; 3: 10; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 594,  6,  8,  111, 1, 4, 375622, 12166.34, 1, 36.94, 1: 34; 2: 17; 3: 13; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 254,  7,  7,  111, 1, 4, 381975, 12166.34, 1, 36.94, 1: 33; 2: 20; 3: 10; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  89,  5,  9,  112, 1, 4, 355041, 12166.34, 1, 36.94, 1: 30; 2: 24; 3: 10; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 751,  6,  8,  112, 1, 4, 375656, 12166.34, 1, 36.94, 1: 34; 2: 17; 3: 12; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 574,  7,  7,  112, 1, 4, 381942, 12166.34, 1, 36.94, 1: 31; 2: 22; 3: 11; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 958,  7,  7,  112, 1, 4, 381972, 12166.34, 1, 36.94, 1: 33; 2: 19; 3: 11; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 203,  8,  6,  112, 1, 4, 375642, 12166.34, 1, 36.94, 1: 33; 2: 18; 3: 13; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 337,  7,  7,  112, 1, 4, 381999, 12166.34, 1, 36.94, 1: 33; 2: 19; 3: 11; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 874,  9,  5,  113, 1, 4, 355050, 12166.34, 1, 36.94, 1: 30; 2: 23; 3: 11; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 947,  5,  9,  113, 1, 4, 355039, 12166.34, 1, 36.94, 1: 31; 2: 21; 3: 12; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 366,  5,  9,  113, 1, 4, 355051, 12166.34, 1, 36.94, 1: 30; 2: 23; 3: 11; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 894,  5, 10,  113, 1, 4, 388961, 12166.34, 1, 36.94, 1: 32; 2: 19; 3: 13; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 344,  8,  6,  113, 1, 4, 375657, 12166.34, 1, 36.94, 1: 31; 2: 21; 3: 12; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 488,  8,  6,  113, 1, 4, 375678, 12166.34, 1, 36.94, 1: 30; 2: 23; 3: 11; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 915,  7,  7,  113, 1, 4, 381974, 12166.34, 1, 36.94, 1: 30; 2: 23; 3: 11; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 776,  5, 10,  113, 1, 4, 388860, 12166.34, 1, 36.94, 1: 30; 2: 23; 3: 11; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 260,  5, 10,  113, 1, 4, 388897, 12166.34, 1, 36.94, 1: 31; 2: 21; 3: 12; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 391,  6,  8,  113, 1, 4, 375604, 12166.34, 1, 36.94, 1: 29; 2: 25; 3: 10; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 324,  7,  7,  113, 1, 4, 382139, 12166.34, 1, 36.94, 1: 33; 2: 17; 3: 14; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 676,  5, 10,  113, 1, 4, 388861, 12166.34, 1, 36.94, 1: 31; 2: 21; 3: 12; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 978,  5,  9,  113, 1, 4, 355040, 12166.34, 1, 36.94, 1: 32; 2: 19; 3: 13; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 734,  6,  8,  113, 1, 4, 375617, 12166.34, 1, 36.94, 1: 33; 2: 17; 3: 14; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 931,  6,  8,  113, 1, 4, 375614, 12166.34, 1, 36.94, 1: 35; 2: 14; 3: 14; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 780,  6,  8,  113, 1, 4, 375655, 12166.34, 1, 36.94, 1: 30; 2: 23; 3: 11; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 531,  7,  7,  114, 1, 4, 381950, 12166.34, 1, 36.94, 1: 29; 2: 24; 3: 11; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 445,  6,  8,  114, 1, 4, 375688, 12166.34, 1, 36.94, 1: 31; 2: 20; 3: 13; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 901,  8,  6,  114, 1, 4, 375671, 12166.34, 1, 36.94, 1: 31; 2: 20; 3: 13; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 883,  6,  8,  114, 1, 4, 375642, 12166.34, 1, 36.94, 1: 34; 2: 14; 3: 16; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 505,  6,  8,  114, 1, 4, 375635, 12166.34, 1, 36.94, 1: 31; 2: 20; 3: 13; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 932,  8,  6,  114, 1, 4, 375626, 12166.34, 1, 36.94, 1: 31; 2: 20; 3: 13; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 912,  8,  6,  114, 1, 4, 375619, 12166.34, 1, 36.94, 1: 28; 2: 26; 3: 10; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 413,  5,  9,  114, 1, 4, 355054, 12166.34, 1, 36.94, 1: 31; 2: 20; 3: 13; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 127,  5,  9,  114, 1, 4, 355038, 12166.34, 1, 36.94, 1: 31; 2: 20; 3: 13; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  43,  5, 10,  114, 1, 4, 388860, 12166.34, 1, 36.94, 1: 30; 2: 23; 3: 10; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 138,  5,  9,  114, 1, 4, 355067, 12166.34, 1, 36.94, 1: 30; 2: 22; 3: 12; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 938,  7,  7,  114, 1, 4, 381971, 12166.34, 1, 36.94, 1: 34; 2: 17; 3: 10; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 295,  6,  8,  114, 1, 4, 375649, 12166.34, 1, 36.94, 1: 29; 2: 24; 3: 11; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  20,  5,  9,  114, 1, 4, 355039, 12166.34, 1, 36.94, 1: 33; 2: 16; 3: 15; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 188,  7,  7,  114, 1, 4, 381955, 12166.34, 1, 36.94, 1: 32; 2: 18; 3: 14; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 582,  5,  9,  114, 1, 4, 355059, 12166.34, 1, 36.94, 1: 30; 2: 22; 3: 12; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 548,  5,  9,  115, 1, 4, 355060, 12166.34, 1, 36.94, 1: 27; 2: 27; 3: 10; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 604,  5,  9,  115, 1, 4, 355052, 12166.34, 1, 36.94, 1: 30; 2: 22; 3: 11; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 319,  5,  9,  115, 1, 4, 355057, 12166.34, 1, 36.94, 1: 30; 2: 21; 3: 13; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 896,  8,  6,  115, 1, 4, 375643, 12166.34, 1, 36.94, 1: 27; 2: 27; 3: 10; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 176,  6,  8,  115, 1, 4, 375668, 12166.34, 1, 36.94, 1: 30; 2: 21; 3: 13; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 123,  5, 10,  115, 1, 4, 388888, 12166.34, 1, 36.94, 1: 29; 2: 24; 3: 10; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 193,  5,  9,  115, 1, 4, 355071, 12166.34, 1, 36.94, 1: 30; 2: 21; 3: 13; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 693,  5,  9,  116, 1, 4, 355069, 12166.34, 1, 36.94, 1: 30; 2: 20; 3: 14; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 745,  5,  9,  116, 1, 4, 355050, 12166.34, 1, 36.94, 1: 30; 2: 20; 3: 14; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 885,  9,  5,  116, 1, 4, 355047, 12166.34, 1, 36.94, 1: 28; 2: 24; 3: 12; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 545,  7,  7,  116, 1, 4, 381977, 12166.34, 1, 36.94, 1: 31; 2: 20; 3: 11; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 725,  5, 10,  116, 1, 4, 388965, 12166.34, 1, 36.94, 1: 31; 2: 18; 3: 15; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 441,  5, 10,  116, 1, 4, 388820, 12166.34, 1, 36.94, 1: 29; 2: 22; 3: 13; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 658,  5, 10,  116, 1, 4, 388911, 12166.34, 1, 36.94, 1: 30; 2: 20; 3: 14; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 355,  6,  8,  116, 1, 4, 375679, 12166.34, 1, 36.94, 1: 30; 2: 20; 3: 14; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 460,  7,  7,  117, 1, 4, 381953, 12166.34, 1, 36.94, 1: 28; 2: 24; 3: 11; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 584,  8,  6,  117, 1, 4, 375626, 12166.34, 1, 36.94, 1: 28; 2: 23; 3: 13; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 155,  8,  6,  117, 1, 4, 375624, 12166.34, 1, 36.94, 1: 28; 2: 25; 3: 9; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 397,  5, 10,  117, 1, 4, 388904, 12166.34, 1, 36.94, 1: 29; 2: 21; 3: 14; 4: 1; 
