Seed 1656949570
ARCH 0|F_ID 3|LIMIT 3
before: 
23(627)
Melhor resultado nxn: Treatment_of_Castration-Resistant_Prostate_Ca, 721,  7,  7,  103, 1, 3, 382033, 26748.27, 235, 0.00, 1: 33; 2: 26; 3: 6; 
Treatment_of_Castration-Resistant_Prostate_Ca, 405,  9,  5,  110, 1, 4, 355004, 26748.27, 1, 34.01, 1: 30; 2: 26; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 403,  8,  6,  110, 1, 4, 375461, 26748.27, 1, 34.01, 1: 28; 2: 31; 3: 4; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 179,  6,  8,  110, 1, 4, 375731, 26748.27, 1, 34.01, 1: 30; 2: 26; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 612,  7,  7,  110, 1, 4, 381928, 26748.27, 1, 34.01, 1: 28; 2: 31; 3: 4; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 613,  6,  8,  110, 1, 4, 375585, 26748.27, 1, 34.01, 1: 30; 2: 26; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 393,  6,  8,  110, 1, 4, 375636, 26748.27, 1, 34.01, 1: 29; 2: 28; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  85,  7,  7,  110, 1, 4, 382022, 26748.27, 1, 34.01, 1: 32; 2: 23; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 344,  8,  6,  110, 1, 4, 375564, 26748.27, 1, 34.01, 1: 31; 2: 24; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 336,  7,  7,  110, 1, 4, 381990, 26748.27, 1, 34.01, 1: 29; 2: 29; 3: 5; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 868,  5, 10,  110, 1, 4, 388942, 26748.27, 1, 34.01, 1: 30; 2: 26; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 794,  8,  6,  111, 1, 4, 375625, 26748.27, 1, 34.01, 1: 29; 2: 28; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 213,  7,  7,  111, 1, 4, 381955, 26748.27, 1, 34.01, 1: 30; 2: 25; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 809,  7,  7,  111, 1, 4, 381996, 26748.27, 1, 34.01, 1: 31; 2: 24; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 361,  6,  8,  111, 1, 4, 375656, 26748.27, 1, 34.01, 1: 27; 2: 31; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 453,  6,  8,  111, 1, 4, 375710, 26748.27, 1, 34.01, 1: 30; 2: 25; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 607,  6,  8,  111, 1, 4, 375659, 26748.27, 1, 34.01, 1: 28; 2: 29; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  77,  7,  7,  111, 1, 4, 381919, 26748.27, 1, 34.01, 1: 28; 2: 29; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 382,  6,  8,  111, 1, 4, 375726, 26748.27, 1, 34.01, 1: 25; 2: 35; 3: 4; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  35,  7,  7,  111, 1, 4, 381962, 26748.27, 1, 34.01, 1: 29; 2: 27; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  97,  6,  8,  111, 1, 4, 375619, 26748.27, 1, 34.01, 1: 24; 2: 37; 3: 3; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 362,  6,  8,  111, 1, 4, 375608, 26748.27, 1, 34.01, 1: 26; 2: 33; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 359,  7,  7,  111, 1, 4, 381979, 26748.27, 1, 34.01, 1: 29; 2: 29; 3: 4; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 644,  7,  7,  111, 1, 4, 381864, 26748.27, 1, 34.01, 1: 27; 2: 31; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 535,  7,  7,  111, 1, 4, 382089, 26748.27, 1, 34.01, 1: 29; 2: 27; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 503,  7,  7,  111, 1, 4, 381716, 26748.27, 1, 34.01, 1: 30; 2: 27; 3: 5; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 880,  8,  6,  111, 1, 4, 375731, 26748.27, 1, 34.01, 1: 28; 2: 29; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 282,  6,  8,  111, 1, 4, 375649, 26748.27, 1, 34.01, 1: 30; 2: 25; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 511,  7,  7,  112, 1, 4, 381944, 26748.27, 0, 34.01, 1: 25; 2: 34; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 463,  7,  7,  112, 1, 4, 381941, 26748.27, 1, 34.01, 1: 28; 2: 28; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 516,  7,  7,  112, 1, 4, 381891, 26748.27, 1, 34.01, 1: 29; 2: 28; 3: 5; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 728,  7,  7,  112, 1, 4, 381920, 26748.27, 1, 34.01, 1: 30; 2: 25; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 445,  6,  8,  112, 1, 4, 375599, 26748.27, 1, 34.01, 1: 28; 2: 29; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 407,  5,  9,  112, 1, 4, 355025, 26748.27, 1, 34.01, 1: 31; 2: 22; 3: 11; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 618,  7,  7,  112, 1, 4, 382050, 26748.27, 1, 34.01, 1: 30; 2: 26; 3: 6; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 373,  9,  5,  112, 1, 4, 355035, 26748.27, 1, 34.01, 1: 31; 2: 23; 3: 9; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 343,  7,  7,  112, 1, 4, 381978, 26748.27, 1, 34.01, 1: 28; 2: 29; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 662,  6,  8,  112, 1, 4, 375718, 26748.27, 1, 34.01, 1: 29; 2: 27; 3: 7; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 711,  8,  6,  112, 1, 4, 375582, 26748.27, 1, 34.01, 1: 28; 2: 28; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 273,  6,  8,  112, 1, 4, 375691, 26748.27, 1, 34.01, 1: 30; 2: 24; 3: 10; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 832,  8,  6,  112, 1, 4, 375540, 26748.27, 1, 34.01, 1: 28; 2: 29; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 907,  8,  6,  112, 1, 4, 375649, 26748.27, 1, 34.01, 1: 28; 2: 29; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 934,  5, 10,  112, 1, 4, 388943, 26748.27, 1, 34.01, 1: 28; 2: 29; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 826,  7,  7,  112, 1, 4, 382032, 26748.27, 1, 34.01, 1: 28; 2: 29; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 134,  5,  9,  112, 1, 4, 355039, 26748.27, 1, 34.01, 1: 25; 2: 34; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 810,  6,  8,  112, 1, 4, 375580, 26748.27, 1, 34.01, 1: 30; 2: 26; 3: 6; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 890,  8,  6,  112, 1, 4, 375638, 26748.27, 1, 34.01, 1: 32; 2: 21; 3: 10; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  68,  5, 10,  112, 1, 4, 388977, 26748.27, 1, 34.01, 1: 27; 2: 31; 3: 5; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 814,  6,  8,  112, 1, 4, 375718, 26748.27, 1, 34.01, 1: 25; 2: 34; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 847,  6,  8,  112, 1, 4, 375675, 26748.27, 1, 34.01, 1: 28; 2: 29; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  87,  7,  7,  112, 1, 4, 381967, 26748.27, 1, 34.01, 1: 28; 2: 30; 3: 4; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 862,  6,  8,  112, 1, 4, 375728, 26748.27, 1, 34.01, 1: 27; 2: 31; 3: 5; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 790,  6,  8,  113, 1, 4, 375592, 26748.27, 1, 34.01, 1: 25; 2: 34; 3: 4; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 629,  8,  6,  113, 1, 4, 375626, 26748.27, 1, 34.01, 1: 25; 2: 33; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 517,  7,  7,  113, 1, 4, 382019, 26748.27, 1, 34.01, 1: 28; 2: 28; 3: 7; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 822,  6,  8,  113, 1, 4, 375706, 26748.27, 1, 34.01, 1: 27; 2: 29; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  59,  5, 10,  113, 1, 4, 388913, 26748.27, 1, 34.01, 1: 26; 2: 31; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 415,  5, 10,  113, 1, 4, 388818, 26748.27, 1, 34.01, 1: 25; 2: 33; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 783,  5,  9,  113, 1, 4, 355063, 26748.27, 1, 34.01, 1: 28; 2: 27; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  91,  9,  5,  113, 1, 4, 355026, 26748.27, 1, 34.01, 1: 28; 2: 27; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  65,  7,  7,  113, 1, 4, 381901, 26748.27, 1, 34.01, 1: 31; 2: 23; 3: 8; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 622,  8,  6,  113, 1, 4, 375575, 26748.27, 1, 34.01, 1: 27; 2: 30; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 954,  5, 10,  113, 1, 4, 388874, 26748.27, 1, 34.01, 1: 25; 2: 34; 3: 4; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 242,  8,  6,  113, 1, 4, 375705, 26748.27, 1, 34.01, 1: 26; 2: 31; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 584,  8,  6,  113, 1, 4, 375487, 26748.27, 1, 34.01, 1: 27; 2: 29; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 671,  5,  9,  113, 1, 4, 355084, 26748.27, 1, 34.01, 1: 26; 2: 31; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 175,  8,  6,  113, 1, 4, 375569, 26748.27, 1, 34.01, 1: 30; 2: 25; 3: 7; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 883,  6,  8,  113, 1, 4, 375499, 26748.27, 1, 34.01, 1: 32; 2: 22; 3: 7; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca,  18,  7,  7,  113, 1, 4, 381871, 26748.27, 1, 34.01, 1: 28; 2: 28; 3: 7; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 271,  5,  9,  113, 1, 4, 355058, 26748.27, 1, 34.01, 1: 29; 2: 26; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 295,  6,  8,  114, 1, 4, 375697, 26748.27, 1, 34.01, 1: 26; 2: 30; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 674,  5,  9,  114, 1, 4, 355060, 26748.27, 1, 34.01, 1: 28; 2: 27; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  80,  7,  7,  114, 1, 4, 381912, 26748.27, 1, 34.01, 1: 30; 2: 24; 3: 8; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 679,  5, 10,  114, 1, 4, 388934, 26748.27, 1, 34.01, 1: 25; 2: 32; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 332,  5, 10,  114, 1, 4, 388874, 26748.27, 1, 34.01, 1: 26; 2: 30; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 851,  6,  8,  114, 1, 4, 375697, 26748.27, 1, 34.01, 1: 27; 2: 29; 3: 7; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 388,  6,  8,  114, 1, 4, 375697, 26748.27, 1, 34.01, 1: 28; 2: 27; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 669,  5, 10,  114, 1, 4, 388881, 26748.27, 1, 34.01, 1: 25; 2: 33; 3: 5; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 623,  8,  6,  114, 1, 4, 375678, 26748.27, 1, 34.01, 1: 29; 2: 26; 3: 7; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 886,  7,  7,  114, 1, 4, 382234, 26748.27, 1, 34.01, 1: 26; 2: 30; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 306,  5,  9,  114, 1, 4, 355028, 26748.27, 1, 34.01, 1: 25; 2: 32; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 355,  6,  8,  114, 1, 4, 375641, 26748.27, 1, 34.01, 1: 26; 2: 31; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 380,  5,  9,  114, 1, 4, 355077, 26748.27, 1, 34.01, 1: 25; 2: 32; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 470,  6,  8,  114, 1, 4, 375690, 26748.27, 1, 34.01, 1: 29; 2: 24; 3: 11; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 467,  6,  8,  114, 1, 4, 375748, 26748.27, 1, 34.01, 1: 27; 2: 29; 3: 7; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 262,  5,  9,  114, 1, 4, 355009, 26748.27, 1, 34.01, 1: 25; 2: 32; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 635,  5, 10,  114, 1, 4, 389039, 26748.27, 1, 34.01, 1: 29; 2: 25; 3: 9; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  96,  5, 10,  114, 1, 4, 388806, 26748.27, 1, 34.01, 1: 25; 2: 32; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 982,  7,  7,  114, 1, 4, 382028, 26748.27, 1, 34.01, 1: 29; 2: 26; 3: 7; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 729,  8,  6,  114, 1, 4, 375666, 26748.27, 1, 34.01, 1: 27; 2: 29; 3: 7; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 918,  6,  8,  114, 1, 4, 375547, 26748.27, 1, 34.01, 1: 26; 2: 30; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  92,  5, 10,  114, 1, 4, 389024, 26748.27, 1, 34.01, 1: 27; 2: 28; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 766,  7,  7,  114, 1, 4, 381994, 26748.27, 0, 34.01, 1: 27; 2: 29; 3: 7; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 426,  5, 10,  114, 1, 4, 388954, 26748.27, 1, 34.01, 1: 29; 2: 25; 3: 9; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 196,  5,  9,  114, 1, 4, 355061, 26748.27, 1, 34.01, 1: 28; 2: 27; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 944,  8,  6,  114, 1, 4, 375669, 26748.27, 1, 34.01, 1: 28; 2: 27; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 550,  7,  7,  114, 1, 4, 382047, 26748.27, 1, 34.01, 1: 29; 2: 25; 3: 9; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 567,  7,  7,  114, 1, 4, 381861, 26748.27, 1, 34.01, 1: 27; 2: 29; 3: 7; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 413,  5,  9,  114, 1, 4, 355041, 26748.27, 1, 34.01, 1: 28; 2: 26; 3: 10; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 160,  5, 10,  114, 1, 4, 388748, 26748.27, 1, 34.01, 1: 27; 2: 28; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 269,  5, 10,  115, 1, 4, 388767, 26748.27, 1, 34.01, 1: 25; 2: 31; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 369,  6,  8,  115, 1, 4, 375602, 26748.27, 1, 34.01, 1: 28; 2: 25; 3: 11; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 278,  5,  9,  115, 1, 4, 354999, 26748.27, 1, 34.01, 1: 26; 2: 29; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 138,  5,  9,  115, 1, 4, 355083, 26748.27, 1, 34.01, 1: 27; 2: 28; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 817,  5, 10,  115, 1, 4, 388828, 26748.27, 1, 34.01, 1: 27; 2: 28; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 296,  5, 10,  115, 1, 4, 388812, 26748.27, 1, 34.01, 1: 25; 2: 32; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 178,  5, 10,  115, 1, 4, 388870, 26748.27, 1, 34.01, 1: 24; 2: 33; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 514,  6,  8,  115, 1, 4, 375610, 26748.27, 1, 34.01, 1: 28; 2: 28; 3: 5; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 352,  8,  6,  115, 1, 4, 375670, 26748.27, 1, 34.01, 1: 27; 2: 29; 3: 6; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 571,  6,  8,  115, 1, 4, 375680, 26748.27, 1, 34.01, 1: 27; 2: 27; 3: 10; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 304,  8,  6,  115, 1, 4, 375760, 26748.27, 1, 34.01, 1: 28; 2: 27; 3: 7; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 565,  9,  5,  115, 1, 4, 355025, 26748.27, 1, 34.01, 1: 27; 2: 27; 3: 10; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 699,  6,  8,  115, 1, 4, 375634, 26748.27, 1, 34.01, 1: 26; 2: 29; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 345,  5,  9,  115, 1, 4, 355071, 26748.27, 1, 34.01, 1: 25; 2: 31; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 670,  8,  6,  115, 1, 4, 375714, 26748.27, 1, 34.01, 1: 27; 2: 28; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 687,  5, 10,  115, 1, 4, 388945, 26748.27, 1, 34.01, 1: 30; 2: 21; 3: 13; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 684,  7,  7,  115, 1, 4, 382006, 26748.27, 1, 34.01, 1: 30; 2: 25; 3: 5; 4: 5; 
Treatment_of_Castration-Resistant_Prostate_Ca, 807,  5,  9,  115, 1, 4, 354972, 26748.27, 1, 34.01, 1: 22; 2: 37; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 592,  6,  8,  115, 1, 4, 375610, 26748.27, 1, 34.01, 1: 24; 2: 33; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 625,  5, 10,  115, 1, 4, 389065, 26748.27, 1, 34.01, 1: 24; 2: 34; 3: 5; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  62,  6,  8,  115, 1, 4, 375728, 26748.27, 1, 34.01, 1: 27; 2: 28; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  79,  5, 10,  115, 1, 4, 388904, 26748.27, 1, 34.01, 1: 26; 2: 30; 3: 7; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 263,  5, 10,  115, 1, 4, 389048, 26748.27, 1, 34.01, 1: 29; 2: 24; 3: 10; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 845,  6,  8,  115, 1, 4, 375702, 26748.27, 1, 34.01, 1: 24; 2: 34; 3: 5; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 621,  6,  8,  116, 1, 4, 375642, 26748.27, 1, 34.01, 1: 28; 2: 25; 3: 10; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 910,  5,  9,  116, 1, 4, 355072, 26748.27, 1, 34.01, 1: 22; 2: 36; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 943,  5, 10,  116, 1, 4, 388992, 26748.27, 1, 34.01, 1: 25; 2: 30; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 207,  7,  7,  116, 1, 4, 382001, 26748.27, 1, 34.01, 1: 28; 2: 26; 3: 8; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 718,  8,  6,  116, 1, 4, 375683, 26748.27, 1, 34.01, 1: 25; 2: 30; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 444,  8,  6,  116, 1, 4, 375604, 26748.27, 1, 34.01, 1: 29; 2: 24; 3: 9; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 772,  5, 10,  116, 1, 4, 388837, 26748.27, 1, 34.01, 1: 26; 2: 29; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 285,  5, 10,  116, 1, 4, 388895, 26748.27, 1, 34.01, 1: 24; 2: 32; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 534,  5,  9,  116, 1, 4, 355054, 26748.27, 1, 34.01, 1: 27; 2: 27; 3: 9; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 384,  5, 10,  116, 1, 4, 388779, 26748.27, 1, 34.01, 1: 25; 2: 31; 3: 7; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 131,  5, 10,  116, 1, 4, 388909, 26748.27, 1, 34.01, 1: 23; 2: 35; 3: 5; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 707,  5,  9,  116, 1, 4, 355041, 26748.27, 1, 34.01, 1: 25; 2: 30; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 655,  9,  5,  116, 1, 4, 355055, 26748.27, 1, 34.01, 1: 25; 2: 31; 3: 7; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 267,  8,  6,  116, 1, 4, 375428, 26748.27, 1, 34.01, 1: 27; 2: 27; 3: 9; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 668,  5, 10,  116, 1, 4, 389030, 26748.27, 1, 34.01, 1: 26; 2: 29; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 446,  5, 10,  116, 1, 4, 388920, 26748.27, 1, 34.01, 1: 24; 2: 32; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 672,  5, 10,  116, 1, 4, 388939, 26748.27, 1, 34.01, 1: 27; 2: 27; 3: 9; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 688,  9,  5,  116, 1, 4, 355064, 26748.27, 1, 34.01, 1: 25; 2: 32; 3: 5; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 606,  5, 10,  116, 1, 4, 388937, 26748.27, 1, 34.01, 1: 22; 2: 36; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 118,  5,  9,  116, 1, 4, 355038, 26748.27, 1, 34.01, 1: 22; 2: 36; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 374,  9,  5,  116, 1, 4, 355019, 26748.27, 1, 34.01, 1: 24; 2: 32; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 525,  5,  9,  116, 1, 4, 355041, 26748.27, 1, 34.01, 1: 25; 2: 30; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  74,  5, 10,  117, 1, 4, 388999, 26748.27, 1, 34.01, 1: 24; 2: 32; 3: 7; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 676,  5, 10,  117, 1, 4, 388809, 26748.27, 1, 34.01, 1: 26; 2: 29; 3: 7; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca,  70,  6,  8,  117, 1, 4, 375607, 26748.27, 1, 34.01, 1: 24; 2: 31; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 450,  4, 12,  117, 1, 4, 375729, 26748.27, 1, 34.01, 1: 29; 2: 21; 3: 14; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 680,  5, 10,  117, 1, 4, 388815, 26748.27, 1, 34.01, 1: 26; 2: 28; 3: 9; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 562,  5,  9,  117, 1, 4, 355093, 26748.27, 1, 34.01, 1: 25; 2: 29; 3: 10; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 619,  5,  9,  117, 1, 4, 355039, 26748.27, 1, 34.01, 1: 25; 2: 30; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 665,  8,  6,  117, 1, 4, 375607, 26748.27, 1, 34.01, 1: 29; 2: 22; 3: 12; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 976,  5, 10,  117, 1, 4, 388889, 26748.27, 1, 34.01, 1: 23; 2: 33; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 773,  8,  6,  117, 1, 4, 375598, 26748.27, 1, 34.01, 1: 25; 2: 31; 3: 6; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 630,  5, 10,  117, 1, 4, 388769, 26748.27, 1, 34.01, 1: 26; 2: 28; 3: 9; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 939,  5, 10,  117, 1, 4, 389016, 26748.27, 1, 34.01, 1: 25; 2: 30; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 418,  5,  9,  117, 1, 4, 355024, 26748.27, 1, 34.01, 1: 24; 2: 32; 3: 7; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  93,  6,  8,  117, 1, 4, 375695, 26748.27, 1, 34.01, 1: 24; 2: 32; 3: 7; 4: 2; 
