Seed 1656949570
ARCH 0|F_ID 3|LIMIT 3
before: 
93(377)
Melhor resultado nxn: Guard_Cell_Abscisic_Acid_Signaling, 473,  7,  7,  126, 1, 3, 383595, 32649.12, 64, 0.00, 1: 38; 2: 32; 3: 8; 
Guard_Cell_Abscisic_Acid_Signaling, 606,  5, 10,  137, 1, 5, 390798, 32649.12, 0, 41.62, 1: 35; 2: 30; 3: 11; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  78,  5, 10,  137, 1, 5, 390595, 32649.12, 1, 41.62, 1: 36; 2: 28; 3: 12; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 372,  8,  6,  137, 1, 5, 376903, 32649.12, 1, 41.62, 1: 38; 2: 28; 3: 8; 4: 1; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 253,  8,  6,  137, 1, 5, 376907, 32649.12, 1, 41.62, 1: 36; 2: 30; 3: 8; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 483,  8,  6,  137, 1, 5, 377005, 32649.12, 1, 41.62, 1: 33; 2: 37; 3: 5; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 324,  7,  7,  137, 1, 5, 383556, 32649.12, 1, 41.62, 1: 38; 2: 30; 3: 4; 4: 3; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 612,  7,  7,  137, 1, 5, 383658, 32649.12, 1, 41.62, 1: 38; 2: 26; 3: 10; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  82,  7,  7,  137, 1, 5, 383619, 32649.12, 1, 41.62, 1: 34; 2: 32; 3: 10; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 956,  5, 10,  137, 1, 5, 390843, 32649.12, 1, 41.62, 1: 40; 2: 24; 3: 8; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 711,  8,  6,  137, 1, 5, 377073, 32649.12, 1, 41.62, 1: 39; 2: 24; 3: 11; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  61,  8,  6,  137, 1, 5, 377000, 32649.12, 1, 41.62, 1: 36; 2: 30; 3: 8; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 509,  5,  9,  137, 1, 5, 355410, 32649.12, 1, 41.62, 1: 36; 2: 28; 3: 12; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 963,  5,  9,  137, 1, 5, 355410, 32649.12, 1, 41.62, 1: 36; 2: 29; 3: 10; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 206,  7,  7,  137, 1, 5, 383627, 32649.12, 1, 41.62, 1: 37; 2: 27; 3: 11; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 742,  5, 10,  137, 1, 5, 390833, 32649.12, 1, 41.62, 1: 33; 2: 36; 3: 5; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 691,  4, 12,  138, 1, 5, 376842, 32649.12, 1, 41.62, 1: 36; 2: 27; 3: 13; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,   5,  7,  7,  138, 1, 5, 383667, 32649.12, 1, 41.62, 1: 36; 2: 29; 3: 9; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 192,  7,  7,  138, 1, 5, 383583, 32649.12, 1, 41.62, 1: 38; 2: 27; 3: 7; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 197,  8,  6,  138, 1, 5, 377065, 32649.12, 1, 41.62, 1: 37; 2: 29; 3: 7; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 736,  8,  6,  138, 1, 5, 376925, 32649.12, 1, 41.62, 1: 37; 2: 26; 3: 12; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 627,  5, 10,  138, 1, 5, 390732, 32649.12, 0, 41.62, 1: 35; 2: 30; 3: 10; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 203,  8,  6,  138, 1, 5, 376999, 32649.12, 1, 41.62, 1: 38; 2: 26; 3: 10; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 822,  6,  8,  138, 1, 5, 376975, 32649.12, 1, 41.62, 1: 35; 2: 30; 3: 10; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 539,  5,  9,  138, 1, 5, 355410, 32649.12, 1, 41.62, 1: 37; 2: 27; 3: 11; 4: 1; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 684,  7,  7,  138, 1, 5, 383665, 32649.12, 1, 41.62, 1: 35; 2: 33; 3: 5; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 619,  5,  9,  138, 1, 5, 355410, 32649.12, 1, 41.62, 1: 39; 2: 22; 3: 14; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 849,  7,  7,  138, 1, 5, 383586, 32649.12, 1, 41.62, 1: 35; 2: 32; 3: 6; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 422,  5,  9,  138, 1, 5, 355410, 32649.12, 1, 41.62, 1: 35; 2: 29; 3: 12; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 325,  5, 10,  138, 1, 5, 390797, 32649.12, 1, 41.62, 1: 37; 2: 27; 3: 10; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 765,  5, 10,  138, 1, 5, 390887, 32649.12, 1, 41.62, 1: 35; 2: 30; 3: 10; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 346,  7,  7,  138, 1, 5, 383827, 32649.12, 1, 41.62, 1: 30; 2: 39; 3: 7; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 946,  4, 12,  138, 1, 5, 377044, 32649.12, 1, 41.62, 1: 40; 2: 21; 3: 13; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 914,  6,  8,  138, 1, 5, 377004, 32649.12, 0, 41.62, 1: 36; 2: 31; 3: 7; 4: 1; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 363,  5, 10,  139, 1, 5, 390738, 32649.12, 1, 41.62, 1: 37; 2: 27; 3: 9; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  42,  8,  6,  139, 1, 5, 376973, 32649.12, 1, 41.62, 1: 38; 2: 28; 3: 5; 4: 5; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 328,  9,  5,  139, 1, 5, 355410, 32649.12, 1, 41.62, 1: 37; 2: 30; 3: 5; 4: 3; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 389,  6,  8,  139, 1, 5, 376976, 32649.12, 1, 41.62, 1: 38; 2: 27; 3: 8; 4: 2; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 190,  8,  6,  139, 1, 5, 377002, 32649.12, 1, 41.62, 1: 37; 2: 25; 3: 13; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 777,  5, 10,  139, 1, 5, 390897, 32649.12, 1, 41.62, 1: 37; 2: 27; 3: 10; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 747,  7,  7,  139, 1, 5, 383735, 32649.12, 1, 41.62, 1: 33; 2: 33; 3: 9; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 376,  5,  9,  139, 1, 5, 355410, 32649.12, 1, 41.62, 1: 35; 2: 29; 3: 11; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 989,  6,  8,  139, 1, 5, 376961, 32649.12, 1, 41.62, 1: 33; 2: 34; 3: 8; 4: 1; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 164,  6,  8,  139, 1, 5, 376997, 32649.12, 1, 41.62, 1: 36; 2: 28; 3: 10; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 420,  9,  5,  139, 1, 5, 355410, 32649.12, 1, 41.62, 1: 37; 2: 28; 3: 7; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 718,  8,  6,  139, 1, 5, 377035, 32649.12, 1, 41.62, 1: 37; 2: 27; 3: 9; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 109,  6,  8,  139, 1, 5, 377043, 32649.12, 1, 41.62, 1: 37; 2: 29; 3: 6; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 534,  5,  9,  139, 1, 5, 355410, 32649.12, 1, 41.62, 1: 35; 2: 30; 3: 9; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 449,  8,  6,  139, 1, 5, 376932, 32649.12, 1, 41.62, 1: 36; 2: 30; 3: 6; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 121,  5,  9,  139, 1, 5, 355410, 32649.12, 1, 41.62, 1: 34; 2: 30; 3: 12; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 131,  5, 10,  139, 1, 5, 390821, 32649.12, 1, 41.62, 1: 33; 2: 35; 3: 5; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 504,  8,  6,  139, 1, 5, 377065, 32649.12, 1, 41.62, 1: 36; 2: 28; 3: 11; 4: 1; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 238,  8,  6,  139, 1, 5, 376953, 32649.12, 1, 41.62, 1: 36; 2: 29; 3: 9; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  60,  8,  6,  139, 1, 5, 376977, 32649.12, 1, 41.62, 1: 37; 2: 26; 3: 12; 4: 1; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 463,  7,  7,  139, 1, 5, 383414, 32649.12, 1, 41.62, 1: 38; 2: 27; 3: 8; 4: 2; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 790,  6,  8,  139, 1, 5, 376948, 32649.12, 1, 41.62, 1: 38; 2: 25; 3: 10; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 379,  5,  9,  140, 1, 5, 355410, 32649.12, 1, 41.62, 1: 34; 2: 32; 3: 8; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 247,  5, 10,  140, 1, 5, 390812, 32649.12, 1, 41.62, 1: 33; 2: 31; 3: 12; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 138,  5,  9,  140, 1, 5, 355410, 32649.12, 1, 41.62, 1: 34; 2: 31; 3: 9; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 428,  7,  7,  140, 1, 5, 383579, 32649.12, 1, 41.62, 1: 37; 2: 30; 3: 5; 4: 2; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 676,  5, 10,  140, 1, 5, 390886, 32649.12, 1, 41.62, 1: 36; 2: 27; 3: 11; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 875,  6,  8,  140, 1, 5, 377029, 32649.12, 1, 41.62, 1: 35; 2: 29; 3: 11; 4: 1; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 115,  7,  7,  140, 1, 5, 383585, 32649.12, 1, 41.62, 1: 35; 2: 30; 3: 9; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 375,  7,  7,  140, 1, 5, 383353, 32649.12, 1, 41.62, 1: 33; 2: 34; 3: 7; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 834,  8,  6,  140, 1, 5, 377056, 32649.12, 1, 41.62, 1: 35; 2: 31; 3: 7; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 119,  4, 12,  140, 1, 5, 377263, 32649.12, 1, 41.62, 1: 36; 2: 26; 3: 13; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 614,  9,  5,  140, 1, 5, 355410, 32649.12, 1, 41.62, 1: 34; 2: 30; 3: 11; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 649,  5, 10,  140, 1, 5, 390619, 32649.12, 1, 41.62, 1: 35; 2: 29; 3: 10; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 885,  9,  5,  140, 1, 5, 355410, 32649.12, 1, 41.62, 1: 33; 2: 31; 3: 12; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 787,  5, 10,  140, 1, 5, 390879, 32649.12, 1, 41.62, 1: 36; 2: 30; 3: 6; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  46,  5, 10,  140, 1, 5, 390922, 32649.12, 1, 41.62, 1: 38; 2: 27; 3: 7; 4: 3; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 569,  7,  7,  140, 1, 5, 383561, 32649.12, 1, 41.62, 1: 34; 2: 31; 3: 9; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 296,  5, 10,  140, 1, 5, 390889, 32649.12, 1, 41.62, 1: 33; 2: 33; 3: 8; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 953,  5, 10,  140, 1, 5, 390831, 32649.12, 1, 41.62, 1: 34; 2: 30; 3: 11; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 319,  5,  9,  140, 1, 5, 355410, 32649.12, 1, 41.62, 1: 32; 2: 34; 3: 9; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 853,  6,  8,  140, 1, 5, 376923, 32649.12, 1, 41.62, 1: 36; 2: 28; 3: 10; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 380,  5,  9,  140, 1, 5, 355410, 32649.12, 1, 41.62, 1: 35; 2: 30; 3: 9; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 456,  9,  5,  140, 1, 5, 355410, 32649.12, 1, 41.62, 1: 39; 2: 24; 3: 11; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 945,  8,  6,  140, 1, 5, 377049, 32649.12, 1, 41.62, 1: 37; 2: 25; 3: 13; 4: 1; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 217,  5,  9,  140, 1, 5, 355410, 32649.12, 1, 41.62, 1: 32; 2: 34; 3: 9; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  92,  5, 10,  140, 1, 5, 390905, 32649.12, 1, 41.62, 1: 35; 2: 29; 3: 10; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 938,  7,  7,  140, 1, 5, 383593, 32649.12, 1, 41.62, 1: 37; 2: 27; 3: 8; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 108,  7,  7,  140, 1, 5, 383548, 32649.12, 1, 41.62, 1: 38; 2: 25; 3: 9; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 362,  6,  8,  141, 1, 5, 376977, 32649.12, 1, 41.62, 1: 36; 2: 26; 3: 13; 4: 1; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 300,  9,  5,  141, 1, 5, 355410, 32649.12, 1, 41.62, 1: 35; 2: 30; 3: 9; 4: 1; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 589,  6,  8,  141, 1, 5, 376986, 32649.12, 1, 41.62, 1: 31; 2: 35; 3: 9; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 382,  6,  8,  141, 1, 5, 376866, 32649.12, 1, 41.62, 1: 36; 2: 27; 3: 11; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 579,  6,  8,  141, 1, 5, 376930, 32649.12, 1, 41.62, 1: 35; 2: 30; 3: 8; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 729,  8,  6,  141, 1, 5, 377017, 32649.12, 1, 41.62, 1: 35; 2: 28; 3: 11; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 634,  4, 11,  141, 1, 5, 347182, 32649.12, 1, 41.62, 1: 36; 2: 27; 3: 10; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 545,  7,  7,  141, 1, 5, 383618, 32649.12, 1, 41.62, 1: 35; 2: 31; 3: 7; 4: 2; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 681,  5,  9,  141, 1, 5, 355410, 32649.12, 1, 41.62, 1: 34; 2: 29; 3: 12; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 470,  6,  8,  141, 1, 5, 377053, 32649.12, 1, 41.62, 1: 35; 2: 30; 3: 8; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 668,  5, 10,  141, 1, 5, 390863, 32649.12, 1, 41.62, 1: 35; 2: 30; 3: 7; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 478,  5,  9,  141, 1, 5, 355410, 32649.12, 1, 41.62, 1: 35; 2: 30; 3: 8; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 337,  7,  7,  141, 1, 5, 383596, 32649.12, 1, 41.62, 1: 35; 2: 31; 3: 7; 4: 2; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 153,  6,  8,  141, 1, 5, 376989, 32649.12, 1, 41.62, 1: 33; 2: 34; 3: 5; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 789,  5,  9,  141, 1, 5, 355410, 32649.12, 1, 41.62, 1: 34; 2: 30; 3: 10; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 902,  4, 12,  141, 1, 5, 377014, 32649.12, 1, 41.62, 1: 34; 2: 30; 3: 10; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 132,  5,  9,  141, 1, 5, 355410, 32649.12, 1, 41.62, 1: 38; 2: 23; 3: 13; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 894,  5, 10,  141, 1, 5, 390819, 32649.12, 1, 41.62, 1: 37; 2: 26; 3: 9; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 890,  8,  6,  141, 1, 5, 376985, 32649.12, 1, 41.62, 1: 31; 2: 36; 3: 8; 4: 1; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 781,  6,  8,  141, 1, 5, 376974, 32649.12, 1, 41.62, 1: 36; 2: 27; 3: 11; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 321,  4, 12,  141, 1, 5, 376929, 32649.12, 1, 41.62, 1: 34; 2: 30; 3: 10; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 168,  7,  7,  141, 1, 5, 383623, 32649.12, 1, 41.62, 1: 33; 2: 34; 3: 6; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 793,  5, 10,  141, 1, 5, 390879, 32649.12, 1, 41.62, 1: 34; 2: 28; 3: 14; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 941,  4, 12,  141, 1, 5, 376961, 32649.12, 1, 41.62, 1: 34; 2: 30; 3: 10; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 293,  6,  8,  141, 1, 5, 377003, 32649.12, 1, 41.62, 1: 31; 2: 34; 3: 11; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 292,  7,  7,  141, 1, 5, 383703, 32649.12, 1, 41.62, 1: 34; 2: 30; 3: 10; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 852,  7,  7,  141, 1, 5, 383584, 32649.12, 1, 41.62, 1: 36; 2: 28; 3: 9; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 826,  7,  7,  141, 1, 5, 383698, 32649.12, 1, 41.62, 1: 34; 2: 31; 3: 9; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 244,  8,  6,  141, 1, 5, 377075, 32649.12, 1, 41.62, 1: 33; 2: 32; 3: 9; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 814,  6,  8,  141, 1, 5, 377208, 32649.12, 1, 41.62, 1: 36; 2: 26; 3: 12; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 176,  6,  8,  141, 1, 5, 376956, 32649.12, 1, 41.62, 1: 35; 2: 31; 3: 7; 4: 2; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 182,  5,  9,  141, 1, 5, 355410, 32649.12, 1, 41.62, 1: 35; 2: 30; 3: 8; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 879,  6,  8,  141, 1, 5, 377011, 32649.12, 1, 41.62, 1: 33; 2: 33; 3: 8; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 888,  5,  9,  142, 1, 5, 355410, 32649.12, 1, 41.62, 1: 35; 2: 27; 3: 12; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 854,  7,  7,  142, 1, 5, 383514, 32649.12, 1, 41.62, 1: 35; 2: 30; 3: 7; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 734,  6,  8,  142, 1, 5, 377015, 32649.12, 1, 41.62, 1: 32; 2: 33; 3: 10; 4: 1; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 223,  4, 11,  142, 1, 5, 347182, 32649.12, 1, 41.62, 1: 36; 2: 27; 3: 9; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 827,  4, 12,  142, 1, 5, 377040, 32649.12, 1, 41.62, 1: 34; 2: 30; 3: 9; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 672,  5, 10,  142, 1, 5, 390886, 32649.12, 1, 41.62, 1: 33; 2: 31; 3: 10; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 791,  4, 12,  142, 1, 5, 376920, 32649.12, 1, 41.62, 1: 36; 2: 28; 3: 7; 4: 6; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 708,  6,  8,  142, 1, 5, 376989, 32649.12, 1, 41.62, 1: 37; 2: 27; 3: 8; 4: 3; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 820,  7,  7,  142, 1, 5, 383538, 32649.12, 1, 41.62, 1: 36; 2: 27; 3: 11; 4: 1; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 825,  5, 10,  142, 1, 5, 390815, 32649.12, 1, 41.62, 1: 38; 2: 23; 3: 12; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 309,  9,  5,  142, 1, 5, 355410, 32649.12, 1, 41.62, 1: 37; 2: 26; 3: 9; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  64,  4, 12,  142, 1, 5, 376987, 32649.12, 1, 41.62, 1: 33; 2: 30; 3: 12; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  70,  6,  8,  142, 1, 5, 376983, 32649.12, 1, 41.62, 1: 36; 2: 26; 3: 12; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  59,  5, 10,  142, 1, 5, 390825, 32649.12, 1, 41.62, 1: 36; 2: 27; 3: 11; 4: 1; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling,  57,  5, 10,  142, 1, 5, 390829, 32649.12, 1, 41.62, 1: 33; 2: 31; 3: 10; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  35,  7,  7,  142, 1, 5, 383557, 32649.12, 1, 41.62, 1: 34; 2: 30; 3: 9; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 548,  5,  9,  142, 1, 5, 355410, 32649.12, 1, 41.62, 1: 30; 2: 35; 3: 11; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 335,  4, 11,  142, 1, 5, 347182, 32649.12, 1, 41.62, 1: 32; 2: 33; 3: 9; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  18,  7,  7,  142, 1, 5, 383615, 32649.12, 1, 41.62, 1: 34; 2: 32; 3: 7; 4: 2; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling,  11,  5, 10,  142, 1, 5, 390898, 32649.12, 1, 41.62, 1: 33; 2: 32; 3: 8; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 360,  9,  5,  142, 1, 5, 355410, 32649.12, 1, 41.62, 1: 30; 2: 35; 3: 11; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 239,  8,  6,  143, 1, 5, 376894, 32649.12, 1, 41.62, 1: 31; 2: 34; 3: 9; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 233,  9,  5,  143, 1, 5, 355410, 32649.12, 1, 41.62, 1: 33; 2: 31; 3: 10; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 231,  5, 10,  143, 1, 5, 390854, 32649.12, 1, 41.62, 1: 35; 2: 26; 3: 13; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 580,  9,  5,  143, 1, 5, 355410, 32649.12, 1, 41.62, 1: 35; 2: 28; 3: 10; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  22,  7,  7,  143, 1, 5, 383631, 32649.12, 0, 41.62, 1: 37; 2: 25; 3: 10; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 688,  9,  5,  143, 1, 5, 355410, 32649.12, 1, 41.62, 1: 35; 2: 28; 3: 9; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 682,  6,  8,  143, 1, 5, 377038, 32649.12, 1, 41.62, 1: 30; 2: 38; 3: 6; 4: 1; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling,   2,  8,  6,  143, 1, 5, 377014, 32649.12, 1, 41.62, 1: 30; 2: 38; 3: 6; 4: 1; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 766,  7,  7,  143, 1, 5, 383540, 32649.12, 1, 41.62, 1: 36; 2: 28; 3: 7; 4: 5; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 858,  4, 11,  143, 1, 5, 347182, 32649.12, 1, 41.62, 1: 36; 2: 26; 3: 11; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 556,  4, 11,  143, 1, 5, 347182, 32649.12, 1, 41.62, 1: 32; 2: 31; 3: 12; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 951,  4, 11,  143, 1, 5, 347182, 32649.12, 1, 41.62, 1: 35; 2: 25; 3: 15; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 880,  8,  6,  143, 1, 5, 376963, 32649.12, 1, 41.62, 1: 39; 2: 24; 3: 7; 4: 5; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 488,  8,  6,  143, 1, 5, 377061, 32649.12, 1, 41.62, 1: 30; 2: 37; 3: 6; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 948,  4, 12,  143, 1, 5, 376910, 32649.12, 1, 41.62, 1: 35; 2: 26; 3: 14; 4: 1; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 544,  5,  9,  143, 1, 5, 355410, 32649.12, 1, 41.62, 1: 30; 2: 37; 3: 7; 4: 2; 5: 2; 
