Seed 1656949570
ARCH 0|F_ID 3|LIMIT 3
before: 
33(415)
Melhor resultado nxn: Glucose_Repression_Signaling_2009, 805,  9,  9,  169, 1, 3, 639193, 45171.35, 0, 0.00, 1: 52; 2: 45; 3: 9; 
Glucose_Repression_Signaling_2009, 606,  7, 12,  193, 1, 4, 658780, 45171.35, 1, 55.39, 1: 47; 2: 39; 3: 12; 4: 8; 
Glucose_Repression_Signaling_2009,  95,  5, 15,  193, 1, 4, 596386, 45171.35, 0, 55.39, 1: 40; 2: 48; 3: 15; 4: 3; 
Glucose_Repression_Signaling_2009, 710,  5, 15,  193, 1, 4, 596436, 45171.35, 1, 55.39, 1: 43; 2: 43; 3: 16; 4: 4; 
Glucose_Repression_Signaling_2009, 296,  5, 16,  193, 1, 4, 634125, 45171.35, 1, 55.39, 1: 46; 2: 38; 3: 17; 4: 5; 
Glucose_Repression_Signaling_2009, 774,  6, 14,  193, 1, 4, 658628, 45171.35, 1, 55.39, 1: 44; 2: 41; 3: 17; 4: 4; 
Glucose_Repression_Signaling_2009, 850,  5, 16,  193, 1, 4, 634143, 45171.35, 1, 55.39, 1: 44; 2: 42; 3: 15; 4: 5; 
Glucose_Repression_Signaling_2009, 435,  5, 15,  194, 1, 4, 596420, 45171.35, 1, 55.39, 1: 41; 2: 45; 3: 17; 4: 3; 
Glucose_Repression_Signaling_2009, 202,  5, 16,  194, 1, 4, 634096, 45171.35, 1, 55.39, 1: 40; 2: 46; 3: 18; 4: 2; 
Glucose_Repression_Signaling_2009, 380,  5, 15,  194, 1, 4, 596407, 45171.35, 1, 55.39, 1: 42; 2: 44; 3: 16; 4: 4; 
Glucose_Repression_Signaling_2009, 492,  7, 11,  194, 1, 4, 613124, 45171.35, 1, 55.39, 1: 42; 2: 43; 3: 18; 4: 3; 
Glucose_Repression_Signaling_2009, 973,  5, 15,  194, 1, 4, 596388, 45171.35, 0, 55.39, 1: 45; 2: 38; 3: 19; 4: 4; 
Glucose_Repression_Signaling_2009,  76,  5, 16,  194, 1, 4, 634150, 45171.35, 1, 55.39, 1: 38; 2: 51; 3: 14; 4: 3; 
Glucose_Repression_Signaling_2009, 148,  5, 15,  194, 1, 4, 596398, 45171.35, 1, 55.39, 1: 44; 2: 43; 3: 12; 4: 7; 
Glucose_Repression_Signaling_2009, 698,  5, 15,  195, 1, 4, 596380, 45171.35, 1, 55.39, 1: 40; 2: 45; 3: 19; 4: 2; 
Glucose_Repression_Signaling_2009, 769,  5, 15,  195, 1, 4, 596417, 45171.35, 1, 55.39, 1: 42; 2: 42; 3: 19; 4: 3; 
Glucose_Repression_Signaling_2009,  32,  5, 16,  195, 1, 4, 633958, 45171.35, 1, 55.39, 1: 43; 2: 41; 3: 18; 4: 4; 
Glucose_Repression_Signaling_2009, 467,  6, 14,  195, 1, 4, 659004, 45171.35, 1, 55.39, 1: 39; 2: 49; 3: 14; 4: 4; 
Glucose_Repression_Signaling_2009, 921,  5, 15,  195, 1, 4, 596400, 45171.35, 1, 55.39, 1: 41; 2: 45; 3: 16; 4: 4; 
Glucose_Repression_Signaling_2009,  25,  5, 16,  195, 1, 4, 634089, 45171.35, 1, 55.39, 1: 45; 2: 40; 3: 14; 4: 7; 
Glucose_Repression_Signaling_2009, 121,  5, 15,  195, 1, 4, 596434, 45171.35, 1, 55.39, 1: 44; 2: 41; 3: 15; 4: 6; 
Glucose_Repression_Signaling_2009,  71,  6, 13,  195, 1, 4, 619538, 45171.35, 0, 55.39, 1: 42; 2: 42; 3: 19; 4: 3; 
Glucose_Repression_Signaling_2009,  70,  5, 16,  195, 1, 4, 634027, 45171.35, 1, 55.39, 1: 44; 2: 38; 3: 21; 4: 3; 
Glucose_Repression_Signaling_2009, 607,  5, 16,  195, 1, 4, 634081, 45171.35, 0, 55.39, 1: 44; 2: 40; 3: 17; 4: 5; 
Glucose_Repression_Signaling_2009, 114,  5, 16,  195, 1, 4, 634116, 45171.35, 1, 55.39, 1: 43; 2: 43; 3: 14; 4: 6; 
Glucose_Repression_Signaling_2009, 688,  5, 15,  196, 1, 4, 596407, 45171.35, 1, 55.39, 1: 40; 2: 44; 3: 20; 4: 2; 
Glucose_Repression_Signaling_2009, 732,  5, 16,  196, 1, 4, 634158, 45171.35, 1, 55.39, 1: 41; 2: 45; 3: 15; 4: 5; 
Glucose_Repression_Signaling_2009, 324,  5, 15,  196, 1, 4, 596400, 45171.35, 1, 55.39, 1: 44; 2: 38; 3: 20; 4: 4; 
Glucose_Repression_Signaling_2009,   1,  5, 16,  196, 1, 4, 634264, 45171.35, 1, 55.39, 1: 40; 2: 46; 3: 16; 4: 4; 
Glucose_Repression_Signaling_2009, 149,  5, 15,  196, 1, 4, 596382, 45171.35, 0, 55.39, 1: 43; 2: 41; 3: 17; 4: 5; 
Glucose_Repression_Signaling_2009, 865,  5, 15,  196, 1, 4, 596439, 45171.35, 1, 55.39, 1: 41; 2: 44; 3: 17; 4: 4; 
Glucose_Repression_Signaling_2009, 258,  5, 16,  196, 1, 4, 634011, 45171.35, 1, 55.39, 1: 43; 2: 38; 3: 23; 4: 2; 
Glucose_Repression_Signaling_2009, 933,  5, 16,  196, 1, 4, 634137, 45171.35, 1, 55.39, 1: 43; 2: 42; 3: 15; 4: 6; 
Glucose_Repression_Signaling_2009,  98,  5, 16,  196, 1, 4, 633994, 45171.35, 1, 55.39, 1: 42; 2: 43; 3: 16; 4: 5; 
Glucose_Repression_Signaling_2009, 907,  5, 16,  196, 1, 4, 634167, 45171.35, 1, 55.39, 1: 40; 2: 47; 3: 14; 4: 5; 
Glucose_Repression_Signaling_2009, 846,  5, 15,  196, 1, 4, 596406, 45171.35, 1, 55.39, 1: 40; 2: 44; 3: 20; 4: 2; 
Glucose_Repression_Signaling_2009, 956,  5, 16,  196, 1, 4, 634047, 45171.35, 1, 55.39, 1: 44; 2: 39; 3: 18; 4: 5; 
Glucose_Repression_Signaling_2009, 709,  6, 13,  197, 1, 4, 619625, 45171.35, 1, 55.39, 1: 37; 2: 48; 3: 20; 4: 1; 
Glucose_Repression_Signaling_2009, 750,  5, 15,  197, 1, 4, 596431, 45171.35, 1, 55.39, 1: 39; 2: 47; 3: 16; 4: 4; 
Glucose_Repression_Signaling_2009, 236,  5, 15,  197, 1, 4, 596440, 45171.35, 1, 55.39, 1: 37; 2: 51; 3: 14; 4: 4; 
Glucose_Repression_Signaling_2009,  46,  5, 16,  197, 1, 4, 633980, 45171.35, 1, 55.39, 1: 40; 2: 46; 3: 15; 4: 5; 
Glucose_Repression_Signaling_2009, 120,  7, 11,  197, 1, 4, 613248, 45171.35, 1, 55.39, 1: 38; 2: 49; 3: 15; 4: 4; 
Glucose_Repression_Signaling_2009, 937,  5, 16,  197, 1, 4, 634076, 45171.35, 1, 55.39, 1: 36; 2: 52; 3: 15; 4: 3; 
Glucose_Repression_Signaling_2009, 136,  5, 15,  197, 1, 4, 596431, 45171.35, 1, 55.39, 1: 44; 2: 39; 3: 17; 4: 6; 
Glucose_Repression_Signaling_2009,  85,  5, 15,  198, 1, 4, 596363, 45171.35, 1, 55.39, 1: 43; 2: 39; 3: 19; 4: 5; 
Glucose_Repression_Signaling_2009, 935,  5, 16,  198, 1, 4, 634061, 45171.35, 1, 55.39, 1: 38; 2: 46; 3: 20; 4: 2; 
Glucose_Repression_Signaling_2009, 448,  5, 15,  198, 1, 4, 596395, 45171.35, 1, 55.39, 1: 43; 2: 41; 3: 15; 4: 7; 
Glucose_Repression_Signaling_2009, 299,  5, 16,  198, 1, 4, 634023, 45171.35, 1, 55.39, 1: 40; 2: 44; 3: 18; 4: 4; 
Glucose_Repression_Signaling_2009, 817,  5, 16,  198, 1, 4, 634139, 45171.35, 1, 55.39, 1: 44; 2: 36; 3: 22; 4: 4; 
Glucose_Repression_Signaling_2009, 206,  5, 15,  198, 1, 4, 596384, 45171.35, 1, 55.39, 1: 42; 2: 42; 3: 16; 4: 6; 
Glucose_Repression_Signaling_2009, 351,  5, 15,  198, 1, 4, 596376, 45171.35, 1, 55.39, 1: 39; 2: 46; 3: 17; 4: 4; 
Glucose_Repression_Signaling_2009, 494,  5, 16,  198, 1, 4, 634095, 45171.35, 1, 55.39, 1: 42; 2: 41; 3: 18; 4: 5; 
Glucose_Repression_Signaling_2009, 611,  5, 16,  199, 1, 4, 634143, 45171.35, 1, 55.39, 1: 43; 2: 39; 3: 18; 4: 6; 
Glucose_Repression_Signaling_2009, 207,  5, 15,  199, 1, 4, 596423, 45171.35, 1, 55.39, 1: 39; 2: 46; 3: 16; 4: 5; 
Glucose_Repression_Signaling_2009, 294,  5, 16,  199, 1, 4, 634084, 45171.35, 1, 55.39, 1: 42; 2: 40; 3: 19; 4: 5; 
Glucose_Repression_Signaling_2009, 325,  6, 14,  199, 1, 4, 658835, 45171.35, 1, 55.39, 1: 40; 2: 43; 3: 19; 4: 4; 
Glucose_Repression_Signaling_2009, 497,  5, 16,  199, 1, 4, 634033, 45171.35, 1, 55.39, 1: 42; 2: 42; 3: 15; 4: 7; 
Glucose_Repression_Signaling_2009, 413,  5, 15,  199, 1, 4, 596429, 45171.35, 1, 55.39, 1: 39; 2: 45; 3: 18; 4: 4; 
Glucose_Repression_Signaling_2009, 764,  5, 15,  199, 1, 4, 596413, 45171.35, 1, 55.39, 1: 37; 2: 46; 3: 22; 4: 1; 
Glucose_Repression_Signaling_2009, 225,  5, 15,  200, 1, 4, 596408, 45171.35, 1, 55.39, 1: 44; 2: 38; 3: 16; 4: 8; 
Glucose_Repression_Signaling_2009, 843,  5, 15,  200, 1, 4, 596426, 45171.35, 1, 55.39, 1: 45; 2: 34; 3: 21; 4: 6; 
Glucose_Repression_Signaling_2009, 224,  5, 16,  200, 1, 4, 634160, 45171.35, 1, 55.39, 1: 38; 2: 46; 3: 18; 4: 4; 
Glucose_Repression_Signaling_2009, 963,  5, 15,  200, 1, 4, 596385, 45171.35, 1, 55.39, 1: 38; 2: 45; 3: 20; 4: 3; 
Glucose_Repression_Signaling_2009, 433,  5, 16,  200, 1, 4, 634129, 45171.35, 1, 55.39, 1: 39; 2: 44; 3: 19; 4: 4; 
Glucose_Repression_Signaling_2009,  36,  5, 15,  200, 1, 4, 596364, 45171.35, 1, 55.39, 1: 37; 2: 47; 3: 19; 4: 3; 
Glucose_Repression_Signaling_2009, 450,  5, 16,  200, 1, 4, 634138, 45171.35, 1, 55.39, 1: 41; 2: 41; 3: 19; 4: 5; 
Glucose_Repression_Signaling_2009, 656,  5, 16,  200, 1, 4, 634101, 45171.35, 1, 55.39, 1: 43; 2: 40; 3: 15; 4: 8; 
Glucose_Repression_Signaling_2009, 333,  5, 15,  201, 1, 4, 596424, 45171.35, 1, 55.39, 1: 37; 2: 47; 3: 18; 4: 4; 
Glucose_Repression_Signaling_2009, 250,  5, 16,  201, 1, 4, 634116, 45171.35, 1, 55.39, 1: 41; 2: 42; 3: 16; 4: 7; 
Glucose_Repression_Signaling_2009, 226,  5, 15,  202, 1, 4, 596403, 45171.35, 1, 55.39, 1: 39; 2: 44; 3: 17; 4: 6; 
Glucose_Repression_Signaling_2009, 693,  5, 15,  203, 1, 4, 596386, 45171.35, 1, 55.39, 1: 43; 2: 36; 3: 20; 4: 7; 
Glucose_Repression_Signaling_2009, 901,  5, 16,  204, 1, 4, 633899, 45171.35, 1, 55.39, 1: 37; 2: 47; 3: 15; 4: 7; 
Glucose_Repression_Signaling_2009, 220,  5, 15,  207, 1, 4, 596417, 45171.35, 1, 55.39, 1: 34; 2: 47; 3: 21; 4: 4; 
Glucose_Repression_Signaling_2009, 327,  5, 16,  209, 1, 4, 634059, 45171.35, 1, 55.39, 1: 33; 2: 50; 3: 16; 4: 7; 
Glucose_Repression_Signaling_2009, 725, 10,  8,  174, 1, 5, 634001, 45171.35, 1, 55.39, 1: 53; 2: 41; 3: 10; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 517,  9,  9,  175, 1, 5, 639331, 45171.35, 1, 55.39, 1: 54; 2: 38; 3: 12; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 394, 10,  8,  175, 1, 5, 634018, 45171.35, 1, 55.39, 1: 57; 2: 34; 3: 12; 4: 1; 5: 2; 
Glucose_Repression_Signaling_2009, 718,  8, 10,  176, 1, 5, 634191, 45171.35, 1, 55.39, 1: 55; 2: 37; 3: 11; 4: 1; 5: 2; 
Glucose_Repression_Signaling_2009, 589,  8, 10,  176, 1, 5, 634120, 45171.35, 1, 55.39, 1: 53; 2: 39; 3: 12; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 608,  7, 12,  176, 1, 5, 658678, 45171.35, 1, 55.39, 1: 51; 2: 42; 3: 12; 5: 1; 
Glucose_Repression_Signaling_2009, 842, 11,  7,  176, 1, 5, 613355, 45171.35, 1, 55.39, 1: 56; 2: 35; 3: 11; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009,  51,  8, 10,  176, 1, 5, 634091, 45171.35, 1, 55.39, 1: 52; 2: 41; 3: 11; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 175,  8, 10,  177, 1, 5, 634087, 45171.35, 1, 55.39, 1: 49; 2: 46; 3: 9; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 276, 10,  8,  177, 1, 5, 634004, 45171.35, 1, 55.39, 1: 56; 2: 35; 3: 10; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 706, 11,  7,  178, 1, 5, 613209, 45171.35, 1, 55.39, 1: 49; 2: 46; 3: 8; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 714,  8, 10,  178, 1, 5, 634121, 45171.35, 1, 55.39, 1: 54; 2: 36; 3: 13; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 807,  9,  9,  178, 1, 5, 639265, 45171.35, 1, 55.39, 1: 48; 2: 47; 3: 9; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009,  48,  7, 12,  178, 1, 5, 658807, 45171.35, 1, 55.39, 1: 50; 2: 43; 3: 11; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009,  74,  8, 10,  178, 1, 5, 633995, 45171.35, 1, 55.39, 1: 53; 2: 39; 3: 10; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009,  21, 10,  8,  178, 1, 5, 634031, 45171.35, 1, 55.39, 1: 48; 2: 47; 3: 9; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 591,  7, 12,  178, 1, 5, 658591, 45171.35, 1, 55.39, 1: 52; 2: 41; 3: 9; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 156, 10,  8,  178, 1, 5, 634212, 45171.35, 1, 55.39, 1: 53; 2: 41; 3: 7; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009, 697,  9,  9,  178, 1, 5, 639099, 45171.35, 1, 55.39, 1: 50; 2: 42; 3: 13; 5: 1; 
Glucose_Repression_Signaling_2009, 482, 10,  8,  178, 1, 5, 633973, 45171.35, 1, 55.39, 1: 50; 2: 43; 3: 11; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 524, 10,  8,  178, 1, 5, 633899, 45171.35, 1, 55.39, 1: 51; 2: 42; 3: 10; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 821, 10,  8,  178, 1, 5, 633885, 45171.35, 1, 55.39, 1: 49; 2: 45; 3: 10; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 615, 10,  8,  178, 1, 5, 633917, 45171.35, 1, 55.39, 1: 50; 2: 45; 3: 8; 4: 1; 5: 2; 
Glucose_Repression_Signaling_2009, 375,  9,  9,  178, 1, 5, 639261, 45171.35, 1, 55.39, 1: 50; 2: 43; 3: 11; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 514, 10,  8,  179, 1, 5, 634000, 45171.35, 1, 55.39, 1: 55; 2: 35; 3: 12; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 666,  7, 12,  179, 1, 5, 658497, 45171.35, 1, 55.39, 1: 51; 2: 42; 3: 10; 4: 1; 5: 2; 
Glucose_Repression_Signaling_2009, 505, 10,  8,  179, 1, 5, 634078, 45171.35, 1, 55.39, 1: 48; 2: 47; 3: 8; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 678,  7, 12,  179, 1, 5, 658742, 45171.35, 1, 55.39, 1: 49; 2: 43; 3: 13; 5: 1; 
Glucose_Repression_Signaling_2009, 285,  7, 12,  179, 1, 5, 658649, 45171.35, 1, 55.39, 1: 50; 2: 44; 3: 8; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 982,  9,  9,  179, 1, 5, 639230, 45171.35, 1, 55.39, 1: 53; 2: 37; 3: 13; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 957,  9,  9,  179, 1, 5, 639003, 45171.35, 1, 55.39, 1: 50; 2: 42; 3: 12; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 297,  8, 10,  179, 1, 5, 634200, 45171.35, 1, 55.39, 1: 54; 2: 37; 3: 11; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 594, 10,  8,  179, 1, 5, 633966, 45171.35, 1, 55.39, 1: 49; 2: 45; 3: 10; 5: 2; 
Glucose_Repression_Signaling_2009,  59, 10,  8,  179, 1, 5, 634118, 45171.35, 1, 55.39, 1: 51; 2: 41; 3: 11; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 861, 10,  8,  180, 1, 5, 634195, 45171.35, 1, 55.39, 1: 45; 2: 50; 3: 10; 5: 1; 
Glucose_Repression_Signaling_2009, 391,  8, 10,  180, 1, 5, 634115, 45171.35, 1, 55.39, 1: 51; 2: 43; 3: 7; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009, 941,  8, 10,  180, 1, 5, 634173, 45171.35, 1, 55.39, 1: 48; 2: 46; 3: 9; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009,  28,  7, 12,  180, 1, 5, 658735, 45171.35, 1, 55.39, 1: 49; 2: 47; 3: 5; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009, 767,  8, 10,  180, 1, 5, 633958, 45171.35, 1, 55.39, 1: 53; 2: 36; 3: 15; 5: 2; 
Glucose_Repression_Signaling_2009, 857, 11,  7,  180, 1, 5, 613234, 45171.35, 1, 55.39, 1: 50; 2: 44; 3: 8; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 191,  7, 12,  180, 1, 5, 658736, 45171.35, 1, 55.39, 1: 52; 2: 40; 3: 9; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 997,  9,  9,  180, 1, 5, 639195, 45171.35, 1, 55.39, 1: 49; 2: 43; 3: 12; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 934,  6, 14,  180, 1, 5, 658932, 45171.35, 1, 55.39, 1: 54; 2: 34; 3: 15; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009,  86, 10,  8,  180, 1, 5, 634081, 45171.35, 1, 55.39, 1: 50; 2: 42; 3: 11; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 825,  7, 12,  180, 1, 5, 658698, 45171.35, 1, 55.39, 1: 49; 2: 44; 3: 10; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009,  77,  9,  9,  180, 1, 5, 639218, 45171.35, 1, 55.39, 1: 52; 2: 38; 3: 13; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 643, 11,  7,  181, 1, 5, 613190, 45171.35, 1, 55.39, 1: 49; 2: 43; 3: 11; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009,  54,  7, 12,  181, 1, 5, 658664, 45171.35, 1, 55.39, 1: 46; 2: 48; 3: 10; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009,  18,  9,  9,  181, 1, 5, 639294, 45171.35, 1, 55.39, 1: 51; 2: 40; 3: 11; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 382,  8, 10,  181, 1, 5, 634046, 45171.35, 1, 55.39, 1: 49; 2: 44; 3: 10; 4: 1; 5: 2; 
Glucose_Repression_Signaling_2009, 626,  7, 11,  181, 1, 5, 613196, 45171.35, 1, 55.39, 1: 53; 2: 39; 3: 7; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009, 903,  7, 12,  181, 1, 5, 658838, 45171.35, 1, 55.39, 1: 49; 2: 43; 3: 11; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 699, 10,  8,  181, 1, 5, 634116, 45171.35, 1, 55.39, 1: 50; 2: 42; 3: 10; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 353,  7, 11,  181, 1, 5, 613226, 45171.35, 1, 55.39, 1: 51; 2: 40; 3: 12; 4: 1; 5: 2; 
Glucose_Repression_Signaling_2009, 837,  7, 12,  181, 1, 5, 658627, 45171.35, 1, 55.39, 1: 49; 2: 42; 3: 13; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 282, 10,  8,  181, 1, 5, 633978, 45171.35, 1, 55.39, 1: 50; 2: 41; 3: 12; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 496,  8, 10,  182, 1, 5, 634183, 45171.35, 1, 55.39, 1: 48; 2: 45; 3: 9; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 314, 11,  7,  182, 1, 5, 613084, 45171.35, 1, 55.39, 1: 55; 2: 32; 3: 14; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 344, 10,  8,  182, 1, 5, 634134, 45171.35, 1, 55.39, 1: 50; 2: 41; 3: 12; 4: 1; 5: 2; 
Glucose_Repression_Signaling_2009, 735,  7, 11,  182, 1, 5, 613221, 45171.35, 1, 55.39, 1: 52; 2: 39; 3: 9; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 621,  8, 10,  182, 1, 5, 634152, 45171.35, 1, 55.39, 1: 49; 2: 43; 3: 10; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009,   7, 11,  7,  182, 1, 5, 613213, 45171.35, 1, 55.39, 1: 48; 2: 44; 3: 11; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 642,  7, 11,  182, 1, 5, 613144, 45171.35, 1, 55.39, 1: 51; 2: 38; 3: 14; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 417, 10,  8,  182, 1, 5, 634015, 45171.35, 1, 55.39, 1: 50; 2: 40; 3: 13; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 590, 10,  8,  182, 1, 5, 634068, 45171.35, 1, 55.39, 1: 45; 2: 49; 3: 10; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 359,  7, 11,  182, 1, 5, 613133, 45171.35, 1, 55.39, 1: 48; 2: 44; 3: 11; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 748,  9,  9,  182, 1, 5, 638921, 45171.35, 1, 55.39, 1: 53; 2: 37; 3: 11; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009, 858,  7, 11,  182, 1, 5, 613262, 45171.35, 1, 55.39, 1: 45; 2: 49; 3: 10; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 538, 10,  8,  182, 1, 5, 633927, 45171.35, 1, 55.39, 1: 49; 2: 42; 3: 12; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 437,  8, 10,  182, 1, 5, 633969, 45171.35, 1, 55.39, 1: 48; 2: 43; 3: 13; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 649,  8, 10,  182, 1, 5, 634038, 45171.35, 1, 55.39, 1: 47; 2: 46; 3: 10; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009,  31,  9,  9,  182, 1, 5, 639123, 45171.35, 1, 55.39, 1: 48; 2: 46; 3: 8; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 978,  9,  9,  182, 1, 5, 639318, 45171.35, 1, 55.39, 1: 52; 2: 38; 3: 11; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009,  23,  9,  9,  182, 1, 5, 639316, 45171.35, 1, 55.39, 1: 45; 2: 48; 3: 12; 5: 1; 
Glucose_Repression_Signaling_2009, 366,  7, 11,  182, 1, 5, 613239, 45171.35, 1, 55.39, 1: 51; 2: 37; 3: 16; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 659,  9,  9,  182, 1, 5, 639176, 45171.35, 1, 55.39, 1: 50; 2: 43; 3: 9; 4: 1; 5: 3; 
Glucose_Repression_Signaling_2009, 343,  9,  9,  183, 1, 5, 639013, 45171.35, 1, 55.39, 1: 52; 2: 39; 3: 9; 4: 4; 5: 2; 
Glucose_Repression_Signaling_2009, 826, 11,  7,  183, 1, 5, 613128, 45171.35, 1, 55.39, 1: 52; 2: 37; 3: 12; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 347, 10,  8,  183, 1, 5, 633756, 45171.35, 1, 55.39, 1: 52; 2: 38; 3: 12; 4: 1; 5: 3; 
Glucose_Repression_Signaling_2009, 446, 10,  8,  183, 1, 5, 634010, 45171.35, 1, 55.39, 1: 45; 2: 50; 3: 7; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 455, 10,  8,  183, 1, 5, 634029, 45171.35, 1, 55.39, 1: 49; 2: 41; 3: 13; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 143,  6, 14,  183, 1, 5, 658833, 45171.35, 1, 55.39, 1: 52; 2: 39; 3: 9; 4: 4; 5: 2; 
Glucose_Repression_Signaling_2009, 128,  6, 14,  183, 1, 5, 658788, 45171.35, 1, 55.39, 1: 46; 2: 47; 3: 10; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 613,  6, 14,  183, 1, 5, 658495, 45171.35, 1, 55.39, 1: 48; 2: 42; 3: 14; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 218, 11,  7,  183, 1, 5, 613084, 45171.35, 1, 55.39, 1: 48; 2: 43; 3: 13; 5: 2; 
Glucose_Repression_Signaling_2009,  62,  8, 10,  183, 1, 5, 634030, 45171.35, 1, 55.39, 1: 46; 2: 46; 3: 12; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 887,  7, 12,  183, 1, 5, 658775, 45171.35, 1, 55.39, 1: 51; 2: 39; 3: 11; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009,   2,  6, 14,  183, 1, 5, 658270, 45171.35, 1, 55.39, 1: 53; 2: 35; 3: 14; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 994,  8, 10,  183, 1, 5, 634071, 45171.35, 1, 55.39, 1: 47; 2: 44; 3: 13; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 803,  7, 12,  183, 1, 5, 658832, 45171.35, 1, 55.39, 1: 48; 2: 45; 3: 8; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 516, 11,  7,  183, 1, 5, 613183, 45171.35, 1, 55.39, 1: 46; 2: 47; 3: 10; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 573,  8, 10,  183, 1, 5, 634040, 45171.35, 1, 55.39, 1: 49; 2: 41; 3: 13; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 260,  8, 10,  183, 1, 5, 634116, 45171.35, 1, 55.39, 1: 52; 2: 37; 3: 13; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 109,  8, 10,  183, 1, 5, 634126, 45171.35, 1, 55.39, 1: 48; 2: 44; 3: 10; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 919, 11,  7,  184, 1, 5, 613150, 45171.35, 1, 55.39, 1: 47; 2: 43; 3: 14; 4: 1; 5: 1; 
