Seed 1656949570
ARCH 1|F_ID 3|LIMIT 4
before: 
53(788)
Melhor resultado nxn: CD4_T_cell_signaling,  81, 14, 14,  496, 1, 3, 1583841, 110173.38, 0, 0.00, 1: 205; 2: 132; 3: 9; 
CD4_T_cell_signaling, 529,  9, 23,  520, 0, 5, 1649609, 110173.38, 1, 226.77, 0: 4; 1: 196; 2: 121; 3: 19; 4: 5; 5: 1; 
CD4_T_cell_signaling, 122, 16, 12,  521, 0, 5, 1539721, 110173.38, 1, 226.77, 0: 4; 1: 200; 2: 116; 3: 17; 4: 7; 5: 2; 
CD4_T_cell_signaling, 438, 10, 20,  521, 0, 5, 1606572, 110173.38, 1, 226.77, 0: 4; 1: 202; 2: 114; 3: 15; 4: 9; 5: 2; 
CD4_T_cell_signaling, 472, 12, 16,  521, 0, 5, 1539777, 110173.38, 1, 226.77, 0: 4; 1: 204; 2: 112; 3: 14; 4: 9; 5: 3; 
CD4_T_cell_signaling, 926,  8, 24,  521, 0, 5, 1539691, 110173.38, 1, 226.77, 0: 4; 1: 191; 2: 130; 3: 15; 4: 5; 5: 1; 
CD4_T_cell_signaling,   3,  9, 23,  521, 0, 5, 1649682, 110173.38, 1, 226.77, 0: 4; 1: 203; 2: 109; 3: 22; 4: 6; 5: 2; 
CD4_T_cell_signaling, 741, 10, 19,  521, 0, 5, 1526105, 110173.38, 1, 226.77, 0: 4; 1: 189; 2: 134; 3: 15; 4: 1; 5: 3; 
CD4_T_cell_signaling, 170, 10, 20,  521, 0, 5, 1606632, 110173.38, 1, 226.77, 0: 4; 1: 195; 2: 120; 3: 23; 4: 3; 5: 1; 
CD4_T_cell_signaling, 591, 16, 12,  522, 0, 5, 1539680, 110173.38, 1, 226.77, 0: 4; 1: 195; 2: 122; 3: 18; 4: 6; 5: 1; 
CD4_T_cell_signaling, 121, 10, 20,  522, 0, 5, 1606675, 110173.38, 1, 226.77, 0: 4; 1: 195; 2: 120; 3: 22; 4: 4; 5: 1; 
CD4_T_cell_signaling, 110,  8, 25,  522, 0, 5, 1606564, 110173.38, 1, 226.77, 0: 4; 1: 199; 2: 114; 3: 23; 4: 4; 5: 2; 
CD4_T_cell_signaling, 115,  9, 23,  522, 0, 5, 1649432, 110173.38, 1, 226.77, 0: 4; 1: 205; 2: 105; 3: 23; 4: 7; 5: 2; 
CD4_T_cell_signaling, 111,  9, 23,  522, 0, 5, 1649566, 110173.38, 1, 226.77, 0: 4; 1: 196; 2: 120; 3: 20; 4: 4; 5: 2; 
CD4_T_cell_signaling, 944, 11, 18,  522, 0, 5, 1595594, 110173.38, 1, 226.77, 0: 4; 1: 197; 2: 121; 3: 15; 4: 7; 5: 2; 
CD4_T_cell_signaling, 857,  9, 22,  522, 0, 5, 1595490, 110173.38, 1, 226.77, 0: 4; 1: 194; 2: 125; 3: 15; 4: 7; 5: 1; 
CD4_T_cell_signaling, 283, 11, 18,  522, 0, 5, 1595645, 110173.38, 1, 226.77, 0: 4; 1: 194; 2: 124; 3: 17; 4: 6; 5: 1; 
CD4_T_cell_signaling, 520,  9, 23,  522, 0, 5, 1649737, 110173.38, 1, 226.77, 0: 4; 1: 203; 2: 110; 3: 19; 4: 8; 5: 2; 
CD4_T_cell_signaling, 851, 10, 20,  522, 0, 5, 1606441, 110173.38, 1, 226.77, 0: 4; 1: 197; 2: 119; 3: 18; 4: 7; 5: 1; 
CD4_T_cell_signaling, 473,  9, 23,  522, 0, 5, 1649402, 110173.38, 1, 226.77, 0: 4; 1: 205; 2: 107; 3: 20; 4: 7; 5: 3; 
CD4_T_cell_signaling, 703, 10, 20,  522, 0, 5, 1606784, 110173.38, 1, 226.77, 0: 4; 1: 194; 2: 123; 3: 19; 4: 5; 5: 1; 
CD4_T_cell_signaling, 436, 12, 17,  523, 0, 5, 1626007, 110173.38, 1, 226.77, 0: 4; 1: 195; 2: 122; 3: 17; 4: 7; 5: 1; 
CD4_T_cell_signaling, 286, 11, 18,  523, 0, 5, 1595657, 110173.38, 1, 226.77, 0: 4; 1: 197; 2: 117; 3: 22; 4: 4; 5: 2; 
CD4_T_cell_signaling, 953, 15, 13,  523, 0, 5, 1568241, 110173.38, 1, 226.77, 0: 4; 1: 196; 2: 119; 3: 20; 4: 6; 5: 1; 
CD4_T_cell_signaling, 192, 15, 13,  523, 0, 5, 1568159, 110173.38, 1, 226.77, 0: 4; 1: 196; 2: 118; 3: 22; 4: 5; 5: 1; 
CD4_T_cell_signaling, 116, 10, 20,  523, 0, 5, 1606332, 110173.38, 1, 226.77, 0: 4; 1: 197; 2: 118; 3: 21; 4: 3; 5: 3; 
CD4_T_cell_signaling, 370,  9, 22,  523, 0, 5, 1595538, 110173.38, 1, 226.77, 0: 4; 1: 200; 2: 111; 3: 24; 4: 6; 5: 1; 
CD4_T_cell_signaling, 541, 11, 18,  523, 0, 5, 1595618, 110173.38, 1, 226.77, 0: 4; 1: 201; 2: 113; 3: 19; 4: 6; 5: 3; 
CD4_T_cell_signaling, 940, 12, 17,  523, 0, 5, 1626344, 110173.38, 1, 226.77, 0: 4; 1: 193; 2: 122; 3: 23; 4: 3; 5: 1; 
CD4_T_cell_signaling, 825, 12, 17,  523, 0, 5, 1626209, 110173.38, 1, 226.77, 0: 4; 1: 198; 2: 118; 3: 17; 4: 7; 5: 2; 
CD4_T_cell_signaling, 135, 16, 12,  523, 0, 5, 1539596, 110173.38, 1, 226.77, 0: 4; 1: 194; 2: 122; 3: 21; 4: 3; 5: 2; 
CD4_T_cell_signaling,   9, 12, 16,  523, 0, 5, 1539695, 110173.38, 1, 226.77, 0: 4; 1: 199; 2: 116; 3: 17; 4: 9; 5: 1; 
CD4_T_cell_signaling,  13, 14, 14,  523, 0, 5, 1583767, 110173.38, 1, 226.77, 0: 4; 1: 195; 2: 124; 3: 13; 4: 9; 5: 1; 
CD4_T_cell_signaling, 229,  9, 23,  523, 0, 5, 1649812, 110173.38, 1, 226.77, 0: 4; 1: 196; 2: 118; 3: 22; 4: 5; 5: 1; 
CD4_T_cell_signaling, 406, 16, 12,  523, 0, 5, 1539737, 110173.38, 1, 226.77, 0: 4; 1: 201; 2: 114; 3: 15; 4: 11; 5: 1; 
CD4_T_cell_signaling, 681, 14, 14,  523, 0, 5, 1583740, 110173.38, 1, 226.77, 0: 4; 1: 197; 2: 120; 3: 15; 4: 9; 5: 1; 
CD4_T_cell_signaling, 225, 10, 20,  524, 0, 5, 1606463, 110173.38, 1, 226.77, 0: 4; 1: 199; 2: 116; 3: 17; 4: 8; 5: 2; 
CD4_T_cell_signaling, 465, 12, 17,  524, 0, 5, 1626165, 110173.38, 1, 226.77, 0: 4; 1: 199; 2: 116; 3: 16; 4: 10; 5: 1; 
CD4_T_cell_signaling, 792,  9, 23,  524, 0, 5, 1649432, 110173.38, 1, 226.77, 0: 4; 1: 202; 2: 109; 3: 22; 4: 7; 5: 2; 
CD4_T_cell_signaling, 157,  9, 22,  524, 0, 5, 1595611, 110173.38, 1, 226.77, 0: 4; 1: 201; 2: 114; 3: 16; 4: 8; 5: 3; 
CD4_T_cell_signaling, 445,  8, 24,  524, 0, 5, 1539746, 110173.38, 1, 226.77, 0: 4; 1: 195; 2: 122; 3: 17; 4: 6; 5: 2; 
CD4_T_cell_signaling, 429, 13, 15,  524, 0, 5, 1568141, 110173.38, 1, 226.77, 0: 4; 1: 197; 2: 120; 3: 14; 4: 10; 5: 1; 
CD4_T_cell_signaling, 112,  8, 24,  524, 0, 5, 1539736, 110173.38, 1, 226.77, 0: 4; 1: 199; 2: 112; 3: 24; 4: 6; 5: 1; 
CD4_T_cell_signaling, 583,  9, 23,  524, 0, 5, 1649843, 110173.38, 1, 226.77, 0: 4; 1: 188; 2: 132; 3: 17; 4: 4; 5: 1; 
CD4_T_cell_signaling, 619, 11, 18,  524, 0, 5, 1595638, 110173.38, 1, 226.77, 0: 4; 1: 197; 2: 120; 3: 16; 4: 6; 5: 3; 
CD4_T_cell_signaling, 925, 11, 18,  524, 0, 5, 1595484, 110173.38, 1, 226.77, 0: 4; 1: 196; 2: 121; 3: 15; 4: 9; 5: 1; 
CD4_T_cell_signaling, 817,  9, 21,  524, 0, 5, 1527876, 110173.38, 1, 226.77, 0: 4; 1: 200; 2: 109; 3: 27; 4: 5; 5: 1; 
CD4_T_cell_signaling,  42,  9, 22,  524, 0, 5, 1595479, 110173.38, 1, 226.77, 0: 4; 1: 201; 2: 111; 3: 21; 4: 7; 5: 2; 
CD4_T_cell_signaling, 587, 14, 14,  524, 0, 5, 1583706, 110173.38, 1, 226.77, 0: 4; 1: 196; 2: 117; 3: 23; 4: 5; 5: 1; 
CD4_T_cell_signaling, 537, 10, 19,  525, 0, 5, 1526078, 110173.38, 1, 226.77, 0: 4; 1: 190; 2: 130; 3: 14; 4: 7; 5: 1; 
CD4_T_cell_signaling, 417, 15, 13,  525, 0, 5, 1568124, 110173.38, 1, 226.77, 0: 4; 1: 193; 2: 123; 3: 19; 4: 6; 5: 1; 
CD4_T_cell_signaling, 915, 10, 20,  525, 0, 5, 1606562, 110173.38, 1, 226.77, 0: 4; 1: 195; 2: 122; 3: 16; 4: 7; 5: 2; 
CD4_T_cell_signaling, 310, 11, 18,  525, 0, 5, 1595444, 110173.38, 1, 226.77, 0: 4; 1: 194; 2: 123; 3: 17; 4: 6; 5: 2; 
CD4_T_cell_signaling, 646, 10, 20,  525, 0, 5, 1606446, 110173.38, 1, 226.77, 0: 4; 1: 203; 2: 108; 3: 20; 4: 9; 5: 2; 
CD4_T_cell_signaling, 381,  9, 23,  525, 0, 5, 1649630, 110173.38, 1, 226.77, 0: 4; 1: 193; 2: 123; 3: 20; 4: 4; 5: 2; 
CD4_T_cell_signaling, 638, 14, 14,  525, 0, 5, 1583681, 110173.38, 1, 226.77, 0: 4; 1: 195; 2: 119; 3: 21; 4: 6; 5: 1; 
CD4_T_cell_signaling,  61,  9, 22,  525, 0, 5, 1595605, 110173.38, 1, 226.77, 0: 4; 1: 194; 2: 120; 3: 23; 4: 3; 5: 2; 
CD4_T_cell_signaling, 618, 16, 12,  525, 0, 5, 1539737, 110173.38, 1, 226.77, 0: 4; 1: 191; 2: 126; 3: 19; 4: 5; 5: 1; 
CD4_T_cell_signaling, 518, 13, 15,  526, 0, 5, 1568087, 110173.38, 1, 226.77, 0: 4; 1: 201; 2: 111; 3: 20; 4: 7; 5: 3; 
CD4_T_cell_signaling, 166,  8, 24,  526, 0, 5, 1539699, 110173.38, 1, 226.77, 0: 4; 1: 197; 2: 118; 3: 16; 4: 10; 5: 1; 
CD4_T_cell_signaling, 161, 10, 20,  526, 0, 5, 1606650, 110173.38, 1, 226.77, 0: 4; 1: 192; 2: 126; 3: 16; 4: 6; 5: 2; 
CD4_T_cell_signaling, 364, 14, 14,  526, 0, 5, 1583800, 110173.38, 1, 226.77, 0: 4; 1: 202; 2: 111; 3: 17; 4: 9; 5: 3; 
CD4_T_cell_signaling, 911,  9, 22,  526, 0, 5, 1595633, 110173.38, 1, 226.77, 0: 4; 1: 196; 2: 119; 3: 17; 4: 9; 5: 1; 
CD4_T_cell_signaling, 461, 12, 17,  526, 0, 5, 1626356, 110173.38, 1, 226.77, 0: 4; 1: 194; 2: 125; 3: 12; 4: 9; 5: 2; 
CD4_T_cell_signaling, 702,  9, 23,  526, 0, 5, 1649680, 110173.38, 1, 226.77, 0: 4; 1: 190; 2: 126; 3: 21; 4: 4; 5: 1; 
CD4_T_cell_signaling, 865,  8, 25,  526, 0, 5, 1606676, 110173.38, 1, 226.77, 0: 4; 1: 185; 2: 136; 3: 16; 4: 4; 5: 1; 
CD4_T_cell_signaling,  71, 11, 18,  526, 0, 5, 1595422, 110173.38, 1, 226.77, 0: 4; 1: 198; 2: 116; 3: 17; 4: 10; 5: 1; 
CD4_T_cell_signaling, 972,  9, 22,  526, 0, 5, 1595662, 110173.38, 1, 226.77, 0: 4; 1: 185; 2: 135; 3: 18; 4: 3; 5: 1; 
CD4_T_cell_signaling, 709, 11, 18,  526, 0, 5, 1595505, 110173.38, 1, 226.77, 0: 4; 1: 202; 2: 108; 3: 21; 4: 10; 5: 1; 
CD4_T_cell_signaling, 210, 11, 18,  526, 0, 5, 1595548, 110173.38, 1, 226.77, 0: 4; 1: 196; 2: 121; 3: 14; 4: 9; 5: 2; 
CD4_T_cell_signaling, 778, 13, 15,  527, 0, 5, 1568273, 110173.38, 1, 226.77, 0: 4; 1: 192; 2: 124; 3: 20; 4: 3; 5: 3; 
CD4_T_cell_signaling, 942, 15, 13,  527, 0, 5, 1568195, 110173.38, 1, 226.77, 0: 4; 1: 194; 2: 119; 3: 24; 4: 2; 5: 3; 
CD4_T_cell_signaling, 266,  8, 26,  527, 0, 5, 1664316, 110173.38, 1, 226.77, 0: 4; 1: 196; 2: 117; 3: 22; 4: 4; 5: 3; 
CD4_T_cell_signaling, 759,  9, 22,  527, 0, 5, 1595525, 110173.38, 1, 226.77, 0: 4; 1: 201; 2: 109; 3: 23; 4: 6; 5: 3; 
CD4_T_cell_signaling, 379, 12, 16,  527, 0, 5, 1539727, 110173.38, 1, 226.77, 0: 4; 1: 203; 2: 106; 3: 24; 4: 5; 5: 4; 
CD4_T_cell_signaling, 315, 14, 14,  527, 0, 5, 1583832, 110173.38, 1, 226.77, 0: 4; 1: 191; 2: 124; 3: 21; 4: 5; 5: 1; 
CD4_T_cell_signaling, 948, 16, 12,  527, 0, 5, 1539735, 110173.38, 1, 226.77, 0: 4; 1: 198; 2: 115; 3: 18; 4: 10; 5: 1; 
CD4_T_cell_signaling,  36, 10, 20,  527, 0, 5, 1606296, 110173.38, 1, 226.77, 0: 4; 1: 193; 2: 123; 3: 17; 4: 8; 5: 1; 
CD4_T_cell_signaling, 772,  9, 23,  527, 0, 5, 1649507, 110173.38, 1, 226.77, 0: 4; 1: 199; 2: 113; 3: 20; 4: 8; 5: 2; 
CD4_T_cell_signaling, 676, 16, 12,  527, 0, 5, 1539587, 110173.38, 1, 226.77, 0: 4; 1: 200; 2: 110; 3: 22; 4: 9; 5: 1; 
CD4_T_cell_signaling, 119,  8, 25,  527, 0, 5, 1606434, 110173.38, 1, 226.77, 0: 4; 1: 196; 2: 116; 3: 24; 4: 3; 5: 3; 
CD4_T_cell_signaling,  33,  8, 25,  527, 0, 5, 1606764, 110173.38, 1, 226.77, 0: 4; 1: 195; 2: 117; 3: 23; 4: 6; 5: 1; 
CD4_T_cell_signaling, 333, 10, 20,  527, 0, 5, 1606525, 110173.38, 1, 226.77, 0: 4; 1: 188; 2: 131; 3: 17; 4: 4; 5: 2; 
CD4_T_cell_signaling, 924, 11, 18,  527, 0, 5, 1595432, 110173.38, 1, 226.77, 0: 4; 1: 202; 2: 108; 3: 20; 4: 11; 5: 1; 
CD4_T_cell_signaling, 651,  8, 24,  527, 0, 5, 1539712, 110173.38, 1, 226.77, 0: 4; 1: 192; 2: 121; 3: 24; 4: 4; 5: 1; 
CD4_T_cell_signaling, 419, 15, 13,  527, 0, 5, 1568108, 110173.38, 1, 226.77, 0: 4; 1: 195; 2: 121; 3: 18; 4: 4; 5: 4; 
CD4_T_cell_signaling,  37,  8, 25,  527, 0, 5, 1606683, 110173.38, 1, 226.77, 0: 4; 1: 192; 2: 123; 3: 20; 4: 6; 5: 1; 
CD4_T_cell_signaling, 168, 12, 16,  527, 0, 5, 1539755, 110173.38, 1, 226.77, 0: 4; 1: 193; 2: 123; 3: 18; 4: 6; 5: 2; 
CD4_T_cell_signaling, 141, 11, 18,  527, 0, 5, 1595321, 110173.38, 1, 226.77, 0: 4; 1: 196; 2: 114; 3: 26; 4: 5; 5: 1; 
CD4_T_cell_signaling, 789,  8, 24,  527, 0, 5, 1539772, 110173.38, 1, 226.77, 0: 4; 1: 194; 2: 120; 3: 20; 4: 7; 5: 1; 
CD4_T_cell_signaling, 697, 10, 19,  527, 0, 5, 1526087, 110173.38, 1, 226.77, 0: 4; 1: 196; 2: 120; 3: 16; 4: 7; 5: 3; 
CD4_T_cell_signaling, 845, 16, 12,  527, 0, 5, 1539722, 110173.38, 1, 226.77, 0: 4; 1: 199; 2: 112; 3: 22; 4: 7; 5: 2; 
CD4_T_cell_signaling, 551, 14, 14,  527, 0, 5, 1583730, 110173.38, 1, 226.77, 0: 4; 1: 197; 2: 117; 3: 18; 4: 8; 5: 2; 
CD4_T_cell_signaling, 418, 12, 17,  527, 0, 5, 1626468, 110173.38, 1, 226.77, 0: 4; 1: 196; 2: 117; 3: 21; 4: 6; 5: 2; 
CD4_T_cell_signaling, 155,  9, 22,  527, 0, 5, 1595566, 110173.38, 1, 226.77, 0: 4; 1: 189; 2: 128; 3: 20; 4: 3; 5: 2; 
CD4_T_cell_signaling, 238, 11, 18,  528, 0, 5, 1595548, 110173.38, 1, 226.77, 0: 4; 1: 193; 2: 123; 3: 17; 4: 7; 5: 2; 
CD4_T_cell_signaling, 542, 16, 12,  528, 0, 5, 1539720, 110173.38, 1, 226.77, 0: 4; 1: 202; 2: 106; 3: 24; 4: 8; 5: 2; 
CD4_T_cell_signaling, 482, 11, 18,  528, 0, 5, 1595637, 110173.38, 1, 226.77, 0: 4; 1: 195; 2: 122; 3: 13; 4: 10; 5: 2; 
CD4_T_cell_signaling, 761, 11, 18,  528, 0, 5, 1595279, 110173.38, 1, 226.77, 0: 4; 1: 197; 2: 115; 3: 20; 4: 9; 5: 1; 
CD4_T_cell_signaling, 707, 13, 15,  528, 0, 5, 1568339, 110173.38, 1, 226.77, 0: 4; 1: 193; 2: 124; 3: 16; 4: 6; 5: 3; 
CD4_T_cell_signaling, 584, 13, 15,  528, 0, 5, 1568296, 110173.38, 1, 226.77, 0: 4; 1: 194; 2: 119; 3: 22; 4: 5; 5: 2; 
CD4_T_cell_signaling, 994, 10, 20,  528, 0, 5, 1606616, 110173.38, 1, 226.77, 0: 4; 1: 191; 2: 122; 3: 24; 4: 4; 5: 1; 
CD4_T_cell_signaling, 214, 14, 14,  528, 0, 5, 1583789, 110173.38, 1, 226.77, 0: 4; 1: 195; 2: 122; 3: 15; 4: 6; 5: 4; 
CD4_T_cell_signaling, 102,  9, 22,  528, 0, 5, 1595698, 110173.38, 1, 226.77, 0: 4; 1: 199; 2: 110; 3: 25; 4: 6; 5: 2; 
CD4_T_cell_signaling, 227, 12, 17,  528, 0, 5, 1626297, 110173.38, 1, 226.77, 0: 4; 1: 196; 2: 114; 3: 25; 4: 6; 5: 1; 
CD4_T_cell_signaling, 450,  8, 26,  528, 0, 5, 1664122, 110173.38, 1, 226.77, 0: 4; 1: 199; 2: 110; 3: 24; 4: 8; 5: 1; 
CD4_T_cell_signaling, 717, 12, 17,  528, 0, 5, 1626299, 110173.38, 1, 226.77, 0: 4; 1: 195; 2: 117; 3: 22; 4: 7; 5: 1; 
CD4_T_cell_signaling,  38, 10, 20,  528, 0, 5, 1606581, 110173.38, 1, 226.77, 0: 4; 1: 192; 2: 122; 3: 21; 4: 6; 5: 1; 
CD4_T_cell_signaling,  60, 11, 18,  528, 0, 5, 1595652, 110173.38, 1, 226.77, 0: 4; 1: 196; 2: 117; 3: 19; 4: 9; 5: 1; 
CD4_T_cell_signaling, 198, 10, 20,  528, 0, 5, 1606451, 110173.38, 1, 226.77, 0: 4; 1: 191; 2: 122; 3: 24; 4: 4; 5: 1; 
CD4_T_cell_signaling, 451,  8, 26,  528, 0, 5, 1663968, 110173.38, 1, 226.77, 0: 4; 1: 197; 2: 113; 3: 24; 4: 7; 5: 1; 
CD4_T_cell_signaling, 330, 13, 15,  529, 0, 5, 1568172, 110173.38, 1, 226.77, 0: 4; 1: 198; 2: 113; 3: 21; 4: 8; 5: 2; 
CD4_T_cell_signaling, 554,  8, 24,  529, 0, 5, 1539765, 110173.38, 1, 226.77, 0: 4; 1: 190; 2: 124; 3: 22; 4: 5; 5: 1; 
CD4_T_cell_signaling, 626,  9, 21,  529, 0, 5, 1527876, 110173.38, 1, 226.77, 0: 4; 1: 196; 2: 118; 3: 17; 4: 9; 5: 2; 
CD4_T_cell_signaling, 622,  8, 25,  529, 0, 5, 1606709, 110173.38, 1, 226.77, 0: 4; 1: 198; 2: 108; 3: 30; 4: 5; 5: 1; 
CD4_T_cell_signaling, 719, 16, 12,  529, 0, 5, 1539755, 110173.38, 1, 226.77, 0: 4; 1: 197; 2: 115; 3: 20; 4: 8; 5: 2; 
CD4_T_cell_signaling, 694, 12, 17,  529, 0, 5, 1626404, 110173.38, 1, 226.77, 0: 4; 1: 192; 2: 122; 3: 22; 4: 3; 5: 3; 
CD4_T_cell_signaling, 582, 12, 16,  529, 0, 5, 1539740, 110173.38, 1, 226.77, 0: 4; 1: 197; 2: 114; 3: 21; 4: 9; 5: 1; 
CD4_T_cell_signaling, 900,  8, 26,  529, 0, 5, 1663836, 110173.38, 1, 226.77, 0: 4; 1: 202; 2: 107; 3: 22; 4: 8; 5: 3; 
CD4_T_cell_signaling, 939,  8, 26,  529, 0, 5, 1664346, 110173.38, 1, 226.77, 0: 4; 1: 192; 2: 120; 3: 24; 4: 5; 5: 1; 
CD4_T_cell_signaling, 435, 10, 20,  529, 0, 5, 1606581, 110173.38, 1, 226.77, 0: 4; 1: 197; 2: 117; 3: 17; 4: 8; 5: 3; 
CD4_T_cell_signaling, 606,  9, 22,  529, 0, 5, 1595538, 110173.38, 1, 226.77, 0: 4; 1: 196; 2: 115; 3: 23; 4: 6; 5: 2; 
CD4_T_cell_signaling, 996,  8, 26,  529, 0, 5, 1664128, 110173.38, 1, 226.77, 0: 4; 1: 194; 2: 116; 3: 26; 4: 5; 5: 1; 
CD4_T_cell_signaling, 949, 15, 13,  529, 0, 5, 1568195, 110173.38, 1, 226.77, 0: 4; 1: 196; 2: 114; 3: 24; 4: 7; 5: 1; 
CD4_T_cell_signaling, 526, 15, 13,  529, 0, 5, 1568167, 110173.38, 1, 226.77, 0: 4; 1: 193; 2: 125; 3: 12; 4: 10; 5: 2; 
CD4_T_cell_signaling, 755, 12, 17,  530, 0, 5, 1626271, 110173.38, 1, 226.77, 0: 4; 1: 203; 2: 104; 3: 24; 4: 8; 5: 3; 
CD4_T_cell_signaling, 550, 11, 18,  530, 0, 5, 1595679, 110173.38, 1, 226.77, 0: 4; 1: 203; 2: 108; 3: 16; 4: 12; 5: 3; 
CD4_T_cell_signaling, 186, 12, 17,  530, 0, 5, 1625928, 110173.38, 1, 226.77, 0: 4; 1: 199; 2: 110; 3: 22; 4: 10; 5: 1; 
CD4_T_cell_signaling, 275, 16, 12,  530, 0, 5, 1539723, 110173.38, 1, 226.77, 0: 4; 1: 189; 2: 125; 3: 22; 4: 5; 5: 1; 
CD4_T_cell_signaling, 749,  8, 25,  530, 0, 5, 1606745, 110173.38, 1, 226.77, 0: 4; 1: 191; 2: 121; 3: 24; 4: 5; 5: 1; 
CD4_T_cell_signaling, 723, 11, 18,  530, 0, 5, 1595585, 110173.38, 1, 226.77, 0: 4; 1: 187; 2: 129; 3: 20; 4: 5; 5: 1; 
CD4_T_cell_signaling, 758,  8, 25,  530, 0, 5, 1606484, 110173.38, 1, 226.77, 0: 4; 1: 189; 2: 125; 3: 22; 4: 5; 5: 1; 
CD4_T_cell_signaling,  82, 12, 17,  530, 0, 5, 1626040, 110173.38, 1, 226.77, 0: 4; 1: 191; 2: 126; 3: 14; 4: 10; 5: 1; 
CD4_T_cell_signaling, 307, 10, 20,  530, 0, 5, 1606634, 110173.38, 1, 226.77, 0: 4; 1: 192; 2: 123; 3: 17; 4: 9; 5: 1; 
CD4_T_cell_signaling, 267, 15, 13,  530, 0, 5, 1568072, 110173.38, 1, 226.77, 0: 4; 1: 189; 2: 125; 3: 22; 4: 5; 5: 1; 
CD4_T_cell_signaling, 660, 10, 20,  530, 0, 5, 1606560, 110173.38, 1, 226.77, 0: 4; 1: 195; 2: 119; 3: 21; 4: 1; 5: 6; 
CD4_T_cell_signaling, 917,  9, 22,  530, 0, 5, 1595187, 110173.38, 1, 226.77, 0: 4; 1: 195; 2: 115; 3: 24; 4: 7; 5: 1; 
CD4_T_cell_signaling, 236, 13, 15,  530, 0, 5, 1568219, 110173.38, 1, 226.77, 0: 4; 1: 188; 2: 126; 3: 23; 4: 4; 5: 1; 
CD4_T_cell_signaling, 609, 13, 15,  530, 0, 5, 1568084, 110173.38, 1, 226.77, 0: 4; 1: 191; 2: 123; 3: 20; 4: 7; 5: 1; 
CD4_T_cell_signaling, 691, 13, 15,  530, 0, 5, 1568255, 110173.38, 1, 226.77, 0: 4; 1: 190; 2: 125; 3: 20; 4: 5; 5: 2; 
CD4_T_cell_signaling, 934,  8, 24,  530, 0, 5, 1539731, 110173.38, 1, 226.77, 0: 4; 1: 189; 2: 125; 3: 22; 4: 5; 5: 1; 
CD4_T_cell_signaling, 458,  9, 22,  531, 0, 5, 1595652, 110173.38, 1, 226.77, 0: 4; 1: 193; 2: 119; 3: 21; 4: 8; 5: 1; 
CD4_T_cell_signaling, 289,  9, 22,  531, 0, 5, 1595237, 110173.38, 1, 226.77, 0: 4; 1: 198; 2: 113; 3: 20; 4: 8; 5: 3; 
CD4_T_cell_signaling,  49, 13, 15,  531, 0, 5, 1568186, 110173.38, 1, 226.77, 0: 4; 1: 196; 2: 115; 3: 20; 4: 10; 5: 1; 
CD4_T_cell_signaling,  23, 10, 19,  531, 0, 5, 1526111, 110173.38, 1, 226.77, 0: 4; 1: 192; 2: 122; 3: 18; 4: 9; 5: 1; 
CD4_T_cell_signaling, 640,  8, 26,  531, 0, 5, 1664124, 110173.38, 1, 226.77, 0: 4; 1: 187; 2: 129; 3: 21; 4: 2; 5: 3; 
CD4_T_cell_signaling, 629,  8, 26,  531, 0, 5, 1664240, 110173.38, 1, 226.77, 0: 4; 1: 193; 2: 119; 3: 22; 4: 6; 5: 2; 
CD4_T_cell_signaling, 891,  9, 21,  531, 0, 5, 1527876, 110173.38, 1, 226.77, 0: 4; 1: 193; 2: 120; 3: 19; 4: 9; 5: 1; 
CD4_T_cell_signaling, 263, 13, 15,  531, 0, 5, 1568105, 110173.38, 1, 226.77, 0: 4; 1: 194; 2: 120; 3: 16; 4: 11; 5: 1; 
CD4_T_cell_signaling, 502, 10, 19,  531, 0, 5, 1526094, 110173.38, 1, 226.77, 0: 4; 1: 193; 2: 121; 3: 17; 4: 10; 5: 1; 
CD4_T_cell_signaling,  20,  9, 23,  531, 0, 5, 1649457, 110173.38, 1, 226.77, 0: 4; 1: 203; 2: 106; 3: 18; 4: 13; 5: 2; 
CD4_T_cell_signaling, 328,  9, 22,  531, 0, 5, 1595570, 110173.38, 1, 226.77, 0: 4; 1: 191; 2: 125; 3: 15; 4: 10; 5: 1; 
CD4_T_cell_signaling, 594, 11, 18,  531, 0, 5, 1595615, 110173.38, 1, 226.77, 0: 4; 1: 191; 2: 122; 3: 21; 4: 7; 5: 1; 
CD4_T_cell_signaling, 592, 16, 12,  531, 0, 5, 1539694, 110173.38, 1, 226.77, 0: 4; 1: 197; 2: 113; 3: 22; 4: 8; 5: 2; 
CD4_T_cell_signaling, 899, 12, 16,  531, 0, 5, 1539739, 110173.38, 1, 226.77, 0: 4; 1: 191; 2: 124; 3: 18; 4: 7; 5: 2; 
CD4_T_cell_signaling, 182,  9, 22,  531, 0, 5, 1595520, 110173.38, 1, 226.77, 0: 4; 1: 198; 2: 113; 3: 19; 4: 10; 5: 2; 
CD4_T_cell_signaling, 814,  9, 22,  531, 0, 5, 1595458, 110173.38, 1, 226.77, 0: 4; 1: 191; 2: 125; 3: 17; 4: 6; 5: 3; 
CD4_T_cell_signaling, 553,  9, 22,  531, 0, 5, 1595515, 110173.38, 1, 226.77, 0: 4; 1: 195; 2: 119; 3: 19; 4: 4; 5: 5; 
