Seed 1656949570
ARCH 2|F_ID 3|LIMIT 4
before: 
193(640)
Melhor resultado nxn: CD4_T_cell_signaling, 990, 14, 14,  530, 1, 3, 1583733, 112548.32, 0, 0.00, 1: 183; 2: 142; 3: 21; 
CD4_T_cell_signaling, 176,  8, 24,  649, 0, 7, 1539660, 112548.32, 0, 274.44, 0: 4; 1: 152; 2: 117; 3: 41; 4: 23; 5: 7; 6: 1; 7: 1; 
CD4_T_cell_signaling, 417, 15, 13,  649, 0, 7, 1568094, 112548.32, 0, 274.44, 0: 4; 1: 133; 2: 138; 3: 52; 4: 13; 5: 5; 7: 1; 
CD4_T_cell_signaling, 185, 10, 20,  651, 0, 7, 1606546, 112548.32, 0, 274.44, 0: 4; 1: 146; 2: 116; 3: 57; 4: 16; 5: 5; 6: 1; 7: 1; 
CD4_T_cell_signaling, 720,  8, 26,  653, 0, 7, 1663874, 112548.32, 0, 274.44, 0: 4; 1: 137; 2: 129; 3: 58; 4: 9; 5: 7; 6: 1; 7: 1; 
CD4_T_cell_signaling, 374, 12, 16,  653, 0, 7, 1539690, 112548.32, 1, 274.44, 0: 4; 1: 156; 2: 105; 3: 54; 4: 14; 5: 10; 6: 2; 7: 1; 
CD4_T_cell_signaling, 378, 16, 12,  654, 0, 7, 1539717, 112548.32, 1, 274.44, 0: 4; 1: 155; 2: 104; 3: 54; 4: 20; 5: 6; 6: 2; 7: 1; 
CD4_T_cell_signaling, 474, 12, 16,  654, 0, 7, 1539719, 112548.32, 0, 274.44, 0: 4; 1: 147; 2: 116; 3: 54; 4: 16; 5: 6; 6: 2; 7: 1; 
CD4_T_cell_signaling, 571,  8, 26,  660, 0, 7, 1664235, 112548.32, 1, 274.44, 0: 4; 1: 150; 2: 116; 3: 46; 4: 17; 5: 8; 6: 3; 7: 2; 
CD4_T_cell_signaling, 456, 12, 16,  660, 0, 7, 1539678, 112548.32, 1, 274.44, 0: 4; 1: 142; 2: 126; 3: 46; 4: 16; 5: 9; 6: 2; 7: 1; 
CD4_T_cell_signaling, 925, 11, 18,  663, 0, 7, 1595483, 112548.32, 1, 274.44, 0: 4; 1: 140; 2: 125; 3: 50; 4: 16; 5: 8; 6: 2; 7: 1; 
CD4_T_cell_signaling, 924, 11, 18,  664, 0, 7, 1595520, 112548.32, 0, 274.44, 0: 4; 1: 154; 2: 112; 3: 40; 4: 19; 5: 13; 6: 3; 7: 1; 
CD4_T_cell_signaling,  34, 10, 20,  664, 0, 7, 1606369, 112548.32, 1, 274.44, 0: 4; 1: 151; 2: 113; 3: 45; 4: 16; 5: 15; 6: 1; 7: 1; 
CD4_T_cell_signaling, 225, 10, 20,  666, 0, 7, 1606610, 112548.32, 1, 274.44, 0: 4; 1: 157; 2: 104; 3: 41; 4: 26; 5: 11; 6: 2; 7: 1; 
CD4_T_cell_signaling,  25,  8, 26,  666, 0, 7, 1664334, 112548.32, 1, 274.44, 0: 4; 1: 147; 2: 114; 3: 50; 4: 18; 5: 10; 6: 2; 7: 1; 
CD4_T_cell_signaling, 709, 11, 18,  667, 0, 7, 1595512, 112548.32, 0, 274.44, 0: 4; 1: 153; 2: 109; 3: 42; 4: 26; 5: 7; 6: 4; 7: 1; 
CD4_T_cell_signaling, 686,  8, 24,  667, 0, 7, 1539748, 112548.32, 1, 274.44, 0: 4; 1: 156; 2: 104; 3: 41; 4: 31; 5: 6; 6: 2; 7: 2; 
CD4_T_cell_signaling, 271, 10, 20,  669, 0, 7, 1606376, 112548.32, 1, 274.44, 0: 4; 1: 148; 2: 115; 3: 47; 4: 18; 5: 8; 6: 4; 7: 2; 
CD4_T_cell_signaling, 333, 10, 20,  670, 0, 7, 1606555, 112548.32, 1, 274.44, 0: 4; 1: 155; 2: 103; 3: 41; 4: 31; 5: 11; 7: 1; 
CD4_T_cell_signaling, 336,  8, 26,  670, 0, 7, 1664185, 112548.32, 1, 274.44, 0: 4; 1: 153; 2: 103; 3: 51; 4: 23; 5: 7; 6: 4; 7: 1; 
CD4_T_cell_signaling, 638, 14, 14,  670, 0, 7, 1583748, 112548.32, 1, 274.44, 0: 4; 1: 149; 2: 110; 3: 47; 4: 24; 5: 9; 6: 2; 7: 1; 
CD4_T_cell_signaling,  39,  9, 22,  672, 0, 7, 1595502, 112548.32, 0, 274.44, 0: 4; 1: 140; 2: 111; 3: 65; 4: 19; 5: 4; 6: 2; 7: 1; 
CD4_T_cell_signaling, 645, 16, 12,  673, 0, 7, 1539704, 112548.32, 1, 274.44, 0: 4; 1: 152; 2: 104; 3: 54; 4: 15; 5: 12; 6: 4; 7: 1; 
CD4_T_cell_signaling,  47, 12, 16,  675, 0, 7, 1539740, 112548.32, 1, 274.44, 0: 4; 1: 152; 2: 112; 3: 39; 4: 19; 5: 15; 6: 4; 7: 1; 
CD4_T_cell_signaling, 995, 16, 12,  675, 0, 7, 1539687, 112548.32, 1, 274.44, 0: 4; 1: 146; 2: 112; 3: 47; 4: 25; 5: 9; 6: 2; 7: 1; 
CD4_T_cell_signaling, 468, 12, 17,  676, 0, 7, 1626257, 112548.32, 1, 274.44, 0: 4; 1: 137; 2: 124; 3: 45; 4: 27; 5: 7; 6: 1; 7: 1; 
CD4_T_cell_signaling, 102,  9, 22,  676, 0, 7, 1595538, 112548.32, 1, 274.44, 0: 4; 1: 140; 2: 120; 3: 47; 4: 26; 5: 4; 6: 4; 7: 1; 
CD4_T_cell_signaling,  27, 14, 14,  676, 0, 7, 1583899, 112548.32, 1, 274.44, 0: 4; 1: 150; 2: 117; 3: 33; 4: 24; 5: 14; 6: 1; 7: 3; 
CD4_T_cell_signaling,  83,  8, 24,  678, 0, 7, 1539712, 112548.32, 1, 274.44, 0: 4; 1: 150; 2: 105; 3: 53; 4: 18; 5: 11; 6: 3; 7: 2; 
CD4_T_cell_signaling, 884, 12, 16,  679, 0, 7, 1539752, 112548.32, 1, 274.44, 0: 4; 1: 154; 2: 105; 3: 43; 4: 24; 5: 8; 6: 6; 7: 2; 
CD4_T_cell_signaling, 326, 11, 18,  679, 0, 7, 1595334, 112548.32, 1, 274.44, 0: 4; 1: 143; 2: 123; 3: 40; 4: 20; 5: 7; 6: 8; 7: 1; 
CD4_T_cell_signaling, 395, 12, 16,  680, 0, 7, 1539724, 112548.32, 0, 274.44, 0: 4; 1: 148; 2: 96; 3: 68; 4: 18; 5: 9; 6: 2; 7: 1; 
CD4_T_cell_signaling,  32,  8, 26,  680, 0, 7, 1664248, 112548.32, 1, 274.44, 0: 4; 1: 139; 2: 120; 3: 48; 4: 22; 5: 10; 6: 2; 7: 1; 
CD4_T_cell_signaling, 195, 14, 14,  681, 0, 7, 1583832, 112548.32, 1, 274.44, 0: 4; 1: 138; 2: 124; 3: 46; 4: 18; 5: 12; 6: 3; 7: 1; 
CD4_T_cell_signaling,  36, 10, 20,  681, 0, 7, 1606190, 112548.32, 1, 274.44, 0: 4; 1: 137; 2: 126; 3: 43; 4: 23; 5: 8; 6: 4; 7: 1; 
CD4_T_cell_signaling,   2, 10, 19,  681, 0, 7, 1526110, 112548.32, 0, 274.44, 0: 4; 1: 123; 2: 139; 3: 52; 4: 20; 5: 5; 6: 2; 7: 1; 
CD4_T_cell_signaling, 735,  8, 26,  682, 0, 7, 1663812, 112548.32, 1, 274.44, 0: 4; 1: 145; 2: 113; 3: 46; 4: 23; 5: 12; 7: 3; 
CD4_T_cell_signaling, 132,  8, 26,  682, 0, 7, 1664056, 112548.32, 0, 274.44, 0: 4; 1: 131; 2: 119; 3: 67; 4: 16; 5: 7; 6: 1; 7: 1; 
CD4_T_cell_signaling, 896,  9, 23,  683, 0, 7, 1649296, 112548.32, 1, 274.44, 0: 4; 1: 142; 2: 112; 3: 50; 4: 29; 5: 6; 7: 3; 
CD4_T_cell_signaling, 212, 14, 14,  683, 0, 7, 1583820, 112548.32, 1, 274.44, 0: 4; 1: 142; 2: 115; 3: 51; 4: 20; 5: 7; 6: 6; 7: 1; 
CD4_T_cell_signaling, 451,  8, 26,  684, 0, 7, 1664564, 112548.32, 1, 274.44, 0: 4; 1: 141; 2: 117; 3: 46; 4: 23; 5: 12; 6: 2; 7: 1; 
CD4_T_cell_signaling, 810,  8, 24,  684, 0, 7, 1539691, 112548.32, 1, 274.44, 0: 4; 1: 144; 2: 111; 3: 49; 4: 25; 5: 8; 6: 4; 7: 1; 
CD4_T_cell_signaling, 483, 14, 14,  684, 0, 7, 1583780, 112548.32, 1, 274.44, 0: 4; 1: 149; 2: 107; 3: 47; 4: 24; 5: 7; 6: 7; 7: 1; 
CD4_T_cell_signaling, 795, 11, 18,  685, 0, 7, 1595610, 112548.32, 1, 274.44, 0: 4; 1: 148; 2: 107; 3: 45; 4: 26; 5: 13; 6: 2; 7: 1; 
CD4_T_cell_signaling, 906, 14, 14,  685, 0, 7, 1583840, 112548.32, 1, 274.44, 0: 4; 1: 142; 2: 119; 3: 47; 4: 15; 5: 12; 6: 5; 7: 2; 
CD4_T_cell_signaling, 106, 16, 12,  688, 0, 7, 1539720, 112548.32, 1, 274.44, 0: 4; 1: 147; 2: 113; 3: 42; 4: 22; 5: 10; 6: 5; 7: 3; 
CD4_T_cell_signaling, 281, 16, 12,  689, 0, 7, 1539691, 112548.32, 1, 274.44, 0: 4; 1: 155; 2: 98; 3: 48; 4: 21; 5: 12; 6: 6; 7: 2; 
CD4_T_cell_signaling, 867,  8, 26,  690, 0, 7, 1664415, 112548.32, 1, 274.44, 0: 4; 1: 142; 2: 116; 3: 43; 4: 25; 5: 10; 6: 5; 7: 1; 
CD4_T_cell_signaling, 603, 11, 18,  690, 0, 7, 1595350, 112548.32, 1, 274.44, 0: 4; 1: 143; 2: 113; 3: 48; 4: 23; 5: 7; 6: 6; 7: 2; 
CD4_T_cell_signaling, 805, 14, 14,  690, 0, 7, 1583648, 112548.32, 1, 274.44, 0: 4; 1: 144; 2: 117; 3: 41; 4: 21; 5: 10; 6: 8; 7: 1; 
CD4_T_cell_signaling, 697, 10, 19,  691, 0, 7, 1526088, 112548.32, 0, 274.44, 0: 4; 1: 128; 2: 125; 3: 59; 4: 19; 5: 8; 6: 1; 7: 2; 
CD4_T_cell_signaling, 830, 12, 16,  692, 0, 7, 1539766, 112548.32, 1, 274.44, 0: 4; 1: 145; 2: 106; 3: 58; 4: 14; 5: 10; 6: 8; 7: 1; 
CD4_T_cell_signaling, 334,  9, 23,  692, 0, 7, 1649656, 112548.32, 1, 274.44, 0: 4; 1: 132; 2: 117; 3: 60; 4: 22; 5: 9; 6: 1; 7: 1; 
CD4_T_cell_signaling, 553,  9, 22,  692, 0, 7, 1595569, 112548.32, 1, 274.44, 0: 4; 1: 143; 2: 113; 3: 42; 4: 30; 5: 8; 6: 5; 7: 1; 
CD4_T_cell_signaling, 252, 10, 20,  693, 0, 7, 1606458, 112548.32, 1, 274.44, 0: 4; 1: 145; 2: 111; 3: 47; 4: 20; 5: 10; 6: 8; 7: 1; 
CD4_T_cell_signaling, 981,  8, 26,  693, 0, 7, 1664298, 112548.32, 1, 274.44, 0: 4; 1: 139; 2: 116; 3: 45; 4: 28; 5: 10; 6: 3; 7: 1; 
CD4_T_cell_signaling, 877, 16, 12,  694, 0, 7, 1539711, 112548.32, 1, 274.44, 0: 4; 1: 148; 2: 105; 3: 46; 4: 24; 5: 13; 6: 5; 7: 1; 
CD4_T_cell_signaling, 789,  8, 24,  695, 0, 7, 1539739, 112548.32, 0, 274.44, 0: 4; 1: 133; 2: 120; 3: 53; 4: 23; 5: 9; 6: 2; 7: 2; 
CD4_T_cell_signaling, 180,  9, 22,  695, 0, 7, 1595481, 112548.32, 1, 274.44, 0: 4; 1: 140; 2: 114; 3: 46; 4: 26; 5: 12; 6: 3; 7: 1; 
CD4_T_cell_signaling, 580, 12, 16,  696, 0, 7, 1539676, 112548.32, 1, 274.44, 0: 4; 1: 140; 2: 114; 3: 50; 4: 23; 5: 6; 6: 7; 7: 2; 
CD4_T_cell_signaling, 941,  8, 25,  696, 0, 7, 1606621, 112548.32, 1, 274.44, 0: 4; 1: 135; 2: 118; 3: 49; 4: 26; 5: 11; 6: 2; 7: 1; 
CD4_T_cell_signaling, 748, 14, 14,  696, 0, 7, 1583820, 112548.32, 1, 274.44, 0: 4; 1: 148; 2: 106; 3: 48; 4: 18; 5: 14; 6: 6; 7: 2; 
CD4_T_cell_signaling, 250,  9, 21,  696, 0, 7, 1527876, 112548.32, 1, 274.44, 0: 4; 1: 129; 2: 118; 3: 57; 4: 32; 5: 5; 7: 1; 
CD4_T_cell_signaling, 980, 11, 18,  697, 0, 7, 1595634, 112548.32, 1, 274.44, 0: 4; 1: 137; 2: 113; 3: 53; 4: 26; 5: 8; 6: 4; 7: 1; 
CD4_T_cell_signaling,  99, 12, 16,  697, 0, 7, 1539761, 112548.32, 1, 274.44, 0: 4; 1: 155; 2: 99; 3: 39; 4: 26; 5: 16; 6: 6; 7: 1; 
CD4_T_cell_signaling, 761, 11, 18,  697, 0, 7, 1595447, 112548.32, 1, 274.44, 0: 4; 1: 152; 2: 94; 3: 52; 4: 27; 5: 11; 6: 4; 7: 2; 
CD4_T_cell_signaling, 140,  9, 22,  697, 0, 7, 1595562, 112548.32, 1, 274.44, 0: 4; 1: 133; 2: 119; 3: 53; 4: 26; 5: 5; 6: 4; 7: 2; 
CD4_T_cell_signaling, 436, 12, 17,  697, 0, 7, 1625854, 112548.32, 1, 274.44, 0: 4; 1: 138; 2: 115; 3: 47; 4: 27; 5: 11; 6: 3; 7: 1; 
CD4_T_cell_signaling,   9, 12, 16,  699, 0, 7, 1539755, 112548.32, 1, 274.44, 0: 4; 1: 140; 2: 116; 3: 44; 4: 25; 5: 9; 6: 6; 7: 2; 
CD4_T_cell_signaling,  12, 14, 14,  699, 0, 7, 1583743, 112548.32, 1, 274.44, 0: 4; 1: 132; 2: 122; 3: 46; 4: 32; 5: 5; 6: 3; 7: 2; 
CD4_T_cell_signaling, 657, 14, 14,  699, 0, 7, 1583635, 112548.32, 1, 274.44, 0: 4; 1: 141; 2: 106; 3: 62; 4: 17; 5: 6; 6: 8; 7: 2; 
CD4_T_cell_signaling, 876, 14, 14,  700, 0, 7, 1583827, 112548.32, 1, 274.44, 0: 4; 1: 136; 2: 121; 3: 52; 4: 11; 5: 12; 6: 8; 7: 2; 
CD4_T_cell_signaling, 949, 15, 13,  700, 0, 7, 1568066, 112548.32, 1, 274.44, 0: 4; 1: 124; 2: 133; 3: 50; 4: 20; 5: 12; 6: 1; 7: 2; 
CD4_T_cell_signaling, 446, 11, 18,  701, 0, 7, 1595539, 112548.32, 1, 274.44, 0: 4; 1: 154; 2: 99; 3: 40; 4: 24; 5: 18; 6: 6; 7: 1; 
CD4_T_cell_signaling, 737, 11, 18,  701, 0, 7, 1595484, 112548.32, 1, 274.44, 0: 4; 1: 145; 2: 105; 3: 54; 4: 15; 5: 15; 6: 7; 7: 1; 
CD4_T_cell_signaling, 227, 12, 17,  701, 0, 7, 1626132, 112548.32, 1, 274.44, 0: 4; 1: 134; 2: 119; 3: 50; 4: 22; 5: 13; 6: 2; 7: 2; 
CD4_T_cell_signaling, 133, 16, 12,  701, 0, 7, 1539754, 112548.32, 1, 274.44, 0: 4; 1: 135; 2: 116; 3: 54; 4: 20; 5: 11; 6: 5; 7: 1; 
CD4_T_cell_signaling, 824,  9, 23,  701, 0, 7, 1649631, 112548.32, 1, 274.44, 0: 4; 1: 128; 2: 123; 3: 54; 4: 25; 5: 9; 6: 1; 7: 2; 
CD4_T_cell_signaling, 151, 10, 19,  701, 0, 7, 1526053, 112548.32, 1, 274.44, 0: 4; 1: 137; 2: 111; 3: 50; 4: 32; 5: 9; 6: 2; 7: 1; 
CD4_T_cell_signaling, 825, 12, 17,  702, 0, 7, 1626421, 112548.32, 1, 274.44, 0: 4; 1: 126; 2: 127; 3: 50; 4: 28; 5: 7; 6: 3; 7: 1; 
CD4_T_cell_signaling, 784,  8, 25,  702, 0, 7, 1606506, 112548.32, 1, 274.44, 0: 4; 1: 134; 2: 119; 3: 46; 4: 28; 5: 11; 6: 3; 7: 1; 
CD4_T_cell_signaling, 426, 11, 18,  704, 0, 7, 1595384, 112548.32, 1, 274.44, 0: 4; 1: 142; 2: 105; 3: 56; 4: 19; 5: 13; 6: 6; 7: 1; 
CD4_T_cell_signaling, 311, 14, 14,  704, 0, 7, 1583840, 112548.32, 1, 274.44, 0: 4; 1: 146; 2: 111; 3: 37; 4: 28; 5: 9; 6: 9; 7: 2; 
CD4_T_cell_signaling, 411,  8, 24,  704, 0, 7, 1539720, 112548.32, 1, 274.44, 0: 4; 1: 131; 2: 122; 3: 48; 4: 25; 5: 12; 6: 3; 7: 1; 
CD4_T_cell_signaling, 329,  8, 24,  705, 0, 7, 1539716, 112548.32, 0, 274.44, 0: 4; 1: 145; 2: 106; 3: 47; 4: 24; 5: 12; 6: 5; 7: 3; 
CD4_T_cell_signaling, 635, 15, 13,  705, 0, 7, 1568193, 112548.32, 1, 274.44, 0: 4; 1: 126; 2: 125; 3: 50; 4: 28; 5: 12; 7: 1; 
CD4_T_cell_signaling, 491, 14, 14,  705, 0, 7, 1583802, 112548.32, 1, 274.44, 0: 4; 1: 141; 2: 119; 3: 35; 4: 22; 5: 18; 6: 6; 7: 1; 
CD4_T_cell_signaling, 113, 13, 15,  705, 0, 7, 1568239, 112548.32, 0, 274.44, 0: 4; 1: 131; 2: 119; 3: 50; 4: 29; 5: 10; 6: 1; 7: 2; 
CD4_T_cell_signaling,  49, 13, 15,  705, 0, 7, 1568127, 112548.32, 1, 274.44, 0: 4; 1: 132; 2: 115; 3: 57; 4: 26; 5: 6; 6: 4; 7: 2; 
CD4_T_cell_signaling, 878,  9, 23,  705, 0, 7, 1649535, 112548.32, 1, 274.44, 0: 4; 1: 140; 2: 106; 3: 51; 4: 30; 5: 12; 6: 1; 7: 2; 
CD4_T_cell_signaling, 839, 12, 16,  707, 0, 7, 1539750, 112548.32, 1, 274.44, 0: 4; 1: 138; 2: 112; 3: 49; 4: 25; 5: 12; 6: 4; 7: 2; 
CD4_T_cell_signaling, 859, 15, 13,  707, 0, 7, 1568187, 112548.32, 1, 274.44, 0: 4; 1: 129; 2: 119; 3: 58; 4: 20; 5: 12; 6: 2; 7: 2; 
CD4_T_cell_signaling,  52, 12, 16,  708, 0, 7, 1539721, 112548.32, 1, 274.44, 0: 4; 1: 144; 2: 105; 3: 48; 4: 23; 5: 16; 6: 4; 7: 2; 
CD4_T_cell_signaling, 847,  9, 21,  708, 0, 7, 1527876, 112548.32, 1, 274.44, 0: 4; 1: 127; 2: 126; 3: 48; 4: 25; 5: 12; 6: 3; 7: 1; 
CD4_T_cell_signaling, 268, 14, 14,  708, 0, 7, 1583835, 112548.32, 1, 274.44, 0: 4; 1: 145; 2: 105; 3: 47; 4: 22; 5: 15; 6: 7; 7: 1; 
CD4_T_cell_signaling,  53, 12, 16,  710, 0, 7, 1539750, 112548.32, 1, 274.44, 0: 4; 1: 137; 2: 116; 3: 42; 4: 25; 5: 18; 6: 3; 7: 1; 
CD4_T_cell_signaling, 551, 14, 14,  710, 0, 7, 1583759, 112548.32, 1, 274.44, 0: 4; 1: 142; 2: 109; 3: 44; 4: 27; 5: 11; 6: 8; 7: 1; 
CD4_T_cell_signaling,  35,  9, 22,  710, 0, 7, 1595536, 112548.32, 1, 274.44, 0: 4; 1: 132; 2: 119; 3: 47; 4: 28; 5: 10; 6: 5; 7: 1; 
CD4_T_cell_signaling, 287,  9, 23,  710, 0, 7, 1649793, 112548.32, 1, 274.44, 0: 4; 1: 139; 2: 111; 3: 44; 4: 30; 5: 13; 6: 3; 7: 2; 
CD4_T_cell_signaling, 169, 12, 17,  710, 0, 7, 1626109, 112548.32, 1, 274.44, 0: 4; 1: 136; 2: 110; 3: 53; 4: 29; 5: 8; 6: 3; 7: 3; 
CD4_T_cell_signaling, 320,  9, 21,  710, 0, 7, 1527876, 112548.32, 1, 274.44, 0: 4; 1: 131; 2: 113; 3: 61; 4: 21; 5: 12; 6: 2; 7: 2; 
CD4_T_cell_signaling, 520,  9, 23,  711, 0, 7, 1649741, 112548.32, 1, 274.44, 0: 4; 1: 121; 2: 128; 3: 50; 4: 34; 5: 7; 6: 1; 7: 1; 
CD4_T_cell_signaling, 290,  9, 23,  711, 0, 7, 1650053, 112548.32, 1, 274.44, 0: 4; 1: 128; 2: 115; 3: 59; 4: 27; 5: 11; 6: 1; 7: 1; 
CD4_T_cell_signaling, 661,  8, 25,  711, 0, 7, 1606663, 112548.32, 1, 274.44, 0: 4; 1: 136; 2: 105; 3: 61; 4: 24; 5: 13; 7: 3; 
CD4_T_cell_signaling, 275, 16, 12,  711, 0, 7, 1539741, 112548.32, 1, 274.44, 0: 4; 1: 142; 2: 105; 3: 48; 4: 29; 5: 10; 6: 7; 7: 1; 
CD4_T_cell_signaling, 943, 15, 13,  713, 0, 7, 1568086, 112548.32, 1, 274.44, 0: 4; 1: 127; 2: 123; 3: 47; 4: 29; 5: 14; 6: 1; 7: 1; 
CD4_T_cell_signaling, 149, 10, 20,  713, 0, 7, 1606483, 112548.32, 1, 274.44, 0: 4; 1: 137; 2: 110; 3: 52; 4: 25; 5: 10; 6: 6; 7: 2; 
CD4_T_cell_signaling, 985,  9, 22,  713, 0, 7, 1595570, 112548.32, 1, 274.44, 0: 4; 1: 136; 2: 111; 3: 44; 4: 39; 5: 7; 6: 3; 7: 2; 
CD4_T_cell_signaling, 582, 12, 16,  713, 0, 7, 1539709, 112548.32, 1, 274.44, 0: 4; 1: 145; 2: 94; 3: 58; 4: 26; 5: 13; 6: 5; 7: 1; 
CD4_T_cell_signaling,  62,  8, 25,  714, 0, 7, 1606479, 112548.32, 1, 274.44, 0: 4; 1: 130; 2: 123; 3: 42; 4: 28; 5: 15; 6: 3; 7: 1; 
CD4_T_cell_signaling, 272,  9, 22,  714, 0, 7, 1595470, 112548.32, 1, 274.44, 0: 4; 1: 140; 2: 111; 3: 45; 4: 26; 5: 9; 6: 9; 7: 2; 
CD4_T_cell_signaling, 473,  9, 23,  714, 0, 7, 1649534, 112548.32, 1, 274.44, 0: 4; 1: 128; 2: 119; 3: 48; 4: 34; 5: 11; 6: 1; 7: 1; 
CD4_T_cell_signaling, 160, 12, 17,  714, 0, 7, 1626260, 112548.32, 1, 274.44, 0: 4; 1: 130; 2: 116; 3: 58; 4: 20; 5: 13; 6: 2; 7: 3; 
CD4_T_cell_signaling, 228,  9, 21,  715, 0, 7, 1527876, 112548.32, 1, 274.44, 0: 4; 1: 132; 2: 113; 3: 53; 4: 28; 5: 11; 6: 4; 7: 1; 
CD4_T_cell_signaling, 852,  9, 21,  715, 0, 7, 1527876, 112548.32, 1, 274.44, 0: 4; 1: 126; 2: 122; 3: 52; 4: 25; 5: 14; 6: 2; 7: 1; 
CD4_T_cell_signaling, 919, 16, 12,  716, 0, 7, 1539663, 112548.32, 1, 274.44, 0: 4; 1: 141; 2: 100; 3: 53; 4: 30; 5: 13; 6: 4; 7: 1; 
CD4_T_cell_signaling, 732, 12, 16,  716, 0, 7, 1539734, 112548.32, 1, 274.44, 0: 4; 1: 143; 2: 106; 3: 43; 4: 28; 5: 14; 6: 6; 7: 2; 
CD4_T_cell_signaling, 110,  8, 25,  716, 0, 7, 1606490, 112548.32, 1, 274.44, 0: 4; 1: 132; 2: 116; 3: 46; 4: 35; 5: 6; 6: 5; 7: 2; 
CD4_T_cell_signaling,   8,  9, 22,  716, 0, 7, 1595393, 112548.32, 1, 274.44, 0: 4; 1: 143; 2: 109; 3: 41; 4: 26; 5: 12; 6: 9; 7: 2; 
CD4_T_cell_signaling,  61,  9, 22,  717, 0, 7, 1595420, 112548.32, 1, 274.44, 0: 4; 1: 141; 2: 108; 3: 45; 4: 25; 5: 15; 6: 6; 7: 2; 
CD4_T_cell_signaling,  97, 10, 19,  717, 0, 7, 1526093, 112548.32, 1, 274.44, 0: 4; 1: 130; 2: 115; 3: 52; 4: 30; 5: 10; 6: 4; 7: 1; 
CD4_T_cell_signaling, 598, 12, 17,  717, 0, 7, 1626079, 112548.32, 1, 274.44, 0: 4; 1: 128; 2: 119; 3: 52; 4: 26; 5: 12; 6: 4; 7: 1; 
CD4_T_cell_signaling, 834, 14, 14,  717, 0, 7, 1583819, 112548.32, 1, 274.44, 0: 4; 1: 138; 2: 111; 3: 46; 4: 25; 5: 14; 6: 7; 7: 1; 
CD4_T_cell_signaling, 119,  8, 25,  717, 0, 7, 1606702, 112548.32, 1, 274.44, 0: 4; 1: 123; 2: 119; 3: 58; 4: 31; 5: 9; 6: 1; 7: 1; 
CD4_T_cell_signaling, 226, 13, 15,  718, 0, 7, 1568183, 112548.32, 1, 274.44, 0: 4; 1: 128; 2: 120; 3: 47; 4: 31; 5: 12; 6: 3; 7: 1; 
CD4_T_cell_signaling, 692, 16, 12,  718, 0, 7, 1539700, 112548.32, 1, 274.44, 0: 4; 1: 138; 2: 107; 3: 52; 4: 23; 5: 15; 6: 6; 7: 1; 
CD4_T_cell_signaling, 124,  9, 21,  718, 0, 7, 1527876, 112548.32, 1, 274.44, 0: 4; 1: 128; 2: 119; 3: 50; 4: 28; 5: 14; 6: 1; 7: 2; 
CD4_T_cell_signaling, 610,  9, 23,  719, 0, 7, 1649471, 112548.32, 1, 274.44, 0: 4; 1: 138; 2: 105; 3: 52; 4: 29; 5: 11; 6: 5; 7: 2; 
CD4_T_cell_signaling, 323, 15, 13,  720, 0, 7, 1568279, 112548.32, 1, 274.44, 0: 4; 1: 130; 2: 116; 3: 46; 4: 35; 5: 11; 6: 3; 7: 1; 
CD4_T_cell_signaling, 344,  9, 23,  720, 0, 7, 1649594, 112548.32, 1, 274.44, 0: 4; 1: 124; 2: 118; 3: 51; 4: 41; 5: 6; 6: 1; 7: 1; 
CD4_T_cell_signaling, 850,  9, 21,  720, 0, 7, 1527876, 112548.32, 1, 274.44, 0: 4; 1: 130; 2: 112; 3: 59; 4: 26; 5: 9; 6: 2; 7: 4; 
CD4_T_cell_signaling,  59, 15, 13,  720, 0, 7, 1568124, 112548.32, 1, 274.44, 0: 4; 1: 126; 2: 123; 3: 47; 4: 29; 5: 13; 6: 2; 7: 2; 
CD4_T_cell_signaling, 617,  9, 22,  720, 0, 7, 1595607, 112548.32, 1, 274.44, 0: 4; 1: 140; 2: 107; 3: 46; 4: 29; 5: 12; 6: 4; 7: 4; 
CD4_T_cell_signaling, 908, 14, 14,  720, 0, 7, 1583821, 112548.32, 1, 274.44, 0: 4; 1: 136; 2: 113; 3: 49; 4: 20; 5: 14; 6: 9; 7: 1; 
CD4_T_cell_signaling, 831, 14, 14,  721, 0, 7, 1583836, 112548.32, 1, 274.44, 0: 4; 1: 144; 2: 99; 3: 48; 4: 30; 5: 12; 6: 8; 7: 1; 
CD4_T_cell_signaling, 496, 13, 15,  721, 0, 7, 1568249, 112548.32, 1, 274.44, 0: 4; 1: 132; 2: 109; 3: 56; 4: 28; 5: 12; 6: 4; 7: 1; 
CD4_T_cell_signaling,  20,  9, 23,  722, 0, 7, 1649201, 112548.32, 1, 274.44, 0: 4; 1: 127; 2: 118; 3: 56; 4: 23; 5: 12; 6: 3; 7: 3; 
CD4_T_cell_signaling, 280,  8, 25,  722, 0, 7, 1606686, 112548.32, 1, 274.44, 0: 4; 1: 128; 2: 108; 3: 62; 4: 33; 5: 7; 6: 3; 7: 1; 
CD4_T_cell_signaling, 766,  9, 21,  722, 0, 7, 1527876, 112548.32, 1, 274.44, 0: 4; 1: 129; 2: 120; 3: 50; 4: 23; 5: 12; 6: 5; 7: 3; 
CD4_T_cell_signaling,  80, 15, 13,  722, 0, 7, 1568103, 112548.32, 1, 274.44, 0: 4; 1: 137; 2: 102; 3: 60; 4: 27; 5: 8; 6: 3; 7: 5; 
