Seed 1656949570
ARCH 2|F_ID 2|LIMIT 4
before: 
13(156)
Melhor resultado nxn: IGVH_mutations_in_chronic_lymphocytic_leukemia, 465, 10, 10,  190, 1, 3, 796130, 24388.44, 0, 0.00, 1: 114; 2: 32; 3: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 261,  7, 14,  219, 0, 5, 780324, 24388.44, 1, 92.73, 0: 25; 1: 69; 2: 32; 3: 13; 4: 8; 5: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 918,  7, 14,  219, 0, 5, 780714, 24388.44, 1, 92.73, 0: 25; 1: 68; 2: 34; 3: 11; 4: 10; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 156,  8, 12,  219, 0, 5, 764280, 24388.44, 1, 92.73, 0: 25; 1: 73; 2: 24; 3: 16; 4: 10; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 950,  8, 12,  220, 0, 5, 764465, 24388.44, 1, 92.73, 0: 25; 1: 62; 2: 43; 3: 11; 4: 6; 5: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 808,  8, 12,  220, 0, 5, 764292, 24388.44, 1, 92.73, 0: 25; 1: 72; 2: 28; 3: 13; 4: 7; 5: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 981,  6, 16,  220, 0, 5, 764459, 24388.44, 1, 92.73, 0: 25; 1: 63; 2: 41; 3: 11; 4: 8; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 977,  6, 16,  221, 0, 5, 764281, 24388.44, 1, 92.73, 0: 25; 1: 68; 2: 30; 3: 18; 4: 6; 5: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 558,  6, 16,  222, 0, 5, 764449, 24388.44, 1, 92.73, 0: 25; 1: 68; 2: 36; 3: 8; 4: 7; 5: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 997,  6, 16,  222, 0, 5, 764437, 24388.44, 1, 92.73, 0: 25; 1: 66; 2: 36; 3: 12; 4: 7; 5: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 548,  6, 16,  222, 0, 5, 764458, 24388.44, 1, 92.73, 0: 25; 1: 71; 2: 29; 3: 12; 4: 8; 5: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 860,  6, 16,  223, 0, 5, 764420, 24388.44, 1, 92.73, 0: 25; 1: 64; 2: 34; 3: 19; 4: 6; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 828,  8, 12,  223, 0, 5, 764398, 24388.44, 1, 92.73, 0: 25; 1: 64; 2: 40; 3: 9; 4: 8; 5: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  87,  6, 18,  223, 0, 5, 846409, 24388.44, 1, 92.73, 0: 25; 1: 63; 2: 35; 3: 19; 4: 7; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  37,  6, 18,  223, 0, 5, 846196, 24388.44, 1, 92.73, 0: 25; 1: 64; 2: 38; 3: 11; 4: 10; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 552,  7, 15,  224, 0, 5, 827018, 24388.44, 0, 92.73, 0: 25; 1: 53; 2: 54; 3: 10; 4: 7; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 415,  6, 18,  224, 0, 5, 846602, 24388.44, 1, 92.73, 0: 25; 1: 66; 2: 34; 3: 13; 4: 9; 5: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 437,  7, 14,  224, 0, 5, 780660, 24388.44, 1, 92.73, 0: 25; 1: 69; 2: 30; 3: 15; 4: 5; 5: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 648,  6, 18,  225, 0, 5, 846508, 24388.44, 1, 92.73, 0: 25; 1: 69; 2: 29; 3: 13; 4: 11; 5: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 843,  7, 14,  225, 0, 5, 780678, 24388.44, 1, 92.73, 0: 25; 1: 65; 2: 36; 3: 12; 4: 8; 5: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 337,  7, 15,  226, 0, 5, 826688, 24388.44, 1, 92.73, 0: 25; 1: 58; 2: 43; 3: 15; 4: 8; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 705,  6, 16,  226, 0, 5, 764376, 24388.44, 1, 92.73, 0: 25; 1: 69; 2: 30; 3: 13; 4: 7; 5: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 262, 11,  9,  227, 0, 5, 785889, 24388.44, 1, 92.73, 0: 25; 1: 56; 2: 47; 3: 13; 4: 7; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 793,  6, 18,  227, 0, 5, 846367, 24388.44, 1, 92.73, 0: 25; 1: 66; 2: 35; 3: 10; 4: 9; 5: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 859,  7, 14,  227, 0, 5, 780941, 24388.44, 1, 92.73, 0: 25; 1: 70; 2: 29; 3: 11; 4: 9; 5: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 545,  6, 17,  228, 0, 5, 805078, 24388.44, 0, 92.73, 0: 25; 1: 56; 2: 44; 3: 17; 4: 7; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 182,  8, 12,  228, 0, 5, 764434, 24388.44, 1, 92.73, 0: 25; 1: 63; 2: 37; 3: 11; 4: 12; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 289,  6, 16,  229, 0, 5, 764422, 24388.44, 1, 92.73, 0: 25; 1: 64; 2: 32; 3: 17; 4: 10; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 168, 11,  9,  230, 0, 5, 786107, 24388.44, 1, 92.73, 0: 25; 1: 56; 2: 47; 3: 10; 4: 10; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 910,  6, 18,  230, 0, 5, 846122, 24388.44, 1, 92.73, 0: 25; 1: 65; 2: 34; 3: 12; 4: 9; 5: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 927,  7, 13,  230, 0, 5, 728910, 24388.44, 1, 92.73, 0: 25; 1: 59; 2: 40; 3: 16; 4: 7; 5: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 190,  7, 15,  230, 0, 5, 826937, 24388.44, 1, 92.73, 0: 25; 1: 58; 2: 40; 3: 17; 4: 9; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 482,  9, 11,  233, 0, 5, 786115, 24388.44, 1, 92.73, 0: 25; 1: 56; 2: 42; 3: 19; 4: 4; 5: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 874,  7, 13,  233, 0, 5, 728910, 24388.44, 1, 92.73, 0: 25; 1: 58; 2: 42; 3: 12; 4: 10; 5: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 462,  9, 11,  234, 0, 5, 786171, 24388.44, 1, 92.73, 0: 25; 1: 53; 2: 47; 3: 15; 4: 8; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 803,  9, 11,  234, 0, 5, 786025, 24388.44, 1, 92.73, 0: 25; 1: 60; 2: 38; 3: 12; 4: 13; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 263, 11,  9,  234, 0, 5, 786222, 24388.44, 0, 92.73, 0: 25; 1: 47; 2: 56; 3: 14; 4: 7; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 862,  9, 11,  234, 0, 5, 785788, 24388.44, 1, 92.73, 0: 25; 1: 54; 2: 47; 3: 14; 4: 6; 5: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 790,  9, 11,  235, 0, 5, 785943, 24388.44, 1, 92.73, 0: 25; 1: 58; 2: 41; 3: 13; 4: 9; 5: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 285, 11,  9,  235, 0, 5, 786266, 24388.44, 1, 92.73, 0: 25; 1: 56; 2: 43; 3: 15; 4: 7; 5: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 208, 11,  9,  236, 0, 5, 786174, 24388.44, 1, 92.73, 0: 25; 1: 55; 2: 44; 3: 14; 4: 9; 5: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  93,  7, 13,  236, 0, 5, 728910, 24388.44, 1, 92.73, 0: 25; 1: 59; 2: 37; 3: 17; 4: 8; 5: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 506, 11,  9,  236, 0, 5, 786338, 24388.44, 1, 92.73, 0: 25; 1: 54; 2: 45; 3: 13; 4: 12; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 407,  7, 15,  236, 0, 5, 826516, 24388.44, 1, 92.73, 0: 25; 1: 56; 2: 45; 3: 11; 4: 8; 5: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 305, 11,  9,  236, 0, 5, 785995, 24388.44, 1, 92.73, 0: 25; 1: 57; 2: 38; 3: 20; 4: 7; 5: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 191, 11,  9,  236, 0, 5, 786011, 24388.44, 1, 92.73, 0: 25; 1: 55; 2: 44; 3: 15; 4: 7; 5: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 344,  6, 17,  237, 0, 5, 805232, 24388.44, 1, 92.73, 0: 25; 1: 59; 2: 41; 3: 9; 4: 11; 5: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 949, 11,  9,  237, 0, 5, 786192, 24388.44, 1, 92.73, 0: 25; 1: 56; 2: 44; 3: 11; 4: 10; 5: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 218, 11,  9,  237, 0, 5, 786080, 24388.44, 1, 92.73, 0: 25; 1: 53; 2: 47; 3: 12; 4: 11; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 516,  7, 15,  238, 0, 5, 826999, 24388.44, 1, 92.73, 0: 25; 1: 57; 2: 42; 3: 11; 4: 11; 5: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 140,  9, 11,  238, 0, 5, 785973, 24388.44, 1, 92.73, 0: 25; 1: 58; 2: 41; 3: 10; 4: 12; 5: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 229,  9, 11,  238, 0, 5, 785930, 24388.44, 1, 92.73, 0: 25; 1: 54; 2: 47; 3: 9; 4: 12; 5: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 500, 11,  9,  238, 0, 5, 786183, 24388.44, 1, 92.73, 0: 25; 1: 59; 2: 38; 3: 14; 4: 9; 5: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 389,  6, 17,  239, 0, 5, 805089, 24388.44, 1, 92.73, 0: 25; 1: 60; 2: 37; 3: 11; 4: 13; 5: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 357,  7, 15,  239, 0, 5, 826952, 24388.44, 1, 92.73, 0: 25; 1: 51; 2: 49; 3: 11; 4: 13; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 809, 11,  9,  239, 0, 5, 786169, 24388.44, 1, 92.73, 0: 25; 1: 52; 2: 48; 3: 11; 4: 12; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 100,  7, 15,  239, 0, 5, 826772, 24388.44, 1, 92.73, 0: 25; 1: 59; 2: 39; 3: 9; 4: 15; 5: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 756,  7, 13,  240, 0, 5, 728910, 24388.44, 1, 92.73, 0: 25; 1: 56; 2: 40; 3: 15; 4: 11; 5: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 235,  7, 13,  240, 0, 5, 728910, 24388.44, 0, 92.73, 0: 25; 1: 51; 2: 45; 3: 18; 4: 10; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 701, 11,  9,  240, 0, 5, 786144, 24388.44, 1, 92.73, 0: 25; 1: 56; 2: 41; 3: 14; 4: 10; 5: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 831,  7, 15,  240, 0, 5, 826873, 24388.44, 1, 92.73, 0: 25; 1: 52; 2: 48; 3: 12; 4: 9; 5: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 384,  6, 17,  240, 0, 5, 804990, 24388.44, 1, 92.73, 0: 25; 1: 60; 2: 37; 3: 13; 4: 8; 5: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 444,  6, 17,  240, 0, 5, 805359, 24388.44, 1, 92.73, 0: 25; 1: 52; 2: 47; 3: 13; 4: 10; 5: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 538, 11,  9,  240, 0, 5, 786053, 24388.44, 1, 92.73, 0: 25; 1: 55; 2: 42; 3: 14; 4: 11; 5: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 202,  9, 11,  241, 0, 5, 786157, 24388.44, 1, 92.73, 0: 25; 1: 57; 2: 38; 3: 16; 4: 10; 5: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 813,  7, 13,  241, 0, 5, 728910, 24388.44, 1, 92.73, 0: 25; 1: 58; 2: 38; 3: 13; 4: 12; 5: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 658,  7, 13,  241, 0, 5, 728910, 24388.44, 1, 92.73, 0: 25; 1: 57; 2: 37; 3: 17; 4: 11; 5: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 902, 11,  9,  241, 0, 5, 786134, 24388.44, 1, 92.73, 0: 25; 1: 59; 2: 33; 3: 18; 4: 13; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 823,  7, 15,  241, 0, 5, 826900, 24388.44, 1, 92.73, 0: 25; 1: 58; 2: 36; 3: 14; 4: 16; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 998,  7, 13,  242, 0, 5, 728910, 24388.44, 1, 92.73, 0: 25; 1: 57; 2: 40; 3: 10; 4: 15; 5: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 840, 11,  9,  242, 0, 5, 785923, 24388.44, 1, 92.73, 0: 25; 1: 52; 2: 44; 3: 17; 4: 9; 5: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 623, 11,  9,  243, 0, 5, 786114, 24388.44, 1, 92.73, 0: 25; 1: 55; 2: 40; 3: 16; 4: 10; 5: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 744, 11,  9,  243, 0, 5, 786187, 24388.44, 1, 92.73, 0: 25; 1: 53; 2: 42; 3: 17; 4: 10; 5: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 708,  9, 11,  243, 0, 5, 786311, 24388.44, 1, 92.73, 0: 25; 1: 55; 2: 40; 3: 14; 4: 14; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 595,  7, 15,  243, 0, 5, 826371, 24388.44, 1, 92.73, 0: 25; 1: 54; 2: 45; 3: 12; 4: 7; 5: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 643,  7, 13,  244, 0, 5, 728910, 24388.44, 1, 92.73, 0: 25; 1: 53; 2: 43; 3: 16; 4: 8; 5: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  66,  7, 13,  244, 0, 5, 728910, 24388.44, 1, 92.73, 0: 25; 1: 53; 2: 44; 3: 11; 4: 15; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 839,  7, 13,  244, 0, 5, 728910, 24388.44, 1, 92.73, 0: 25; 1: 54; 2: 42; 3: 14; 4: 11; 5: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 641,  7, 13,  245, 0, 5, 728910, 24388.44, 1, 92.73, 0: 25; 1: 56; 2: 38; 3: 15; 4: 12; 5: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 129, 11,  9,  245, 0, 5, 786180, 24388.44, 1, 92.73, 0: 25; 1: 50; 2: 47; 3: 15; 4: 9; 5: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 528,  7, 13,  245, 0, 5, 728910, 24388.44, 1, 92.73, 0: 25; 1: 55; 2: 40; 3: 15; 4: 10; 5: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 150,  6, 17,  245, 0, 5, 805141, 24388.44, 1, 92.73, 0: 25; 1: 56; 2: 39; 3: 16; 4: 7; 5: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  10, 11,  9,  245, 0, 5, 786166, 24388.44, 1, 92.73, 0: 25; 1: 54; 2: 41; 3: 15; 4: 11; 5: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  69,  9, 11,  245, 0, 5, 786126, 24388.44, 1, 92.73, 0: 25; 1: 57; 2: 36; 3: 15; 4: 14; 5: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 898, 11,  9,  245, 0, 5, 785961, 24388.44, 1, 92.73, 0: 25; 1: 49; 2: 49; 3: 16; 4: 5; 5: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 464,  7, 13,  245, 0, 5, 728910, 24388.44, 1, 92.73, 0: 25; 1: 57; 2: 35; 3: 18; 4: 11; 5: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  99,  9, 11,  246, 0, 5, 786145, 24388.44, 1, 92.73, 0: 25; 1: 58; 2: 38; 3: 11; 4: 11; 5: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 311,  7, 15,  246, 0, 5, 826710, 24388.44, 1, 92.73, 0: 25; 1: 55; 2: 40; 3: 12; 4: 15; 5: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 291, 11,  9,  246, 0, 5, 786302, 24388.44, 1, 92.73, 0: 25; 1: 55; 2: 38; 3: 19; 4: 7; 5: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 272,  9, 11,  246, 0, 5, 786157, 24388.44, 1, 92.73, 0: 25; 1: 56; 2: 40; 3: 11; 4: 13; 5: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 417,  9, 11,  247, 0, 5, 786002, 24388.44, 1, 92.73, 0: 25; 1: 54; 2: 39; 3: 17; 4: 11; 5: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 750,  7, 15,  247, 0, 5, 826814, 24388.44, 1, 92.73, 0: 25; 1: 59; 2: 36; 3: 11; 4: 12; 5: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 205, 11,  9,  248, 0, 5, 786142, 24388.44, 1, 92.73, 0: 25; 1: 51; 2: 46; 3: 11; 4: 13; 5: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 353, 11,  9,  248, 0, 5, 786072, 24388.44, 1, 92.73, 0: 25; 1: 50; 2: 46; 3: 13; 4: 13; 5: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 122,  9, 11,  248, 0, 5, 786051, 24388.44, 1, 92.73, 0: 25; 1: 54; 2: 42; 3: 12; 4: 11; 5: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 798,  7, 15,  248, 0, 5, 826451, 24388.44, 1, 92.73, 0: 25; 1: 50; 2: 43; 3: 17; 4: 14; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 770,  7, 13,  249, 0, 5, 728910, 24388.44, 1, 92.73, 0: 25; 1: 54; 2: 42; 3: 12; 4: 10; 5: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 937,  9, 11,  249, 0, 5, 786101, 24388.44, 1, 92.73, 0: 25; 1: 53; 2: 41; 3: 16; 4: 9; 5: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 525,  7, 15,  251, 0, 5, 826734, 24388.44, 1, 92.73, 0: 25; 1: 51; 2: 41; 3: 18; 4: 11; 5: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 148,  9, 11,  251, 0, 5, 786255, 24388.44, 1, 92.73, 0: 25; 1: 54; 2: 37; 3: 17; 4: 13; 5: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 858,  7, 15,  251, 0, 5, 826863, 24388.44, 1, 92.73, 0: 25; 1: 55; 2: 38; 3: 11; 4: 18; 5: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  41, 11,  9,  252, 0, 5, 785900, 24388.44, 1, 92.73, 0: 25; 1: 52; 2: 42; 3: 14; 4: 11; 5: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 541,  9, 11,  252, 0, 5, 786233, 24388.44, 1, 92.73, 0: 25; 1: 51; 2: 46; 3: 10; 4: 11; 5: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 815,  7, 15,  253, 0, 5, 826502, 24388.44, 1, 92.73, 0: 25; 1: 52; 2: 42; 3: 14; 4: 10; 5: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 573,  6, 17,  253, 0, 5, 805256, 24388.44, 1, 92.73, 0: 25; 1: 53; 2: 39; 3: 16; 4: 11; 5: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 520,  7, 15,  256, 0, 5, 826873, 24388.44, 1, 92.73, 0: 25; 1: 51; 2: 41; 3: 14; 4: 14; 5: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 768, 11,  9,  258, 0, 5, 786135, 24388.44, 1, 92.73, 0: 25; 1: 50; 2: 45; 3: 9; 4: 14; 5: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 231,  7, 13,  259, 0, 5, 728910, 24388.44, 1, 92.73, 0: 25; 1: 56; 2: 35; 3: 9; 4: 19; 5: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 226, 11,  9,  261, 0, 5, 786014, 24388.44, 1, 92.73, 0: 25; 1: 50; 2: 39; 3: 19; 4: 9; 5: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 410,  6, 17,  266, 0, 5, 805280, 24388.44, 1, 92.73, 0: 25; 1: 48; 2: 42; 3: 14; 4: 13; 5: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  79, 12,  8,  198, 0, 6, 764351, 24388.44, 1, 92.73, 0: 25; 1: 72; 2: 42; 3: 6; 4: 2; 5: 2; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 710,  8, 12,  201, 0, 6, 764384, 24388.44, 1, 92.73, 0: 25; 1: 72; 2: 40; 3: 6; 4: 5; 5: 1; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  63,  6, 16,  201, 0, 6, 764522, 24388.44, 1, 92.73, 0: 25; 1: 73; 2: 38; 3: 7; 4: 5; 5: 1; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 915,  8, 12,  202, 0, 6, 764374, 24388.44, 1, 92.73, 0: 25; 1: 71; 2: 39; 3: 10; 4: 3; 5: 1; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 504,  8, 12,  202, 0, 6, 764299, 24388.44, 1, 92.73, 0: 25; 1: 78; 2: 27; 3: 12; 4: 7; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 106, 12,  8,  203, 0, 6, 764337, 24388.44, 1, 92.73, 0: 25; 1: 75; 2: 34; 3: 7; 4: 7; 5: 1; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 526,  8, 12,  204, 0, 6, 764525, 24388.44, 1, 92.73, 0: 25; 1: 74; 2: 34; 3: 8; 4: 8; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 691,  7, 14,  204, 0, 6, 780755, 24388.44, 1, 92.73, 0: 25; 1: 71; 2: 39; 3: 7; 4: 7; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,   9, 10, 10,  204, 0, 6, 795779, 24388.44, 1, 92.73, 0: 25; 1: 72; 2: 39; 3: 6; 4: 5; 5: 2; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  47,  8, 12,  204, 0, 6, 764452, 24388.44, 1, 92.73, 0: 25; 1: 75; 2: 33; 3: 9; 4: 5; 5: 2; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  44, 10, 10,  205, 0, 6, 796022, 24388.44, 1, 92.73, 0: 25; 1: 73; 2: 37; 3: 5; 4: 8; 5: 1; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 752, 10, 10,  205, 0, 6, 796121, 24388.44, 1, 92.73, 0: 25; 1: 77; 2: 29; 3: 10; 4: 6; 5: 2; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 728,  8, 12,  206, 0, 6, 764313, 24388.44, 1, 92.73, 0: 25; 1: 74; 2: 32; 3: 11; 4: 6; 5: 1; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 119, 12,  8,  206, 0, 6, 764202, 24388.44, 1, 92.73, 0: 25; 1: 70; 2: 41; 3: 5; 4: 7; 5: 1; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 893, 12,  8,  207, 0, 6, 764457, 24388.44, 1, 92.73, 0: 25; 1: 77; 2: 27; 3: 12; 4: 6; 5: 2; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 160,  8, 12,  207, 0, 6, 764400, 24388.44, 1, 92.73, 0: 25; 1: 71; 2: 39; 3: 7; 4: 5; 5: 1; 6: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 795,  6, 18,  207, 0, 6, 846247, 24388.44, 1, 92.73, 0: 25; 1: 71; 2: 36; 3: 10; 4: 7; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 430,  6, 18,  207, 0, 6, 846525, 24388.44, 1, 92.73, 0: 25; 1: 73; 2: 33; 3: 10; 4: 8; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 240, 12,  8,  208, 0, 6, 764419, 24388.44, 1, 92.73, 0: 25; 1: 76; 2: 32; 3: 4; 4: 10; 5: 2; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 908,  6, 18,  208, 0, 6, 845998, 24388.44, 1, 92.73, 0: 25; 1: 71; 2: 35; 3: 12; 4: 5; 5: 1; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 460,  8, 12,  208, 0, 6, 764412, 24388.44, 1, 92.73, 0: 25; 1: 75; 2: 31; 3: 8; 4: 9; 5: 1; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 706, 10, 10,  208, 0, 6, 796037, 24388.44, 1, 92.73, 0: 25; 1: 74; 2: 32; 3: 10; 4: 6; 5: 2; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 551, 10, 10,  208, 0, 6, 796024, 24388.44, 1, 92.73, 0: 25; 1: 70; 2: 39; 3: 7; 4: 7; 5: 1; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 333,  8, 12,  208, 0, 6, 764287, 24388.44, 1, 92.73, 0: 25; 1: 71; 2: 35; 3: 12; 4: 5; 5: 1; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 767,  6, 16,  209, 0, 6, 764232, 24388.44, 1, 92.73, 0: 25; 1: 74; 2: 29; 3: 14; 4: 6; 5: 1; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 820, 12,  8,  209, 0, 6, 764363, 24388.44, 1, 92.73, 0: 25; 1: 74; 2: 33; 3: 10; 4: 4; 5: 1; 6: 3; 
