Seed 1656949570
ARCH 1|F_ID 2|LIMIT 4
before: 
03(279)
Melhor resultado nxn: IGVH_mutations_in_chronic_lymphocytic_leukemia, 609, 10, 10,  186, 1, 3, 796171, 20046.63, 0, 0.00, 1: 116; 2: 32; 3: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 353, 11,  9,  171, 0, 4, 786155, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 25; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 802,  6, 18,  171, 0, 4, 845789, 20046.63, 1, 74.24, 0: 25; 1: 93; 2: 22; 3: 6; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 962,  7, 13,  171, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 27; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 218, 11,  9,  171, 0, 4, 785989, 20046.63, 1, 74.24, 0: 25; 1: 85; 2: 36; 3: 2; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 163,  7, 15,  171, 0, 4, 826822, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 25; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 790,  9, 11,  171, 0, 4, 786209, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 28; 3: 3; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 918,  7, 14,  171, 0, 4, 781037, 20046.63, 1, 74.24, 0: 25; 1: 92; 2: 23; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  62,  7, 14,  171, 0, 4, 780978, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 27; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 531,  7, 14,  171, 0, 4, 780573, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 29; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 344,  6, 17,  171, 0, 4, 805390, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 31; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 662,  7, 14,  171, 0, 4, 780767, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 28; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 786, 11,  9,  171, 0, 4, 785797, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 26; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  13, 11,  9,  171, 0, 4, 785954, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 27; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 538, 11,  9,  171, 0, 4, 785976, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 24; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 972,  8, 12,  171, 0, 4, 764409, 20046.63, 1, 74.24, 0: 25; 1: 85; 2: 35; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 337,  7, 15,  171, 0, 4, 826459, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 25; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 334, 11,  9,  171, 0, 4, 785965, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 25; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 823,  7, 15,  171, 0, 4, 826953, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 31; 3: 3; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 332,  7, 13,  171, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 25; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 650,  7, 13,  171, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 24; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 833,  8, 12,  171, 0, 4, 764323, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 29; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 553,  6, 16,  171, 0, 4, 764409, 20046.63, 1, 74.24, 0: 25; 1: 92; 2: 24; 3: 5; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 170,  7, 15,  171, 0, 4, 826533, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 34; 3: 3; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 444,  6, 17,  171, 0, 4, 804985, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 26; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 464,  7, 13,  171, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 28; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 930,  7, 14,  171, 0, 4, 780848, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 30; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 932,  7, 14,  171, 0, 4, 780785, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 31; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 426,  7, 13,  171, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 31; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  11,  8, 12,  171, 0, 4, 764489, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 25; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 749, 11,  9,  171, 0, 4, 786180, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 27; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 416, 10, 10,  171, 0, 4, 796031, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 33; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 688,  6, 17,  171, 0, 4, 805205, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 32; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 486,  7, 14,  171, 0, 4, 780859, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 27; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 408,  6, 16,  171, 0, 4, 764412, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 30; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 407,  7, 15,  171, 0, 4, 826672, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 25; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 762,  7, 15,  171, 0, 4, 826689, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 30; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 942,  8, 12,  171, 0, 4, 764406, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 25; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 673, 11,  9,  171, 0, 4, 786154, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 29; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 680,  7, 13,  171, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 24; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  70,  8, 12,  171, 0, 4, 764469, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 30; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 494,  9, 11,  171, 0, 4, 786038, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 29; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 396, 10, 10,  171, 0, 4, 796021, 20046.63, 1, 74.24, 0: 25; 1: 92; 2: 23; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 208, 11,  9,  171, 0, 4, 785751, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 32; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 209, 11,  9,  171, 0, 4, 786107, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 29; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 496, 10, 10,  171, 0, 4, 796168, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 25; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 498,  7, 15,  171, 0, 4, 826805, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 28; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 167,  7, 15,  171, 0, 4, 826685, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 25; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  91,  7, 13,  171, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 26; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 607, 10, 10,  171, 0, 4, 795737, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 27; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 787,  7, 15,  171, 0, 4, 826598, 20046.63, 1, 74.24, 0: 25; 1: 93; 2: 22; 3: 6; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  63,  6, 16,  171, 0, 4, 764407, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 25; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  90, 12,  8,  171, 0, 4, 764323, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 30; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 868, 12,  8,  171, 0, 4, 764403, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 28; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 572, 12,  8,  171, 0, 4, 764201, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 29; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 305, 11,  9,  171, 0, 4, 786251, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 25; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 896, 11,  9,  171, 0, 4, 786094, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 29; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  87,  6, 18,  171, 0, 4, 845664, 20046.63, 1, 74.24, 0: 25; 1: 85; 2: 35; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 867,  7, 13,  171, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 32; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 847, 10, 10,  171, 0, 4, 795811, 20046.63, 1, 74.24, 0: 25; 1: 92; 2: 22; 3: 9; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 866,  8, 12,  171, 0, 4, 764411, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 32; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  14,  7, 13,  171, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 27; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 843,  7, 14,  171, 0, 4, 780764, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 31; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 612, 10, 10,  171, 0, 4, 795990, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 32; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 622,  6, 16,  171, 0, 4, 764343, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 26; 3: 4; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 636,  8, 12,  171, 0, 4, 764436, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 24; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 619, 12,  8,  171, 0, 4, 764496, 20046.63, 1, 74.24, 0: 25; 1: 92; 2: 23; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 130,  7, 13,  171, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 29; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 569,  6, 16,  171, 0, 4, 764230, 20046.63, 1, 74.24, 0: 25; 1: 92; 2: 24; 3: 5; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 988, 12,  8,  171, 0, 4, 764173, 20046.63, 1, 74.24, 0: 25; 1: 92; 2: 23; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 756,  7, 13,  172, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 27; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 243,  7, 13,  172, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 23; 3: 9; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 202,  9, 11,  172, 0, 4, 786224, 20046.63, 1, 74.24, 0: 25; 1: 85; 2: 34; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 869, 11,  9,  172, 0, 4, 786177, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 33; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 760,  8, 12,  172, 0, 4, 764365, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 29; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 110,  7, 15,  172, 0, 4, 826727, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 25; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 400,  7, 15,  172, 0, 4, 826970, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 26; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 242,  6, 17,  172, 0, 4, 805156, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 24; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 282, 11,  9,  172, 0, 4, 786440, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 31; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 210, 12,  8,  172, 0, 4, 764314, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 27; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 392,  7, 13,  172, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 24; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 283,  7, 14,  172, 0, 4, 780804, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 32; 3: 3; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  64,  7, 13,  172, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 28; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 778, 12,  8,  172, 0, 4, 764329, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 28; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 583, 10, 10,  172, 0, 4, 796032, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 27; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 943,  8, 12,  172, 0, 4, 764392, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 27; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 505,  8, 12,  172, 0, 4, 764450, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 29; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 925,  6, 18,  172, 0, 4, 846225, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 27; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 714, 10, 10,  172, 0, 4, 795942, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 28; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 717, 10, 10,  172, 0, 4, 796248, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 28; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 188,  6, 16,  172, 0, 4, 764471, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 29; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 710,  8, 12,  172, 0, 4, 764443, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 27; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 457,  7, 14,  172, 0, 4, 780931, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 26; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 461, 12,  8,  172, 0, 4, 764530, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 27; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 704,  9, 11,  172, 0, 4, 786093, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 24; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 440, 12,  8,  172, 0, 4, 764290, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 28; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 116, 12,  8,  172, 0, 4, 764465, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 30; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 466,  7, 13,  172, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 28; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 437,  7, 14,  172, 0, 4, 780728, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 27; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 193,  8, 12,  172, 0, 4, 764376, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 32; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 488,  6, 17,  172, 0, 4, 804985, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 30; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 602, 10, 10,  172, 0, 4, 796082, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 26; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 733, 12,  8,  172, 0, 4, 764315, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 24; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 690,  6, 16,  172, 0, 4, 764481, 20046.63, 1, 74.24, 0: 25; 1: 92; 2: 23; 3: 6; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 879,  7, 15,  172, 0, 4, 826852, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 24; 3: 10; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 477,  6, 18,  172, 0, 4, 846354, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 30; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 736,  7, 15,  172, 0, 4, 826903, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 27; 3: 4; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 689,  7, 14,  172, 0, 4, 780736, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 25; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 197,  7, 13,  172, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 24; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 922,  8, 12,  172, 0, 4, 764408, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 27; 3: 4; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 480, 10, 10,  172, 0, 4, 796191, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 24; 3: 10; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 860,  6, 16,  172, 0, 4, 764452, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 29; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 878,  6, 17,  172, 0, 4, 804916, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 31; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  79, 12,  8,  172, 0, 4, 764495, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 29; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 100,  7, 15,  172, 0, 4, 826771, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 28; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 352,  6, 18,  172, 0, 4, 846136, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 24; 3: 10; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 222,  7, 13,  172, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 28; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 985, 11,  9,  172, 0, 4, 786323, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 28; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 853,  6, 16,  172, 0, 4, 764331, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 27; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 784, 10, 10,  172, 0, 4, 796158, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 28; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 521,  7, 15,  172, 0, 4, 826228, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 27; 3: 4; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 667, 12,  8,  172, 0, 4, 764414, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 24; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  85,  7, 15,  172, 0, 4, 826742, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 29; 3: 3; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 331,  6, 17,  172, 0, 4, 805037, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 25; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 825,  6, 17,  172, 0, 4, 805190, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 31; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  60,  7, 14,  172, 0, 4, 780877, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 26; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 220,  6, 16,  172, 0, 4, 764362, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 30; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 567, 11,  9,  172, 0, 4, 786171, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 28; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 145,  7, 13,  172, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 25; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,   5,  7, 15,  172, 0, 4, 826750, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 27; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 135,  9, 11,  172, 0, 4, 786142, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 31; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 134,  6, 16,  172, 0, 4, 764408, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 24; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 377,  6, 18,  172, 0, 4, 845664, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 26; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 564,  6, 17,  172, 0, 4, 805178, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 26; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 552,  7, 15,  172, 0, 4, 826763, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 30; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 645,  6, 16,  172, 0, 4, 764419, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 26; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 230,  7, 15,  172, 0, 4, 826607, 20046.63, 1, 74.24, 0: 25; 1: 92; 2: 23; 3: 6; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 346,  7, 13,  172, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 26; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 307,  9, 11,  172, 0, 4, 786296, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 24; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 849,  8, 12,  172, 0, 4, 764278, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 26; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 637, 11,  9,  172, 0, 4, 786125, 20046.63, 1, 74.24, 0: 25; 1: 85; 2: 34; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 153, 10, 10,  172, 0, 4, 796084, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 27; 3: 4; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 295,  7, 14,  172, 0, 4, 780803, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 22; 3: 11; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 513,  7, 13,  172, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 28; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 368,  6, 17,  172, 0, 4, 805028, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 25; 3: 5; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 933,  7, 13,  173, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 29; 3: 5; 4: 3; 
