Seed 1656949570
ARCH 1|F_ID 1|LIMIT 3
before: 
22(516)
Melhor resultado nxn: Glucose_Repression_Signaling_2009,  44,  9,  9,  127, 1, 2, 639230, 16081.55, 70, 0.00, 1: 85; 2: 21; 
Glucose_Repression_Signaling_2009, 143,  6, 14,  137, 1, 2, 658882, 16081.55, 1, 50.60, 1: 75; 2: 31; 
Glucose_Repression_Signaling_2009, 804, 11,  7,  137, 1, 2, 613267, 16081.55, 1, 50.60, 1: 75; 2: 31; 
Glucose_Repression_Signaling_2009, 905,  6, 14,  138, 1, 2, 658830, 16081.55, 1, 50.60, 1: 74; 2: 32; 
Glucose_Repression_Signaling_2009, 686,  9,  9,  138, 1, 2, 639217, 16081.55, 1, 50.60, 1: 74; 2: 32; 
Glucose_Repression_Signaling_2009, 729,  5, 16,  138, 1, 2, 634108, 16081.55, 1, 50.60, 1: 74; 2: 32; 
Glucose_Repression_Signaling_2009, 566,  7, 11,  138, 1, 2, 613074, 16081.55, 1, 50.60, 1: 74; 2: 32; 
Glucose_Repression_Signaling_2009, 457,  6, 14,  138, 1, 2, 658624, 16081.55, 1, 50.60, 1: 74; 2: 32; 
Glucose_Repression_Signaling_2009, 420,  6, 13,  139, 1, 2, 619431, 16081.55, 1, 50.60, 1: 73; 2: 33; 
Glucose_Repression_Signaling_2009, 665,  6, 14,  139, 1, 2, 658899, 16081.55, 1, 50.60, 1: 73; 2: 33; 
Glucose_Repression_Signaling_2009, 886,  5, 15,  139, 1, 2, 596341, 16081.55, 1, 50.60, 1: 73; 2: 33; 
Glucose_Repression_Signaling_2009, 734,  5, 16,  139, 1, 2, 634114, 16081.55, 1, 50.60, 1: 73; 2: 33; 
Glucose_Repression_Signaling_2009, 933,  5, 16,  139, 1, 2, 634163, 16081.55, 1, 50.60, 1: 73; 2: 33; 
Glucose_Repression_Signaling_2009, 698,  5, 15,  140, 1, 2, 596352, 16081.55, 1, 50.60, 1: 72; 2: 34; 
Glucose_Repression_Signaling_2009, 198,  5, 15,  140, 1, 2, 596360, 16081.55, 1, 50.60, 1: 72; 2: 34; 
Glucose_Repression_Signaling_2009, 448,  5, 15,  141, 1, 2, 596428, 16081.55, 1, 50.60, 1: 71; 2: 35; 
Glucose_Repression_Signaling_2009, 372,  5, 16,  144, 1, 2, 634158, 16081.55, 1, 50.60, 1: 68; 2: 38; 
Glucose_Repression_Signaling_2009,  44,  9,  9,  128, 1, 3, 639230, 16081.55, 1, 50.60, 1: 85; 2: 20; 3: 1; 
Glucose_Repression_Signaling_2009, 589,  8, 10,  129, 1, 3, 634101, 16081.55, 1, 50.60, 1: 84; 2: 21; 3: 1; 
Glucose_Repression_Signaling_2009, 239, 10,  8,  129, 1, 3, 633840, 16081.55, 1, 50.60, 1: 84; 2: 21; 3: 1; 
Glucose_Repression_Signaling_2009, 995,  7, 12,  129, 1, 3, 659057, 16081.55, 1, 50.60, 1: 84; 2: 21; 3: 1; 
Glucose_Repression_Signaling_2009, 313,  9,  9,  129, 1, 3, 639110, 16081.55, 1, 50.60, 1: 84; 2: 21; 3: 1; 
Glucose_Repression_Signaling_2009, 639,  9,  9,  129, 1, 3, 639194, 16081.55, 1, 50.60, 1: 84; 2: 21; 3: 1; 
Glucose_Repression_Signaling_2009, 166,  9,  9,  129, 1, 3, 639213, 16081.55, 1, 50.60, 1: 84; 2: 21; 3: 1; 
Glucose_Repression_Signaling_2009, 366,  7, 11,  130, 1, 3, 613260, 16081.55, 1, 50.60, 1: 83; 2: 22; 3: 1; 
Glucose_Repression_Signaling_2009, 852,  7, 11,  130, 1, 3, 613116, 16081.55, 1, 50.60, 1: 83; 2: 22; 3: 1; 
Glucose_Repression_Signaling_2009,  81,  9,  9,  130, 1, 3, 638847, 16081.55, 1, 50.60, 1: 83; 2: 22; 3: 1; 
Glucose_Repression_Signaling_2009, 140, 11,  7,  130, 1, 3, 613201, 16081.55, 1, 50.60, 1: 83; 2: 22; 3: 1; 
Glucose_Repression_Signaling_2009, 952,  7, 12,  130, 1, 3, 658686, 16081.55, 1, 50.60, 1: 83; 2: 22; 3: 1; 
Glucose_Repression_Signaling_2009, 102, 11,  7,  130, 1, 3, 613244, 16081.55, 1, 50.60, 1: 83; 2: 22; 3: 1; 
Glucose_Repression_Signaling_2009, 929,  9,  9,  130, 1, 3, 639315, 16081.55, 1, 50.60, 1: 83; 2: 22; 3: 1; 
Glucose_Repression_Signaling_2009, 470,  8, 10,  130, 1, 3, 634126, 16081.55, 1, 50.60, 1: 83; 2: 22; 3: 1; 
Glucose_Repression_Signaling_2009, 196, 11,  7,  130, 1, 3, 613236, 16081.55, 1, 50.60, 1: 83; 2: 22; 3: 1; 
Glucose_Repression_Signaling_2009, 506,  8, 10,  130, 1, 3, 634031, 16081.55, 1, 50.60, 1: 83; 2: 22; 3: 1; 
Glucose_Repression_Signaling_2009, 954,  8, 10,  130, 1, 3, 633878, 16081.55, 1, 50.60, 1: 83; 2: 22; 3: 1; 
Glucose_Repression_Signaling_2009, 775, 11,  7,  130, 1, 3, 613091, 16081.55, 1, 50.60, 1: 83; 2: 22; 3: 1; 
Glucose_Repression_Signaling_2009, 697,  9,  9,  130, 1, 3, 638906, 16081.55, 1, 50.60, 1: 83; 2: 22; 3: 1; 
Glucose_Repression_Signaling_2009, 631,  7, 12,  130, 1, 3, 658833, 16081.55, 1, 50.60, 1: 84; 2: 20; 3: 2; 
Glucose_Repression_Signaling_2009, 354,  7, 11,  130, 1, 3, 613308, 16081.55, 1, 50.60, 1: 84; 2: 20; 3: 2; 
Glucose_Repression_Signaling_2009, 545,  9,  9,  130, 1, 3, 639190, 16081.55, 1, 50.60, 1: 83; 2: 22; 3: 1; 
Glucose_Repression_Signaling_2009, 575,  7, 11,  130, 1, 3, 613162, 16081.55, 1, 50.60, 1: 83; 2: 22; 3: 1; 
Glucose_Repression_Signaling_2009, 365,  7, 12,  130, 1, 3, 658575, 16081.55, 1, 50.60, 1: 83; 2: 22; 3: 1; 
Glucose_Repression_Signaling_2009, 293,  6, 14,  130, 1, 3, 658633, 16081.55, 1, 50.60, 1: 83; 2: 22; 3: 1; 
Glucose_Repression_Signaling_2009,  54,  7, 12,  131, 1, 3, 658523, 16081.55, 1, 50.60, 1: 82; 2: 23; 3: 1; 
Glucose_Repression_Signaling_2009, 279, 10,  8,  131, 1, 3, 634192, 16081.55, 1, 50.60, 1: 83; 2: 21; 3: 2; 
Glucose_Repression_Signaling_2009, 824, 10,  8,  131, 1, 3, 634261, 16081.55, 1, 50.60, 1: 83; 2: 21; 3: 2; 
Glucose_Repression_Signaling_2009, 363,  7, 12,  131, 1, 3, 658996, 16081.55, 1, 50.60, 1: 83; 2: 21; 3: 2; 
Glucose_Repression_Signaling_2009, 821, 10,  8,  131, 1, 3, 634109, 16081.55, 1, 50.60, 1: 82; 2: 23; 3: 1; 
Glucose_Repression_Signaling_2009, 560,  7, 11,  131, 1, 3, 613171, 16081.55, 1, 50.60, 1: 83; 2: 21; 3: 2; 
Glucose_Repression_Signaling_2009, 635, 10,  8,  131, 1, 3, 634156, 16081.55, 1, 50.60, 1: 82; 2: 23; 3: 1; 
Glucose_Repression_Signaling_2009, 552,  9,  9,  131, 1, 3, 639319, 16081.55, 1, 50.60, 1: 82; 2: 23; 3: 1; 
Glucose_Repression_Signaling_2009, 791,  6, 14,  131, 1, 3, 658074, 16081.55, 1, 50.60, 1: 82; 2: 23; 3: 1; 
Glucose_Repression_Signaling_2009,  23,  9,  9,  131, 1, 3, 638812, 16081.55, 1, 50.60, 1: 83; 2: 21; 3: 2; 
Glucose_Repression_Signaling_2009, 620,  7, 12,  131, 1, 3, 658636, 16081.55, 1, 50.60, 1: 82; 2: 23; 3: 1; 
Glucose_Repression_Signaling_2009, 537,  6, 14,  131, 1, 3, 658581, 16081.55, 1, 50.60, 1: 82; 2: 23; 3: 1; 
Glucose_Repression_Signaling_2009, 384,  7, 12,  131, 1, 3, 658243, 16081.55, 1, 50.60, 1: 82; 2: 23; 3: 1; 
Glucose_Repression_Signaling_2009, 739,  9,  9,  131, 1, 3, 639071, 16081.55, 1, 50.60, 1: 82; 2: 23; 3: 1; 
Glucose_Repression_Signaling_2009,  35, 11,  7,  131, 1, 3, 613130, 16081.55, 1, 50.60, 1: 82; 2: 23; 3: 1; 
Glucose_Repression_Signaling_2009, 611,  5, 16,  131, 1, 3, 634077, 16081.55, 1, 50.60, 1: 83; 2: 21; 3: 2; 
Glucose_Repression_Signaling_2009, 608,  7, 12,  131, 1, 3, 658696, 16081.55, 1, 50.60, 1: 82; 2: 23; 3: 1; 
Glucose_Repression_Signaling_2009, 606,  7, 12,  131, 1, 3, 658620, 16081.55, 1, 50.60, 1: 82; 2: 23; 3: 1; 
Glucose_Repression_Signaling_2009, 245,  7, 12,  131, 1, 3, 658371, 16081.55, 1, 50.60, 1: 82; 2: 23; 3: 1; 
Glucose_Repression_Signaling_2009,  97,  6, 14,  131, 1, 3, 658934, 16081.55, 1, 50.60, 1: 83; 2: 21; 3: 2; 
Glucose_Repression_Signaling_2009, 880,  7, 12,  131, 1, 3, 658504, 16081.55, 1, 50.60, 1: 83; 2: 21; 3: 2; 
Glucose_Repression_Signaling_2009,  89,  9,  9,  131, 1, 3, 639251, 16081.55, 1, 50.60, 1: 82; 2: 23; 3: 1; 
Glucose_Repression_Signaling_2009, 154,  6, 13,  131, 1, 3, 619657, 16081.55, 1, 50.60, 1: 82; 2: 23; 3: 1; 
Glucose_Repression_Signaling_2009, 858,  7, 11,  131, 1, 3, 613224, 16081.55, 1, 50.60, 1: 82; 2: 23; 3: 1; 
Glucose_Repression_Signaling_2009, 253,  8, 10,  131, 1, 3, 633938, 16081.55, 1, 50.60, 1: 82; 2: 23; 3: 1; 
Glucose_Repression_Signaling_2009, 807,  9,  9,  132, 1, 3, 639468, 16081.55, 1, 50.60, 1: 82; 2: 22; 3: 2; 
Glucose_Repression_Signaling_2009, 980,  6, 13,  132, 1, 3, 619552, 16081.55, 1, 50.60, 1: 82; 2: 22; 3: 2; 
Glucose_Repression_Signaling_2009, 388,  6, 14,  132, 1, 3, 658521, 16081.55, 1, 50.60, 1: 81; 2: 24; 3: 1; 
Glucose_Repression_Signaling_2009, 391,  8, 10,  132, 1, 3, 634202, 16081.55, 1, 50.60, 1: 81; 2: 24; 3: 1; 
Glucose_Repression_Signaling_2009, 429,  8, 10,  132, 1, 3, 634047, 16081.55, 1, 50.60, 1: 81; 2: 24; 3: 1; 
Glucose_Repression_Signaling_2009, 859,  6, 13,  132, 1, 3, 619378, 16081.55, 1, 50.60, 1: 81; 2: 24; 3: 1; 
Glucose_Repression_Signaling_2009, 115,  6, 13,  132, 1, 3, 619610, 16081.55, 1, 50.60, 1: 81; 2: 24; 3: 1; 
Glucose_Repression_Signaling_2009,  13,  6, 14,  132, 1, 3, 658880, 16081.55, 1, 50.60, 1: 82; 2: 22; 3: 2; 
Glucose_Repression_Signaling_2009, 668,  8, 10,  132, 1, 3, 634302, 16081.55, 1, 50.60, 1: 82; 2: 22; 3: 2; 
Glucose_Repression_Signaling_2009, 699, 10,  8,  132, 1, 3, 634261, 16081.55, 1, 50.60, 1: 81; 2: 24; 3: 1; 
Glucose_Repression_Signaling_2009, 204, 10,  8,  132, 1, 3, 634156, 16081.55, 1, 50.60, 1: 81; 2: 24; 3: 1; 
Glucose_Repression_Signaling_2009, 319,  9,  9,  132, 1, 3, 639218, 16081.55, 1, 50.60, 1: 82; 2: 22; 3: 2; 
Glucose_Repression_Signaling_2009, 808,  7, 12,  132, 1, 3, 658856, 16081.55, 1, 50.60, 1: 81; 2: 24; 3: 1; 
Glucose_Repression_Signaling_2009,  42,  7, 12,  132, 1, 3, 658803, 16081.55, 1, 50.60, 1: 81; 2: 24; 3: 1; 
Glucose_Repression_Signaling_2009, 854, 11,  7,  132, 1, 3, 613128, 16081.55, 1, 50.60, 1: 81; 2: 24; 3: 1; 
Glucose_Repression_Signaling_2009, 110,  8, 10,  132, 1, 3, 633952, 16081.55, 1, 50.60, 1: 81; 2: 24; 3: 1; 
Glucose_Repression_Signaling_2009,   5,  7, 11,  132, 1, 3, 613246, 16081.55, 1, 50.60, 1: 82; 2: 22; 3: 2; 
Glucose_Repression_Signaling_2009, 396,  7, 12,  132, 1, 3, 658663, 16081.55, 1, 50.60, 1: 82; 2: 22; 3: 2; 
Glucose_Repression_Signaling_2009, 282, 10,  8,  132, 1, 3, 633862, 16081.55, 1, 50.60, 1: 81; 2: 24; 3: 1; 
Glucose_Repression_Signaling_2009, 838,  9,  9,  132, 1, 3, 639378, 16081.55, 1, 50.60, 1: 81; 2: 24; 3: 1; 
Glucose_Repression_Signaling_2009, 131,  8, 10,  132, 1, 3, 634281, 16081.55, 1, 50.60, 1: 81; 2: 24; 3: 1; 
Glucose_Repression_Signaling_2009, 802,  7, 12,  132, 1, 3, 658481, 16081.55, 1, 50.60, 1: 81; 2: 24; 3: 1; 
Glucose_Repression_Signaling_2009, 803,  7, 12,  132, 1, 3, 658741, 16081.55, 1, 50.60, 1: 82; 2: 22; 3: 2; 
Glucose_Repression_Signaling_2009, 127,  7, 11,  132, 1, 3, 613196, 16081.55, 1, 50.60, 1: 81; 2: 24; 3: 1; 
Glucose_Repression_Signaling_2009, 274,  6, 13,  132, 1, 3, 619598, 16081.55, 1, 50.60, 1: 81; 2: 24; 3: 1; 
Glucose_Repression_Signaling_2009, 538, 10,  8,  132, 1, 3, 634166, 16081.55, 1, 50.60, 1: 82; 2: 22; 3: 2; 
Glucose_Repression_Signaling_2009,  87,  7, 11,  132, 1, 3, 613072, 16081.55, 1, 50.60, 1: 81; 2: 24; 3: 1; 
Glucose_Repression_Signaling_2009, 733,  5, 16,  132, 1, 3, 634204, 16081.55, 1, 50.60, 1: 81; 2: 24; 3: 1; 
Glucose_Repression_Signaling_2009, 264, 10,  8,  132, 1, 3, 634309, 16081.55, 1, 50.60, 1: 81; 2: 24; 3: 1; 
Glucose_Repression_Signaling_2009, 184,  7, 11,  132, 1, 3, 613332, 16081.55, 1, 50.60, 1: 82; 2: 22; 3: 2; 
Glucose_Repression_Signaling_2009, 223,  7, 11,  132, 1, 3, 613278, 16081.55, 1, 50.60, 1: 81; 2: 24; 3: 1; 
Glucose_Repression_Signaling_2009, 896, 10,  8,  132, 1, 3, 634188, 16081.55, 1, 50.60, 1: 82; 2: 22; 3: 2; 
Glucose_Repression_Signaling_2009, 364,  6, 14,  132, 1, 3, 658765, 16081.55, 1, 50.60, 1: 81; 2: 24; 3: 1; 
Glucose_Repression_Signaling_2009, 610, 10,  8,  132, 1, 3, 633779, 16081.55, 1, 50.60, 1: 81; 2: 24; 3: 1; 
Glucose_Repression_Signaling_2009, 626,  7, 11,  132, 1, 3, 613153, 16081.55, 1, 50.60, 1: 83; 2: 20; 3: 3; 
Glucose_Repression_Signaling_2009, 777,  8, 10,  133, 1, 3, 633971, 16081.55, 1, 50.60, 1: 80; 2: 25; 3: 1; 
Glucose_Repression_Signaling_2009, 866,  7, 12,  133, 1, 3, 658729, 16081.55, 1, 50.60, 1: 81; 2: 23; 3: 2; 
Glucose_Repression_Signaling_2009, 863,  7, 12,  133, 1, 3, 658454, 16081.55, 1, 50.60, 1: 80; 2: 25; 3: 1; 
Glucose_Repression_Signaling_2009,  12,  6, 14,  133, 1, 3, 658127, 16081.55, 1, 50.60, 1: 81; 2: 23; 3: 2; 
Glucose_Repression_Signaling_2009, 597,  6, 13,  133, 1, 3, 619473, 16081.55, 1, 50.60, 1: 81; 2: 23; 3: 2; 
Glucose_Repression_Signaling_2009, 378,  7, 12,  133, 1, 3, 658782, 16081.55, 1, 50.60, 1: 81; 2: 23; 3: 2; 
Glucose_Repression_Signaling_2009,  47,  7, 11,  133, 1, 3, 613191, 16081.55, 1, 50.60, 1: 80; 2: 25; 3: 1; 
Glucose_Repression_Signaling_2009, 383,  6, 14,  133, 1, 3, 658589, 16081.55, 1, 50.60, 1: 80; 2: 25; 3: 1; 
Glucose_Repression_Signaling_2009, 875,  6, 14,  133, 1, 3, 658862, 16081.55, 1, 50.60, 1: 80; 2: 25; 3: 1; 
Glucose_Repression_Signaling_2009, 139,  6, 14,  133, 1, 3, 658679, 16081.55, 1, 50.60, 1: 80; 2: 25; 3: 1; 
Glucose_Repression_Signaling_2009, 724, 11,  7,  133, 1, 3, 613197, 16081.55, 1, 50.60, 1: 80; 2: 25; 3: 1; 
Glucose_Repression_Signaling_2009, 484,  8, 10,  133, 1, 3, 634056, 16081.55, 1, 50.60, 1: 80; 2: 25; 3: 1; 
Glucose_Repression_Signaling_2009,  33,  8, 10,  133, 1, 3, 634118, 16081.55, 1, 50.60, 1: 80; 2: 25; 3: 1; 
Glucose_Repression_Signaling_2009, 475,  6, 14,  133, 1, 3, 659001, 16081.55, 1, 50.60, 1: 81; 2: 23; 3: 2; 
Glucose_Repression_Signaling_2009, 564,  7, 12,  133, 1, 3, 658385, 16081.55, 1, 50.60, 1: 80; 2: 25; 3: 1; 
Glucose_Repression_Signaling_2009, 458, 11,  7,  133, 1, 3, 613144, 16081.55, 1, 50.60, 1: 81; 2: 23; 3: 2; 
Glucose_Repression_Signaling_2009, 456,  7, 11,  133, 1, 3, 613226, 16081.55, 1, 50.60, 1: 82; 2: 21; 3: 3; 
Glucose_Repression_Signaling_2009, 452,  6, 14,  133, 1, 3, 658537, 16081.55, 1, 50.60, 1: 80; 2: 25; 3: 1; 
Glucose_Repression_Signaling_2009, 570,  9,  9,  133, 1, 3, 639089, 16081.55, 1, 50.60, 1: 80; 2: 25; 3: 1; 
Glucose_Repression_Signaling_2009, 491,  6, 14,  133, 1, 3, 658188, 16081.55, 1, 50.60, 1: 80; 2: 25; 3: 1; 
Glucose_Repression_Signaling_2009, 885,  6, 13,  133, 1, 3, 619472, 16081.55, 1, 50.60, 1: 81; 2: 23; 3: 2; 
Glucose_Repression_Signaling_2009,  64, 10,  8,  133, 1, 3, 634170, 16081.55, 1, 50.60, 1: 82; 2: 21; 3: 3; 
Glucose_Repression_Signaling_2009, 659,  9,  9,  133, 1, 3, 639316, 16081.55, 1, 50.60, 1: 82; 2: 21; 3: 3; 
Glucose_Repression_Signaling_2009, 555,  8, 10,  133, 1, 3, 633932, 16081.55, 1, 50.60, 1: 80; 2: 25; 3: 1; 
Glucose_Repression_Signaling_2009, 194,  6, 14,  133, 1, 3, 658757, 16081.55, 1, 50.60, 1: 80; 2: 25; 3: 1; 
Glucose_Repression_Signaling_2009, 580,  7, 11,  133, 1, 3, 613130, 16081.55, 1, 50.60, 1: 80; 2: 25; 3: 1; 
Glucose_Repression_Signaling_2009, 751, 10,  8,  133, 1, 3, 634092, 16081.55, 1, 50.60, 1: 80; 2: 25; 3: 1; 
Glucose_Repression_Signaling_2009, 966,  5, 16,  133, 1, 3, 633742, 16081.55, 1, 50.60, 1: 81; 2: 23; 3: 2; 
Glucose_Repression_Signaling_2009, 716, 11,  7,  133, 1, 3, 613238, 16081.55, 1, 50.60, 1: 80; 2: 25; 3: 1; 
Glucose_Repression_Signaling_2009, 894, 10,  8,  133, 1, 3, 634167, 16081.55, 1, 50.60, 1: 80; 2: 25; 3: 1; 
Glucose_Repression_Signaling_2009, 422, 11,  7,  133, 1, 3, 613136, 16081.55, 1, 50.60, 1: 80; 2: 25; 3: 1; 
Glucose_Repression_Signaling_2009, 419,  6, 13,  133, 1, 3, 619599, 16081.55, 1, 50.60, 1: 80; 2: 25; 3: 1; 
Glucose_Repression_Signaling_2009, 417, 10,  8,  133, 1, 3, 634181, 16081.55, 1, 50.60, 1: 80; 2: 25; 3: 1; 
Glucose_Repression_Signaling_2009, 205, 10,  8,  133, 1, 3, 634165, 16081.55, 1, 50.60, 1: 80; 2: 25; 3: 1; 
Glucose_Repression_Signaling_2009, 278,  6, 13,  133, 1, 3, 619485, 16081.55, 1, 50.60, 1: 81; 2: 23; 3: 2; 
Glucose_Repression_Signaling_2009,  90,  7, 12,  133, 1, 3, 658153, 16081.55, 1, 50.60, 1: 80; 2: 25; 3: 1; 
Glucose_Repression_Signaling_2009, 623, 10,  8,  133, 1, 3, 634291, 16081.55, 1, 50.60, 1: 80; 2: 25; 3: 1; 
Glucose_Repression_Signaling_2009, 828,  5, 15,  133, 1, 3, 596409, 16081.55, 1, 50.60, 1: 80; 2: 25; 3: 1; 
Glucose_Repression_Signaling_2009, 244,  7, 12,  133, 1, 3, 658815, 16081.55, 1, 50.60, 1: 81; 2: 23; 3: 2; 
Glucose_Repression_Signaling_2009, 329,  6, 14,  133, 1, 3, 658713, 16081.55, 1, 50.60, 1: 81; 2: 23; 3: 2; 
Glucose_Repression_Signaling_2009,  58, 10,  8,  133, 1, 3, 634185, 16081.55, 1, 50.60, 1: 80; 2: 25; 3: 1; 
Glucose_Repression_Signaling_2009, 150,  7, 12,  133, 1, 3, 658937, 16081.55, 1, 50.60, 1: 80; 2: 25; 3: 1; 
Glucose_Repression_Signaling_2009, 242, 10,  8,  133, 1, 3, 634011, 16081.55, 1, 50.60, 1: 80; 2: 25; 3: 1; 
Glucose_Repression_Signaling_2009, 690,  6, 14,  133, 1, 3, 658166, 16081.55, 1, 50.60, 1: 80; 2: 25; 3: 1; 
Glucose_Repression_Signaling_2009,  59, 10,  8,  133, 1, 3, 634149, 16081.55, 1, 50.60, 1: 80; 2: 25; 3: 1; 
Glucose_Repression_Signaling_2009, 152,  6, 13,  133, 1, 3, 619508, 16081.55, 1, 50.60, 1: 81; 2: 23; 3: 2; 
Glucose_Repression_Signaling_2009,  93, 10,  8,  133, 1, 3, 633821, 16081.55, 1, 50.60, 1: 80; 2: 25; 3: 1; 
Glucose_Repression_Signaling_2009, 944, 10,  8,  133, 1, 3, 634081, 16081.55, 1, 50.60, 1: 81; 2: 23; 3: 2; 
Glucose_Repression_Signaling_2009, 797, 10,  8,  133, 1, 3, 634198, 16081.55, 1, 50.60, 1: 81; 2: 23; 3: 2; 
Glucose_Repression_Signaling_2009, 273,  7, 12,  133, 1, 3, 658812, 16081.55, 1, 50.60, 1: 81; 2: 23; 3: 2; 
Glucose_Repression_Signaling_2009, 979, 11,  7,  133, 1, 3, 613369, 16081.55, 1, 50.60, 1: 82; 2: 21; 3: 3; 
Glucose_Repression_Signaling_2009, 272,  7, 12,  133, 1, 3, 658593, 16081.55, 1, 50.60, 1: 80; 2: 25; 3: 1; 
Glucose_Repression_Signaling_2009, 325,  6, 14,  133, 1, 3, 658659, 16081.55, 1, 50.60, 1: 81; 2: 23; 3: 2; 
Glucose_Repression_Signaling_2009, 594, 10,  8,  134, 1, 3, 633561, 16081.55, 1, 50.60, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 301, 11,  7,  134, 1, 3, 613284, 16081.55, 1, 50.60, 1: 80; 2: 24; 3: 2; 
Glucose_Repression_Signaling_2009, 587,  6, 14,  134, 1, 3, 658608, 16081.55, 1, 50.60, 1: 80; 2: 24; 3: 2; 
Glucose_Repression_Signaling_2009, 660,  8, 10,  134, 1, 3, 633891, 16081.55, 1, 50.60, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009,  82, 11,  7,  134, 1, 3, 613103, 16081.55, 1, 50.60, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 971,  6, 13,  134, 1, 3, 619485, 16081.55, 1, 50.60, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009,  27,  9,  9,  134, 1, 3, 638820, 16081.55, 1, 50.60, 1: 80; 2: 24; 3: 2; 
Glucose_Repression_Signaling_2009,  26,  9,  9,  134, 1, 3, 638990, 16081.55, 1, 50.60, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 303,  7, 12,  134, 1, 3, 658923, 16081.55, 1, 50.60, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 406, 11,  7,  134, 1, 3, 613294, 16081.55, 1, 50.60, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 554,  9,  9,  134, 1, 3, 639239, 16081.55, 1, 50.60, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 815, 11,  7,  134, 1, 3, 613252, 16081.55, 1, 50.60, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 415, 10,  8,  134, 1, 3, 634056, 16081.55, 1, 50.60, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 542, 11,  7,  134, 1, 3, 613177, 16081.55, 1, 50.60, 1: 80; 2: 24; 3: 2; 
Glucose_Repression_Signaling_2009, 713,  8, 10,  134, 1, 3, 634160, 16081.55, 1, 50.60, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009,  51,  8, 10,  134, 1, 3, 634344, 16081.55, 1, 50.60, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 418, 11,  7,  134, 1, 3, 613203, 16081.55, 1, 50.60, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 463, 11,  7,  134, 1, 3, 613309, 16081.55, 1, 50.60, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 269,  7, 12,  134, 1, 3, 658757, 16081.55, 1, 50.60, 1: 80; 2: 24; 3: 2; 
Glucose_Repression_Signaling_2009, 481,  9,  9,  134, 1, 3, 639055, 16081.55, 1, 50.60, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 479,  6, 13,  134, 1, 3, 619581, 16081.55, 1, 50.60, 1: 80; 2: 24; 3: 2; 
Glucose_Repression_Signaling_2009, 981,  5, 16,  134, 1, 3, 634140, 16081.55, 1, 50.60, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 486, 10,  8,  134, 1, 3, 634220, 16081.55, 1, 50.60, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 694,  7, 12,  134, 1, 3, 658876, 16081.55, 1, 50.60, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009,  69,  6, 14,  134, 1, 3, 658959, 16081.55, 1, 50.60, 1: 80; 2: 24; 3: 2; 
Glucose_Repression_Signaling_2009, 472,  7, 11,  134, 1, 3, 613276, 16081.55, 1, 50.60, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 177,  6, 14,  134, 1, 3, 658561, 16081.55, 1, 50.60, 1: 82; 2: 20; 3: 4; 
Glucose_Repression_Signaling_2009, 489,  8, 10,  134, 1, 3, 633938, 16081.55, 1, 50.60, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 255,  6, 14,  134, 1, 3, 658675, 16081.55, 1, 50.60, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 738,  7, 11,  134, 1, 3, 613293, 16081.55, 1, 50.60, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 887,  7, 12,  134, 1, 3, 658128, 16081.55, 1, 50.60, 1: 80; 2: 24; 3: 2; 
Glucose_Repression_Signaling_2009, 287,  6, 13,  134, 1, 3, 619519, 16081.55, 1, 50.60, 1: 80; 2: 24; 3: 2; 
Glucose_Repression_Signaling_2009, 970,  6, 13,  134, 1, 3, 619360, 16081.55, 1, 50.60, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 671,  5, 15,  134, 1, 3, 596437, 16081.55, 1, 50.60, 1: 80; 2: 24; 3: 2; 
Glucose_Repression_Signaling_2009, 168,  7, 11,  134, 1, 3, 613074, 16081.55, 1, 50.60, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 437,  8, 10,  134, 1, 3, 634092, 16081.55, 1, 50.60, 1: 79; 2: 26; 3: 1; 
