Seed 1656949570
ARCH 0|F_ID 1|LIMIT 3
before: 
4(255)
Melhor resultado nxn: B_bronchiseptica_and_T_retortaeformis_coinfectio, 375,  6, 10,  237, 0, 4, 470467, 11992.95, 0, 0.00, 0: 6; 1: 52; 2: 50; 3: 23; 4: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 979,  4, 14,  281, 0, 5, 442607, 11992.95, 1, 77.38, 0: 6; 1: 44; 2: 45; 3: 19; 4: 15; 5: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 659,  9,  6,  282, 0, 5, 427869, 11992.95, 1, 77.38, 0: 6; 1: 49; 2: 40; 3: 16; 4: 15; 5: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 102,  6, 10,  284, 0, 5, 470500, 11992.95, 1, 77.38, 0: 6; 1: 41; 2: 44; 3: 27; 4: 11; 5: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 623,  4, 14,  284, 0, 5, 442656, 11992.95, 1, 77.38, 0: 6; 1: 44; 2: 42; 3: 24; 4: 11; 5: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 889,  4, 14,  285, 0, 5, 442636, 11992.95, 1, 77.38, 0: 6; 1: 40; 2: 47; 3: 22; 4: 15; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 220,  4, 14,  288, 0, 5, 442683, 11992.95, 1, 77.38, 0: 6; 1: 43; 2: 40; 3: 25; 4: 15; 5: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 914,  4, 14,  293, 0, 5, 442630, 11992.95, 1, 77.38, 0: 6; 1: 37; 2: 42; 3: 30; 4: 18; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 699,  6, 10,  247, 0, 6, 470510, 11992.95, 1, 77.38, 0: 6; 1: 51; 2: 54; 3: 13; 4: 8; 5: 1; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 275,  6,  9,  250, 0, 6, 427869, 11992.95, 1, 77.38, 0: 6; 1: 52; 2: 47; 3: 20; 4: 7; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 123,  5, 13,  252, 0, 6, 499452, 11992.95, 0, 77.38, 0: 6; 1: 51; 2: 45; 3: 24; 4: 7; 5: 1; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 620,  8,  7,  252, 0, 6, 442682, 11992.95, 1, 77.38, 0: 6; 1: 49; 2: 54; 3: 14; 4: 8; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 174,  8,  7,  254, 0, 6, 442680, 11992.95, 0, 77.38, 0: 6; 1: 50; 2: 46; 3: 22; 4: 10; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 955,  8,  7,  255, 0, 6, 442673, 11992.95, 1, 77.38, 0: 6; 1: 49; 2: 48; 3: 21; 4: 9; 5: 1; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 860,  6, 10,  255, 0, 6, 470410, 11992.95, 1, 77.38, 0: 6; 1: 54; 2: 41; 3: 23; 4: 6; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 271,  7,  8,  255, 0, 6, 442680, 11992.95, 1, 77.38, 0: 6; 1: 52; 2: 46; 3: 20; 4: 5; 5: 5; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 544,  6,  9,  255, 0, 6, 427869, 11992.95, 0, 77.38, 0: 6; 1: 53; 2: 41; 3: 23; 4: 10; 5: 1; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 906,  7,  8,  255, 0, 6, 442693, 11992.95, 1, 77.38, 0: 6; 1: 50; 2: 47; 3: 22; 4: 7; 5: 1; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 976,  6, 10,  255, 0, 6, 470429, 11992.95, 1, 77.38, 0: 6; 1: 46; 2: 52; 3: 22; 4: 7; 5: 1; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  73,  6,  9,  255, 0, 6, 427869, 11992.95, 1, 77.38, 0: 6; 1: 49; 2: 47; 3: 23; 4: 8; 5: 1; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 813,  7,  8,  255, 0, 6, 442678, 11992.95, 1, 77.38, 0: 6; 1: 56; 2: 43; 3: 15; 4: 9; 5: 4; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,   8,  8,  7,  255, 0, 6, 442627, 11992.95, 1, 77.38, 0: 6; 1: 51; 2: 46; 3: 22; 4: 5; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 467,  6,  9,  255, 0, 6, 427869, 11992.95, 1, 77.38, 0: 6; 1: 52; 2: 43; 3: 24; 4: 7; 5: 1; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 437,  7,  8,  255, 0, 6, 442675, 11992.95, 1, 77.38, 0: 6; 1: 50; 2: 49; 3: 18; 4: 8; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 396,  5, 12,  256, 0, 6, 470471, 11992.95, 0, 77.38, 0: 6; 1: 49; 2: 46; 3: 23; 4: 10; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 216,  6, 10,  256, 0, 6, 470425, 11992.95, 1, 77.38, 0: 6; 1: 51; 2: 44; 3: 23; 4: 8; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 182,  6, 10,  257, 0, 6, 470526, 11992.95, 1, 77.38, 0: 6; 1: 55; 2: 39; 3: 20; 4: 12; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 579,  6, 10,  257, 0, 6, 470490, 11992.95, 1, 77.38, 0: 6; 1: 54; 2: 44; 3: 18; 4: 6; 5: 5; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 347,  8,  7,  257, 0, 6, 442671, 11992.95, 1, 77.38, 0: 6; 1: 50; 2: 48; 3: 18; 4: 9; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 814,  6, 10,  257, 0, 6, 470396, 11992.95, 1, 77.38, 0: 6; 1: 49; 2: 49; 3: 17; 4: 12; 5: 1; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 622,  8,  7,  257, 0, 6, 442546, 11992.95, 1, 77.38, 0: 6; 1: 46; 2: 55; 3: 17; 4: 6; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 697,  5, 13,  257, 0, 6, 499439, 11992.95, 1, 77.38, 0: 6; 1: 46; 2: 52; 3: 21; 4: 7; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 118,  7,  8,  258, 0, 6, 442623, 11992.95, 0, 77.38, 0: 6; 1: 53; 2: 39; 3: 23; 4: 13; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 680,  8,  7,  258, 0, 6, 442636, 11992.95, 1, 77.38, 0: 6; 1: 52; 2: 42; 3: 23; 4: 8; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 158,  5, 11,  258, 0, 6, 434820, 11992.95, 1, 77.38, 0: 6; 1: 49; 2: 47; 3: 20; 4: 11; 5: 1; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 470,  8,  7,  258, 0, 6, 442690, 11992.95, 1, 77.38, 0: 6; 1: 52; 2: 45; 3: 18; 4: 9; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 304,  8,  7,  258, 0, 6, 442651, 11992.95, 1, 77.38, 0: 6; 1: 49; 2: 50; 3: 16; 4: 10; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 427,  7,  8,  258, 0, 6, 442667, 11992.95, 1, 77.38, 0: 6; 1: 48; 2: 49; 3: 22; 4: 5; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 424,  5, 11,  259, 0, 6, 434811, 11992.95, 0, 77.38, 0: 6; 1: 45; 2: 53; 3: 19; 4: 10; 5: 1; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 928,  7,  8,  259, 0, 6, 442698, 11992.95, 1, 77.38, 0: 6; 1: 46; 2: 54; 3: 17; 4: 8; 5: 2; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 553,  6, 10,  259, 0, 6, 470517, 11992.95, 1, 77.38, 0: 6; 1: 51; 2: 46; 3: 18; 4: 10; 5: 2; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 718,  6, 10,  259, 0, 6, 470516, 11992.95, 0, 77.38, 0: 6; 1: 57; 2: 38; 3: 17; 4: 11; 5: 5; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 533,  6, 10,  259, 0, 6, 470523, 11992.95, 1, 77.38, 0: 6; 1: 48; 2: 45; 3: 26; 4: 8; 5: 1; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 973,  7,  8,  260, 0, 6, 442623, 11992.95, 1, 77.38, 0: 6; 1: 50; 2: 45; 3: 20; 4: 11; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 766,  6,  9,  260, 0, 6, 427869, 11992.95, 0, 77.38, 0: 6; 1: 48; 2: 46; 3: 23; 4: 10; 5: 1; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 517,  7,  8,  260, 0, 6, 442713, 11992.95, 1, 77.38, 0: 6; 1: 52; 2: 43; 3: 18; 4: 13; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 479,  6,  9,  260, 0, 6, 427869, 11992.95, 1, 77.38, 0: 6; 1: 50; 2: 47; 3: 16; 4: 13; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 898,  6,  9,  260, 0, 6, 427869, 11992.95, 0, 77.38, 0: 6; 1: 46; 2: 47; 3: 26; 4: 9; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 578,  6, 10,  260, 0, 6, 470375, 11992.95, 1, 77.38, 0: 6; 1: 48; 2: 51; 3: 17; 4: 7; 5: 5; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 493,  6,  9,  260, 0, 6, 427869, 11992.95, 1, 77.38, 0: 6; 1: 51; 2: 47; 3: 16; 4: 9; 5: 5; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 968,  5, 13,  260, 0, 6, 499210, 11992.95, 1, 77.38, 0: 6; 1: 50; 2: 46; 3: 17; 4: 14; 5: 1; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 952,  6, 10,  261, 0, 6, 470483, 11992.95, 1, 77.38, 0: 6; 1: 51; 2: 42; 3: 26; 4: 3; 5: 6; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  26,  6, 10,  261, 0, 6, 470472, 11992.95, 0, 77.38, 0: 6; 1: 51; 2: 40; 3: 26; 4: 9; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 980,  5, 12,  261, 0, 6, 470570, 11992.95, 1, 77.38, 0: 6; 1: 47; 2: 47; 3: 25; 4: 7; 5: 1; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 762,  6, 10,  261, 0, 6, 470469, 11992.95, 1, 77.38, 0: 6; 1: 53; 2: 39; 3: 23; 4: 10; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  59,  5, 13,  261, 0, 6, 499274, 11992.95, 1, 77.38, 0: 6; 1: 49; 2: 45; 3: 22; 4: 10; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  58,  5, 11,  261, 0, 6, 434783, 11992.95, 1, 77.38, 0: 6; 1: 52; 2: 42; 3: 21; 4: 9; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 287,  7,  8,  261, 0, 6, 442624, 11992.95, 1, 77.38, 0: 6; 1: 50; 2: 43; 3: 23; 4: 10; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,   9,  5, 13,  261, 0, 6, 499546, 11992.95, 0, 77.38, 0: 6; 1: 48; 2: 45; 3: 24; 4: 10; 5: 1; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 671,  6,  9,  262, 0, 6, 427869, 11992.95, 1, 77.38, 0: 6; 1: 50; 2: 47; 3: 17; 4: 9; 5: 5; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 419,  5, 13,  262, 0, 6, 499500, 11992.95, 1, 77.38, 0: 6; 1: 51; 2: 43; 3: 21; 4: 9; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 759,  5, 13,  262, 0, 6, 499451, 11992.95, 1, 77.38, 0: 6; 1: 53; 2: 40; 3: 22; 4: 8; 5: 5; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 588,  5, 12,  262, 0, 6, 470479, 11992.95, 1, 77.38, 0: 6; 1: 49; 2: 45; 3: 21; 4: 11; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 663,  7,  8,  262, 0, 6, 442641, 11992.95, 1, 77.38, 0: 6; 1: 46; 2: 49; 3: 22; 4: 9; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 562,  7,  8,  262, 0, 6, 442657, 11992.95, 1, 77.38, 0: 6; 1: 50; 2: 46; 3: 18; 4: 10; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 453,  5, 12,  262, 0, 6, 470556, 11992.95, 0, 77.38, 0: 6; 1: 48; 2: 47; 3: 19; 4: 13; 5: 1; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 839,  6, 10,  262, 0, 6, 470426, 11992.95, 1, 77.38, 0: 6; 1: 48; 2: 49; 3: 19; 4: 8; 5: 3; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 236,  6,  9,  262, 0, 6, 427869, 11992.95, 0, 77.38, 0: 6; 1: 50; 2: 40; 3: 27; 4: 10; 5: 1; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 223,  5, 12,  262, 0, 6, 470503, 11992.95, 1, 77.38, 0: 6; 1: 46; 2: 50; 3: 21; 4: 8; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 151,  6, 10,  262, 0, 6, 470580, 11992.95, 1, 77.38, 0: 6; 1: 50; 2: 47; 3: 20; 4: 5; 5: 4; 6: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 625,  7,  8,  262, 0, 6, 442695, 11992.95, 1, 77.38, 0: 6; 1: 48; 2: 50; 3: 18; 4: 7; 5: 4; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 918,  6,  9,  262, 0, 6, 427869, 11992.95, 1, 77.38, 0: 6; 1: 49; 2: 47; 3: 20; 4: 7; 5: 5; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 783,  5, 12,  262, 0, 6, 470529, 11992.95, 1, 77.38, 0: 6; 1: 55; 2: 37; 3: 20; 4: 13; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 313,  5, 11,  262, 0, 6, 434807, 11992.95, 1, 77.38, 0: 6; 1: 51; 2: 41; 3: 23; 4: 11; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 836,  7,  8,  262, 0, 6, 442693, 11992.95, 1, 77.38, 0: 6; 1: 52; 2: 41; 3: 22; 4: 10; 5: 2; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 510,  5, 11,  263, 0, 6, 434811, 11992.95, 1, 77.38, 0: 6; 1: 48; 2: 45; 3: 25; 4: 6; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 961,  6, 10,  263, 0, 6, 470505, 11992.95, 1, 77.38, 0: 6; 1: 47; 2: 51; 3: 14; 4: 14; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 131,  5, 13,  263, 0, 6, 499395, 11992.95, 1, 77.38, 0: 6; 1: 53; 2: 40; 3: 23; 4: 6; 5: 5; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 368,  5, 12,  263, 0, 6, 470521, 11992.95, 1, 77.38, 0: 6; 1: 50; 2: 48; 3: 14; 4: 11; 5: 5; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 490,  7,  8,  263, 0, 6, 442648, 11992.95, 1, 77.38, 0: 6; 1: 48; 2: 48; 3: 19; 4: 9; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 631,  6, 10,  263, 0, 6, 470441, 11992.95, 1, 77.38, 0: 6; 1: 51; 2: 40; 3: 24; 4: 11; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 472,  5, 13,  263, 0, 6, 499183, 11992.95, 1, 77.38, 0: 6; 1: 50; 2: 43; 3: 22; 4: 11; 5: 1; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 254,  7,  8,  263, 0, 6, 442650, 11992.95, 1, 77.38, 0: 6; 1: 48; 2: 47; 3: 18; 4: 14; 5: 1; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 838,  5, 12,  263, 0, 6, 470465, 11992.95, 1, 77.38, 0: 6; 1: 52; 2: 43; 3: 17; 4: 12; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 325,  6,  9,  263, 0, 6, 427869, 11992.95, 0, 77.38, 0: 6; 1: 48; 2: 47; 3: 20; 4: 10; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 335,  5, 13,  263, 0, 6, 499536, 11992.95, 1, 77.38, 0: 6; 1: 47; 2: 49; 3: 19; 4: 10; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 570,  5, 12,  263, 0, 6, 470552, 11992.95, 1, 77.38, 0: 6; 1: 47; 2: 47; 3: 24; 4: 7; 5: 2; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 332,  5, 12,  263, 0, 6, 470427, 11992.95, 1, 77.38, 0: 6; 1: 46; 2: 51; 3: 19; 4: 9; 5: 2; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 756,  6, 10,  264, 0, 6, 470592, 11992.95, 1, 77.38, 0: 6; 1: 48; 2: 49; 3: 18; 4: 8; 5: 4; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 726,  6, 10,  264, 0, 6, 470500, 11992.95, 1, 77.38, 0: 6; 1: 47; 2: 50; 3: 19; 4: 7; 5: 4; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 163,  5, 13,  264, 0, 6, 499462, 11992.95, 1, 77.38, 0: 6; 1: 49; 2: 46; 3: 19; 4: 11; 5: 2; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 328,  8,  7,  264, 0, 6, 442648, 11992.95, 1, 77.38, 0: 6; 1: 54; 2: 41; 3: 16; 4: 11; 5: 6; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 943,  6, 10,  264, 0, 6, 470612, 11992.95, 1, 77.38, 0: 6; 1: 50; 2: 41; 3: 24; 4: 11; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 431,  5, 12,  264, 0, 6, 470503, 11992.95, 1, 77.38, 0: 6; 1: 52; 2: 41; 3: 23; 4: 5; 5: 7; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 229,  7,  8,  264, 0, 6, 442633, 11992.95, 1, 77.38, 0: 6; 1: 48; 2: 47; 3: 21; 4: 7; 5: 5; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 234,  7,  8,  264, 0, 6, 442586, 11992.95, 1, 77.38, 0: 6; 1: 46; 2: 45; 3: 27; 4: 9; 5: 1; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 243,  7,  8,  264, 0, 6, 442659, 11992.95, 0, 77.38, 0: 6; 1: 48; 2: 45; 3: 23; 4: 9; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 575,  8,  7,  265, 0, 6, 442619, 11992.95, 1, 77.38, 0: 6; 1: 47; 2: 51; 3: 17; 4: 7; 5: 5; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 910,  5, 12,  265, 0, 6, 470561, 11992.95, 1, 77.38, 0: 6; 1: 48; 2: 47; 3: 19; 4: 10; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 742,  6, 10,  265, 0, 6, 470506, 11992.95, 1, 77.38, 0: 6; 1: 47; 2: 48; 3: 19; 4: 11; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 111,  5, 11,  265, 0, 6, 434787, 11992.95, 1, 77.38, 0: 6; 1: 55; 2: 37; 3: 20; 4: 11; 5: 4; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 522,  5, 12,  265, 0, 6, 470420, 11992.95, 1, 77.38, 0: 6; 1: 47; 2: 48; 3: 20; 4: 9; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 288,  5, 12,  265, 0, 6, 470395, 11992.95, 0, 77.38, 0: 6; 1: 45; 2: 48; 3: 26; 4: 5; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 828,  5, 13,  265, 0, 6, 499283, 11992.95, 0, 77.38, 0: 6; 1: 44; 2: 48; 3: 25; 4: 11; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  68,  5, 12,  265, 0, 6, 470446, 11992.95, 1, 77.38, 0: 6; 1: 46; 2: 48; 3: 21; 4: 11; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  23,  5, 13,  265, 0, 6, 499420, 11992.95, 1, 77.38, 0: 6; 1: 49; 2: 42; 3: 25; 4: 9; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 469,  6, 10,  265, 0, 6, 470563, 11992.95, 1, 77.38, 0: 6; 1: 48; 2: 45; 3: 22; 4: 10; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 447,  6, 10,  266, 0, 6, 470549, 11992.95, 1, 77.38, 0: 6; 1: 51; 2: 46; 3: 16; 4: 8; 5: 5; 6: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 157,  6, 10,  266, 0, 6, 470392, 11992.95, 1, 77.38, 0: 6; 1: 48; 2: 50; 3: 15; 4: 9; 5: 5; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  49,  5, 12,  266, 0, 6, 470450, 11992.95, 1, 77.38, 0: 6; 1: 54; 2: 39; 3: 21; 4: 7; 5: 5; 6: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  71,  6,  9,  266, 0, 6, 427869, 11992.95, 0, 77.38, 0: 6; 1: 43; 2: 49; 3: 25; 4: 11; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 507,  8,  7,  266, 0, 6, 442675, 11992.95, 0, 77.38, 0: 6; 1: 49; 2: 42; 3: 23; 4: 12; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 393,  5, 13,  266, 0, 6, 499252, 11992.95, 1, 77.38, 0: 6; 1: 50; 2: 41; 3: 23; 4: 11; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 661,  8,  7,  266, 0, 6, 442641, 11992.95, 1, 77.38, 0: 6; 1: 53; 2: 40; 3: 19; 4: 11; 5: 4; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 133,  6,  9,  266, 0, 6, 427869, 11992.95, 0, 77.38, 0: 6; 1: 53; 2: 38; 3: 19; 4: 16; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 657,  5, 11,  266, 0, 6, 434824, 11992.95, 1, 77.38, 0: 6; 1: 50; 2: 45; 3: 17; 4: 11; 5: 5; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 441,  6, 10,  266, 0, 6, 470543, 11992.95, 1, 77.38, 0: 6; 1: 48; 2: 46; 3: 21; 4: 9; 5: 3; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 142,  5, 11,  266, 0, 6, 434817, 11992.95, 1, 77.38, 0: 6; 1: 46; 2: 46; 3: 24; 4: 10; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 936,  9,  6,  266, 0, 6, 427869, 11992.95, 1, 77.38, 0: 6; 1: 52; 2: 39; 3: 22; 4: 11; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 474,  5, 13,  266, 0, 6, 499494, 11992.95, 1, 77.38, 0: 6; 1: 45; 2: 52; 3: 17; 4: 10; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 344,  5, 11,  266, 0, 6, 434794, 11992.95, 1, 77.38, 0: 6; 1: 49; 2: 43; 3: 23; 4: 10; 5: 2; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 934,  5, 12,  266, 0, 6, 470434, 11992.95, 1, 77.38, 0: 6; 1: 50; 2: 42; 3: 23; 4: 8; 5: 5; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 323,  5, 13,  267, 0, 6, 499267, 11992.95, 1, 77.38, 0: 6; 1: 50; 2: 48; 3: 12; 4: 11; 5: 7; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 917,  6, 10,  267, 0, 6, 470510, 11992.95, 1, 77.38, 0: 6; 1: 52; 2: 40; 3: 21; 4: 9; 5: 6; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 791,  5, 12,  267, 0, 6, 470319, 11992.95, 1, 77.38, 0: 6; 1: 48; 2: 40; 3: 29; 4: 9; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  41,  5, 13,  267, 0, 6, 499431, 11992.95, 1, 77.38, 0: 6; 1: 49; 2: 44; 3: 21; 4: 9; 5: 5; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 530,  5, 12,  267, 0, 6, 470523, 11992.95, 1, 77.38, 0: 6; 1: 44; 2: 50; 3: 23; 4: 8; 5: 2; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 294,  5, 11,  267, 0, 6, 434833, 11992.95, 1, 77.38, 0: 6; 1: 44; 2: 50; 3: 21; 4: 11; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 942,  6, 10,  267, 0, 6, 470570, 11992.95, 0, 77.38, 0: 6; 1: 49; 2: 45; 3: 17; 4: 14; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 605,  9,  6,  267, 0, 6, 427869, 11992.95, 0, 77.38, 0: 6; 1: 45; 2: 50; 3: 18; 4: 13; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 989,  6, 10,  267, 0, 6, 470514, 11992.95, 1, 77.38, 0: 6; 1: 53; 2: 39; 3: 20; 4: 11; 5: 4; 6: 2; 
