Seed 1656949570
ARCH 2|F_ID 2|LIMIT 4
before: 
74(1000)
Melhor resultado nxn: CD4_T_cell_signaling, 361, 14, 14,  519, 1, 4, 1583799, 45211.48, 0, 0.00, 1: 211; 2: 105; 3: 22; 4: 8; 
CD4_T_cell_signaling, 159, 16, 12,  655, 0, 7, 1539663, 45211.48, 1, 270.53, 0: 4; 1: 173; 2: 93; 3: 37; 4: 22; 5: 10; 6: 2; 7: 5; 
CD4_T_cell_signaling, 288,  8, 24,  656, 0, 7, 1539790, 45211.48, 1, 270.53, 0: 4; 1: 167; 2: 93; 3: 44; 4: 25; 5: 8; 6: 4; 7: 1; 
CD4_T_cell_signaling, 258, 12, 16,  656, 0, 7, 1539674, 45211.48, 1, 270.53, 0: 4; 1: 165; 2: 102; 3: 38; 4: 23; 5: 5; 6: 7; 7: 2; 
CD4_T_cell_signaling, 866,  9, 22,  656, 0, 7, 1595498, 45211.48, 1, 270.53, 0: 4; 1: 177; 2: 82; 3: 42; 4: 23; 5: 12; 6: 5; 7: 1; 
CD4_T_cell_signaling, 988, 14, 14,  656, 0, 7, 1583770, 45211.48, 1, 270.53, 0: 4; 1: 168; 2: 96; 3: 42; 4: 20; 5: 9; 6: 4; 7: 3; 
CD4_T_cell_signaling,  53, 12, 16,  657, 0, 7, 1539739, 45211.48, 1, 270.53, 0: 4; 1: 182; 2: 77; 3: 42; 4: 21; 5: 12; 6: 5; 7: 3; 
CD4_T_cell_signaling, 760,  8, 26,  658, 0, 7, 1664069, 45211.48, 1, 270.53, 0: 4; 1: 175; 2: 93; 3: 31; 4: 25; 5: 7; 6: 8; 7: 3; 
CD4_T_cell_signaling, 472, 12, 16,  658, 0, 7, 1539766, 45211.48, 1, 270.53, 0: 4; 1: 164; 2: 97; 3: 42; 4: 26; 5: 9; 6: 3; 7: 1; 
CD4_T_cell_signaling, 776, 11, 18,  659, 0, 7, 1595549, 45211.48, 1, 270.53, 0: 4; 1: 174; 2: 82; 3: 45; 4: 24; 5: 13; 6: 3; 7: 1; 
CD4_T_cell_signaling, 149, 10, 20,  659, 0, 7, 1606194, 45211.48, 1, 270.53, 0: 4; 1: 175; 2: 87; 3: 35; 4: 25; 5: 16; 6: 3; 7: 1; 
CD4_T_cell_signaling, 837,  9, 22,  659, 0, 7, 1595403, 45211.48, 1, 270.53, 0: 4; 1: 165; 2: 92; 3: 45; 4: 28; 5: 10; 6: 1; 7: 1; 
CD4_T_cell_signaling, 727, 16, 12,  659, 0, 7, 1539640, 45211.48, 1, 270.53, 0: 4; 1: 176; 2: 83; 3: 43; 4: 21; 5: 11; 6: 7; 7: 1; 
CD4_T_cell_signaling, 685, 16, 12,  660, 0, 7, 1539737, 45211.48, 1, 270.53, 0: 4; 1: 160; 2: 100; 3: 49; 4: 20; 5: 7; 6: 4; 7: 2; 
CD4_T_cell_signaling, 549, 14, 14,  660, 0, 7, 1583454, 45211.48, 1, 270.53, 0: 4; 1: 178; 2: 83; 3: 39; 4: 21; 5: 12; 6: 8; 7: 1; 
CD4_T_cell_signaling, 134,  8, 26,  660, 0, 7, 1664203, 45211.48, 1, 270.53, 0: 4; 1: 171; 2: 93; 3: 37; 4: 22; 5: 12; 6: 5; 7: 2; 
CD4_T_cell_signaling, 372, 12, 16,  660, 0, 7, 1539729, 45211.48, 1, 270.53, 0: 4; 1: 173; 2: 91; 3: 37; 4: 22; 5: 11; 6: 5; 7: 3; 
CD4_T_cell_signaling,  93, 15, 13,  660, 0, 7, 1568156, 45211.48, 1, 270.53, 0: 4; 1: 153; 2: 106; 3: 51; 4: 21; 5: 9; 6: 1; 7: 1; 
CD4_T_cell_signaling, 125, 10, 20,  661, 0, 7, 1606363, 45211.48, 1, 270.53, 0: 4; 1: 168; 2: 90; 3: 43; 4: 29; 5: 6; 6: 4; 7: 2; 
CD4_T_cell_signaling,  51, 10, 20,  662, 0, 7, 1606364, 45211.48, 1, 270.53, 0: 4; 1: 172; 2: 93; 3: 36; 4: 21; 5: 10; 6: 8; 7: 2; 
CD4_T_cell_signaling, 802,  9, 22,  662, 0, 7, 1595620, 45211.48, 1, 270.53, 0: 4; 1: 165; 2: 89; 3: 49; 4: 26; 5: 11; 6: 1; 7: 1; 
CD4_T_cell_signaling, 336,  8, 26,  663, 0, 7, 1664038, 45211.48, 1, 270.53, 0: 4; 1: 167; 2: 89; 3: 52; 4: 18; 5: 7; 6: 8; 7: 1; 
CD4_T_cell_signaling, 800,  8, 24,  663, 0, 7, 1539738, 45211.48, 1, 270.53, 0: 4; 1: 175; 2: 83; 3: 42; 4: 24; 5: 10; 6: 6; 7: 2; 
CD4_T_cell_signaling, 925, 11, 18,  663, 0, 7, 1595529, 45211.48, 1, 270.53, 0: 4; 1: 164; 2: 98; 3: 41; 4: 23; 5: 9; 6: 6; 7: 1; 
CD4_T_cell_signaling, 918, 16, 12,  664, 0, 7, 1539731, 45211.48, 1, 270.53, 0: 4; 1: 170; 2: 92; 3: 36; 4: 28; 5: 7; 6: 8; 7: 1; 
CD4_T_cell_signaling, 568,  9, 22,  664, 0, 7, 1595666, 45211.48, 1, 270.53, 0: 4; 1: 161; 2: 99; 3: 43; 4: 26; 5: 8; 6: 3; 7: 2; 
CD4_T_cell_signaling, 207, 13, 15,  664, 0, 7, 1568223, 45211.48, 1, 270.53, 0: 4; 1: 154; 2: 104; 3: 49; 4: 24; 5: 8; 6: 2; 7: 1; 
CD4_T_cell_signaling, 815, 16, 12,  665, 0, 7, 1539682, 45211.48, 1, 270.53, 0: 4; 1: 175; 2: 91; 3: 26; 4: 27; 5: 17; 6: 5; 7: 1; 
CD4_T_cell_signaling,  98,  8, 26,  665, 0, 7, 1663866, 45211.48, 1, 270.53, 0: 4; 1: 170; 2: 86; 3: 44; 4: 26; 5: 10; 6: 5; 7: 1; 
CD4_T_cell_signaling, 458,  9, 22,  665, 0, 7, 1595558, 45211.48, 1, 270.53, 0: 4; 1: 166; 2: 96; 3: 36; 4: 28; 5: 10; 6: 5; 7: 1; 
CD4_T_cell_signaling, 254,  8, 26,  665, 0, 7, 1664058, 45211.48, 1, 270.53, 0: 4; 1: 165; 2: 94; 3: 42; 4: 26; 5: 9; 6: 5; 7: 1; 
CD4_T_cell_signaling, 998, 16, 12,  665, 0, 7, 1539703, 45211.48, 1, 270.53, 0: 4; 1: 178; 2: 80; 3: 38; 4: 27; 5: 11; 6: 6; 7: 2; 
CD4_T_cell_signaling,  81, 14, 14,  666, 0, 7, 1583758, 45211.48, 1, 270.53, 0: 4; 1: 176; 2: 80; 3: 41; 4: 26; 5: 12; 6: 6; 7: 1; 
CD4_T_cell_signaling,  65,  8, 26,  666, 0, 7, 1663920, 45211.48, 1, 270.53, 0: 4; 1: 162; 2: 98; 3: 45; 4: 20; 5: 11; 6: 4; 7: 2; 
CD4_T_cell_signaling, 392, 14, 14,  666, 0, 7, 1583789, 45211.48, 1, 270.53, 0: 4; 1: 178; 2: 85; 3: 31; 4: 27; 5: 13; 6: 4; 7: 4; 
CD4_T_cell_signaling, 788, 11, 18,  666, 0, 7, 1595509, 45211.48, 1, 270.53, 0: 4; 1: 177; 2: 74; 3: 53; 4: 20; 5: 11; 6: 2; 7: 5; 
CD4_T_cell_signaling, 826, 16, 12,  667, 0, 7, 1539676, 45211.48, 1, 270.53, 0: 4; 1: 174; 2: 82; 3: 38; 4: 31; 5: 12; 6: 4; 7: 1; 
CD4_T_cell_signaling, 572, 14, 14,  667, 0, 7, 1583838, 45211.48, 1, 270.53, 0: 4; 1: 168; 2: 88; 3: 47; 4: 25; 5: 6; 6: 4; 7: 4; 
CD4_T_cell_signaling, 137,  8, 26,  668, 0, 7, 1664360, 45211.48, 1, 270.53, 0: 4; 1: 165; 2: 91; 3: 46; 4: 23; 5: 12; 6: 4; 7: 1; 
CD4_T_cell_signaling, 669,  8, 24,  668, 0, 7, 1539727, 45211.48, 1, 270.53, 0: 4; 1: 177; 2: 83; 3: 31; 4: 31; 5: 13; 6: 6; 7: 1; 
CD4_T_cell_signaling, 732, 12, 16,  668, 0, 7, 1539705, 45211.48, 1, 270.53, 0: 4; 1: 168; 2: 93; 3: 37; 4: 25; 5: 13; 6: 4; 7: 2; 
CD4_T_cell_signaling, 595, 11, 18,  668, 0, 7, 1595373, 45211.48, 1, 270.53, 0: 4; 1: 168; 2: 80; 3: 57; 4: 23; 5: 8; 6: 5; 7: 1; 
CD4_T_cell_signaling, 194,  8, 24,  668, 0, 7, 1539714, 45211.48, 1, 270.53, 0: 4; 1: 164; 2: 93; 3: 44; 4: 27; 5: 7; 6: 6; 7: 1; 
CD4_T_cell_signaling, 399,  8, 24,  669, 0, 7, 1539693, 45211.48, 1, 270.53, 0: 4; 1: 166; 2: 94; 3: 40; 4: 21; 5: 16; 6: 4; 7: 1; 
CD4_T_cell_signaling,  38, 10, 20,  670, 0, 7, 1606508, 45211.48, 1, 270.53, 0: 4; 1: 169; 2: 85; 3: 46; 4: 25; 5: 12; 6: 2; 7: 3; 
CD4_T_cell_signaling, 908, 14, 14,  670, 0, 7, 1583578, 45211.48, 1, 270.53, 0: 4; 1: 169; 2: 95; 3: 35; 4: 20; 5: 15; 6: 5; 7: 3; 
CD4_T_cell_signaling, 278, 11, 18,  670, 0, 7, 1595464, 45211.48, 1, 270.53, 0: 4; 1: 164; 2: 103; 3: 32; 4: 21; 5: 15; 6: 4; 7: 3; 
CD4_T_cell_signaling, 940, 12, 17,  670, 0, 7, 1625869, 45211.48, 1, 270.53, 0: 4; 1: 153; 2: 109; 3: 39; 4: 28; 5: 9; 6: 3; 7: 1; 
CD4_T_cell_signaling, 326, 11, 18,  671, 0, 7, 1595523, 45211.48, 1, 270.53, 0: 4; 1: 170; 2: 92; 3: 32; 4: 28; 5: 13; 6: 5; 7: 2; 
CD4_T_cell_signaling, 384, 12, 17,  671, 0, 7, 1625997, 45211.48, 1, 270.53, 0: 4; 1: 150; 2: 107; 3: 47; 4: 27; 5: 9; 6: 1; 7: 1; 
CD4_T_cell_signaling, 939,  8, 26,  671, 0, 7, 1664453, 45211.48, 1, 270.53, 0: 4; 1: 170; 2: 81; 3: 49; 4: 26; 5: 9; 6: 6; 7: 1; 
CD4_T_cell_signaling,  44,  8, 24,  671, 0, 7, 1539703, 45211.48, 1, 270.53, 0: 4; 1: 165; 2: 94; 3: 40; 4: 21; 5: 19; 6: 2; 7: 1; 
CD4_T_cell_signaling, 707, 13, 15,  672, 0, 7, 1568158, 45211.48, 1, 270.53, 0: 4; 1: 153; 2: 105; 3: 41; 4: 34; 5: 5; 6: 3; 7: 1; 
CD4_T_cell_signaling, 737, 11, 18,  672, 0, 7, 1595559, 45211.48, 1, 270.53, 0: 4; 1: 161; 2: 96; 3: 43; 4: 25; 5: 13; 6: 3; 7: 1; 
CD4_T_cell_signaling, 347, 15, 13,  673, 0, 7, 1568105, 45211.48, 1, 270.53, 0: 4; 1: 159; 2: 105; 3: 30; 4: 32; 5: 11; 6: 4; 7: 1; 
CD4_T_cell_signaling,  15,  8, 24,  673, 0, 7, 1539603, 45211.48, 0, 270.53, 0: 4; 1: 161; 2: 95; 3: 43; 4: 29; 5: 8; 6: 5; 7: 1; 
CD4_T_cell_signaling, 499, 16, 12,  673, 0, 7, 1539667, 45211.48, 1, 270.53, 0: 4; 1: 165; 2: 96; 3: 39; 4: 25; 5: 6; 6: 8; 7: 3; 
CD4_T_cell_signaling, 656,  8, 26,  673, 0, 7, 1664453, 45211.48, 1, 270.53, 0: 4; 1: 173; 2: 80; 3: 43; 4: 33; 5: 2; 6: 8; 7: 3; 
CD4_T_cell_signaling, 445,  8, 24,  673, 0, 7, 1539754, 45211.48, 1, 270.53, 0: 4; 1: 176; 2: 76; 3: 43; 4: 29; 5: 9; 6: 8; 7: 1; 
CD4_T_cell_signaling, 813,  8, 26,  673, 0, 7, 1664411, 45211.48, 1, 270.53, 0: 4; 1: 165; 2: 94; 3: 39; 4: 25; 5: 12; 6: 6; 7: 1; 
CD4_T_cell_signaling,  35,  9, 22,  674, 0, 7, 1595523, 45211.48, 1, 270.53, 0: 4; 1: 163; 2: 94; 3: 44; 4: 24; 5: 9; 6: 6; 7: 2; 
CD4_T_cell_signaling, 431,  9, 21,  675, 0, 7, 1527876, 45211.48, 1, 270.53, 0: 4; 1: 151; 2: 102; 3: 52; 4: 25; 5: 9; 6: 2; 7: 1; 
CD4_T_cell_signaling, 315, 14, 14,  676, 0, 7, 1583693, 45211.48, 1, 270.53, 0: 4; 1: 168; 2: 91; 3: 44; 4: 14; 5: 15; 6: 7; 7: 3; 
CD4_T_cell_signaling, 198, 10, 20,  676, 0, 7, 1606567, 45211.48, 1, 270.53, 0: 4; 1: 167; 2: 94; 3: 35; 4: 28; 5: 8; 6: 6; 7: 4; 
CD4_T_cell_signaling, 966, 12, 16,  676, 0, 7, 1539737, 45211.48, 1, 270.53, 0: 4; 1: 171; 2: 82; 3: 46; 4: 24; 5: 11; 6: 4; 7: 4; 
CD4_T_cell_signaling,  13, 14, 14,  676, 0, 7, 1583728, 45211.48, 1, 270.53, 0: 4; 1: 173; 2: 82; 3: 37; 4: 30; 5: 14; 6: 4; 7: 2; 
CD4_T_cell_signaling, 846, 10, 20,  676, 0, 7, 1606515, 45211.48, 1, 270.53, 0: 4; 1: 163; 2: 94; 3: 38; 4: 31; 5: 10; 6: 5; 7: 1; 
CD4_T_cell_signaling, 735,  8, 26,  677, 0, 7, 1663933, 45211.48, 1, 270.53, 0: 4; 1: 161; 2: 95; 3: 43; 4: 24; 5: 14; 6: 4; 7: 1; 
CD4_T_cell_signaling, 556,  8, 26,  677, 0, 7, 1664437, 45211.48, 1, 270.53, 0: 4; 1: 173; 2: 81; 3: 40; 4: 27; 5: 13; 6: 7; 7: 1; 
CD4_T_cell_signaling, 486, 11, 18,  677, 0, 7, 1595571, 45211.48, 1, 270.53, 0: 4; 1: 168; 2: 88; 3: 42; 4: 25; 5: 10; 6: 6; 7: 3; 
CD4_T_cell_signaling, 585, 10, 20,  678, 0, 7, 1606300, 45211.48, 1, 270.53, 0: 4; 1: 169; 2: 83; 3: 48; 4: 22; 5: 12; 6: 5; 7: 3; 
CD4_T_cell_signaling, 310, 11, 18,  679, 0, 7, 1595480, 45211.48, 1, 270.53, 0: 4; 1: 163; 2: 100; 3: 29; 4: 28; 5: 16; 6: 5; 7: 1; 
CD4_T_cell_signaling, 970, 11, 18,  680, 0, 7, 1595470, 45211.48, 1, 270.53, 0: 4; 1: 159; 2: 98; 3: 43; 4: 22; 5: 13; 6: 6; 7: 1; 
CD4_T_cell_signaling, 223,  9, 21,  680, 0, 7, 1527876, 45211.48, 1, 270.53, 0: 4; 1: 150; 2: 111; 3: 36; 4: 30; 5: 11; 6: 3; 7: 1; 
CD4_T_cell_signaling, 120,  9, 21,  680, 0, 7, 1527876, 45211.48, 1, 270.53, 0: 4; 1: 151; 2: 108; 3: 39; 4: 28; 5: 13; 6: 2; 7: 1; 
CD4_T_cell_signaling, 645, 16, 12,  681, 0, 7, 1539678, 45211.48, 1, 270.53, 0: 4; 1: 163; 2: 88; 3: 49; 4: 23; 5: 14; 6: 2; 7: 3; 
CD4_T_cell_signaling, 453, 11, 18,  682, 0, 7, 1595391, 45211.48, 1, 270.53, 0: 4; 1: 159; 2: 94; 3: 47; 4: 24; 5: 12; 6: 4; 7: 2; 
CD4_T_cell_signaling, 335, 15, 13,  682, 0, 7, 1568083, 45211.48, 1, 270.53, 0: 4; 1: 155; 2: 101; 3: 40; 4: 29; 5: 14; 6: 2; 7: 1; 
CD4_T_cell_signaling, 564, 12, 17,  682, 0, 7, 1626128, 45211.48, 1, 270.53, 0: 4; 1: 146; 2: 110; 3: 43; 4: 31; 5: 10; 6: 1; 7: 1; 
CD4_T_cell_signaling, 267, 15, 13,  682, 0, 7, 1568051, 45211.48, 1, 270.53, 0: 4; 1: 150; 2: 113; 3: 36; 4: 25; 5: 14; 7: 4; 
CD4_T_cell_signaling, 349, 15, 13,  682, 0, 7, 1568088, 45211.48, 1, 270.53, 0: 4; 1: 156; 2: 101; 3: 43; 4: 25; 5: 10; 6: 4; 7: 3; 
CD4_T_cell_signaling, 529,  9, 23,  683, 0, 7, 1649877, 45211.48, 1, 270.53, 0: 4; 1: 153; 2: 105; 3: 37; 4: 31; 5: 12; 6: 3; 7: 1; 
CD4_T_cell_signaling, 921, 10, 20,  683, 0, 7, 1606514, 45211.48, 1, 270.53, 0: 4; 1: 165; 2: 95; 3: 37; 4: 19; 5: 17; 6: 7; 7: 2; 
CD4_T_cell_signaling, 580, 12, 16,  683, 0, 7, 1539715, 45211.48, 1, 270.53, 0: 4; 1: 160; 2: 93; 3: 45; 4: 28; 5: 8; 6: 6; 7: 2; 
CD4_T_cell_signaling, 703, 10, 20,  684, 0, 7, 1606592, 45211.48, 1, 270.53, 0: 4; 1: 163; 2: 85; 3: 53; 4: 20; 5: 15; 6: 5; 7: 1; 
CD4_T_cell_signaling, 230, 16, 12,  684, 0, 7, 1539674, 45211.48, 1, 270.53, 0: 4; 1: 164; 2: 91; 3: 42; 4: 23; 5: 14; 6: 6; 7: 2; 
CD4_T_cell_signaling, 370,  9, 22,  684, 0, 7, 1595497, 45211.48, 1, 270.53, 0: 4; 1: 165; 2: 87; 3: 43; 4: 26; 5: 16; 6: 3; 7: 2; 
CD4_T_cell_signaling, 819, 16, 12,  684, 0, 7, 1539683, 45211.48, 1, 270.53, 0: 4; 1: 164; 2: 94; 3: 40; 4: 21; 5: 14; 6: 5; 7: 4; 
CD4_T_cell_signaling, 474, 12, 16,  684, 0, 7, 1539689, 45211.48, 1, 270.53, 0: 4; 1: 158; 2: 93; 3: 47; 4: 29; 5: 8; 6: 6; 7: 1; 
CD4_T_cell_signaling, 405,  9, 23,  684, 0, 7, 1649792, 45211.48, 1, 270.53, 0: 4; 1: 153; 2: 104; 3: 43; 4: 24; 5: 11; 6: 6; 7: 1; 
CD4_T_cell_signaling, 791,  8, 24,  684, 0, 7, 1539661, 45211.48, 1, 270.53, 0: 4; 1: 165; 2: 91; 3: 36; 4: 30; 5: 13; 6: 5; 7: 2; 
CD4_T_cell_signaling,  72,  9, 21,  685, 0, 7, 1527876, 45211.48, 1, 270.53, 0: 4; 1: 151; 2: 106; 3: 42; 4: 28; 5: 8; 6: 5; 7: 2; 
CD4_T_cell_signaling,  79, 12, 17,  685, 0, 7, 1626100, 45211.48, 1, 270.53, 0: 4; 1: 145; 2: 115; 3: 38; 4: 28; 5: 13; 6: 2; 7: 1; 
CD4_T_cell_signaling,  73, 11, 18,  686, 0, 7, 1595554, 45211.48, 1, 270.53, 0: 4; 1: 165; 2: 89; 3: 45; 4: 22; 5: 10; 6: 7; 7: 4; 
CD4_T_cell_signaling, 234,  9, 23,  687, 0, 7, 1649747, 45211.48, 1, 270.53, 0: 4; 1: 148; 2: 109; 3: 47; 4: 21; 5: 11; 6: 1; 7: 5; 
CD4_T_cell_signaling, 886,  8, 25,  687, 0, 7, 1606440, 45211.48, 1, 270.53, 0: 4; 1: 142; 2: 112; 3: 48; 4: 26; 5: 12; 6: 1; 7: 1; 
CD4_T_cell_signaling, 444, 13, 15,  687, 0, 7, 1568203, 45211.48, 1, 270.53, 0: 4; 1: 144; 2: 113; 3: 45; 4: 24; 5: 12; 6: 2; 7: 2; 
CD4_T_cell_signaling, 625, 12, 17,  688, 0, 7, 1625970, 45211.48, 1, 270.53, 0: 4; 1: 151; 2: 107; 3: 37; 4: 31; 5: 9; 6: 6; 7: 1; 
CD4_T_cell_signaling, 239, 11, 18,  688, 0, 7, 1595535, 45211.48, 1, 270.53, 0: 4; 1: 164; 2: 95; 3: 33; 4: 27; 5: 14; 6: 6; 7: 3; 
CD4_T_cell_signaling, 920,  9, 22,  688, 0, 7, 1595582, 45211.48, 1, 270.53, 0: 4; 1: 159; 2: 97; 3: 40; 4: 27; 5: 9; 6: 8; 7: 2; 
CD4_T_cell_signaling, 950,  8, 26,  688, 0, 7, 1664372, 45211.48, 1, 270.53, 0: 4; 1: 158; 2: 91; 3: 48; 4: 32; 5: 5; 6: 5; 7: 3; 
CD4_T_cell_signaling, 756, 15, 13,  688, 0, 7, 1568154, 45211.48, 1, 270.53, 0: 4; 1: 152; 2: 107; 3: 37; 4: 26; 5: 14; 6: 5; 7: 1; 
CD4_T_cell_signaling, 666,  9, 22,  688, 0, 7, 1595456, 45211.48, 1, 270.53, 0: 4; 1: 169; 2: 86; 3: 35; 4: 29; 5: 15; 6: 5; 7: 3; 
CD4_T_cell_signaling, 721, 12, 17,  688, 0, 7, 1625922, 45211.48, 1, 270.53, 0: 4; 1: 145; 2: 116; 3: 39; 4: 26; 5: 8; 6: 6; 7: 2; 
CD4_T_cell_signaling,  62,  8, 25,  688, 0, 7, 1606459, 45211.48, 1, 270.53, 0: 4; 1: 147; 2: 105; 3: 46; 4: 31; 5: 10; 6: 2; 7: 1; 
CD4_T_cell_signaling, 741, 10, 19,  689, 0, 7, 1526094, 45211.48, 1, 270.53, 0: 4; 1: 146; 2: 112; 3: 43; 4: 22; 5: 13; 6: 5; 7: 1; 
CD4_T_cell_signaling, 628,  8, 25,  689, 0, 7, 1606436, 45211.48, 1, 270.53, 0: 4; 1: 166; 2: 87; 3: 38; 4: 28; 5: 16; 6: 6; 7: 1; 
CD4_T_cell_signaling, 780,  8, 25,  691, 0, 7, 1606535, 45211.48, 1, 270.53, 0: 4; 1: 143; 2: 110; 3: 48; 4: 28; 5: 7; 6: 5; 7: 1; 
CD4_T_cell_signaling, 712, 16, 12,  691, 0, 7, 1539661, 45211.48, 1, 270.53, 0: 4; 1: 169; 2: 83; 3: 41; 4: 24; 5: 16; 6: 6; 7: 3; 
CD4_T_cell_signaling, 290,  9, 23,  691, 0, 7, 1649467, 45211.48, 1, 270.53, 0: 4; 1: 149; 2: 105; 3: 43; 4: 27; 5: 15; 6: 1; 7: 2; 
CD4_T_cell_signaling, 436, 12, 17,  692, 0, 7, 1625949, 45211.48, 1, 270.53, 0: 4; 1: 142; 2: 118; 3: 35; 4: 34; 5: 7; 6: 4; 7: 2; 
CD4_T_cell_signaling, 442,  8, 25,  694, 0, 7, 1606608, 45211.48, 1, 270.53, 0: 4; 1: 150; 2: 100; 3: 48; 4: 27; 5: 11; 6: 5; 7: 1; 
CD4_T_cell_signaling, 235,  9, 23,  694, 0, 7, 1649353, 45211.48, 1, 270.53, 0: 4; 1: 153; 2: 99; 3: 47; 4: 23; 5: 12; 6: 6; 7: 2; 
CD4_T_cell_signaling, 525, 13, 15,  695, 0, 7, 1568263, 45211.48, 1, 270.53, 0: 4; 1: 151; 2: 105; 3: 39; 4: 25; 5: 16; 6: 5; 7: 1; 
CD4_T_cell_signaling, 124,  9, 21,  695, 0, 7, 1527876, 45211.48, 1, 270.53, 0: 4; 1: 151; 2: 94; 3: 53; 4: 27; 5: 14; 6: 2; 7: 1; 
CD4_T_cell_signaling, 794, 10, 19,  695, 0, 7, 1526102, 45211.48, 1, 270.53, 0: 4; 1: 146; 2: 107; 3: 43; 4: 31; 5: 10; 6: 3; 7: 2; 
CD4_T_cell_signaling, 367, 15, 13,  696, 0, 7, 1568103, 45211.48, 1, 270.53, 0: 4; 1: 146; 2: 104; 3: 52; 4: 23; 5: 9; 6: 7; 7: 1; 
CD4_T_cell_signaling,  59, 15, 13,  696, 0, 7, 1568113, 45211.48, 1, 270.53, 0: 4; 1: 155; 2: 100; 3: 36; 4: 29; 5: 16; 6: 5; 7: 1; 
CD4_T_cell_signaling, 989, 12, 16,  696, 0, 7, 1539690, 45211.48, 1, 270.53, 0: 4; 1: 170; 2: 79; 3: 40; 4: 29; 5: 14; 6: 8; 7: 2; 
CD4_T_cell_signaling, 233, 15, 13,  696, 0, 7, 1568179, 45211.48, 1, 270.53, 0: 4; 1: 147; 2: 106; 3: 45; 4: 27; 5: 10; 6: 5; 7: 2; 
CD4_T_cell_signaling, 774, 10, 19,  697, 0, 7, 1526109, 45211.48, 1, 270.53, 0: 4; 1: 152; 2: 100; 3: 44; 4: 26; 5: 13; 6: 5; 7: 2; 
CD4_T_cell_signaling, 883, 15, 13,  698, 0, 7, 1568178, 45211.48, 1, 270.53, 0: 4; 1: 149; 2: 106; 3: 37; 4: 31; 5: 15; 6: 1; 7: 3; 
CD4_T_cell_signaling, 856,  9, 23,  698, 0, 7, 1649292, 45211.48, 1, 270.53, 0: 4; 1: 142; 2: 110; 3: 44; 4: 31; 5: 11; 6: 3; 7: 1; 
CD4_T_cell_signaling, 964, 13, 15,  698, 0, 7, 1568233, 45211.48, 1, 270.53, 0: 4; 1: 149; 2: 101; 3: 46; 4: 30; 5: 9; 6: 5; 7: 2; 
CD4_T_cell_signaling, 578, 15, 13,  699, 0, 7, 1568175, 45211.48, 1, 270.53, 0: 4; 1: 153; 2: 98; 3: 42; 4: 30; 5: 11; 6: 7; 7: 1; 
CD4_T_cell_signaling, 873, 15, 13,  699, 0, 7, 1568151, 45211.48, 1, 270.53, 0: 4; 1: 152; 2: 96; 3: 47; 4: 26; 5: 17; 6: 3; 7: 1; 
CD4_T_cell_signaling, 824,  9, 23,  699, 0, 7, 1649641, 45211.48, 1, 270.53, 0: 4; 1: 143; 2: 111; 3: 42; 4: 28; 5: 13; 6: 4; 7: 1; 
CD4_T_cell_signaling, 470,  8, 25,  700, 0, 7, 1606360, 45211.48, 1, 270.53, 0: 4; 1: 151; 2: 101; 3: 46; 4: 22; 5: 13; 6: 7; 7: 2; 
CD4_T_cell_signaling, 804, 12, 17,  700, 0, 7, 1626171, 45211.48, 1, 270.53, 0: 4; 1: 146; 2: 101; 3: 49; 4: 29; 5: 14; 6: 2; 7: 1; 
CD4_T_cell_signaling, 142, 12, 17,  701, 0, 7, 1626258, 45211.48, 1, 270.53, 0: 4; 1: 148; 2: 109; 3: 36; 4: 28; 5: 14; 6: 4; 7: 3; 
CD4_T_cell_signaling, 816, 15, 13,  701, 0, 7, 1568079, 45211.48, 1, 270.53, 0: 4; 1: 145; 2: 113; 3: 35; 4: 27; 5: 16; 6: 5; 7: 1; 
CD4_T_cell_signaling, 910,  8, 24,  701, 0, 7, 1539688, 45211.48, 1, 270.53, 0: 4; 1: 163; 2: 81; 3: 43; 4: 33; 5: 18; 6: 3; 7: 1; 
CD4_T_cell_signaling, 101, 13, 15,  702, 0, 7, 1568241, 45211.48, 1, 270.53, 0: 4; 1: 142; 2: 114; 3: 36; 4: 33; 5: 11; 6: 5; 7: 1; 
CD4_T_cell_signaling, 418, 12, 17,  702, 0, 7, 1626348, 45211.48, 1, 270.53, 0: 4; 1: 137; 2: 116; 3: 46; 4: 27; 5: 11; 6: 3; 7: 2; 
CD4_T_cell_signaling, 269, 12, 17,  702, 0, 7, 1626121, 45211.48, 1, 270.53, 0: 4; 1: 142; 2: 112; 3: 41; 4: 29; 5: 14; 6: 1; 7: 3; 
CD4_T_cell_signaling, 790, 15, 13,  702, 0, 7, 1568164, 45211.48, 1, 270.53, 0: 4; 1: 148; 2: 101; 3: 48; 4: 27; 5: 10; 6: 6; 7: 2; 
CD4_T_cell_signaling, 484, 13, 15,  702, 0, 7, 1568163, 45211.48, 0, 270.53, 0: 4; 1: 143; 2: 105; 3: 47; 4: 32; 5: 11; 6: 3; 7: 1; 
CD4_T_cell_signaling,  91,  9, 22,  703, 0, 7, 1595362, 45211.48, 1, 270.53, 0: 4; 1: 158; 2: 96; 3: 40; 4: 22; 5: 13; 6: 11; 7: 2; 
CD4_T_cell_signaling, 853,  8, 26,  703, 0, 7, 1664358, 45211.48, 1, 270.53, 0: 4; 1: 159; 2: 94; 3: 32; 4: 35; 5: 14; 6: 6; 7: 2; 
