Seed 1656949570
ARCH 2|F_ID 0|LIMIT 3
before: 
3(297)
Melhor resultado nxn: B_bronchiseptica_and_T_retortaeformis_coinfectio, 157,  6, 10,  189, 1, 3, 469954, 12208.51, 0, 0.00, 1: 86; 2: 44; 3: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 516,  8,  7,  240, 0, 5, 442743, 12208.51, 1, 86.71, 0: 6; 1: 58; 2: 44; 3: 15; 4: 11; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 142,  5, 11,  240, 0, 5, 434892, 12208.51, 1, 86.71, 0: 6; 1: 61; 2: 40; 3: 15; 4: 11; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 484,  5, 12,  240, 0, 5, 470039, 12208.51, 1, 86.71, 0: 6; 1: 69; 2: 30; 3: 14; 4: 11; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  73,  6,  9,  240, 0, 5, 427869, 12208.51, 0, 86.71, 0: 6; 1: 53; 2: 53; 3: 14; 4: 6; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 607,  6,  9,  241, 0, 5, 427869, 12208.51, 0, 86.71, 0: 6; 1: 55; 2: 49; 3: 14; 4: 9; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 862,  8,  7,  241, 0, 5, 442771, 12208.51, 1, 86.71, 0: 6; 1: 56; 2: 46; 3: 18; 4: 6; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 933,  5, 12,  241, 0, 5, 470304, 12208.51, 1, 86.71, 0: 6; 1: 58; 2: 45; 3: 13; 4: 11; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 916,  8,  7,  241, 0, 5, 442538, 12208.51, 1, 86.71, 0: 6; 1: 60; 2: 42; 3: 13; 4: 12; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 399,  6,  9,  241, 0, 5, 427869, 12208.51, 1, 86.71, 0: 6; 1: 61; 2: 38; 3: 19; 4: 8; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 305,  5, 12,  241, 0, 5, 470534, 12208.51, 1, 86.71, 0: 6; 1: 56; 2: 47; 3: 16; 4: 7; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 745,  6, 10,  241, 0, 5, 470606, 12208.51, 1, 86.71, 0: 6; 1: 62; 2: 39; 3: 13; 4: 13; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 183,  5, 12,  241, 0, 5, 470429, 12208.51, 1, 86.71, 0: 6; 1: 61; 2: 39; 3: 17; 4: 9; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 580,  5, 13,  241, 0, 5, 499568, 12208.51, 1, 86.71, 0: 6; 1: 64; 2: 38; 3: 10; 4: 14; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 248,  4, 14,  241, 0, 5, 442665, 12208.51, 1, 86.71, 0: 6; 1: 60; 2: 42; 3: 16; 4: 6; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 657,  5, 11,  241, 0, 5, 434826, 12208.51, 1, 86.71, 0: 6; 1: 58; 2: 44; 3: 14; 4: 12; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 328,  8,  7,  241, 0, 5, 442763, 12208.51, 1, 86.71, 0: 6; 1: 58; 2: 45; 3: 13; 4: 11; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 555,  6,  9,  242, 0, 5, 427869, 12208.51, 1, 86.71, 0: 6; 1: 58; 2: 47; 3: 11; 4: 8; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 721,  4, 14,  242, 0, 5, 442705, 12208.51, 1, 86.71, 0: 6; 1: 61; 2: 40; 3: 16; 4: 7; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 324,  8,  7,  242, 0, 5, 442578, 12208.51, 1, 86.71, 0: 6; 1: 59; 2: 43; 3: 14; 4: 10; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 201,  8,  7,  242, 0, 5, 442620, 12208.51, 1, 86.71, 0: 6; 1: 55; 2: 51; 3: 9; 4: 12; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 872,  6,  9,  242, 0, 5, 427869, 12208.51, 1, 86.71, 0: 6; 1: 66; 2: 33; 3: 13; 4: 14; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 955,  8,  7,  242, 0, 5, 442583, 12208.51, 1, 86.71, 0: 6; 1: 57; 2: 46; 3: 13; 4: 11; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 564,  4, 14,  242, 0, 5, 442687, 12208.51, 1, 86.71, 0: 6; 1: 64; 2: 34; 3: 18; 4: 9; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 104,  5, 13,  242, 0, 5, 498570, 12208.51, 1, 86.71, 0: 6; 1: 63; 2: 35; 3: 17; 4: 12; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 251,  5, 13,  243, 0, 5, 499540, 12208.51, 1, 86.71, 0: 6; 1: 56; 2: 44; 3: 20; 4: 6; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 881,  5, 13,  243, 0, 5, 500115, 12208.51, 1, 86.71, 0: 6; 1: 54; 2: 50; 3: 14; 4: 8; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  71,  6,  9,  243, 0, 5, 427869, 12208.51, 1, 86.71, 0: 6; 1: 59; 2: 43; 3: 13; 4: 11; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 458,  5, 13,  243, 0, 5, 499564, 12208.51, 0, 86.71, 0: 6; 1: 51; 2: 52; 3: 18; 4: 6; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 400,  7,  8,  243, 0, 5, 442482, 12208.51, 1, 86.71, 0: 6; 1: 64; 2: 36; 3: 14; 4: 10; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 504,  7,  8,  243, 0, 5, 442775, 12208.51, 1, 86.71, 0: 6; 1: 60; 2: 41; 3: 14; 4: 11; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 422,  5, 12,  243, 0, 5, 470670, 12208.51, 1, 86.71, 0: 6; 1: 64; 2: 37; 3: 12; 4: 11; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 634,  7,  8,  243, 0, 5, 442594, 12208.51, 0, 86.71, 0: 6; 1: 62; 2: 38; 3: 14; 4: 12; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  35,  8,  7,  244, 0, 5, 442766, 12208.51, 1, 86.71, 0: 6; 1: 62; 2: 37; 3: 15; 4: 12; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 758,  8,  7,  244, 0, 5, 442786, 12208.51, 1, 86.71, 0: 6; 1: 57; 2: 45; 3: 15; 4: 8; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 298,  6,  9,  244, 0, 5, 427869, 12208.51, 1, 86.71, 0: 6; 1: 63; 2: 35; 3: 17; 4: 10; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 325,  6,  9,  244, 0, 5, 427869, 12208.51, 1, 86.71, 0: 6; 1: 59; 2: 45; 3: 7; 4: 16; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 828,  5, 13,  244, 0, 5, 499300, 12208.51, 1, 86.71, 0: 6; 1: 57; 2: 47; 3: 11; 4: 10; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 318,  5, 11,  244, 0, 5, 434628, 12208.51, 0, 86.71, 0: 6; 1: 61; 2: 42; 3: 11; 4: 9; 5: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 869,  5, 13,  244, 0, 5, 499500, 12208.51, 1, 86.71, 0: 6; 1: 59; 2: 45; 3: 10; 4: 10; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 683,  5, 13,  244, 0, 5, 498937, 12208.51, 0, 86.71, 0: 6; 1: 52; 2: 49; 3: 20; 4: 6; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 548,  5, 11,  244, 0, 5, 434877, 12208.51, 1, 86.71, 0: 6; 1: 60; 2: 38; 3: 17; 4: 13; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 508,  5, 11,  244, 0, 5, 434714, 12208.51, 1, 86.71, 0: 6; 1: 54; 2: 47; 3: 18; 4: 8; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 835,  4, 14,  244, 0, 5, 442669, 12208.51, 1, 86.71, 0: 6; 1: 60; 2: 41; 3: 15; 4: 8; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 522,  5, 12,  245, 0, 5, 470268, 12208.51, 1, 86.71, 0: 6; 1: 62; 2: 38; 3: 15; 4: 8; 5: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  61,  5, 13,  245, 0, 5, 498825, 12208.51, 1, 86.71, 0: 6; 1: 54; 2: 48; 3: 15; 4: 10; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 641,  5, 13,  245, 0, 5, 499904, 12208.51, 1, 86.71, 0: 6; 1: 58; 2: 45; 3: 11; 4: 11; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 323,  5, 13,  245, 0, 5, 499902, 12208.51, 1, 86.71, 0: 6; 1: 55; 2: 47; 3: 16; 4: 7; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 985,  5, 13,  245, 0, 5, 498578, 12208.51, 1, 86.71, 0: 6; 1: 58; 2: 44; 3: 13; 4: 10; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 751,  8,  7,  245, 0, 5, 442611, 12208.51, 1, 86.71, 0: 6; 1: 54; 2: 47; 3: 17; 4: 9; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 136,  8,  7,  245, 0, 5, 442566, 12208.51, 1, 86.71, 0: 6; 1: 55; 2: 49; 3: 12; 4: 9; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 740,  6,  9,  245, 0, 5, 427869, 12208.51, 1, 86.71, 0: 6; 1: 58; 2: 41; 3: 19; 4: 7; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 670,  5, 13,  246, 0, 5, 498540, 12208.51, 1, 86.71, 0: 6; 1: 58; 2: 38; 3: 22; 4: 9; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,   8,  8,  7,  246, 0, 5, 442774, 12208.51, 1, 86.71, 0: 6; 1: 59; 2: 41; 3: 15; 4: 10; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 694,  7,  8,  246, 0, 5, 442534, 12208.51, 1, 86.71, 0: 6; 1: 63; 2: 39; 3: 10; 4: 10; 5: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  81,  5, 11,  246, 0, 5, 434823, 12208.51, 1, 86.71, 0: 6; 1: 54; 2: 51; 3: 9; 4: 12; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 326,  9,  6,  246, 0, 5, 427869, 12208.51, 0, 86.71, 0: 6; 1: 57; 2: 42; 3: 19; 4: 7; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  96,  5, 12,  246, 0, 5, 470600, 12208.51, 1, 86.71, 0: 6; 1: 60; 2: 40; 3: 12; 4: 15; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 209,  6,  9,  247, 0, 5, 427869, 12208.51, 1, 86.71, 0: 6; 1: 57; 2: 44; 3: 15; 4: 8; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 671,  6,  9,  247, 0, 5, 427869, 12208.51, 1, 86.71, 0: 6; 1: 56; 2: 45; 3: 14; 4: 11; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 403,  8,  7,  247, 0, 5, 442756, 12208.51, 1, 86.71, 0: 6; 1: 59; 2: 39; 3: 17; 4: 11; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 747,  6,  9,  247, 0, 5, 427869, 12208.51, 1, 86.71, 0: 6; 1: 65; 2: 33; 3: 13; 4: 13; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 898,  6,  9,  247, 0, 5, 427869, 12208.51, 1, 86.71, 0: 6; 1: 53; 2: 47; 3: 19; 4: 7; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 686,  6,  9,  248, 0, 5, 427869, 12208.51, 1, 86.71, 0: 6; 1: 53; 2: 47; 3: 16; 4: 12; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 728,  6,  9,  248, 0, 5, 427869, 12208.51, 1, 86.71, 0: 6; 1: 62; 2: 39; 3: 10; 4: 12; 5: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 586,  8,  7,  248, 0, 5, 442388, 12208.51, 1, 86.71, 0: 6; 1: 59; 2: 38; 3: 16; 4: 15; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 965,  5, 13,  248, 0, 5, 499481, 12208.51, 1, 86.71, 0: 6; 1: 55; 2: 44; 3: 18; 4: 9; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 927,  5, 11,  248, 0, 5, 434884, 12208.51, 1, 86.71, 0: 6; 1: 55; 2: 45; 3: 17; 4: 8; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  27,  5, 11,  249, 0, 5, 434697, 12208.51, 0, 86.71, 0: 6; 1: 55; 2: 47; 3: 13; 4: 9; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 843,  7,  8,  249, 0, 5, 442648, 12208.51, 1, 86.71, 0: 6; 1: 63; 2: 32; 3: 19; 4: 10; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 472,  5, 13,  249, 0, 5, 499639, 12208.51, 1, 86.71, 0: 6; 1: 51; 2: 50; 3: 17; 4: 8; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 153,  8,  7,  249, 0, 5, 442656, 12208.51, 1, 86.71, 0: 6; 1: 56; 2: 45; 3: 13; 4: 11; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 446,  5, 12,  249, 0, 5, 470217, 12208.51, 1, 86.71, 0: 6; 1: 53; 2: 47; 3: 15; 4: 13; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 573,  5, 13,  250, 0, 5, 500259, 12208.51, 1, 86.71, 0: 6; 1: 55; 2: 43; 3: 18; 4: 10; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 424,  5, 11,  250, 0, 5, 434808, 12208.51, 1, 86.71, 0: 6; 1: 54; 2: 45; 3: 16; 4: 12; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 763,  5, 13,  250, 0, 5, 498366, 12208.51, 1, 86.71, 0: 6; 1: 52; 2: 47; 3: 17; 4: 12; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 273,  5, 13,  250, 0, 5, 499184, 12208.51, 1, 86.71, 0: 6; 1: 57; 2: 41; 3: 16; 4: 12; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 911,  5, 13,  250, 0, 5, 498112, 12208.51, 1, 86.71, 0: 6; 1: 56; 2: 41; 3: 17; 4: 14; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 163,  5, 13,  250, 0, 5, 499585, 12208.51, 1, 86.71, 0: 6; 1: 48; 2: 55; 3: 15; 4: 8; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 962,  6,  9,  251, 0, 5, 427869, 12208.51, 1, 86.71, 0: 6; 1: 55; 2: 48; 3: 10; 4: 10; 5: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 968,  5, 13,  251, 0, 5, 499092, 12208.51, 1, 86.71, 0: 6; 1: 58; 2: 41; 3: 13; 4: 13; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 335,  5, 13,  251, 0, 5, 499278, 12208.51, 1, 86.71, 0: 6; 1: 57; 2: 40; 3: 17; 4: 12; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 727,  9,  6,  251, 0, 5, 427869, 12208.51, 1, 86.71, 0: 6; 1: 67; 2: 29; 3: 14; 4: 11; 5: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 497,  5, 13,  251, 0, 5, 499212, 12208.51, 1, 86.71, 0: 6; 1: 52; 2: 47; 3: 18; 4: 9; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 440,  6,  9,  251, 0, 5, 427869, 12208.51, 0, 86.71, 0: 6; 1: 55; 2: 44; 3: 14; 4: 14; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 978,  5, 13,  251, 0, 5, 500019, 12208.51, 1, 86.71, 0: 6; 1: 55; 2: 45; 3: 15; 4: 9; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 677,  5, 11,  252, 0, 5, 434852, 12208.51, 1, 86.71, 0: 6; 1: 55; 2: 44; 3: 16; 4: 9; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 374,  5, 13,  252, 0, 5, 498375, 12208.51, 1, 86.71, 0: 6; 1: 54; 2: 45; 3: 15; 4: 12; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,   9,  5, 13,  252, 0, 5, 499102, 12208.51, 1, 86.71, 0: 6; 1: 54; 2: 42; 3: 20; 4: 11; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 649,  5, 11,  252, 0, 5, 434864, 12208.51, 1, 86.71, 0: 6; 1: 58; 2: 42; 3: 13; 4: 9; 5: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 565,  5, 11,  252, 0, 5, 434860, 12208.51, 1, 86.71, 0: 6; 1: 56; 2: 46; 3: 11; 4: 9; 5: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 365,  5, 13,  252, 0, 5, 499460, 12208.51, 1, 86.71, 0: 6; 1: 57; 2: 43; 3: 12; 4: 12; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  31,  6,  9,  253, 0, 5, 427869, 12208.51, 1, 86.71, 0: 6; 1: 55; 2: 47; 3: 10; 4: 11; 5: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 950,  5, 11,  253, 0, 5, 434872, 12208.51, 0, 86.71, 0: 6; 1: 50; 2: 49; 3: 18; 4: 9; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 770,  5, 11,  253, 0, 5, 434811, 12208.51, 1, 86.71, 0: 6; 1: 55; 2: 43; 3: 14; 4: 15; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  14,  5, 11,  253, 0, 5, 434850, 12208.51, 1, 86.71, 0: 6; 1: 55; 2: 43; 3: 18; 4: 7; 5: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 853,  5, 11,  253, 0, 5, 434870, 12208.51, 1, 86.71, 0: 6; 1: 62; 2: 34; 3: 13; 4: 16; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 285,  8,  7,  253, 0, 5, 442704, 12208.51, 1, 86.71, 0: 6; 1: 52; 2: 48; 3: 15; 4: 10; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 505,  5, 11,  253, 0, 5, 434801, 12208.51, 0, 86.71, 0: 6; 1: 53; 2: 46; 3: 16; 4: 10; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 456,  8,  7,  254, 0, 5, 442518, 12208.51, 1, 86.71, 0: 6; 1: 57; 2: 40; 3: 16; 4: 11; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 684,  5, 11,  254, 0, 5, 434867, 12208.51, 0, 86.71, 0: 6; 1: 50; 2: 47; 3: 20; 4: 10; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 596,  8,  7,  255, 0, 5, 442604, 12208.51, 1, 86.71, 0: 6; 1: 58; 2: 36; 3: 20; 4: 10; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 355,  8,  7,  255, 0, 5, 442672, 12208.51, 1, 86.71, 0: 6; 1: 56; 2: 41; 3: 15; 4: 13; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 289,  5, 13,  255, 0, 5, 499861, 12208.51, 1, 86.71, 0: 6; 1: 57; 2: 41; 3: 13; 4: 13; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 568,  5, 13,  256, 0, 5, 499353, 12208.51, 1, 86.71, 0: 6; 1: 55; 2: 43; 3: 14; 4: 12; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  90,  8,  7,  256, 0, 5, 442763, 12208.51, 1, 86.71, 0: 6; 1: 58; 2: 37; 3: 15; 4: 16; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 280,  5, 13,  256, 0, 5, 499398, 12208.51, 1, 86.71, 0: 6; 1: 57; 2: 42; 3: 13; 4: 9; 5: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  60,  6,  9,  257, 0, 5, 427869, 12208.51, 1, 86.71, 0: 6; 1: 58; 2: 34; 3: 20; 4: 14; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 242,  5, 11,  257, 0, 5, 434851, 12208.51, 1, 86.71, 0: 6; 1: 58; 2: 38; 3: 16; 4: 10; 5: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 590,  5, 13,  257, 0, 5, 498612, 12208.51, 1, 86.71, 0: 6; 1: 51; 2: 45; 3: 19; 4: 11; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 874,  5, 11,  257, 0, 5, 434640, 12208.51, 1, 86.71, 0: 6; 1: 56; 2: 39; 3: 16; 4: 15; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 778,  6,  9,  258, 0, 5, 427869, 12208.51, 1, 86.71, 0: 6; 1: 56; 2: 39; 3: 16; 4: 14; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 111,  5, 11,  259, 0, 5, 434840, 12208.51, 1, 86.71, 0: 6; 1: 54; 2: 44; 3: 13; 4: 12; 5: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 255,  5, 13,  259, 0, 5, 499080, 12208.51, 1, 86.71, 0: 6; 1: 56; 2: 41; 3: 15; 4: 9; 5: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 156,  5, 13,  260, 0, 5, 499350, 12208.51, 1, 86.71, 0: 6; 1: 55; 2: 38; 3: 18; 4: 15; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 717,  5, 11,  260, 0, 5, 434861, 12208.51, 1, 86.71, 0: 6; 1: 57; 2: 38; 3: 14; 4: 15; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  18,  5, 11,  260, 0, 5, 434800, 12208.51, 0, 86.71, 0: 6; 1: 48; 2: 47; 3: 21; 4: 10; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 134,  5, 11,  262, 0, 5, 434769, 12208.51, 0, 86.71, 0: 6; 1: 49; 2: 48; 3: 17; 4: 9; 5: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 299,  8,  7,  262, 0, 5, 442685, 12208.51, 1, 86.71, 0: 6; 1: 50; 2: 47; 3: 15; 4: 12; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 560,  6,  9,  263, 0, 5, 427869, 12208.51, 1, 86.71, 0: 6; 1: 53; 2: 43; 3: 14; 4: 13; 5: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 103,  5, 13,  265, 0, 5, 499623, 12208.51, 1, 86.71, 0: 6; 1: 51; 2: 43; 3: 17; 4: 13; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 260,  5, 13,  266, 0, 5, 499363, 12208.51, 1, 86.71, 0: 6; 1: 57; 2: 36; 3: 16; 4: 11; 5: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 131,  5, 13,  267, 0, 5, 499935, 12208.51, 1, 86.71, 0: 6; 1: 50; 2: 43; 3: 18; 4: 13; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 735,  5, 11,  267, 0, 5, 434859, 12208.51, 1, 86.71, 0: 6; 1: 52; 2: 41; 3: 14; 4: 19; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  57,  5, 11,  267, 0, 5, 434867, 12208.51, 1, 86.71, 0: 6; 1: 52; 2: 41; 3: 18; 4: 11; 5: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 426,  6,  9,  269, 0, 5, 427869, 12208.51, 1, 86.71, 0: 6; 1: 50; 2: 44; 3: 14; 4: 16; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 313,  5, 11,  271, 0, 5, 434867, 12208.51, 1, 86.71, 0: 6; 1: 53; 2: 39; 3: 15; 4: 15; 5: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 459,  5, 11,  273, 0, 5, 434538, 12208.51, 1, 86.71, 0: 6; 1: 49; 2: 39; 3: 24; 4: 11; 5: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 860,  6, 10,  210, 0, 6, 470818, 12208.51, 1, 86.71, 0: 6; 1: 75; 2: 35; 3: 13; 4: 5; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 749,  6, 10,  215, 0, 6, 470258, 12208.51, 1, 86.71, 0: 6; 1: 72; 2: 38; 3: 12; 4: 5; 5: 1; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 172,  6, 10,  216, 0, 6, 469937, 12208.51, 1, 86.71, 0: 6; 1: 71; 2: 41; 3: 10; 4: 3; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 181,  6, 10,  216, 0, 6, 470429, 12208.51, 1, 86.71, 0: 6; 1: 72; 2: 38; 3: 12; 4: 4; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 632,  7,  8,  217, 0, 6, 442742, 12208.51, 0, 86.71, 0: 6; 1: 66; 2: 46; 3: 11; 4: 5; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 157,  6, 10,  218, 0, 6, 469954, 12208.51, 1, 86.71, 0: 6; 1: 72; 2: 36; 3: 12; 4: 8; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 839,  6, 10,  219, 0, 6, 470046, 12208.51, 1, 86.71, 0: 6; 1: 70; 2: 39; 3: 12; 4: 6; 5: 1; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 128,  6, 10,  219, 0, 6, 470330, 12208.51, 1, 86.71, 0: 6; 1: 77; 2: 30; 3: 13; 4: 4; 5: 3; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 976,  6, 10,  220, 0, 6, 470266, 12208.51, 1, 86.71, 0: 6; 1: 66; 2: 46; 3: 10; 4: 4; 5: 2; 6: 1; 
