Seed 1656949570
ARCH 1|F_ID 0|LIMIT 4
before: 
03(220)
Melhor resultado nxn: IGVH_mutations_in_chronic_lymphocytic_leukemia, 292, 10, 10,  185, 1, 3, 796125, 18030.87, 9, 0.00, 1: 120; 2: 25; 3: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 462,  9, 11,  171, 0, 4, 786159, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 28; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 585,  6, 17,  171, 0, 4, 804593, 18030.87, 1, 74.34, 0: 25; 1: 93; 2: 24; 3: 2; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  14,  7, 13,  171, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 29; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 899, 11,  9,  171, 0, 4, 786543, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 25; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 644, 12,  8,  171, 0, 4, 764339, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 28; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  37,  6, 18,  171, 0, 4, 846119, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 24; 3: 5; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 219,  8, 12,  171, 0, 4, 764332, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 32; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 606,  6, 17,  171, 0, 4, 805375, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 31; 3: 3; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 719,  7, 14,  171, 0, 4, 780195, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 33; 3: 2; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 171,  8, 12,  171, 0, 4, 764622, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 30; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 856,  8, 12,  171, 0, 4, 764584, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 27; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 709, 11,  9,  171, 0, 4, 786170, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 26; 3: 4; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 174,  6, 17,  171, 0, 4, 804115, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 29; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,   5,  7, 15,  171, 0, 4, 826200, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 26; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  85,  7, 15,  171, 0, 4, 826079, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 25; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 353, 11,  9,  171, 0, 4, 785562, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 24; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 641,  7, 13,  171, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 29; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 640,  9, 11,  171, 0, 4, 786402, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 24; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 492,  6, 16,  171, 0, 4, 764497, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 23; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 973, 12,  8,  171, 0, 4, 764247, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 32; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 732,  6, 18,  171, 0, 4, 846758, 18030.87, 1, 74.34, 0: 25; 1: 93; 2: 21; 3: 8; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  34, 11,  9,  171, 0, 4, 785978, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 29; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 487,  8, 12,  171, 0, 4, 764481, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 25; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 428,  8, 12,  171, 0, 4, 764358, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 32; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 425,  8, 12,  171, 0, 4, 764656, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 32; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 623, 11,  9,  171, 0, 4, 786339, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 32; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 128,  7, 14,  171, 0, 4, 781016, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 31; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 745,  8, 12,  171, 0, 4, 764222, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 27; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 972,  8, 12,  171, 0, 4, 764552, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 32; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 760,  8, 12,  171, 0, 4, 764625, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 30; 3: 2; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 283,  7, 14,  171, 0, 4, 780936, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 23; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 689,  7, 14,  171, 0, 4, 780631, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 25; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 175, 12,  8,  171, 0, 4, 764715, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 26; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 681,  8, 12,  171, 0, 4, 764692, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 28; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  40, 11,  9,  171, 0, 4, 786106, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 30; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 535,  9, 11,  171, 0, 4, 786494, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 29; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 568,  7, 13,  171, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 31; 3: 3; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 994,  7, 14,  171, 0, 4, 780350, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 27; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 772, 12,  8,  171, 0, 4, 764338, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 31; 3: 3; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 182,  8, 12,  171, 0, 4, 763905, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 25; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 401, 10, 10,  171, 0, 4, 796205, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 30; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 951,  7, 14,  171, 0, 4, 780296, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 31; 3: 3; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 673, 11,  9,  171, 0, 4, 786326, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 32; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 153, 10, 10,  171, 0, 4, 795726, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 25; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 553,  6, 16,  171, 0, 4, 764351, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 25; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 107,  6, 17,  171, 0, 4, 804287, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 30; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 213, 10, 10,  171, 0, 4, 795630, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 32; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 146,  9, 11,  171, 0, 4, 785834, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 24; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 941,  7, 15,  171, 0, 4, 826393, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 29; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 254, 12,  8,  171, 0, 4, 764402, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 25; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 953,  7, 15,  171, 0, 4, 827321, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 30; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 458,  9, 11,  171, 0, 4, 786212, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 29; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 446,  6, 16,  171, 0, 4, 764489, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 28; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 628,  7, 15,  171, 0, 4, 826940, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 31; 3: 3; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 703, 12,  8,  171, 0, 4, 764413, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 28; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 579, 10, 10,  171, 0, 4, 795554, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 26; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  20, 11,  9,  171, 0, 4, 786182, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 25; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 416, 10, 10,  171, 0, 4, 796222, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 23; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 150,  6, 17,  171, 0, 4, 805717, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 26; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 954,  8, 12,  171, 0, 4, 764557, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 30; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  56, 12,  8,  171, 0, 4, 764450, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 28; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 375, 12,  8,  172, 0, 4, 764486, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 31; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 845,  7, 15,  172, 0, 4, 827539, 18030.87, 1, 74.34, 0: 25; 1: 86; 2: 33; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 439, 12,  8,  172, 0, 4, 764667, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 22; 3: 8; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  51, 11,  9,  172, 0, 4, 786176, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 25; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 750,  7, 15,  172, 0, 4, 826696, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 31; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 214,  7, 13,  172, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 31; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 844, 11,  9,  172, 0, 4, 786226, 18030.87, 1, 74.34, 0: 25; 1: 85; 2: 34; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 167,  7, 15,  172, 0, 4, 826629, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 32; 3: 3; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 839,  7, 13,  172, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 28; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 142, 10, 10,  172, 0, 4, 796306, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 26; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  90, 12,  8,  172, 0, 4, 764425, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 26; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 748,  7, 13,  172, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 25; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 383,  7, 13,  172, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 30; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 134,  6, 16,  172, 0, 4, 764772, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 24; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 463,  9, 11,  172, 0, 4, 786561, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 32; 3: 3; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 476,  7, 15,  172, 0, 4, 826767, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 23; 3: 6; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 563,  7, 13,  172, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 23; 3: 6; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 562,  9, 11,  172, 0, 4, 786040, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 28; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 255,  8, 12,  172, 0, 4, 764287, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 27; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 261,  7, 14,  172, 0, 4, 780777, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 24; 3: 10; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 674,  7, 15,  172, 0, 4, 827022, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 29; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 658,  7, 13,  172, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 31; 3: 2; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 786, 11,  9,  172, 0, 4, 786368, 18030.87, 1, 74.34, 0: 25; 1: 85; 2: 34; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 403,  6, 17,  172, 0, 4, 804454, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 23; 3: 9; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 928,  7, 15,  172, 0, 4, 825327, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 29; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 284,  6, 17,  172, 0, 4, 805335, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 24; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 529,  6, 17,  172, 0, 4, 805192, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 23; 3: 6; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 287,  6, 18,  172, 0, 4, 846309, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 30; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 291, 11,  9,  172, 0, 4, 786329, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 29; 3: 3; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 244, 11,  9,  172, 0, 4, 786614, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 28; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 197,  7, 13,  172, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 29; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 207,  7, 15,  172, 0, 4, 825400, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 27; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 475, 12,  8,  172, 0, 4, 764551, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 21; 3: 10; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 739,  6, 16,  172, 0, 4, 764287, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 29; 3: 3; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 211, 10, 10,  172, 0, 4, 796201, 18030.87, 1, 74.34, 0: 25; 1: 85; 2: 34; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 864,  8, 12,  172, 0, 4, 764550, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 26; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  33,  6, 17,  172, 0, 4, 804713, 18030.87, 1, 74.34, 0: 25; 1: 93; 2: 21; 3: 7; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  26,  6, 17,  172, 0, 4, 804931, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 26; 3: 3; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 726, 10, 10,  172, 0, 4, 795825, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 26; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 879,  7, 15,  172, 0, 4, 825809, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 32; 3: 3; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 391,  7, 15,  172, 0, 4, 826213, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 25; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  23,  6, 16,  172, 0, 4, 764498, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 28; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,   0,  8, 12,  172, 0, 4, 764293, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 28; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 802,  6, 18,  172, 0, 4, 845888, 18030.87, 1, 74.34, 0: 25; 1: 86; 2: 32; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 645,  6, 16,  172, 0, 4, 764691, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 31; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 909, 11,  9,  172, 0, 4, 786438, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 29; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 411,  7, 14,  173, 0, 4, 780335, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 30; 3: 3; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 148,  9, 11,  173, 0, 4, 786523, 18030.87, 1, 74.34, 0: 25; 1: 86; 2: 33; 3: 3; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 780,  7, 13,  173, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 26; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 614, 10, 10,  173, 0, 4, 796146, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 27; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 117, 12,  8,  173, 0, 4, 764347, 18030.87, 1, 74.34, 0: 25; 1: 86; 2: 32; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 556,  7, 13,  173, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 29; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 659,  7, 14,  173, 0, 4, 780791, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 28; 3: 4; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  73,  6, 18,  173, 0, 4, 845583, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 29; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 548,  6, 16,  173, 0, 4, 764382, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 28; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 544,  7, 14,  173, 0, 4, 780787, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 28; 3: 4; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 542,  8, 12,  173, 0, 4, 764393, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 26; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 540,  7, 15,  173, 0, 4, 826925, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 26; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 570,  8, 12,  173, 0, 4, 764672, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 26; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 112, 11,  9,  173, 0, 4, 786299, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 25; 3: 10; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 527,  7, 15,  173, 0, 4, 826459, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 28; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 574, 12,  8,  173, 0, 4, 764486, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 29; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 697,  7, 14,  173, 0, 4, 780623, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 25; 3: 4; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  69,  9, 11,  173, 0, 4, 786067, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 24; 3: 3; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  68,  7, 13,  173, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 85; 2: 33; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 437,  7, 14,  173, 0, 4, 780718, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 26; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 718,  7, 14,  173, 0, 4, 781175, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 29; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 721,  9, 11,  173, 0, 4, 786366, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 27; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 584,  6, 16,  173, 0, 4, 764354, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 23; 3: 5; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 499,  7, 14,  173, 0, 4, 780414, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 25; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 495, 12,  8,  173, 0, 4, 764436, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 24; 3: 6; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 639,  6, 16,  173, 0, 4, 764441, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 26; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 485,  8, 12,  173, 0, 4, 764546, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 26; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 590,  6, 18,  173, 0, 4, 846899, 18030.87, 1, 74.34, 0: 25; 1: 85; 2: 34; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 591,  6, 18,  173, 0, 4, 845816, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 29; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  86,  7, 14,  173, 0, 4, 781236, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 25; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  58,  8, 12,  173, 0, 4, 764577, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 25; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 467,  7, 15,  173, 0, 4, 826162, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 30; 3: 3; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 443,  6, 18,  173, 0, 4, 847336, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 28; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 355,  6, 18,  173, 0, 4, 847171, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 29; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 934, 11,  9,  173, 0, 4, 786299, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 29; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 187,  6, 18,  173, 0, 4, 846176, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 30; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 367,  9, 11,  173, 0, 4, 786564, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 24; 3: 6; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 834,  6, 18,  173, 0, 4, 846182, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 30; 3: 3; 4: 4; 
